Gene = LEAP2
Position 2211: 1.8770033074782515e-05
Position 328: 1.8023696170424087e-05
Position 1102: 1.659563793531395e-05
Position 194: 1.6401009889989694e-05
Position 2142: 1.3344726540571716e-05
Position 2644: 1.3074514251531665e-05
Position 1698: 1.2851353756114387e-05
Position 1990: 1.154714231303974e-05
Position 471: 1.0857988671890261e-05
Position 2589: 9.209097786128109e-06
Position 893: 8.508613251172678e-06
Position 2532: 7.98966516127775e-06
Position 1472: 6.197832794271257e-06
Position 179: 5.1190314995745675e-06
Position 1465: 4.7874329407415305e-06
Position 606: 4.193459844143214e-06
Position 1874: 4.0325416905572835e-06
Position 349: 3.993401353004049e-06
Position 842: 3.909270966641333e-06
Position 1009: 3.4757344250409543e-06
Position 1700: 3.3652707524714306e-06
Position 876: 2.7424444225202305e-06
Position 115: 2.3104945596410786e-06
Position 1671: 2.1817612058373478e-06
Position 680: 1.935195814118674e-06
Position 820: 1.7009701391437289e-06
Position 935: 1.6908327920935306e-06
Position 228: 1.584473469874673e-06
Position 1666: 1.2771795415277755e-06
Position 751: 1.180219133186107e-06
Position 279: 8.797173327250262e-07
Position 332: 8.490089329315392e-07
Position 243: 6.745634625167214e-07
Position 731: 4.2901996259633796e-07
Position 593: 3.5851105803916974e-07
Position 118: 3.3978075526948806e-07
Position 1177: 1.9580938601629932e-07
Position 576: 5.871988921188491e-08
Position 896: 2.851836322959438e-08
Position 549: 2.4909667586027774e-08
Position 580: 2.3981130646326168e-08
Position 801: 2.038383037678609e-08
Position 283: 2.0309794815645187e-08
Position 340: 1.9841221328700475e-08
Position 744: 1.2031383876531459e-08
Position 746: 6.235348153521126e-09
Position 94: 5.03229900876058e-09
Position 1479: 3.954783163701741e-09
Position 124: 3.63764098481663e-09
Position 91: 3.2774031610346858e-09
Position 618: 2.0998984636977417e-09
Position 1434: 1.7510070042439684e-09
Position 245: 8.690780103421205e-10
Position 252: 1.430127423815927e-10
Position 264: 1.0230391119219412e-10
Position 1747: 7.489745098880236e-11
Position 554: 7.923495891415355e-12
Position 257: 1.4589674074821024e-12
