Gene = SEC61G
Position 364: 1.0548012642251193e-06
Position 510: 8.175855580883059e-07
Position 176: 7.962869334774961e-07
Position 49: 6.509707274019626e-07
Position 213: 4.85504213693321e-07
Position 481: 3.890599542651347e-07
Position 3430: 3.416421157360079e-07
Position 437: 2.2859871213065026e-07
Position 216: 1.8580739670268797e-07
Position 1689: 1.795269690987567e-07
Position 1696: 1.7899906299117573e-07
Position 93: 1.542612630711626e-07
Position 1244: 1.4787413795850535e-07
Position 5055: 1.2971432347362223e-07
Position 618: 8.166771481654583e-08
Position 5373: 4.361135727481511e-08
Position 58: 4.240243694975443e-08
Position 574: 4.157850803139773e-08
Position 1504: 2.6497048263018412e-08
Position 427: 2.387887971624923e-09
Position 1000: 2.181918428223288e-09
Position 3602: 1.4905080280949426e-09
Position 1675: 3.0540663668734266e-10
Position 194: 2.835627075278247e-10
Position 357: 1.4266196640569377e-14
Position 344: 1.0234292754527851e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6825: 0.6870965505663367
Position 1651: 0.5613636329025474
Position 3321: 0.48518865017313856
Position 3364: 0.46246028568862846
Position 1526: 0.4172644391881769
Position 1162: 0.3931058563454156
Position 717: 0.2045250290335015
Position 5956: 0.13551684947798237
Position 3573: 0.09918297130167415
Position 2754: 0.07656215946541613
Position 5980: 0.07625669799603635
Position 6341: 0.07083032281627336
Position 2836: 0.0629211671402095
Position 5007: 0.061380761898260194
Position 2889: 0.059410951918451964
Position 1123: 0.05736714095683933
Position 6447: 0.0371913683829878
Position 6552: 0.03584653127772854
Position 2915: 0.03471378742932685
Position 5228: 0.027821539912337684
Position 6313: 0.02423262915387331
Position 372: 0.023319093866457495
Position 156: 0.0215872404233832
Position 3791: 0.017178441500740906
Position 3884: 0.016248539422381914
Position 1831: 0.016078791620897953
Position 6355: 0.01428801661590276
Position 6120: 0.013915476864341598
Position 1095: 0.013843627731197123
Position 1374: 0.01288248807093989
Position 2620: 0.011869190386047822
Position 1077: 0.010837144940811368
Position 3930: 0.010335383426786509
Position 6529: 0.010311639397470337
Position 2850: 0.007832441974183878
Position 3550: 0.006472921427304561
Position 2783: 0.006303283561785645
Position 1272: 0.006276447225847065
Position 2016: 0.006106541789434979
Position 6123: 0.0060114456807909816
Position 3887: 0.004930139432097926
Position 6391: 0.004774630220945917
Position 6954: 0.004215972171606294
Position 912: 0.004161649762343694
Position 3695: 0.004121996019046939
Position 5020: 0.003903329807398009
Position 4748: 0.0034232522089967465
Position 821: 0.0032971081645062706
Position 3848: 0.002742652962313791
Position 3301: 0.0026589803777372924
Position 6174: 0.002586839121166151
Position 6030: 0.0024784235639022313
Position 4774: 0.002460147001615162
Position 6344: 0.0024031770183777497
Position 5642: 0.0023751312908057627
Position 5556: 0.002290132691505477
Position 335: 0.0021318364417475325
Position 783: 0.002095085180515999
Position 1413: 0.0019409350998846268
Position 1012: 0.0019318638445536775
Position 5122: 0.0017399508640957798
Position 4332: 0.0016574611664159694
Position 2870: 0.0016143116973189884
Position 5579: 0.0015187758950935123
Position 1172: 0.001391137615829346
Position 4930: 0.0013647341043107422
Position 5171: 0.0012705011013541836
Position 4566: 0.0012640164041530088
Position 1655: 0.0010130818128482493
Position 3260: 0.0009899049467558675
Position 1495: 0.0009811423793983462
Position 2044: 0.0009719168962533802
Position 804: 0.0008949688197805109
Position 6556: 0.000894062573189766
Position 3829: 0.0008266631839276803
Position 960: 0.0008121031531716915
Position 6866: 0.0008071036270556366
Position 727: 0.0007802490137987553
Position 2677: 0.0007132176149047231
Position 3327: 0.0006893107602427312
Position 1992: 0.000657850016496706
Position 2600: 0.0006359418955088244
Position 4400: 0.0006095169310081764
Position 1217: 0.0006093829765303351
Position 5507: 0.0006024366408273072
Position 1529: 0.0005977048698454102
Position 491: 0.0005893788111579446
Position 5793: 0.0005666434935570042
Position 4277: 0.0005567733839724494
Position 2346: 0.0005496427217921884
Position 3976: 0.0004977094779061475
Position 915: 0.0004795879512330121
Position 3857: 0.0004309112881843552
Position 2596: 0.00038561865029443175
Position 5023: 0.0003816823425239451
Position 1666: 0.0003773645584373994
Position 6798: 0.0003767775563398224
Position 4360: 0.0003767276598993254
Position 1549: 0.0003756791824601724
Position 432: 0.00035688043486190496
Position 3626: 0.00033545441798957134
Position 1180: 0.0003232570212998757
Position 4753: 0.00030255608944795273
Position 5857: 0.00029105708943484235
Position 5962: 0.00028767818267359194
Position 4054: 0.0002501713679475411
Position 662: 0.00024399496943132887
Position 229: 0.0002311954239705914
Position 1133: 0.00023115476657789883
Position 2449: 0.0002258014471881026
Position 2065: 0.00021859700523086366
Position 1380: 0.00021553934219606998
Position 4580: 0.00019498582174569054
Position 5263: 0.00018578345685018956
Position 1043: 0.0001734207565768167
Position 3939: 0.00016608254403245647
Position 2380: 0.000164000492877341
Position 1967: 0.00015974412020744826
Position 579: 0.00015794284734657116
Position 3662: 0.00015724583475209173
Position 995: 0.00015678000255405148
Position 5798: 0.00014985154790067502
Position 3372: 0.00014152853241128092
Position 6618: 0.00012860064535261397
Position 825: 0.00011851319227622701
Position 6413: 0.00011659450212851062
Position 6697: 0.0001154291539061003
Position 5407: 0.00011449899328105256
Position 6649: 0.00011420511732578365
Position 3646: 0.00010980487375742872
Position 4160: 0.00010524950115089758
Position 5290: 9.98363134418505e-05
Position 858: 8.94962287102639e-05
Position 278: 8.768551038819473e-05
Position 378: 7.47698362620554e-05
Position 600: 7.364321395313068e-05
Position 4083: 7.340417115874366e-05
Position 1728: 7.299097117693988e-05
Position 1199: 7.128095176511406e-05
Position 3552: 6.743957226052525e-05
Position 1100: 6.0458472347979994e-05
Position 6978: 5.9171791244452343e-05
Position 2564: 5.745507262322039e-05
Position 872: 5.429782466452255e-05
Position 5716: 5.339720780041108e-05
Position 1376: 4.904649646102553e-05
Position 3733: 4.543999748198839e-05
Position 1599: 4.510295041872444e-05
Position 2396: 4.054813765684665e-05
Position 1881: 3.577646678507036e-05
Position 4631: 3.381184916111726e-05
Position 1316: 2.9556088985937525e-05
Position 6192: 2.7723312068290946e-05
Position 1675: 2.5675749393392007e-05
Position 787: 2.476989819175508e-05
Position 1800: 2.4521917664015737e-05
Position 282: 2.0640818502691703e-05
Position 88: 1.9941096337210193e-05
Position 4341: 1.7541968217433112e-05
Position 1705: 1.677681927714214e-05
Position 664: 1.627660123610283e-05
Position 1031: 1.5810422065705546e-05
Position 693: 1.5387983022069063e-05
Position 3391: 1.4092345664831968e-05
Position 2535: 1.1664295608137487e-05
Position 308: 1.1267608310539743e-05
Position 4075: 9.681948765690865e-06
Position 2052: 9.421497161686373e-06
Position 562: 7.282948816233688e-06
Position 4296: 7.017712590781531e-06
Position 3902: 6.659417699667973e-06
Position 446: 6.354790878118713e-06
Position 2460: 6.0196183124248305e-06
Position 927: 5.002489374728808e-06
Position 3132: 4.960372972963237e-06
Position 3221: 4.648034125382698e-06
Position 1418: 3.603692855066289e-06
Position 932: 2.966378268791013e-06
Position 3276: 2.7906398860413967e-06
Position 342: 2.2592504717518223e-06
Position 288: 2.004750928241046e-06
Position 458: 1.5792537040763423e-06
Position 640: 1.5737462274692359e-06
Position 1746: 1.5654015051934068e-06
Position 3951: 1.5600483690579884e-06
Position 806: 1.1611776434014194e-06
Position 609: 1.089958830030275e-06
Position 3110: 1.0508489643956992e-06
Position 972: 8.654454502245021e-07
Position 3092: 5.464205938873196e-07
Position 508: 5.368275736982129e-07
Position 3397: 4.3609487842483604e-07
Position 213: 3.0565007745313335e-07
Position 646: 2.3676289361363249e-07
Position 495: 2.0903143055665916e-07
Position 3751: 1.4012609461083963e-07
Position 497: 8.731677869064448e-08
Position 3992: 8.322195160744218e-08
Position 515: 7.731557446347313e-08
Position 510: 7.198475455699738e-08
Position 448: 6.301025387791546e-08
Position 170: 5.2668803504218094e-08
Position 3737: 3.500155219982233e-08
Position 93: 1.8481639760306674e-08
Position 2126: 8.978068926992174e-09
Position 530: 7.80743678970872e-09
Position 669: 3.818943730434517e-09
