Gene = VEPH1
Position 1660: 0.0003483759283402861
Position 3588: 0.000346900321131779
Position 312: 0.00032762662085411456
Position 342: 0.00032294164834322447
Position 212: 0.00031954243227718055
Position 7485: 0.0002730176483957717
Position 796: 0.0002555311972659694
Position 3997: 0.0001878517020963005
Position 3683: 0.00017394463983431613
Position 1813: 0.0001693111917254857
Position 351: 0.00011835428657310197
Position 1612: 0.0001165602022014312
Position 69: 0.00011464362662413682
Position 76: 0.00010407097617326364
Position 2316: 8.604201205146963e-05
Position 10206: 8.28102611975988e-05
Position 1045: 7.690457560651362e-05
Position 868: 7.283204940176668e-05
Position 974: 7.236145019050576e-05
Position 435: 6.812537299670163e-05
Position 1709: 6.431836492641396e-05
Position 1905: 5.9096788185013355e-05
Position 610: 5.583237993691427e-05
Position 6489: 5.289811733294809e-05
Position 237: 5.010499648231331e-05
Position 1590: 4.587780930372852e-05
Position 1908: 3.8621285803237794e-05
Position 179: 3.5472420465669316e-05
Position 800: 3.2910423830196594e-05
Position 2194: 2.908959689183435e-05
Position 5749: 2.5586061913455704e-05
Position 717: 2.541289951613752e-05
Position 455: 2.5154395411069264e-05
Position 3452: 2.2002871372924256e-05
Position 1607: 2.0047367389525177e-05
Position 1533: 1.9904367266417712e-05
Position 1799: 1.635601535144297e-05
Position 1722: 1.3650109340025401e-05
Position 588: 1.4811159600549267e-06
Position 374: 1.1886050948052395e-06
Position 598: 1.0131310002521743e-06
Position 141: 4.2694825462514236e-07
Position 414: 2.8336382519027814e-07
Position 314: 2.764862610696424e-07
Position 2807: 1.7648783465393383e-07
Position 2725: 1.4459788248162503e-07
Position 714: 8.483430657500509e-08
Position 316: 7.586578869474175e-08
Position 2800: 7.087191653784849e-08
Position 88: 6.749503340758937e-08
Position 639: 4.952079211759979e-08
Position 1093: 3.941488555623922e-08
Position 1527: 3.126775581664008e-08
Position 711: 1.9675848262059224e-08
Position 859: 7.323028403065627e-09
Position 1066: 5.6704210188573835e-09
Position 387: 2.0435472073811902e-09
Position 466: 1.9125613663619418e-09
Position 614: 4.1068809854965395e-10
Position 2326: 2.4567161987948843e-11
Position 445: 3.757168426384664e-12
Position 490: 3.6572166401969727e-13
Position 641: 2.0884875975655176e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2125: 0.8650901138966156
Position 5595: 0.8007079626836346
Position 10133: 0.6672253410817678
Position 4396: 0.542440465123085
Position 5408: 0.5412438604837926
Position 9337: 0.5187438829743555
Position 4129: 0.38281783873931324
Position 7920: 0.3225285901944732
Position 9169: 0.2132489646625602
Position 3770: 0.20916713724203378
Position 8048: 0.17924868296204313
Position 12060: 0.14673177588644998
Position 14266: 0.1340183598338614
Position 3913: 0.13251373689538548
Position 8147: 0.10137100578487
Position 18726: 0.09410301691247616
Position 13518: 0.08310779373513466
Position 10049: 0.0657166008670207
Position 5448: 0.055036359852698495
Position 7155: 0.05471995102316542
Position 5745: 0.05383069264531135
Position 20155: 0.05147166411155054
Position 10527: 0.04560686174241205
Position 19537: 0.04545955509808439
Position 13091: 0.043424574576238766
Position 10612: 0.04276625199326568
Position 10182: 0.04152630303441429
Position 5232: 0.03865317480964739
Position 12738: 0.037536878845967715
Position 5678: 0.036321262127979925
Position 16141: 0.03609073353191482
Position 7277: 0.033574812421998626
Position 3751: 0.03287868809417988
Position 9064: 0.03241795359225199
Position 11206: 0.03240697155703997
Position 10332: 0.032350300470485205
Position 11878: 0.0314333133429739
Position 12951: 0.030538726313243142
Position 13019: 0.027008358435222035
Position 15828: 0.0235058488343199
Position 9982: 0.02315365824399251
Position 5338: 0.022956090132408225
Position 8094: 0.02202255046336955
Position 14965: 0.019309708309338706
Position 1634: 0.019130149826875564
Position 7413: 0.019126808407764154
Position 10371: 0.018073923043103554
Position 2342: 0.0180144455513166
Position 1771: 0.01709924187748592
Position 13660: 0.016419388643926027
Position 14327: 0.0163144134268992
Position 2100: 0.015681959888770795
Position 9379: 0.01366212678517523
Position 10075: 0.013575548257566532
Position 6352: 0.013376727388188524
Position 12464: 0.012859367176479881
Position 16793: 0.01279244575251455
Position 695: 0.012486174862276503
Position 9466: 0.011377150674929731
Position 11366: 0.011211750990195477
Position 5415: 0.01083546567747584
Position 924: 0.008919501083676036
Position 11239: 0.008906933809530438
Position 871: 0.007865067379549897
Position 10645: 0.0076006340191829965
Position 2382: 0.007425535246721202
Position 647: 0.00705975912638501
Position 2443: 0.006906324340557069
Position 5451: 0.006318817233618783
Position 7245: 0.0061550588744118725
Position 1481: 0.005800604560193587
Position 11391: 0.005561311474927189
Position 12896: 0.005510352754554421
Position 2508: 0.005104582038549861
Position 9537: 0.005039440418756311
Position 7365: 0.0048851857329426296
Position 3858: 0.004761458724071571
Position 3240: 0.004540072392563138
Position 954: 0.004522109787444744
Position 900: 0.003947121992127022
Position 10141: 0.003890190680341161
Position 934: 0.0038684317429939336
Position 769: 0.003851260915577118
Position 6008: 0.003703263716798476
Position 9656: 0.003503739958661028
Position 3341: 0.0032525315509880593
Position 5056: 0.0031227508583356605
Position 3704: 0.0028215023920529617
Position 12002: 0.002756753552613577
Position 10553: 0.002662966107527854
Position 10738: 0.0026371795898721038
Position 2877: 0.0026370141482938976
Position 4416: 0.0026319750086719745
Position 7090: 0.0024493313846074604
Position 3977: 0.002296088606389833
Position 10893: 0.00228252894348207
Position 2157: 0.002257590067781919
Position 1167: 0.002206032852990572
Position 466: 0.0021744577766409077
Position 5770: 0.0021184647889904407
Position 3444: 0.0020007560458770745
Position 1831: 0.001993773048185958
Position 1828: 0.0019551676091887414
Position 2044: 0.001831647076514857
Position 3817: 0.0018199041783176458
Position 5975: 0.0018127184169675764
Position 9235: 0.0017456882210217584
Position 3578: 0.0016441859226818917
Position 10832: 0.0016209850942151827
Position 1443: 0.0015846610887442047
Position 3992: 0.0015713607617254132
Position 10976: 0.0015344399053655896
Position 8911: 0.0015220540490671279
Position 10854: 0.0014851923408431358
Position 8655: 0.0014202219158158916
Position 2133: 0.001389113940282313
Position 842: 0.0013855393345194927
Position 13336: 0.0013386640742655766
Position 4935: 0.0012854601214248571
Position 3601: 0.0012462856251084042
Position 4831: 0.0012238457918106866
Position 5365: 0.0012075143748457248
Position 3748: 0.001192067670716602
Position 12567: 0.0011733439509696744
Position 1588: 0.0011651817811628817
Position 766: 0.0011052574676185757
Position 3181: 0.0010955987276716846
Position 518: 0.001091132450875424
Position 5704: 0.0010856663131804626
Position 3777: 0.0010180134372047762
Position 6402: 0.0010073100807772427
Position 3249: 0.0009295097053820523
Position 12223: 0.0008994576581410813
Position 11705: 0.0008484145169335648
Position 8291: 0.0008307452843905085
Position 1559: 0.0007983709027799955
Position 1752: 0.0007875749474934655
Position 11644: 0.0007728143822828843
Position 2290: 0.0007618960154189995
Position 11693: 0.0007449411996746292
Position 11750: 0.0007264310985588566
Position 4567: 0.000710084085655688
Position 2946: 0.0006869317970946271
Position 3529: 0.0006494785694896064
Position 9748: 0.0006448461795400272
Position 3246: 0.0006134293437099309
Position 2309: 0.0005931925061605245
Position 3202: 0.0005838320405351592
Position 394: 0.0005208738932633273
Position 1087: 0.0005206355726559456
Position 3683: 0.00048294503456573876
Position 2950: 0.0004700525674508613
Position 3472: 0.00046933149755427043
Position 6263: 0.0004574887038178939
Position 1995: 0.000456854080817454
Position 3023: 0.0004373709123571702
Position 1875: 0.0004000590210898723
Position 4747: 0.0003887696457576878
Position 1908: 0.0003591274044766192
Position 3403: 0.00035350604037637234
Position 3086: 0.0003354678563665702
Position 3209: 0.000306569941243979
Position 717: 0.00025640216214286665
Position 987: 0.00022165658820187946
Position 2889: 0.0001949002375061147
Position 3688: 0.00016817455600459338
Position 1775: 0.00016273122639524638
Position 808: 0.00015564198456433597
Position 9797: 0.00015082383169755288
Position 9769: 0.00014468792582046484
Position 1420: 0.00014375180067185766
Position 859: 0.00013306857492877898
Position 1458: 0.00010968473590757182
Position 3501: 0.00010324110348664485
Position 1905: 0.00010318456184767255
Position 3349: 9.50545212567659e-05
Position 938: 9.486393377061831e-05
Position 2012: 8.753644404363092e-05
Position 3298: 8.496457519556987e-05
Position 3061: 8.154708632157554e-05
Position 1703: 7.691503303270666e-05
Position 3107: 7.513361815768819e-05
Position 1238: 7.226230085307732e-05
Position 1116: 6.981688428735234e-05
Position 1395: 6.887380927889481e-05
Position 1125: 6.675522183890286e-05
Position 291: 6.502187799997071e-05
Position 4661: 6.447707448029014e-05
Position 4133: 6.153373573438629e-05
Position 3623: 5.8332298879564486e-05
Position 2401: 5.49738283443242e-05
Position 6321: 5.487534049108014e-05
Position 5633: 5.3954689543018806e-05
Position 3557: 4.7811507365158885e-05
Position 2316: 4.6653476379753504e-05
Position 1274: 4.5728866013612316e-05
Position 783: 4.375849972213672e-05
Position 3585: 4.201598175015802e-05
Position 4962: 4.052385321585876e-05
Position 1646: 3.914746957510522e-05
Position 1754: 3.900030736474001e-05
Position 569: 3.8278044329076415e-05
Position 1303: 3.5838928473166445e-05
Position 2170: 3.418133035036578e-05
Position 4032: 3.238647722459443e-05
Position 1378: 3.200887784981127e-05
Position 2186: 3.09495255181222e-05
Position 349: 2.7686540599145292e-05
Position 1967: 2.7326176290042066e-05
Position 1515: 2.716822512565127e-05
Position 552: 2.7083608022265584e-05
Position 1222: 2.625976546087791e-05
Position 2206: 2.5045228437730393e-05
Position 2785: 2.488355003674109e-05
Position 1041: 2.3282952590104482e-05
Position 423: 2.036738320588241e-05
Position 5604: 1.7876312262046552e-05
Position 1676: 1.6463372085503496e-05
Position 333: 1.588885288640445e-05
Position 1709: 1.563486529484991e-05
Position 1722: 1.558788228402697e-05
Position 1786: 1.4132565977179746e-05
Position 2569: 1.3692225093707346e-05
Position 1206: 1.3265020454908579e-05
Position 523: 1.2436488033119919e-05
Position 1508: 1.2010008560454182e-05
Position 877: 1.1500176065229016e-05
Position 321: 1.14256506053517e-05
Position 2391: 8.757869451591547e-06
Position 956: 8.657055694838744e-06
Position 2528: 8.208968042665962e-06
Position 401: 7.673329458173663e-06
Position 1329: 7.344518717745938e-06
Position 3522: 7.13344132585322e-06
Position 580: 7.01886678618345e-06
Position 1683: 6.907758410393885e-06
Position 216: 6.0048098606477204e-06
Position 1020: 5.740347722547544e-06
Position 879: 4.378821133872773e-06
Position 230: 4.333645458205112e-06
Position 2511: 4.217020047777392e-06
Position 1045: 3.4522644893257835e-06
Position 2815: 2.3034431047336435e-06
Position 272: 2.1346182170768015e-06
Position 2179: 6.30041937121494e-07
Position 2840: 2.2869912848942894e-07
Position 1970: 1.6071558485420302e-07
Position 1363: 1.0115839587673101e-07
Position 3277: 8.779037229802597e-08
Position 1334: 8.392569423553029e-08
Position 1851: 8.374774949430232e-08
Position 247: 5.9330299876971355e-08
Position 785: 5.3733076914030745e-08
Position 2516: 4.971771902273601e-08
Position 3089: 4.964122522562932e-08
Position 596: 4.808473714527814e-08
Position 297: 3.521900395965918e-08
Position 407: 3.3952654897876194e-08
Position 184: 3.28479085227869e-08
Position 974: 2.084481923488881e-08
Position 2519: 1.0599573576304417e-08
Position 1245: 8.99896191934754e-09
Position 2646: 7.715475833937264e-09
Position 1280: 7.660430878312276e-09
Position 218: 7.080822786842479e-09
Position 351: 7.072033079783279e-09
Position 250: 6.400871691895433e-09
Position 227: 6.200908399802108e-09
Position 1140: 5.295129147953283e-09
Position 1143: 3.87293517960888e-09
Position 1807: 2.3978919572140076e-09
Position 235: 2.0894257628615755e-09
Position 257: 1.4080972959232756e-09
Position 404: 1.3400448257999053e-09
Position 132: 8.743807376018105e-10
Position 411: 2.36612329729717e-10
Position 584: 1.263230971407417e-10
Position 309: 1.1234964788985118e-10
Position 796: 8.243651776814203e-11
Position 237: 5.303806717040406e-11
Position 1029: 4.090517371461015e-11
Position 134: 3.029460190991468e-11
Position 148: 1.5425127607371643e-11
Position 196: 9.676591338997717e-12
Position 262: 5.630934597822341e-12
Position 206: 4.8637336182106994e-12
Position 150: 2.639697927190197e-12
Position 1061: 4.3762913059723164e-14
