Gene = RABIF
Position 3490: 8.505588764758432e-05
Position 4216: 8.45378079966876e-05
Position 681: 8.367913667099526e-05
Position 1157: 8.033107888775779e-05
Position 3226: 8.02638029607754e-05
Position 1188: 7.412226867898456e-05
Position 2716: 7.346164811587316e-05
Position 5165: 7.037164932636212e-05
Position 4213: 6.952363889921337e-05
Position 3269: 6.402097785603262e-05
Position 198: 5.0368467386334e-05
Position 4356: 4.909428487794127e-05
Position 4490: 4.836626066880546e-05
Position 2431: 4.323093815643067e-05
Position 2763: 3.666829477589178e-05
Position 1097: 3.2792337222247157e-05
Position 3078: 3.251668334263696e-05
Position 2941: 3.097067055655483e-05
Position 1100: 2.950908889597911e-05
Position 1052: 2.9019328650136647e-05
Position 1196: 2.7908770002063756e-05
Position 1661: 2.7258083640605183e-05
Position 750: 2.320631796078029e-05
Position 1235: 1.8643854111810826e-05
Position 930: 1.646288837382926e-05
Position 787: 1.585880325509066e-05
Position 1049: 1.2770421071187017e-05
Position 553: 1.179073879173301e-05
Position 283: 1.1666267639171597e-05
Position 790: 7.394985233811631e-06
Position 821: 5.328698740200774e-06
Position 543: 4.3486364603622005e-06
Position 443: 4.1822512219119866e-06
Position 499: 3.492677047618921e-06
Position 1037: 3.444880962411128e-06
Position 536: 3.2300797451134896e-06
Position 2559: 2.403991218663774e-06
Position 341: 1.9998360905474634e-06
Position 221: 1.80843679212008e-06
Position 885: 1.7504565761547498e-06
Position 1897: 1.421821769011885e-06
Position 225: 1.0374379674945071e-06
Position 2577: 9.402328228894935e-07
Position 132: 6.110387680783486e-07
Position 503: 5.098924302184366e-07
Position 526: 5.038950668896775e-07
Position 1883: 4.5838339695515537e-07
Position 1332: 1.6290568086607027e-07
Position 2484: 8.039146372816632e-08
Position 2694: 4.889048474642182e-08
Position 166: 4.342402341183276e-08
Position 136: 2.2293686796196065e-08
Position 212: 1.5026525072480815e-08
Position 893: 1.3673942847709154e-08
Position 889: 1.2665455345102194e-08
Position 312: 1.3116410050399918e-09
Position 345: 2.137030899409757e-10
Position 174: 1.38603835623882e-10
Position 170: 1.3033327028761347e-11
Position 181: 9.003352015951854e-13
Position 93: 3.7971721679616893e-13
Position 1055: 1.9387221982262215e-13
Position 108: 1.406495802094176e-13
Position 73: 3.899311600992592e-17
Position 78: 1.8123398991693303e-17
