Gene = CH17-140K24.8
Position 630: 4.3576040270296105e-06
Position 799: 3.5851259361225964e-06
Position 299: 3.405591895701637e-06
Position 716: 3.3420842248088967e-06
Position 1172: 3.0186318120488734e-06
Position 884: 2.7668235170180143e-06
Position 999: 2.695034802472564e-06
Position 3104: 1.790944492427627e-06
Position 458: 1.7502485805775234e-06
Position 58: 1.7472408830989162e-06
Position 856: 1.4047520629923135e-06
Position 2704: 1.151635895472596e-06
Position 2860: 1.013145772117569e-06
Position 2934: 9.911076897978023e-07
Position 1381: 6.212543480169698e-07
Position 334: 4.171736040679361e-07
Position 103: 1.261710506794501e-07
Position 188: 3.785879158346629e-08
Position 815: 3.706333176489333e-08
Position 418: 3.183214011280543e-08
Position 332: 2.9571057865540388e-08
Position 266: 2.5864485939649672e-08
Position 478: 7.50152676057976e-09
Position 420: 6.820433974608357e-09
Position 236: 5.4806700828938084e-09
Position 498: 2.760433083137758e-09
Position 575: 8.789417883531858e-10
Position 690: 5.758813969892512e-10
Position 310: 5.235443461930888e-10
Position 500: 1.4948279039460804e-10
Position 867: 2.4690397161763057e-11
Position 600: 1.540265364922888e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10670: 0.6890661588322862
Position 2333: 0.5454648003601714
Position 17552: 0.29502141767869594
Position 10911: 0.14149437271555082
Position 1683: 0.13557733275253545
Position 18090: 0.1307071410366785
Position 10962: 0.0876861250594222
Position 10932: 0.0861760134527441
Position 3220: 0.0781184620767193
Position 15189: 0.07547631022573893
Position 4412: 0.06741735445553061
Position 14325: 0.044129694083060354
Position 2374: 0.03433413489751154
Position 10695: 0.031032409258216258
Position 7588: 0.030427418209762396
Position 9009: 0.025155324097866607
Position 16615: 0.023739681497740993
Position 454: 0.02284290873594667
Position 8529: 0.022020475045753416
Position 10839: 0.021576322310998194
Position 4965: 0.021477535488194574
Position 12785: 0.021066516462585505
Position 8667: 0.020911917301028968
Position 12732: 0.02078577192619932
Position 15940: 0.020397994616256257
Position 10733: 0.01894159383453281
Position 13382: 0.018640841191995786
Position 12240: 0.018159162762516952
Position 12364: 0.016046337306602702
Position 12664: 0.015540018295349026
Position 11500: 0.01411548302608936
Position 10646: 0.013974091859390414
Position 11844: 0.01382261073072639
Position 19180: 0.012848127703868596
Position 12398: 0.012709577379945452
Position 9046: 0.01190536238557744
Position 19122: 0.010497750418751626
Position 12288: 0.01022748431190127
Position 1615: 0.01019083743587033
Position 18238: 0.0077258886136440195
Position 12036: 0.007117844110290542
Position 1831: 0.00688760886788612
Position 12471: 0.006517507873583317
Position 1948: 0.005716554518555425
Position 12215: 0.005658284104911938
Position 15381: 0.005531178565908117
Position 7609: 0.005246577624434046
Position 2402: 0.00515938912532721
Position 8582: 0.005009043819754647
Position 16949: 0.004926972361485436
Position 2173: 0.004886769359668701
Position 3216: 0.004278547890259649
Position 12194: 0.004122347609207808
Position 10499: 0.004037242032924858
Position 1736: 0.004000637394771312
Position 1118: 0.003941145137845385
Position 1548: 0.0027684777174768567
Position 6225: 0.0026833650998558858
Position 536: 0.0025139082310687007
Position 11419: 0.0025053770696129886
Position 2660: 0.002492699912471148
Position 8461: 0.0023333089035586724
Position 3008: 0.002311564069355359
Position 4912: 0.0022456729620962046
Position 7295: 0.002173292918551491
Position 1343: 0.002095216248481466
Position 13222: 0.0019871921691955374
Position 8375: 0.001859107804965173
Position 8886: 0.0016919605749809042
Position 12880: 0.0016366460419337588
Position 4245: 0.0016323506020224031
Position 14819: 0.0016166556342646558
Position 2179: 0.0015852707835048488
Position 7584: 0.001568256807005336
Position 10113: 0.0014758453971504338
Position 2320: 0.0014460394952498497
Position 13987: 0.0011767265770766336
Position 1761: 0.0011129553596443814
Position 9385: 0.0010965398573006225
Position 11886: 0.0010959447863230058
Position 10406: 0.0010898621652536168
Position 4414: 0.0010370496270372762
Position 6004: 0.0009934469307974556
Position 2682: 0.0009929344124174088
Position 2459: 0.0009880551649184355
Position 6120: 0.0009773339117977984
Position 404: 0.0008484535743126305
Position 10341: 0.000737591754663329
Position 4000: 0.0007317202997465654
Position 11284: 0.0007147159404188766
Position 2158: 0.0007062086036350786
Position 1406: 0.0006331373296003523
Position 1136: 0.0005479488996356825
Position 2277: 0.0005410700838991168
Position 826: 0.0005269334126502556
Position 2973: 0.0005215973519466401
Position 1927: 0.0005072023675638117
Position 3479: 0.0004751088879881656
Position 11612: 0.00043874831652289094
Position 5685: 0.00041223577900874255
Position 11156: 0.0004018395328348565
Position 478: 0.00040004762709971363
Position 4614: 0.000399256666510446
Position 9634: 0.00039788286011115446
Position 2137: 0.0003775162892908131
Position 3503: 0.0003774708352736513
Position 6974: 0.0003224397255103273
Position 3296: 0.0003073622652995549
Position 5244: 0.0002971941901067433
Position 5176: 0.00029594702138952667
Position 773: 0.00027789552239869094
Position 1588: 0.00027001262036717194
Position 8943: 0.0002692984348708139
Position 1422: 0.00026905441274435466
Position 5268: 0.0002623762450431422
Position 1169: 0.0002611022313616527
Position 563: 0.00025488588361481803
Position 2624: 0.00024481379507778836
Position 1100: 0.00023815621997780399
Position 278: 0.00023035110143604284
Position 5982: 0.00022178037679709486
Position 3386: 0.00021454190869039867
Position 4073: 0.0002142662340472455
Position 1093: 0.00020847544380012137
Position 2049: 0.00020438758094926818
Position 6898: 0.00019320699513622214
Position 7803: 0.00018857324461936392
Position 1527: 0.0001826495211279477
Position 3856: 0.00017735853997362285
Position 865: 0.0001751527466896985
Position 1708: 0.00016526901000511786
Position 2068: 0.00015901702444777568
Position 1142: 0.00015131758648848138
Position 2352: 0.00014142462649792054
Position 6433: 0.00011642460645551692
Position 323: 0.00011369920194399745
Position 1327: 0.00011331532315944162
Position 566: 0.00010144003574817145
Position 6500: 9.319183616933761e-05
Position 2977: 9.251438831574177e-05
Position 1292: 9.235990805946187e-05
Position 5976: 8.804456490222412e-05
Position 7069: 8.648330366199035e-05
Position 5328: 8.517502714120834e-05
Position 2642: 8.206455447930289e-05
Position 1855: 8.0768649439169e-05
Position 3819: 7.954971905823603e-05
Position 3822: 7.500068470044262e-05
Position 1897: 7.315165485630118e-05
Position 3867: 6.906810649135876e-05
Position 352: 6.805971739162193e-05
Position 1758: 6.795958018199924e-05
Position 3670: 6.188569711984036e-05
Position 4181: 6.184406671276355e-05
Position 989: 5.99782995524093e-05
Position 1365: 5.8062171128624164e-05
Position 2874: 5.68143413873369e-05
Position 776: 5.564285111117533e-05
Position 1355: 4.885352484155404e-05
Position 1519: 4.7469003643748e-05
Position 745: 4.0897416392825485e-05
Position 4591: 4.0611384135128005e-05
Position 687: 3.16172962505143e-05
Position 1876: 3.0622676058510856e-05
Position 397: 2.908858020971788e-05
Position 1172: 2.9041009143808234e-05
Position 7123: 2.7676831741673355e-05
Position 1562: 2.4263050602010173e-05
Position 2016: 2.2403499284584775e-05
Position 4843: 2.2270202288350555e-05
Position 2574: 1.983679814079568e-05
Position 600: 1.8240745047888576e-05
Position 929: 1.746634542620265e-05
Position 290: 1.654939690889442e-05
Position 2286: 1.2886486613473974e-05
Position 799: 1.229149625516018e-05
Position 1064: 1.1839620080859011e-05
Position 992: 8.737161437697379e-06
Position 897: 8.149519361825373e-06
Position 433: 7.47552741207905e-06
Position 1765: 7.00283952259515e-06
Position 1957: 6.688709754342365e-06
Position 2280: 6.674264178573871e-06
Position 1435: 4.3796486251447444e-06
Position 332: 4.23198780231677e-06
Position 2437: 3.335238786915778e-06
Position 690: 3.0719304441526117e-06
Position 1195: 2.8757379792105945e-06
Position 541: 2.8538759377960684e-06
Position 2283: 2.6226323716588984e-06
Position 506: 2.0423118460332675e-06
Position 1554: 8.736262394923142e-07
Position 1247: 8.10234862058911e-07
Position 947: 4.4257964016094775e-07
Position 1371: 3.9937793977730727e-07
Position 759: 3.370919266322333e-07
Position 630: 3.117951019277976e-07
Position 651: 3.0153035461758404e-07
Position 726: 2.973341876553427e-07
Position 722: 2.6301557195042016e-07
Position 304: 1.9267551705899226e-07
Position 624: 1.9217083116975716e-07
Position 493: 1.898730508809986e-07
Position 710: 1.5307656226065532e-07
Position 1072: 1.2129460744659132e-07
Position 867: 1.0119192147708845e-07
Position 307: 6.502869284259386e-08
Position 1034: 1.3277500569296182e-08
Position 856: 5.992513459645897e-09
Position 410: 5.961417328132447e-09
Position 1044: 4.515034233259172e-09
Position 749: 4.160917126594564e-09
Position 242: 3.951523929243407e-09
Position 884: 3.75371984609282e-09
Position 696: 3.435731683300233e-09
Position 877: 2.305084640172011e-09
Position 282: 2.293843823014247e-09
Position 934: 1.975415233813382e-09
Position 728: 1.8651097950154823e-09
Position 608: 9.182159624292914e-10
Position 1566: 6.572219972764544e-10
Position 598: 2.0178565680198938e-10
Position 734: 1.3488177031778529e-11
Position 415: 9.694023767309553e-12
Position 212: 6.413981756296234e-12
Position 115: 4.072922499541075e-12
Position 117: 3.4129069368170765e-12
Position 244: 2.2185055123857e-12
Position 251: 1.7250242947591936e-12
Position 128: 7.887761635699791e-13
Position 168: 4.462960414815141e-13
Position 144: 4.174964559341137e-13
Position 581: 3.7294033353826295e-13
Position 173: 1.2998194702227958e-13
Position 139: 4.8922781297732747e-14
Position 146: 9.708790369709092e-15
