Gene = SIMC1
Position 3828: 0.00014300290765002077
Position 982: 0.00011980392912363794
Position 2059: 0.00011322140020498523
Position 2664: 0.0001017394111395899
Position 210: 0.00010090556772042372
Position 119: 5.157661629660215e-05
Position 1325: 4.676292998464514e-05
Position 2315: 4.555694802940738e-05
Position 1170: 4.0681379257736285e-05
Position 554: 3.876999974725896e-05
Position 598: 1.8255791225719214e-05
Position 612: 1.5845346742073918e-05
Position 1055: 1.56960439042259e-05
Position 679: 1.0738059383461191e-05
Position 665: 8.116226366334534e-06
Position 92: 7.740969902967662e-06
Position 1191: 6.064698505254219e-06
Position 1058: 4.676722092097955e-06
Position 792: 4.059451524521782e-06
Position 740: 3.9962077124661646e-06
Position 1175: 3.759867213509139e-06
Position 610: 3.3836282469092753e-06
Position 662: 3.135219338776706e-06
Position 268: 3.095235994177728e-06
Position 1554: 2.1632257377728383e-06
Position 1603: 1.7741766916917156e-06
Position 1842: 1.2618858599000807e-06
Position 289: 1.1089272289047019e-06
Position 953: 1.0685356531785171e-06
Position 234: 9.24086445343915e-07
Position 1451: 8.687970241437371e-07
Position 36: 8.619152233161576e-07
Position 33: 8.300360177367438e-07
Position 789: 7.466357365723878e-07
Position 829: 5.695216238158212e-07
Position 1426: 5.307555459799925e-07
Position 2014: 4.4261202158986696e-07
Position 1624: 2.697413691328384e-07
Position 281: 2.2903313815131432e-07
Position 24: 1.3831370159418565e-07
Position 1495: 7.875302816432104e-08
Position 1431: 7.610282706028892e-08
Position 1800: 6.962034571039566e-08
Position 2169: 6.943911637482183e-08
Position 877: 5.565118477008723e-08
Position 903: 2.7610327081327874e-08
Position 95: 1.9295821581984915e-08
Position 303: 1.9735461536661758e-11
Position 18: 1.6288267207283905e-11
Position 576: 3.657208378893539e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7204: 0.281805258438183
Position 887: 0.23906756985707878
Position 7261: 0.22708468636614532
Position 4833: 0.2081981269069282
Position 9188: 0.2069392185312558
Position 14850: 0.20195964640383143
Position 4150: 0.19673587942182585
Position 2646: 0.18410884094333582
Position 3459: 0.18352744370273905
Position 1263: 0.09263868054481744
Position 3644: 0.06356033069527843
Position 3975: 0.059346944657315624
Position 3248: 0.04652126469447485
Position 19517: 0.04605562554617509
Position 3199: 0.04075059599437446
Position 7664: 0.039632350737626505
Position 4113: 0.03468529960251127
Position 10719: 0.03409107653134598
Position 9525: 0.03278520736735907
Position 8797: 0.028381987916888868
Position 9703: 0.027910812200646572
Position 11002: 0.027249293824333522
Position 14207: 0.026806241740841973
Position 16017: 0.024828325476307082
Position 3933: 0.023357916577011684
Position 3144: 0.020617023056373588
Position 12662: 0.018358034094299844
Position 2348: 0.016815647926061265
Position 13625: 0.016522148748436695
Position 6399: 0.016143893799128867
Position 7829: 0.011063050885336064
Position 12499: 0.0102852387853334
Position 3503: 0.009041350774630405
Position 3728: 0.00864515074978129
Position 8516: 0.00842769021155621
Position 466: 0.007626279730528559
Position 545: 0.007000995980613487
Position 9999: 0.00659555504103432
Position 13070: 0.006568580325272334
Position 8411: 0.005739705018975241
Position 11140: 0.005164641680941884
Position 632: 0.0051430315963389124
Position 2565: 0.004896390803081195
Position 3778: 0.004577035149168433
Position 3296: 0.004487496014443034
Position 4131: 0.004199015291375248
Position 6872: 0.0036780312956665733
Position 5789: 0.003607471258498073
Position 8103: 0.0032948084365729997
Position 1707: 0.002872138053971772
Position 8562: 0.002849397023888476
Position 4924: 0.0026915613278131385
Position 3481: 0.0025468370228658066
Position 1182: 0.002297537043923982
Position 1124: 0.0021450347142291165
Position 8861: 0.0020996728831988746
Position 10387: 0.002068803994183477
Position 3431: 0.001831009303499291
Position 6761: 0.0018020279906810037
Position 5249: 0.0016801462794738815
Position 8363: 0.0015461072845375417
Position 6325: 0.0015294311817417978
Position 1968: 0.0014739572128657803
Position 9249: 0.00136351701955323
Position 472: 0.0013414568866621972
Position 4428: 0.0012619813245978507
Position 4302: 0.0011330533575627424
Position 3226: 0.0010947145173005972
Position 359: 0.0010602286819768212
Position 2259: 0.0010153743916273075
Position 2837: 0.001000166356828166
Position 5199: 0.0009803628526005278
Position 1998: 0.000817890589695047
Position 10060: 0.0008083965687798056
Position 818: 0.0007042054282210561
Position 1033: 0.0006996093392576428
Position 7466: 0.0006797269990605397
Position 2594: 0.0006790315718807187
Position 914: 0.0006370986491296001
Position 2196: 0.0006258340096356933
Position 5469: 0.0006033018837741974
Position 3088: 0.000565655010192924
Position 2570: 0.0004914111151871181
Position 560: 0.00046188899179134223
Position 4367: 0.00046173258123598503
Position 2687: 0.0004399375978683375
Position 3154: 0.00036868293240579304
Position 8269: 0.00036826657149626927
Position 585: 0.000358451859941423
Position 1890: 0.000349989828904502
Position 5335: 0.0003434453292756756
Position 4328: 0.0003062651236969807
Position 7687: 0.0003032258461056403
Position 674: 0.0002635321743868333
Position 2745: 0.00025532411028647475
Position 1909: 0.00023118683106035446
Position 7225: 0.00022718875226746414
Position 5953: 0.000196491472224019
Position 3699: 0.00018518580012959253
Position 2360: 0.00015031789834101512
Position 1542: 0.00011651010297297937
Position 1104: 0.00011364728071898085
Position 1225: 8.894789291542568e-05
Position 1036: 7.60991847114545e-05
Position 2107: 7.342304284870803e-05
Position 1512: 6.961104243144453e-05
Position 2705: 6.822804844133288e-05
Position 2209: 6.340566697211626e-05
Position 988: 5.7502911437041745e-05
Position 2399: 5.634350206650614e-05
Position 436: 5.076184135451694e-05
Position 429: 4.998632869194311e-05
Position 1739: 4.81499794979109e-05
Position 2683: 4.739929246804492e-05
Position 1274: 4.6092578167425996e-05
Position 4066: 4.597690878993216e-05
Position 1154: 4.427150604759628e-05
Position 1132: 4.2570375329442236e-05
Position 3591: 3.7368038644031184e-05
Position 1388: 3.432423446163397e-05
Position 2442: 3.1880070215538766e-05
Position 1725: 3.0723619791377465e-05
Position 2848: 3.0308154704268888e-05
Position 1570: 2.9400834213093003e-05
Position 504: 2.1976093596453136e-05
Position 2900: 1.945890090926429e-05
Position 1051: 1.9201410023144822e-05
Position 1716: 1.8311807568358547e-05
Position 486: 1.8182703742004063e-05
Position 2586: 1.6989568458434692e-05
Position 1236: 1.4649719657112807e-05
Position 979: 1.430909661748379e-05
Position 2536: 1.4027695905979262e-05
Position 767: 1.1358444913249011e-05
Position 1075: 1.1296542720928064e-05
Position 938: 8.588470921732068e-06
Position 1685: 8.528850518107328e-06
Position 411: 7.23298610712757e-06
Position 850: 6.8888718526596415e-06
Position 480: 6.499373769717016e-06
Position 441: 6.0186126571548934e-06
Position 754: 5.713977331609811e-06
Position 365: 5.036747758477667e-06
Position 844: 4.668792181278408e-06
Position 1793: 4.087102320470676e-06
Position 2897: 3.6214937318012214e-06
Position 797: 2.6931556133076675e-06
Position 836: 2.340241274722368e-06
Position 488: 2.1150222682182588e-06
Position 684: 1.8768768928278712e-06
Position 452: 1.5197962900565904e-06
Position 4044: 1.1023857874535195e-06
Position 637: 1.0640351530150736e-06
Position 736: 8.586998274863963e-07
Position 2011: 7.887749064327635e-07
Position 218: 7.3819296057208e-07
Position 2126: 6.146039373159991e-07
Position 1090: 2.8873064168236753e-07
Position 800: 2.7726069946745623e-07
Position 789: 2.501726560419717e-07
Position 1101: 2.422082422833912e-07
Position 139: 2.1544795453447528e-07
Position 524: 1.684664900043048e-07
Position 975: 8.596953764592848e-08
Position 1624: 7.094068066694889e-08
Position 643: 5.722522329451171e-08
Position 2478: 4.180488117414524e-08
Position 173: 3.9629859129007885e-08
Position 512: 2.9720350994179607e-08
Position 695: 2.464513363649286e-08
Position 855: 2.1984842335949857e-08
Position 1191: 2.0819136076153532e-08
Position 1164: 1.411851510304747e-08
Position 1650: 1.0687390429852022e-08
Position 1312: 5.4761136122760555e-09
Position 1318: 4.816232202193134e-09
Position 1414: 4.428691036952243e-09
Position 773: 1.048010137344779e-09
Position 275: 6.258823329588941e-10
Position 703: 1.1871160869057682e-10
Position 185: 5.732761201492402e-11
Position 147: 3.9986396556074354e-11
Position 183: 3.33704480534757e-11
Position 769: 4.770528118989769e-12
Position 720: 2.630294356599835e-12
Position 715: 2.17388014190216e-12
Position 688: 1.6528732851778482e-12
Position 279: 2.532880690923171e-14
Position 92: 2.5245482354700825e-16
Position 80: 1.5615094129014665e-16
Position 83: 4.7798547207437065e-17
