Gene = GBE1
Position 716: 6.003963719390264e-07
Position 410: 4.4685315201921394e-07
Position 910: 2.53089523046331e-07
Position 957: 9.805596749471344e-08
Position 943: 6.836130356979123e-08
Position 99: 5.022790920302485e-08
Position 1065: 2.9120318376472616e-09
Position 1095: 2.213165952468628e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8742: 0.6471318092907556
Position 1664: 0.6165454287065374
Position 1318: 0.5571916565028809
Position 3983: 0.5200112589343764
Position 4283: 0.5173444844712364
Position 8880: 0.37432738982234554
Position 960: 0.3403523008418081
Position 19455: 0.28274314149453883
Position 4129: 0.2567061182273872
Position 9515: 0.2509358168340775
Position 10688: 0.23204179649698514
Position 4438: 0.21650707153370055
Position 4349: 0.1996564476608779
Position 4635: 0.1551650238919636
Position 15099: 0.15199380766968057
Position 15215: 0.13578257897275361
Position 8932: 0.12314707212237337
Position 2983: 0.10683855708262295
Position 10376: 0.07577365042786474
Position 3741: 0.07371370504143399
Position 679: 0.07300136917984704
Position 13162: 0.06602044514491691
Position 966: 0.06098215740561063
Position 4902: 0.0587635050322362
Position 2927: 0.058423891367368294
Position 4481: 0.044599282791693215
Position 8904: 0.04294884278701577
Position 18799: 0.03809287292958624
Position 5424: 0.03503560358615075
Position 8410: 0.034921779375065166
Position 1649: 0.034266973867206195
Position 8492: 0.032284323782748904
Position 4747: 0.03155053252138813
Position 16927: 0.03142925514355711
Position 3909: 0.02588633640252848
Position 13554: 0.021731974280487287
Position 8591: 0.020518239806363876
Position 893: 0.019744123046364054
Position 10118: 0.018764385510276545
Position 8164: 0.01859982384319339
Position 11096: 0.01810765874852898
Position 10835: 0.017457408407885972
Position 7987: 0.016851627644972205
Position 4640: 0.015539518022747905
Position 5786: 0.015173685667156545
Position 10416: 0.01504823704502287
Position 1043: 0.014504779861856564
Position 15936: 0.014356860766804548
Position 350: 0.013916304170746723
Position 16225: 0.012861889661680776
Position 559: 0.012002984155219892
Position 14531: 0.011657611386182157
Position 4864: 0.01151224146926189
Position 9754: 0.009536911026579512
Position 15606: 0.009075170091748474
Position 3177: 0.0076811032917235
Position 1093: 0.007680127237529835
Position 3688: 0.007618700202930692
Position 4669: 0.00753146353666548
Position 3900: 0.007507619486330792
Position 14045: 0.007502741761619845
Position 15912: 0.007432873225740002
Position 9419: 0.007356918307488132
Position 2889: 0.007293897084918151
Position 11958: 0.007200055191082626
Position 11890: 0.007080910714275142
Position 7209: 0.006752231731868384
Position 3635: 0.006595293281904577
Position 1059: 0.00655140301063027
Position 2006: 0.006314004129811026
Position 17002: 0.006249274166887774
Position 2062: 0.006213903224451482
Position 17042: 0.006101544465594143
Position 3602: 0.005967619619641416
Position 9416: 0.005821652149118531
Position 18508: 0.005458321167362787
Position 9474: 0.005181085582095481
Position 5679: 0.005165253683146749
Position 9054: 0.005092143284458309
Position 537: 0.004829648814543308
Position 13033: 0.004813095069048113
Position 1127: 0.004641837226404907
Position 4197: 0.00437285345198163
Position 4845: 0.004218608104349325
Position 1701: 0.004147645747400289
Position 9371: 0.004061691655345875
Position 1219: 0.003927775167060879
Position 12901: 0.003899330890244
Position 12837: 0.0036635781572352593
Position 9074: 0.0036287152526561623
Position 3060: 0.0035292949531519047
Position 8111: 0.0035060492617228194
Position 4835: 0.0034684341436102134
Position 13438: 0.0032798369615559073
Position 490: 0.0027394023257122603
Position 1472: 0.002627569182877209
Position 1667: 0.0025735719099047897
Position 7160: 0.0025691205356162803
Position 3240: 0.002185411805676408
Position 7948: 0.002160071375680501
Position 577: 0.002138172180832063
Position 4598: 0.0020033178030732135
Position 3651: 0.0019087228655599588
Position 4104: 0.0017950323084881688
Position 4605: 0.0017614134610551546
Position 9391: 0.001612979915877857
Position 9325: 0.001546150371689568
Position 10558: 0.0015189343526734464
Position 1231: 0.00150167605334936
Position 5617: 0.0014792248685838159
Position 12147: 0.0014455203208196138
Position 732: 0.0013789163650188075
Position 3007: 0.0012908971458815712
Position 10635: 0.0011897576512844728
Position 4867: 0.0011750622832517215
Position 1256: 0.0010602835825980514
Position 14876: 0.001058548247676882
Position 975: 0.0010562494190263718
Position 10723: 0.0010347286871533017
Position 573: 0.0010282142238851742
Position 11217: 0.000837602843154681
Position 8280: 0.0008302468943195856
Position 6348: 0.000826273473528269
Position 4166: 0.0008056308787695217
Position 5501: 0.0007705020893199997
Position 285: 0.0007470529409520529
Position 781: 0.0007337796948459257
Position 1324: 0.0007169282647512717
Position 10813: 0.0006910747680792699
Position 596: 0.0006868335310579428
Position 4683: 0.0006672316211692349
Position 10532: 0.0006460573269214148
Position 990: 0.0005592626651240827
Position 7895: 0.0005235400305629542
Position 1424: 0.0005174807618352466
Position 5059: 0.0004973385587449312
Position 10837: 0.0004901226679139942
Position 1152: 0.00046947451024217474
Position 7699: 0.0004183377659009579
Position 3203: 0.0004067207698064575
Position 9260: 0.000405322985919491
Position 4077: 0.00038413790667700805
Position 181: 0.00038320456451669766
Position 1269: 0.00035747148187561964
Position 7448: 0.0003557421748524016
Position 8391: 0.0003393513431114342
Position 3560: 0.00029355207799170195
Position 2681: 0.00025632422841654907
Position 9133: 0.00023726717880950265
Position 4504: 0.00022862947629823154
Position 303: 0.00022829496064728926
Position 5271: 0.0002158844136756863
Position 1273: 0.00020993287018117174
Position 1375: 0.00018971482219762835
Position 688: 0.00016241698167493738
Position 6802: 0.0001415114698156764
Position 10062: 0.0001410001343108601
Position 5356: 0.00013921384141494064
Position 3254: 0.0001385364394577595
Position 10065: 0.00013549558460984807
Position 122: 0.0001240376084539293
Position 10179: 0.00011792703290888717
Position 817: 0.00011458487997397067
Position 1507: 0.00011150141413474156
Position 7575: 0.00011056460480131582
Position 1669: 0.00010540407492252775
Position 2772: 9.789879894063491e-05
Position 2645: 9.195548609845823e-05
Position 1002: 8.517799404564334e-05
Position 128: 8.016150426672326e-05
Position 4559: 7.90894371014267e-05
Position 760: 6.189253079920691e-05
Position 2586: 5.9383095307030345e-05
Position 7928: 5.7172424550038755e-05
Position 2348: 5.053642487798408e-05
Position 1372: 5.0345650581384284e-05
Position 5090: 4.91477723924869e-05
Position 1535: 4.6923939644707655e-05
Position 2392: 4.42549429380507e-05
Position 579: 3.65103330555374e-05
Position 2329: 3.242617843758421e-05
Position 786: 3.210147535172896e-05
Position 460: 2.751525771340317e-05
Position 357: 2.7032913728059322e-05
Position 4928: 2.670686978617114e-05
Position 5980: 2.3542467409428734e-05
Position 1456: 2.2938052485946422e-05
Position 1832: 1.9983729757979558e-05
Position 837: 1.7681504045560392e-05
Position 300: 1.621553158443035e-05
Position 2245: 1.6163684555743238e-05
Position 5454: 1.4174149278179733e-05
Position 2433: 1.4123548572609117e-05
Position 318: 1.3787544749913595e-05
Position 1430: 1.159208202484715e-05
Position 1258: 1.1215957439217225e-05
Position 901: 1.1038508087892546e-05
Position 1678: 1.0665698863928113e-05
Position 821: 5.410504920393135e-06
Position 1095: 5.060759484714086e-06
Position 194: 3.73241760605788e-06
Position 377: 3.593137047783495e-06
Position 456: 3.4719594399304283e-06
Position 1907: 3.423692959593064e-06
Position 5834: 2.331700097830922e-06
Position 585: 1.5919744704821236e-06
Position 742: 1.517373011840009e-06
Position 235: 1.3573534545288055e-06
Position 206: 1.3187130699644163e-06
Position 2071: 1.2771286550798882e-06
Position 465: 1.2407565254921266e-06
Position 2084: 1.1622733229253668e-06
Position 333: 1.1519295777545492e-06
Position 910: 1.0723123384963543e-06
Position 328: 9.396441682629764e-07
Position 5705: 7.581760826223628e-07
Position 1426: 4.6328131131264774e-07
Position 1746: 3.740806642866794e-07
Position 266: 2.487968592367468e-07
Position 1584: 2.3890511076320793e-07
Position 215: 2.1986220556242317e-07
Position 251: 1.854370975416001e-07
Position 375: 1.6700110812705946e-07
Position 245: 1.5612355801795052e-07
Position 323: 7.897745569358323e-08
Position 241: 5.30037258731068e-08
Position 220: 4.630991432698261e-08
Position 137: 4.170203975257251e-08
Position 366: 3.059148391704621e-08
Position 468: 9.351299570043656e-09
Position 840: 8.452071810832484e-09
Position 2110: 4.1873422265732835e-09
Position 225: 3.5992498783838382e-09
Position 261: 3.060531071508341e-09
Position 257: 2.4066851294955186e-11
