Gene = HSPB11
Position 6171: 0.0004025176137576926
Position 7475: 0.0004020347446805789
Position 4350: 0.0003837040761777467
Position 11894: 0.0003799491568134653
Position 9718: 0.0003768202601438411
Position 7339: 0.0003738737882613489
Position 5846: 0.00037323797758260043
Position 808: 0.0003608036674351699
Position 6345: 0.00032097831556162124
Position 7388: 0.00029500424712213284
Position 11676: 0.0002927196420435003
Position 8106: 0.00028460067373180394
Position 6041: 0.0002494808959496663
Position 6857: 0.00024914894362267027
Position 7413: 0.0002400722491827609
Position 7813: 0.00023879760166550367
Position 8195: 0.00022927940543000395
Position 2789: 0.0002227151057287597
Position 1477: 0.00021475741604110328
Position 5880: 0.00021014204733360104
Position 6882: 0.0002040163749712839
Position 1429: 0.00020269826037290224
Position 10933: 0.00019629404712157388
Position 8826: 0.0001809225179131143
Position 11239: 0.0001744375855329811
Position 11312: 0.00017256588929401013
Position 231: 0.00016743407014575167
Position 9668: 0.000161492275262402
Position 4474: 0.0001602890308611972
Position 11700: 0.0001474438000363149
Position 3017: 0.00014490006046133995
Position 1367: 0.00013418861226018107
Position 10412: 0.00013283562495398644
Position 7435: 0.00013184935795434595
Position 10444: 0.00013073766950557014
Position 11576: 0.0001267368585503877
Position 6703: 0.00012256027768162115
Position 463: 0.00012093710356989864
Position 7736: 0.00012023923076346831
Position 9975: 0.00011677265506462857
Position 279: 0.00011051959182176292
Position 10143: 0.00010935294743636784
Position 9644: 0.00010914714283377171
Position 12937: 0.0001057613099608317
Position 9482: 0.00010419725184968814
Position 724: 9.664593094152415e-05
Position 265: 9.467723212536701e-05
Position 8946: 9.07013065181558e-05
Position 8148: 9.04779715501653e-05
Position 3952: 8.83180552459233e-05
Position 9836: 8.718235714683166e-05
Position 2824: 7.987914381125469e-05
Position 3805: 7.977588116501903e-05
Position 7286: 7.868418466424747e-05
Position 7761: 7.51286496233441e-05
Position 7929: 7.462378306930067e-05
Position 7072: 7.398488710229165e-05
Position 6433: 7.295998436303019e-05
Position 7718: 7.226270477290903e-05
Position 8517: 7.168347846051601e-05
Position 3889: 7.036143718811821e-05
Position 1843: 6.885679539833282e-05
Position 8428: 6.518302308446513e-05
Position 12529: 6.502588855045169e-05
Position 888: 6.379423282780801e-05
Position 10130: 6.277442086686593e-05
Position 6565: 6.230352058452074e-05
Position 8544: 6.189870085576156e-05
Position 10190: 6.091150105042364e-05
Position 4551: 6.0536850923733586e-05
Position 788: 5.7159880054830225e-05
Position 12116: 5.642878877554443e-05
Position 11532: 5.361823165083863e-05
Position 6706: 5.212644055386012e-05
Position 2577: 5.095085407179454e-05
Position 8320: 4.906399494389839e-05
Position 224: 4.6191782094154235e-05
Position 8278: 4.573943794989235e-05
Position 11411: 3.703426519499845e-05
Position 8459: 3.093606284528027e-05
Position 8492: 3.0189751712228253e-05
Position 159: 2.9705085827990332e-05
Position 7949: 2.8813019586450615e-05
Position 1638: 2.8732412753808368e-05
Position 5314: 2.8228282537705005e-05
Position 1530: 2.8054477270537906e-05
Position 1644: 2.773632992921766e-05
Position 7239: 2.6003976219137843e-05
Position 6932: 2.3829848470229634e-05
Position 9339: 2.2576180239768862e-05
Position 2905: 2.1626403204052834e-05
Position 6279: 2.023155949459926e-05
Position 6615: 1.895992274775003e-05
Position 775: 1.7704917843621153e-05
Position 8843: 1.7283089402748636e-05
Position 822: 1.7120263204540176e-05
Position 1238: 1.6957134246746227e-05
Position 3596: 1.644049973128094e-05
Position 9506: 1.6141900089091717e-05
Position 7343: 1.5835969312004987e-05
Position 9262: 1.4995930172499417e-05
Position 8366: 1.3546405021794888e-05
Position 2772: 1.1185006777219008e-05
Position 1324: 1.118285487499127e-05
Position 6241: 1.0621150536427386e-05
Position 5333: 9.583600974360325e-06
Position 7440: 9.182075170659718e-06
Position 1767: 8.727053383491458e-06
Position 7155: 7.714384710522281e-06
Position 473: 7.282329130506387e-06
Position 7047: 6.815964773084249e-06
Position 7021: 4.91634978512119e-06
Position 706: 4.48711590720877e-06
Position 948: 4.110770546462071e-06
Position 1677: 4.042038662729185e-06
Position 602: 3.117174858723537e-06
Position 1385: 3.0658853926141735e-06
Position 3766: 2.4243051451964292e-06
Position 1453: 2.2830485688486584e-06
Position 1558: 2.2382223069069493e-06
Position 2441: 2.186357517671566e-06
Position 1503: 2.084265876335282e-06
Position 2464: 1.6478172141695312e-06
Position 3341: 1.4309822898779094e-06
Position 3274: 1.322991832086514e-06
Position 952: 1.2646963950955628e-06
Position 2476: 1.236389329843822e-06
Position 3618: 1.1567370168677197e-06
Position 597: 1.0368833839120465e-06
Position 1544: 1.0322563300862667e-06
Position 7876: 9.591976953935083e-07
Position 1685: 8.676427210070901e-07
Position 2647: 8.671517118102278e-07
Position 567: 8.024694134024783e-07
Position 467: 7.656036673172112e-07
Position 608: 7.029271334956002e-07
Position 1047: 7.023645989278776e-07
Position 2002: 6.825967278652244e-07
Position 1116: 6.071908613186342e-07
Position 514: 5.696841221216386e-07
Position 579: 5.188129993211058e-07
Position 1846: 4.57825880722542e-07
Position 840: 4.060130396219124e-07
Position 435: 3.6020860712847764e-07
Position 802: 3.2166740861326076e-07
Position 528: 2.8161895989359216e-07
Position 658: 2.590068159328595e-07
Position 2041: 2.4857019401131374e-07
Position 637: 2.4425561032810277e-07
Position 805: 2.1195641002752113e-07
Position 491: 1.9619872130114755e-07
Position 1319: 1.9249965582086508e-07
Position 2345: 1.8244360253008725e-07
Position 894: 1.394203070239041e-07
Position 442: 1.1138651121179022e-07
Position 2438: 1.0245821599151033e-07
Position 830: 3.878049483053092e-08
Position 679: 3.609718428515256e-08
Position 489: 2.6277229838353792e-08
Position 1030: 2.2342913284215036e-08
Position 6181: 1.6425132323410132e-08
Position 1119: 1.416598188531706e-08
Position 1102: 1.0575288078940138e-08
Position 1071: 7.474269097053132e-09
Position 1044: 4.828211848955362e-09
Position 439: 4.571890573567302e-09
Position 686: 4.340654324789572e-09
Position 276: 4.079026581766632e-09
Position 505: 4.004754610759066e-09
Position 1123: 2.9622953159024254e-09
Position 285: 2.4863732138270533e-09
Position 176: 2.1030024948174887e-09
Position 968: 1.5208667427090633e-09
Position 233: 1.4276947192428104e-09
Position 356: 1.3664602380266873e-09
Position 211: 1.2869351283137114e-09
Position 980: 1.1160947846719343e-09
Position 781: 8.705501727349405e-10
Position 827: 7.47953932649121e-10
Position 323: 6.555114244100865e-10
Position 125: 5.95436057861264e-10
Position 239: 2.3520369583081886e-10
Position 374: 2.021799878171312e-10
Position 327: 1.44260303212865e-10
Position 1901: 1.19629245771378e-10
Position 137: 7.926948851835383e-11
Position 411: 7.707667614525564e-11
Position 343: 7.513839447265753e-11
Position 189: 6.875416099081607e-11
Position 95: 8.566000046907255e-12
Position 140: 5.2098657280265e-12
Position 409: 1.5370441922665472e-12
Position 127: 9.484231269967483e-13
Position 358: 8.285817717872681e-13
Position 398: 5.094571319962132e-13
Position 379: 3.651806328480478e-13
Position 335: 2.3863592447561515e-13
Position 112: 1.9453974279516571e-13
Position 987: 1.8692118351002722e-13
Position 1016: 1.5695614001094243e-13
Position 368: 9.850620413090146e-14
Position 386: 8.856762370969302e-14
Position 394: 7.19980628541484e-14
Position 478: 3.291770550862552e-14
