Gene = BRIX1
Position 1266: 0.00021746259891754652
Position 10481: 0.00021372399144300636
Position 8798: 0.00021211246439440968
Position 9620: 0.00020783001753602842
Position 2150: 0.00018848881910781736
Position 7587: 0.00018622130864088282
Position 6855: 0.00018114158058951953
Position 834: 0.00016552524907880486
Position 9343: 0.00015281860593547068
Position 5080: 0.00015198365227254415
Position 10292: 0.000141553761223928
Position 10361: 0.00013935612615546128
Position 7572: 0.0001349819813238733
Position 7923: 0.00013426986105795287
Position 2235: 0.00013189615669843312
Position 7363: 0.00013026907978858695
Position 3285: 0.00013023976291678653
Position 2434: 0.00012732027302749625
Position 4731: 0.0001244897869718802
Position 8767: 0.000124283076437596
Position 3780: 0.00012122004690818985
Position 9298: 0.00011094315192910637
Position 7583: 0.00010904329659566707
Position 1823: 0.00010823320332548227
Position 2687: 0.00010324493175685717
Position 905: 8.836917785664581e-05
Position 2865: 8.354515613223666e-05
Position 402: 8.215870632163678e-05
Position 10073: 8.158560606619404e-05
Position 685: 7.96124983137222e-05
Position 3065: 7.558132924406641e-05
Position 1270: 6.993553998600968e-05
Position 10052: 6.673998424983565e-05
Position 2451: 6.609031158442078e-05
Position 1214: 6.559714409660004e-05
Position 7239: 6.305489770918842e-05
Position 620: 6.289514540375749e-05
Position 599: 6.047503382536324e-05
Position 8736: 6.0028076585658376e-05
Position 3871: 5.905109795456384e-05
Position 2193: 5.890643754943826e-05
Position 2247: 5.522664784668272e-05
Position 1531: 5.261389578590012e-05
Position 3249: 4.8662585632732286e-05
Position 2042: 4.769765748986801e-05
Position 4105: 4.69572205959096e-05
Position 2881: 4.678748409488019e-05
Position 10601: 3.981901871502769e-05
Position 884: 3.8215636653464396e-05
Position 1871: 3.1712972530938686e-05
Position 2536: 3.073284349459005e-05
Position 2449: 3.0002607997043694e-05
Position 7451: 2.981619840070864e-05
Position 2364: 2.9673274623812876e-05
Position 9098: 2.9143973463317475e-05
Position 2340: 2.8130045739956856e-05
Position 8501: 2.7267122475662396e-05
Position 10420: 2.6306343183619718e-05
Position 3275: 2.6289142510250208e-05
Position 3046: 2.5152619112164048e-05
Position 1844: 2.4623091463245263e-05
Position 7454: 2.4587067592217014e-05
Position 806: 2.4020722835329915e-05
Position 8468: 2.1071676204987423e-05
Position 1561: 2.0146392065033413e-05
Position 2497: 1.9664824128269178e-05
Position 3096: 1.936292090693053e-05
Position 152: 1.8058975332378354e-05
Position 3099: 1.6579988164794828e-05
Position 4062: 1.5518411246127057e-05
Position 1334: 1.541584635669756e-05
Position 2171: 1.540910245252276e-05
Position 185: 1.5069136914111351e-05
Position 767: 1.482496990613253e-05
Position 2653: 1.4166095038588035e-05
Position 1253: 1.1147588051678333e-05
Position 1631: 1.0565389979975889e-05
Position 4154: 1.0356551698008475e-05
Position 1712: 9.685485161723467e-06
Position 3348: 9.575436307596418e-06
Position 757: 8.809418840420517e-06
Position 2936: 8.483839992473116e-06
Position 8112: 7.970718508061977e-06
Position 2494: 7.714277499157765e-06
Position 2299: 7.4503290190726915e-06
Position 8077: 7.375429669638125e-06
Position 1237: 7.175466460905062e-06
Position 1636: 7.079717017640236e-06
Position 2528: 6.595328224238485e-06
Position 2322: 6.439548840882816e-06
Position 1947: 6.349290267182734e-06
Position 678: 6.249127395592094e-06
Position 4190: 6.0690774971131814e-06
Position 1165: 4.767732607643244e-06
Position 2026: 4.344175855723165e-06
Position 1829: 3.981372875196804e-06
Position 1389: 3.2154794961801767e-06
Position 2405: 3.113670035916816e-06
Position 228: 1.9450552296690242e-06
Position 3376: 1.5862857721443556e-06
Position 407: 1.1142222876250806e-06
Position 2821: 7.178538375747441e-07
Position 2912: 7.03275803282071e-07
Position 3289: 4.72225169012466e-07
Position 1112: 1.9972078241111077e-07
Position 8165: 1.693392662151832e-07
Position 1224: 1.5302775273185233e-07
Position 3408: 1.344911009475973e-07
Position 1274: 1.1342363968983181e-07
Position 1231: 1.0334488887369815e-07
Position 1011: 9.587739628933715e-08
Position 8137: 8.607709961741343e-08
Position 1289: 8.370964452911358e-08
Position 1094: 8.022551704307372e-08
Position 297: 5.674192703386072e-08
Position 919: 5.023660710892808e-08
Position 248: 3.7640663340719964e-08
Position 336: 3.417463496591301e-08
Position 471: 3.1940536489249564e-08
Position 1342: 3.1811081099140987e-08
Position 236: 3.061874526356828e-08
Position 310: 2.925593103692541e-08
Position 1090: 2.565611187099152e-08
Position 836: 2.499944820779493e-08
Position 435: 2.2804338759045294e-08
Position 521: 2.10605173283902e-08
Position 776: 1.9578508646172357e-08
Position 1497: 1.4846528528395305e-08
Position 782: 1.4680615756225108e-08
Position 468: 1.452246438674928e-08
Position 1027: 1.3906495031349696e-08
Position 362: 1.3525083916025884e-08
Position 333: 1.3037374726047216e-08
Position 909: 1.1533274144113492e-08
Position 617: 1.1234850963460838e-08
Position 1423: 7.804075416530785e-09
Position 1590: 7.596369999531147e-09
Position 507: 6.351200035330583e-09
Position 281: 4.712798308437061e-09
Position 450: 4.051762071136035e-09
Position 1032: 3.7419438066568534e-09
Position 923: 3.6598801576732583e-09
Position 1440: 3.067267931331951e-09
Position 193: 2.5413722522127505e-09
Position 342: 2.1222207991952786e-09
Position 525: 1.6955572499291477e-09
Position 393: 1.5179079740809922e-09
Position 1796: 1.4882493645703906e-09
Position 379: 1.4337254389772291e-09
Position 1793: 1.3538244028293e-09
Position 317: 1.2560607679098724e-09
Position 1748: 1.2124272228034304e-09
Position 1670: 1.187717805418024e-09
Position 377: 1.183116500685554e-09
Position 1761: 1.1410013994728849e-09
Position 239: 9.859129492918981e-10
Position 482: 6.59125583430511e-10
Position 127: 6.558930194307436e-10
Position 269: 6.524203958648135e-10
Position 323: 4.561018946178339e-10
Position 202: 4.502105496504036e-10
Position 413: 4.0083768337177273e-10
Position 299: 3.7445244862734014e-10
Position 455: 3.718495479258835e-10
Position 958: 3.6576314846906705e-10
Position 416: 3.5633541445229045e-10
Position 78: 3.4985215914352835e-10
Position 443: 3.4358144371549795e-10
Position 357: 3.0620352154861673e-10
Position 123: 3.0352449311178687e-10
Position 187: 2.503002748390714e-10
Position 196: 2.1902943854432167e-10
Position 97: 2.1331205954505822e-10
Position 486: 1.8198800972930335e-10
Position 473: 1.54035763953975e-10
Position 92: 1.2582115714080367e-10
Position 83: 1.0990076902449114e-10
Position 424: 1.0868098820887888e-10
Position 112: 7.751167896311049e-11
Position 489: 7.37449451758548e-11
Position 101: 6.650498327486208e-11
Position 256: 4.8966614063521245e-11
Position 344: 4.393871428122456e-11
Position 283: 3.040921727968409e-11
Position 132: 2.8106989094828393e-11
Position 476: 2.4968202309398428e-11
Position 274: 2.1854792946771075e-11
Position 206: 1.690099940211489e-11
Position 313: 1.638201518677012e-11
Position 136: 1.5750735454166183e-11
Position 1013: 1.2832741067004004e-11
Position 94: 3.704807066978443e-12
Position 493: 3.694403076439867e-12
Position 942: 3.5221715338849144e-12
Position 528: 7.975382692049977e-13
Position 491: 3.743189674345005e-13
Position 204: 3.62524255075386e-13
