Gene = TOPAZ1
Position 57: 2.7162512250565745e-05
Position 3400: 2.3375420583329823e-05
Position 1747: 2.124355915078359e-05
Position 1369: 1.588727451720099e-05
Position 1051: 1.5192411754997495e-05
Position 4337: 1.490452532004729e-05
Position 449: 1.4199164543657954e-05
Position 4334: 1.1132689959813091e-05
Position 406: 9.801535141284333e-06
Position 274: 9.00874870029913e-06
Position 42: 8.836000664992485e-06
Position 627: 7.989448027388253e-06
Position 372: 7.94972023162493e-06
Position 1383: 6.013009078231928e-06
Position 724: 5.888257895219707e-06
Position 1435: 5.413143511210861e-06
Position 1650: 4.8156552644767345e-06
Position 14845: 4.780507744252781e-06
Position 1685: 4.765283471626405e-06
Position 753: 4.7208904997351165e-06
Position 1625: 4.589198869140147e-06
Position 844: 4.507485049293656e-06
Position 1226: 3.8018242300793125e-06
Position 118: 3.692064711806995e-06
Position 1420: 3.5785190227742837e-06
Position 1691: 3.555484136566144e-06
Position 102: 3.5510760369282127e-06
Position 667: 3.477784425421522e-06
Position 15107: 1.9134428620273956e-06
Position 770: 1.528179010786253e-06
Position 17526: 8.124160759790201e-07
Position 15797: 7.499374448120412e-07
Position 842: 1.668629294780014e-07
Position 586: 1.3771882481388756e-07
Position 3996: 9.023891603733506e-08
Position 14373: 5.536552784117693e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 28798: 0.9980712766515556
Position 40081: 0.9398302960768384
Position 14264: 0.9094041915752633
Position 48884: 0.8398690676315375
Position 13081: 0.823940923905052
Position 966: 0.6218623689661165
Position 2343: 0.5220991444806546
Position 3281: 0.5115724770898467
Position 20532: 0.4526810352431049
Position 21789: 0.4023201559657071
Position 1871: 0.3905938850489836
Position 49399: 0.35260629547674305
Position 49899: 0.32134921725307436
Position 7502: 0.24806374353442603
Position 3225: 0.20681744319236178
Position 25110: 0.19063354852004086
Position 8936: 0.1629249946478019
Position 19951: 0.15916670380122971
Position 11948: 0.15556705963406225
Position 7490: 0.13615731748375254
Position 12236: 0.12136235442803721
Position 11631: 0.10838715593191463
Position 2547: 0.07774885760284411
Position 2699: 0.07294018243014559
Position 47289: 0.07109314027891205
Position 14309: 0.06386507530240043
Position 7663: 0.05611314467794386
Position 3186: 0.0507081565103929
Position 1328: 0.045150779840583743
Position 11457: 0.04168916280878112
Position 3258: 0.03783108576134182
Position 4552: 0.03677825357954399
Position 3290: 0.029786502894712047
Position 3027: 0.028129024358696502
Position 1584: 0.026853714023101622
Position 39640: 0.023653571503469972
Position 6867: 0.021398912959729736
Position 7396: 0.02087755658639875
Position 40507: 0.0208522252953155
Position 7631: 0.01998852736167253
Position 13249: 0.018615608736161977
Position 8678: 0.01777419705928179
Position 14234: 0.016860587222542613
Position 857: 0.01622552882397426
Position 11857: 0.015751062220183493
Position 31098: 0.011647890479814557
Position 3066: 0.011487645191121955
Position 2355: 0.010763992126879637
Position 2378: 0.010032801029697974
Position 2189: 0.009969143946735669
Position 6822: 0.009597225400580906
Position 2352: 0.009000087217809236
Position 1980: 0.008733762508853798
Position 8758: 0.007512003837595941
Position 39340: 0.00743552699220897
Position 1641: 0.007124343434311055
Position 19732: 0.006976869592502863
Position 6764: 0.006232903284872982
Position 3159: 0.005165844752589689
Position 14158: 0.004815329288694961
Position 40438: 0.004721064752766746
Position 1899: 0.004670527459524086
Position 2841: 0.004046897402192271
Position 1013: 0.0038162946391747366
Position 1896: 0.003651739114651764
Position 34263: 0.003624897787897584
Position 36822: 0.0035704492498866095
Position 1071: 0.0035145913586224972
Position 813: 0.0033828550824691697
Position 971: 0.003167109524774986
Position 2280: 0.0030731316457743353
Position 2664: 0.0024753425276748766
Position 2011: 0.002280284474780558
Position 1638: 0.00216608087798831
Position 2988: 0.002143262064086377
Position 36486: 0.0019862258323870554
Position 34771: 0.0017286193949751355
Position 6782: 0.0016734569121121964
Position 2559: 0.0016324154437290864
Position 1612: 0.0015720227973114078
Position 2586: 0.0014435869689480615
Position 1972: 0.0012167254643078733
Position 1586: 0.0012115233866223814
Position 34926: 0.001081027139495048
Position 2793: 0.001015275159159449
Position 1818: 0.0010133844477770674
Position 207: 0.0009574675643419669
Position 9279: 0.0009269977654628844
Position 2234: 0.0008830630865616175
Position 680: 0.000817116721158471
Position 34427: 0.0008137286657341639
Position 2160: 0.0007940828018236829
Position 29014: 0.0007177790882917992
Position 2122: 0.0007135257244965745
Position 2709: 0.0006273589597728562
Position 1470: 0.00058158148375765
Position 33903: 0.0005811750953807638
Position 30700: 0.0005792725071582387
Position 2393: 0.0005774787824286008
Position 3009: 0.0005686145473798398
Position 2269: 0.0005617439553947745
Position 586: 0.0005316477295000346
Position 1650: 0.0004908956987577907
Position 2028: 0.00043926908575006113
Position 30274: 0.00041546878017072186
Position 236: 0.00040992599865509894
Position 2634: 0.000367267454629712
Position 1017: 0.000358646013517301
Position 378: 0.0003584162027718546
Position 1905: 0.0003359893320791167
Position 25432: 0.00032053693683740584
Position 1810: 0.0003164070371924125
Position 2147: 0.00028908457370504267
Position 24485: 0.00028648273611936865
Position 993: 0.0002804809307405141
Position 4508: 0.0002420082541024235
Position 4108: 0.00024044593891910516
Position 1457: 0.00022093976137904168
Position 29147: 0.00022090775706269696
Position 738: 0.00021109274727224104
Position 384: 0.0001833836866617429
Position 30696: 0.00017928830608035455
Position 31375: 0.00016656202569290587
Position 29078: 0.00015323837199602308
Position 1824: 0.00015186915149681312
Position 790: 0.00015060854109961064
Position 1386: 0.00014471214700762425
Position 664: 0.00013852506355434857
Position 6281: 0.00013118226310205366
Position 30720: 0.00013017275996670546
Position 821: 0.00011263109582846027
Position 148: 0.00011209570011996679
Position 1389: 0.0001115114700247425
Position 1765: 0.00010213985065094044
Position 4599: 9.578727176431203e-05
Position 627: 9.575318912352496e-05
Position 1033: 8.988621497723951e-05
Position 4475: 8.24917097925507e-05
Position 1051: 7.630661897524629e-05
Position 2607: 7.308782964054615e-05
Position 453: 7.058533121503657e-05
Position 31232: 7.020764208899206e-05
Position 28993: 6.380344984826804e-05
Position 1000: 6.279116898297811e-05
Position 1473: 5.995538657469341e-05
Position 424: 5.604560566349764e-05
Position 410: 5.207292571434996e-05
Position 1618: 5.1270234046761445e-05
Position 865: 5.055994566309944e-05
Position 23078: 5.028265628049303e-05
Position 1275: 4.84085331792902e-05
Position 2302: 4.680904819925476e-05
Position 29893: 4.4826003434501294e-05
Position 444: 4.423665128822569e-05
Position 2790: 4.372619692390075e-05
Position 1594: 4.217376388826712e-05
Position 2912: 3.9851798713583175e-05
Position 1950: 3.745750389684282e-05
Position 346: 3.676566392860479e-05
Position 1085: 3.469118353620376e-05
Position 979: 3.2770606139490244e-05
Position 239: 2.947302969750645e-05
Position 508: 2.758697987505905e-05
Position 137: 2.5723889234564863e-05
Position 779: 2.5398164607397252e-05
Position 1676: 2.419369916436897e-05
Position 882: 2.4156139273768368e-05
Position 1528: 2.2299362343265636e-05
Position 22008: 2.2163608375633956e-05
Position 14966: 2.1110741881427936e-05
Position 1589: 1.9992903769299197e-05
Position 1926: 1.8584801375118815e-05
Position 1205: 1.7951509056730178e-05
Position 1403: 1.771880005446048e-05
Position 14746: 1.7296748619438882e-05
Position 1428: 1.7131299954233963e-05
Position 1734: 1.7126951332122106e-05
Position 1827: 1.5049144925829905e-05
Position 4297: 1.339574660500541e-05
Position 1272: 1.3384018162360073e-05
Position 2014: 1.287368885535283e-05
Position 4260: 1.2694944042621607e-05
Position 216: 1.2058113170778588e-05
Position 1770: 1.186257490299941e-05
Position 16230: 1.0826939156950961e-05
Position 694: 1.0198194357629054e-05
Position 1685: 9.728366734192299e-06
Position 16159: 9.214417991089976e-06
Position 18630: 9.163181484180398e-06
Position 7747: 8.639254811679055e-06
Position 1731: 8.366395914035645e-06
Position 1591: 8.271166623082332e-06
Position 1704: 6.930627328096456e-06
Position 15682: 6.892194483441206e-06
Position 22864: 6.698743718416169e-06
Position 353: 6.4482224154382905e-06
Position 1155: 6.104999262508599e-06
Position 23878: 6.100406307275969e-06
Position 15927: 5.959909427639769e-06
Position 18404: 5.879552161800402e-06
Position 17446: 5.750120963791742e-06
Position 17598: 5.711778394027615e-06
Position 1037: 4.999640487426909e-06
Position 284: 4.719766497523349e-06
Position 368: 4.41794861782355e-06
Position 22227: 4.1037137033630456e-06
Position 22922: 4.056160807192442e-06
Position 22647: 4.032605162857383e-06
Position 18713: 4.016488508074658e-06
Position 18710: 3.884803126684252e-06
Position 348: 3.878984503278452e-06
Position 468: 3.73454334474616e-06
Position 545: 3.7183405287204215e-06
Position 984: 3.6448714890545475e-06
Position 22240: 3.568532139385012e-06
Position 2167: 3.46724915002152e-06
Position 308: 3.450928847653031e-06
Position 128: 3.3196897030206525e-06
Position 22089: 3.3172213229710744e-06
Position 15640: 3.257517747373004e-06
Position 19421: 3.0918984536335398e-06
Position 18902: 3.0746850783606034e-06
Position 21964: 2.9203272773109936e-06
Position 17424: 2.7078368747746907e-06
Position 559: 2.4462945153479305e-06
Position 14701: 2.39878123220552e-06
Position 416: 2.3370868250820068e-06
Position 395: 2.30953576921888e-06
Position 1506: 2.129597660639313e-06
Position 462: 1.9173481572182308e-06
Position 1625: 1.7411956725127786e-06
Position 16416: 1.7017729054880068e-06
Position 19555: 1.701276031399034e-06
Position 17936: 1.5342920131235607e-06
Position 471: 1.4803834040986183e-06
Position 15774: 1.4596335961821344e-06
Position 705: 1.343084861496651e-06
Position 436: 1.1952127870154913e-06
Position 1218: 1.1940384995616581e-06
Position 258: 1.180787243782393e-06
Position 16201: 1.0471708370292448e-06
Position 403: 9.396564479232899e-07
Position 245: 8.968954870434202e-07
Position 17391: 8.550818138603983e-07
Position 16685: 8.142011706457996e-07
Position 17758: 7.914940027727143e-07
Position 18489: 7.482663241116903e-07
Position 18770: 7.064285242549309e-07
Position 474: 7.038097376435004e-07
Position 139: 6.746588749226894e-07
Position 13518: 4.86048098357619e-07
Position 1150: 4.7357450432302936e-07
Position 15949: 4.439741095616815e-07
Position 770: 4.386972420919012e-07
Position 17241: 4.162803212107899e-07
Position 17188: 4.1363387304590167e-07
Position 19115: 4.036148225222209e-07
Position 13482: 3.896973707722709e-07
Position 16843: 3.806755493069254e-07
Position 14465: 3.1638371018484153e-07
Position 314: 3.0580446950235985e-07
Position 760: 3.0287782166424817e-07
Position 1840: 2.743571255923677e-07
Position 14507: 2.4531284799678395e-07
Position 316: 1.8835556151077976e-07
Position 14900: 1.6419580536323343e-07
Position 17014: 1.5311657844844572e-07
Position 15194: 1.4551141051325614e-07
Position 16545: 1.2858577266392113e-07
Position 635: 1.089252324691518e-07
Position 252: 8.008395466735343e-08
Position 15303: 7.763552256967235e-08
Position 3836: 5.8347330480521274e-08
Position 9899: 5.4725832387219467e-08
Position 270: 4.18415368842972e-08
Position 708: 3.283452057559116e-08
Position 3839: 3.189158555681406e-08
Position 361: 2.39181284369608e-08
Position 638: 2.3015694109718375e-08
Position 1097: 2.0812183340599955e-08
Position 5274: 1.0985719033869717e-08
Position 1509: 7.7357136943729e-09
Position 1187: 7.080481327981806e-09
Position 9088: 5.8539069004307385e-09
Position 5603: 5.130171421225661e-09
Position 5536: 4.726143580641229e-09
Position 4715: 4.004271221287775e-09
Position 5627: 3.002910740321872e-09
Position 5160: 2.2558443831790842e-09
Position 5374: 1.0461930258434765e-09
Position 319: 2.657230318865095e-10
Position 479: 2.3210463553762917e-10
Position 482: 1.0352219213553983e-11
