Gene = RBM8A
Position 674: 3.832294135257584e-05
Position 525: 3.760682373197041e-05
Position 1264: 3.358794810233477e-05
Position 335: 3.331042525901327e-05
Position 1064: 2.9062657834249066e-05
Position 1452: 2.5241791786734394e-05
Position 1278: 2.1523868373056988e-05
Position 295: 1.849510244819044e-05
Position 635: 1.837575237136831e-05
Position 3280: 1.7942316656567828e-05
Position 3080: 1.743732417615172e-05
Position 3099: 1.663717345805873e-05
Position 764: 1.5511940332160557e-05
Position 18: 1.4771286486388796e-05
Position 1519: 1.4248391296485402e-05
Position 288: 1.226161874928806e-05
Position 941: 9.51053225555504e-06
Position 523: 9.429450784609084e-06
Position 501: 8.246582041615634e-06
Position 758: 8.132065660242235e-06
Position 812: 7.762064756112466e-06
Position 1111: 7.511888823355754e-06
Position 119: 5.884510568585945e-06
Position 3: 4.623670583075038e-06
Position 1361: 4.205704461815058e-06
Position 1668: 3.979893575859515e-06
Position 186: 3.3976575480305036e-06
Position 570: 3.2168224412584258e-06
Position 1147: 2.799797587541997e-06
Position 1632: 1.8124752351884918e-06
Position 1740: 1.649165271495271e-06
Position 1848: 1.6033946693379808e-06
Position 1676: 1.4370916070077913e-06
Position 1181: 1.3660619254327368e-06
Position 625: 1.347869422227973e-06
Position 1253: 1.1888130874168093e-06
Position 544: 1.0593385366436347e-06
Position 1462: 9.381211095487878e-07
Position 1262: 8.907446423647013e-07
Position 1131: 6.4950902041149e-07
Position 53: 6.311252838157385e-07
Position 859: 6.271471876663715e-07
Position 1742: 5.946362041314805e-07
Position 2182: 5.682017472727992e-07
Position 838: 5.426134956540098e-07
Position 386: 4.858171734511479e-07
Position 950: 4.305391790330051e-07
Position 1665: 2.8683585500267757e-07
Position 72: 2.1521539581805477e-07
Position 691: 1.7274873322836307e-07
Position 1121: 1.6436792786775956e-07
Position 2744: 1.2371367529212703e-07
Position 657: 1.0440288530664909e-07
Position 1795: 8.467558486401304e-08
Position 2534: 8.351517063449859e-08
Position 578: 7.534191064324238e-08
Position 1822: 7.182884308233482e-08
Position 2559: 6.701838975142893e-08
Position 1647: 6.372955199998931e-08
Position 1128: 5.8366956891804483e-08
Position 2780: 5.686768084107313e-08
Position 427: 5.550923067635946e-08
Position 1114: 4.4960956763927726e-08
Position 2805: 3.17173578006431e-08
Position 452: 3.1668826550573866e-08
Position 1881: 2.873694509652963e-08
Position 70: 2.634943122428789e-08
Position 1305: 1.691232716397977e-08
Position 1371: 1.4695102598349981e-08
Position 421: 6.193192861169626e-09
Position 408: 4.315718278061498e-09
Position 1561: 6.633956686928131e-10
Position 1119: 6.17492331614991e-14
Position 1176: 4.987607626012436e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9923240942313564
Position 1608: 0.9667554479004157
Position 1358: 0.9623812190812308
Position 649: 0.9240222927665885
Position 458: 0.8232745960017429
Position 1941: 0.1633370793641552
Position 5318: 0.11721571366174574
Position 267: 0.08373408281197174
Position 2894: 0.07317341014413678
Position 3570: 0.06966532668697437
Position 596: 0.0591816719753704
Position 5701: 0.05464590356456388
Position 2465: 0.037070967321619956
Position 321: 0.029246322109243696
Position 4868: 0.027333246617614798
Position 3700: 0.02485978207362529
Position 3480: 0.024549444375538843
Position 1937: 0.02257488939997383
Position 2358: 0.022244080785928193
Position 5854: 0.015623125773799729
Position 427: 0.0152302987084115
Position 3962: 0.014958967400185506
Position 1371: 0.011635259904924885
Position 1610: 0.010587646481516218
Position 2374: 0.010086095407475392
Position 652: 0.010017679855796616
Position 2427: 0.009915256817613835
Position 303: 0.00544528667964331
Position 1391: 0.004101944548532542
Position 4884: 0.0037531307313108993
Position 5603: 0.0034565369755924433
Position 1961: 0.003419006664930715
Position 5504: 0.0033469094237083916
Position 5276: 0.003073112017889521
Position 386: 0.002612226369170133
Position 2778: 0.00242309251172705
Position 1140: 0.002323830809124451
Position 5475: 0.0021468243542380853
Position 3375: 0.0019291419677708132
Position 5255: 0.0018692024828317235
Position 926: 0.0018081780820549138
Position 1774: 0.0017782403219018098
Position 2222: 0.0017473965462336876
Position 3665: 0.0017206347243104959
Position 2430: 0.0016640753358847067
Position 5478: 0.0016547708345432273
Position 5755: 0.0016400020156349642
Position 327: 0.0016186957861689618
Position 4898: 0.0016021902364735255
Position 3992: 0.0015854516957643234
Position 3942: 0.001445736491056272
Position 4647: 0.0014432515858746442
Position 2973: 0.0014425842672766468
Position 4702: 0.0013726466051863213
Position 1848: 0.0012741174769006095
Position 4264: 0.0012071131967546587
Position 5320: 0.0011833319026262846
Position 324: 0.0011591300338436542
Position 3485: 0.0010830997765088044
Position 3791: 0.0010784872000123896
Position 5873: 0.0010656204924429265
Position 2415: 0.0009787174541776322
Position 1142: 0.0009371174342800503
Position 3638: 0.0009180239893173749
Position 1185: 0.0008672872108190238
Position 2040: 0.0007972222498972771
Position 950: 0.000747066904750261
Position 3743: 0.0007450075046763771
Position 2300: 0.000698596408474072
Position 4340: 0.0006764766303656028
Position 689: 0.0006506916662326104
Position 3488: 0.0005883547487610493
Position 4975: 0.000571624881349759
Position 4955: 0.0005631987698577598
Position 5388: 0.0005529993243108205
Position 5862: 0.0005527066685039893
Position 4267: 0.0005017065206329385
Position 3506: 0.0004756432896050202
Position 4635: 0.0004609228446464321
Position 3530: 0.00045949645676195226
Position 3779: 0.000439255287167507
Position 5345: 0.0004324699713599818
Position 462: 0.0004223898566009227
Position 1323: 0.0004010572518577895
Position 2098: 0.00039127641136288936
Position 5220: 0.0003762758549905401
Position 5821: 0.000369041063343124
Position 5165: 0.0003667260236612973
Position 1427: 0.0003364342254428463
Position 1442: 0.00032913735568276
Position 1673: 0.0003066178918087697
Position 5839: 0.0002840708966725256
Position 2984: 0.0002753002366623852
Position 1395: 0.0002616966741973462
Position 460: 0.00025407666389936875
Position 2470: 0.00024896244322742165
Position 1896: 0.0002468063525153666
Position 2599: 0.00023386669622485945
Position 5906: 0.00022380605759563584
Position 3533: 0.0002224953685404319
Position 280: 0.0001891505170140043
Position 4458: 0.000172426396119636
Position 2043: 0.00016957204225571333
Position 2830: 0.0001639469475940124
Position 5680: 0.0001450385019523662
Position 1657: 0.0001333324248529923
Position 5798: 0.000130459244882474
Position 479: 0.00012036608192529433
Position 3226: 0.00011942421887188343
Position 1886: 0.00011820964773257163
Position 2596: 0.00011235672912088646
Position 1943: 0.00011215543823271476
Position 612: 0.00010661853747141513
Position 2752: 0.00010010302371468388
Position 3592: 9.65346564569126e-05
Position 305: 8.14379475116662e-05
Position 346: 7.869609907926855e-05
Position 4228: 7.34105589389218e-05
Position 2618: 6.700960430500702e-05
Position 654: 6.484402361484953e-05
Position 4027: 6.400907666266229e-05
Position 2432: 6.127098638262788e-05
Position 1485: 5.9743067543119894e-05
Position 1400: 5.700594019728879e-05
Position 2384: 5.5111582866004656e-05
Position 2306: 5.327482207131815e-05
Position 3032: 5.2707467738553925e-05
Position 1412: 5.0278625147402197e-05
Position 3353: 4.755599246470852e-05
Position 1856: 4.7265250873651526e-05
Position 3009: 4.57859472918839e-05
Position 1283: 3.55222507992742e-05
Position 3313: 3.1354705137020475e-05
Position 1260: 3.07682984032527e-05
Position 485: 3.0478823128056765e-05
Position 331: 2.830198256228692e-05
Position 1095: 2.744979351046614e-05
Position 1973: 2.7392228399732038e-05
Position 1720: 2.7138129662047853e-05
Position 615: 2.6299342599934865e-05
Position 399: 2.5969147657459954e-05
Position 874: 2.580586990852543e-05
Position 4428: 2.056676553765532e-05
Position 3305: 2.0501164023102906e-05
Position 2150: 1.9026624792659853e-05
Position 962: 1.8789203767041515e-05
Position 995: 1.8588352903092015e-05
Position 618: 1.7350937956760067e-05
Position 401: 1.730620997742291e-05
Position 1035: 1.629245915101443e-05
Position 699: 1.4336715187828962e-05
Position 974: 1.1710858019208219e-05
Position 971: 1.093924049548955e-05
Position 3229: 9.379899445479042e-06
Position 958: 9.277051039946966e-06
Position 678: 8.37908608814372e-06
Position 664: 8.360377908916249e-06
Position 1101: 6.366630260829011e-06
Position 863: 6.01038826670734e-06
Position 1450: 5.837967377828007e-06
Position 1196: 5.549997552372041e-06
Position 1993: 5.218245088883589e-06
Position 2014: 4.6409389449735514e-06
Position 1230: 4.551967962688853e-06
Position 3129: 4.161206136738703e-06
Position 1267: 3.927360789016484e-06
Position 1227: 3.790328553158399e-06
Position 86: 3.4305482837206293e-06
Position 3242: 3.3360507526260253e-06
Position 3255: 3.2733258089214635e-06
Position 2100: 3.1260642993970304e-06
Position 499: 2.906888221942861e-06
Position 149: 2.5853844381522562e-06
Position 125: 2.317741200680554e-06
Position 2075: 2.230338606106037e-06
Position 1202: 1.8182113468269215e-06
Position 1147: 1.679379133548895e-06
Position 608: 1.5900043842120569e-06
Position 2946: 1.55596240042038e-06
Position 104: 1.464068249082861e-06
Position 2129: 1.3502802065793426e-06
Position 1620: 1.314910152120307e-06
Position 354: 9.085973471240392e-07
Position 1305: 6.209315910818187e-07
Position 2404: 5.925175905651572e-07
Position 2486: 5.807499740980872e-07
Position 3210: 5.171522815344238e-07
Position 1198: 4.853668212295026e-07
Position 1629: 4.613545215215178e-07
Position 1561: 4.505098297096853e-07
Position 490: 3.8638064707104554e-07
Position 1278: 3.6731657712726004e-07
Position 1530: 3.499794948150789e-07
Position 1297: 3.475665225312346e-07
Position 70: 3.2144764578936e-07
Position 2055: 2.5251861364025075e-07
Position 361: 2.3865919020348677e-07
Position 1326: 2.3832058691069638e-07
Position 1983: 1.9511516575354513e-07
Position 136: 1.89959037794547e-07
Position 1626: 1.46593216562545e-07
Position 1687: 1.3579001982465374e-07
Position 696: 1.2099563071782055e-07
Position 1290: 1.1864577235637897e-07
Position 1548: 1.0918929840660534e-07
Position 823: 9.456107483156075e-08
Position 1632: 8.538285380184205e-08
Position 817: 8.172476154378143e-08
Position 523: 7.84101268448483e-08
Position 542: 6.925652673919443e-08
Position 838: 6.547627771107385e-08
Position 1861: 5.891054077851123e-08
Position 578: 5.7786760590819354e-08
Position 802: 5.109836811895715e-08
Position 206: 5.079069726526055e-08
Position 1706: 4.8071897791075236e-08
Position 805: 4.498430381304001e-08
Position 166: 3.851313380094794e-08
Position 1492: 3.6069392615825996e-08
Position 1490: 3.521912219374104e-08
Position 1114: 3.0777747508808795e-08
Position 1232: 2.3018977166808255e-08
Position 186: 1.415652758491327e-08
Position 109: 1.3198014979612603e-08
Position 792: 1.2372194017424737e-08
Position 555: 1.1611163876671344e-08
Position 1043: 1.0454042497570998e-08
Position 181: 8.088376337251581e-09
Position 819: 6.171740407445866e-09
Position 732: 4.242188599576201e-09
Position 226: 2.0643987886509075e-09
Position 552: 1.9955903643311686e-09
Position 214: 1.677699774712364e-09
Position 236: 1.5905130516658876e-09
Position 91: 1.312247068965672e-09
Position 560: 1.2174238093925311e-09
Position 191: 3.130040784467201e-10
Position 78: 2.974534048219169e-10
Position 1554: 4.5951605431201546e-11
Position 221: 8.583480429504134e-12
Position 773: 3.994211364087188e-12
Position 770: 2.801667182473665e-12
Position 223: 1.676187813816135e-12
Position 1644: 2.8457146661089383e-13
Position 544: 1.251717313578183e-16
