Gene = CAMLG
Position 5485: 0.4066594616758463
Position 2561: 0.23498967334510454
Position 13203: 0.21438693214420182
Position 12257: 0.17824471989223556
Position 13224: 0.14675080535383797
Position 12726: 0.13700548979092678
Position 10164: 0.06963221562462418
Position 5415: 0.06821561313156056
Position 11002: 0.049893131958773596
Position 8005: 0.04718734250974085
Position 5394: 0.040213740372365525
Position 1215: 0.033357378842764886
Position 12943: 0.03318747416809309
Position 10214: 0.029771448552044645
Position 3241: 0.02662075655770245
Position 1259: 0.025208891629314865
Position 10189: 0.024092052689876426
Position 1399: 0.023034023343668136
Position 2964: 0.02215515708364196
Position 2564: 0.01843045309674396
Position 10587: 0.01731439548480352
Position 11210: 0.01398077151572902
Position 4922: 0.013039174610214012
Position 826: 0.01107721745026379
Position 13199: 0.009660083035468683
Position 13592: 0.009284959706630309
Position 462: 0.009261012805986362
Position 695: 0.008884543467514184
Position 531: 0.00801995891477148
Position 2638: 0.0063840102051382725
Position 2846: 0.005735710051696719
Position 10558: 0.005472041663119363
Position 12201: 0.005456634944961835
Position 582: 0.005435260060493469
Position 9382: 0.004877596874444266
Position 12564: 0.004751658414790988
Position 1186: 0.00417333496223556
Position 12231: 0.004162448746336048
Position 553: 0.0037362423573729796
Position 8872: 0.00370097860828974
Position 12151: 0.0036591091389554485
Position 3208: 0.003628108508002171
Position 12691: 0.0036188247103965208
Position 3299: 0.0033307583541891685
Position 2862: 0.0033278703364128213
Position 2114: 0.0032364325397108945
Position 3183: 0.003021981310596265
Position 650: 0.002986267815386351
Position 8721: 0.002869266187802511
Position 3102: 0.0028553545325914107
Position 11075: 0.0027110435193829787
Position 784: 0.0026261940855680913
Position 9544: 0.002595426443008368
Position 8001: 0.0025108575659241027
Position 604: 0.002246024459527851
Position 4569: 0.0022067309115429107
Position 4263: 0.002115390034950995
Position 672: 0.0020449672872656314
Position 1193: 0.001954152061409564
Position 8695: 0.001888419586516936
Position 8157: 0.001885468424213673
Position 803: 0.001860775198128009
Position 6294: 0.0016309798449873293
Position 839: 0.0016132270311662014
Position 11388: 0.0015588549127955884
Position 3661: 0.0015319947510506464
Position 2567: 0.001513712310320406
Position 3630: 0.0015081874137718408
Position 1414: 0.001382179192821066
Position 6389: 0.0013392581974047831
Position 1377: 0.001321509389300297
Position 1595: 0.0012405245522561128
Position 11005: 0.0011690533193154079
Position 5259: 0.0011688476528984614
Position 2041: 0.0011506478390653934
Position 442: 0.001148402186854539
Position 8844: 0.0011234825105986622
Position 7389: 0.001116755733377061
Position 2824: 0.00109577481618736
Position 8895: 0.001089864494238125
Position 2810: 0.0010675777866195968
Position 5722: 0.0009885715141375504
Position 758: 0.0009782911589071679
Position 6340: 0.000938058591478186
Position 2619: 0.0008825950165276545
Position 3000: 0.0008544319155467848
Position 2851: 0.000851448663572716
Position 6688: 0.0008507084727758774
Position 10750: 0.0007776736437039987
Position 1125: 0.000771324081528592
Position 10611: 0.0007618332964550807
Position 5783: 0.0007419985579875017
Position 6215: 0.0007329912660366746
Position 6428: 0.0007202068907743681
Position 2788: 0.0006985964101962819
Position 1219: 0.0006718890614198658
Position 7676: 0.0006675155640350604
Position 9797: 0.0006250115917721135
Position 8338: 0.0006178931447850636
Position 8025: 0.0005913491012382488
Position 707: 0.0005534857380413446
Position 392: 0.0005156260719114582
Position 5656: 0.0005142727265829429
Position 1987: 0.00046954495152010697
Position 5551: 0.00046733925777331646
Position 9162: 0.0004650402992906333
Position 2873: 0.0004431008039880663
Position 2760: 0.00043919308500888507
Position 6275: 0.0004358206961708047
Position 2457: 0.00043259960525930414
Position 2996: 0.0004129214114002123
Position 3131: 0.00038745450888806924
Position 5909: 0.00037884129291558826
Position 2590: 0.0003658954594980555
Position 2755: 0.0003564929864922683
Position 4886: 0.00034803228114374947
Position 8160: 0.0003275126632916117
Position 10258: 0.00030605747730320986
Position 1395: 0.00029866754118831353
Position 2509: 0.0002965395797038479
Position 5262: 0.0002901924936793943
Position 6570: 0.0002793354660378635
Position 3967: 0.0002392278647190391
Position 2137: 0.000229173098905479
Position 7886: 0.0002283153688607111
Position 624: 0.00022572880812649174
Position 1958: 0.00021226134166945135
Position 3331: 0.00020664147408248825
Position 2360: 0.00017196541437856512
Position 2384: 0.00016426687672534457
Position 2430: 0.00016294137839119397
Position 907: 0.0001475379038085079
Position 3105: 0.00014650094507166723
Position 5118: 0.0001456187865263622
Position 3552: 0.00013810965831159824
Position 4420: 0.0001326616062756281
Position 5607: 0.00012387979842771034
Position 2290: 0.00011285321024147835
Position 4097: 0.00010368958879030025
Position 1139: 8.938618117807397e-05
Position 2293: 8.732163886779688e-05
Position 1304: 8.13240093340014e-05
Position 7002: 7.250696618630272e-05
Position 872: 7.108542061630207e-05
Position 957: 6.358980477820412e-05
Position 5634: 5.952101629762133e-05
Position 3151: 5.869663333387177e-05
Position 2848: 5.746599793169731e-05
Position 2539: 5.695757142186864e-05
Position 1852: 5.622933248055026e-05
Position 4423: 5.178983335004043e-05
Position 3977: 4.7239069087207885e-05
Position 2520: 4.539436254394035e-05
Position 2120: 4.2010322023586195e-05
Position 2020: 4.096726305254052e-05
Position 1817: 3.8015052625324936e-05
Position 2796: 3.737514541728014e-05
Position 2319: 3.5792308239114875e-05
Position 4638: 3.326493233531131e-05
Position 4800: 3.230647465876042e-05
Position 1113: 3.177361371400279e-05
Position 4019: 2.7339036442121443e-05
Position 473: 2.716365668392432e-05
Position 1895: 2.5129587161306073e-05
Position 245: 2.4968711045056793e-05
Position 2271: 2.471574252772267e-05
Position 4167: 2.465519623138554e-05
Position 4269: 2.3394997526469985e-05
Position 1419: 2.2627847983101054e-05
Position 2197: 1.9211880951768995e-05
Position 1661: 1.5930625247368655e-05
Position 1647: 1.5361222201929237e-05
Position 1945: 1.5348504748875545e-05
Position 566: 1.4374226765135258e-05
Position 998: 1.3059531174870583e-05
Position 1106: 1.2958350507693874e-05
Position 274: 1.0681599118463863e-05
Position 1476: 8.947754487845338e-06
Position 1567: 6.356801649088392e-06
Position 1201: 6.130783602517329e-06
Position 2587: 6.076400464614241e-06
Position 1445: 5.526092062364173e-06
Position 1095: 5.193039503969935e-06
Position 1085: 4.827970185763493e-06
Position 2218: 4.739039407789988e-06
Position 2214: 4.725455075961722e-06
Position 985: 4.278645588221828e-06
Position 1620: 3.981749254535532e-06
Position 1267: 3.3736518673896296e-06
Position 2660: 3.3041995516478818e-06
Position 1493: 2.678208305041579e-06
Position 509: 2.6100788335255454e-06
Position 915: 2.4316700255108887e-06
Position 2686: 2.343363235249601e-06
Position 2593: 2.082225496885464e-06
Position 1455: 1.9812589247673895e-06
Position 197: 1.9288694690724624e-06
Position 2763: 1.8630858288362534e-06
Position 1068: 1.3511051511397937e-06
Position 680: 1.3103610451064147e-06
Position 2459: 1.268125310336021e-06
Position 2414: 3.522787101029601e-07
Position 909: 2.783619029022741e-07
Position 654: 2.7002686339807446e-07
Position 1236: 2.0514469516307354e-07
Position 1231: 2.0238621575401257e-07
Position 2370: 1.994157605959272e-07
Position 1003: 1.7764367618071124e-07
Position 1153: 1.1638814066585729e-07
Position 877: 1.1343230304597972e-07
Position 533: 6.055913774911946e-08
Position 1270: 3.84718338025437e-08
Position 919: 3.619848524989773e-08
Position 940: 3.212472442203372e-08
Position 1001: 2.940619634672337e-08
Position 1078: 1.3566518645557361e-08
Position 104: 1.282357773229871e-08
Position 887: 1.0149618575302657e-08
Position 938: 7.558043928490229e-09
Position 897: 7.501888726736108e-09
Position 343: 6.611541195183967e-09
Position 926: 3.5949906537648906e-09
Position 891: 2.8922380903582903e-09
Position 209: 2.824723391524192e-09
Position 224: 2.8079658547317044e-09
Position 180: 2.635052885275749e-09
Position 315: 9.34982603552794e-10
Position 171: 2.3904159387476977e-11
Position 283: 3.922646395970838e-12
Position 220: 2.1463668082903155e-12
Position 157: 1.6879426804740764e-12
Position 118: 6.906342337009854e-13
Position 125: 2.978707696886132e-13
Position 155: 2.24452254007278e-13
Position 296: 3.0604078091818286e-14
Position 298: 1.7058337536827333e-15
