Gene = TSGA13
Position 735: 4.556043499062384e-05
Position 413: 4.281909876630935e-05
Position 2866: 3.633873266340034e-05
Position 2592: 2.8845621414970912e-05
Position 1840: 2.3880629310224955e-05
Position 4182: 2.2881972269124826e-05
Position 3966: 2.1987010933665446e-05
Position 646: 2.156524578703928e-05
Position 4409: 1.627581665280664e-05
Position 478: 1.5704167604784774e-05
Position 797: 1.4892676665559908e-05
Position 5458: 1.4078743037645069e-05
Position 1614: 1.0651022447705106e-05
Position 8270: 1.0421405704894874e-05
Position 4977: 1.0122168062160021e-05
Position 1035: 9.887808792102143e-06
Position 512: 9.244159938037544e-06
Position 3234: 8.651271369931306e-06
Position 5062: 8.435238415596029e-06
Position 4542: 5.432791169641961e-06
Position 491: 3.6754992933266833e-06
Position 818: 2.948841393090267e-06
Position 927: 2.760411066804385e-06
Position 5796: 2.5537803982021714e-06
Position 743: 1.923084212772458e-06
Position 876: 1.342145044634651e-06
Position 1041: 6.811993904794691e-07
Position 733: 4.978308196532676e-07
Position 42: 4.809304992879996e-07
Position 4539: 4.644698593915463e-07
Position 416: 4.993026778884636e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3757: 0.9775100408131273
Position 2069: 0.9228457473543449
Position 1056: 0.6699230249746866
Position 3183: 0.6584147449334596
Position 15639: 0.6258351137477961
Position 886: 0.5124887374954749
Position 8062: 0.45615664354215685
Position 14551: 0.3997497273069271
Position 18244: 0.34021003346335416
Position 15607: 0.284659407118205
Position 3305: 0.21970778660432705
Position 830: 0.19737022324671827
Position 17544: 0.19067029327505103
Position 14136: 0.13372873919860312
Position 13969: 0.13127616472464923
Position 10056: 0.12544111174154884
Position 8101: 0.12390753740599328
Position 4611: 0.09275353828450418
Position 17786: 0.07901846720243175
Position 16410: 0.07180868661897746
Position 6169: 0.06775195643226795
Position 1105: 0.06714362289223999
Position 7979: 0.049941834687285296
Position 16214: 0.04864328873188406
Position 6056: 0.047268890271749214
Position 1121: 0.0422703480417646
Position 13693: 0.041748430127911795
Position 6013: 0.0359309484814449
Position 17469: 0.03565149448880486
Position 18095: 0.03445037088853063
Position 8733: 0.03350623482125805
Position 6249: 0.03174049742140644
Position 2706: 0.03133931989573086
Position 15897: 0.030887805870091507
Position 2141: 0.030691770795662005
Position 17989: 0.0276765641267525
Position 5634: 0.025120225971036178
Position 2450: 0.023702835022034064
Position 13909: 0.02203155251790181
Position 2546: 0.020154424393777827
Position 17065: 0.017805951619623502
Position 4590: 0.01751499625790657
Position 8121: 0.016500427242211062
Position 2430: 0.01584378893528243
Position 2335: 0.015340773148401975
Position 1068: 0.015278989497111895
Position 9366: 0.013828025626632986
Position 17726: 0.012866333542285405
Position 3990: 0.012596818923798452
Position 3932: 0.012004259887471861
Position 16647: 0.011575642045037629
Position 15872: 0.010840999302119163
Position 6412: 0.009914586422630992
Position 17523: 0.009592630360764756
Position 3965: 0.009317723546122016
Position 18689: 0.009103701875590793
Position 8218: 0.008917274560775242
Position 2488: 0.008129793876594764
Position 3665: 0.006970310743517787
Position 18137: 0.0062911248703873
Position 4764: 0.004498325066086346
Position 8410: 0.004492027930765673
Position 17406: 0.004240801930087197
Position 4813: 0.004059791734250757
Position 17172: 0.003772332768741847
Position 6488: 0.003648780227144652
Position 4789: 0.003315710270660254
Position 6193: 0.0031891310074325745
Position 6609: 0.0031620360184860794
Position 18186: 0.0030900598077252895
Position 1338: 0.003020220765371325
Position 16061: 0.0029865952217618705
Position 1386: 0.002852091976121406
Position 9467: 0.0028203543729755573
Position 18322: 0.0028098657550356815
Position 8792: 0.0027011041580575026
Position 507: 0.0021041973707482857
Position 1861: 0.0020290250995001415
Position 14437: 0.001921046815277233
Position 6449: 0.0019143932201206174
Position 8254: 0.0018156790957353482
Position 16879: 0.0015901865644840376
Position 16859: 0.0015542786975157416
Position 2895: 0.0015425750863518062
Position 3046: 0.001481769079230485
Position 2434: 0.0014224853133403836
Position 1027: 0.0013882644233776252
Position 3580: 0.0013352498708919058
Position 17578: 0.0012777802533269435
Position 1702: 0.0012413444964232722
Position 893: 0.001190373142304396
Position 3939: 0.0011599789147055247
Position 3621: 0.0011476674568549855
Position 3449: 0.0011054832156959257
Position 2608: 0.001092715225615745
Position 797: 0.0010694199068583977
Position 11486: 0.0010409879406043485
Position 3495: 0.0010402151847044574
Position 3452: 0.0010326114658669194
Position 848: 0.000976653942234465
Position 16074: 0.0009662825014723214
Position 2440: 0.000964286817899428
Position 2340: 0.000952886536780437
Position 738: 0.0008778965224430018
Position 8068: 0.000851131958806833
Position 16762: 0.0008483816149031059
Position 17097: 0.0008265540541063984
Position 2638: 0.0007469771860705673
Position 4726: 0.0007415285930292328
Position 1659: 0.0006867179726347432
Position 1465: 0.0006664308495159221
Position 5044: 0.0006643585177915703
Position 12513: 0.0006582627286004967
Position 9578: 0.0006142626722617678
Position 2037: 0.0006088432477206652
Position 2646: 0.0005957148365299048
Position 15843: 0.0005946547182647986
Position 2107: 0.0005272592411530671
Position 17403: 0.0005222720566143963
Position 518: 0.0005177842492407499
Position 1265: 0.0005122736018006704
Position 1368: 0.00049205504085021
Position 3998: 0.00042028505232867937
Position 1667: 0.0004079460984866226
Position 2974: 0.00040680451915765375
Position 1356: 0.0003945266881559049
Position 11213: 0.0003918029974159044
Position 3270: 0.00037591997467093235
Position 2941: 0.00036731603727626044
Position 2311: 0.0003466046896598852
Position 1252: 0.0003374727647993067
Position 986: 0.00033580968038189103
Position 3684: 0.000316956183436562
Position 3345: 0.0002937329352461549
Position 3498: 0.00029176528723274045
Position 2806: 0.0002846645908760388
Position 14294: 0.000229056181049946
Position 2471: 0.00022167090024482306
Position 1993: 0.00020353654101002512
Position 2749: 0.00019825714939756628
Position 3724: 0.0001935164077064108
Position 5976: 0.00019283409972244362
Position 11264: 0.00018639978117436469
Position 5714: 0.0001823828191991102
Position 927: 0.00017097324751128387
Position 1208: 0.00016264228250472353
Position 8668: 0.00015771611665517575
Position 1073: 0.0001493580855567024
Position 3190: 0.00013749109792345608
Position 1082: 0.00013271658488340596
Position 1157: 0.00013099330035232245
Position 1741: 0.0001240548199333036
Position 2779: 0.00011523759952540334
Position 5525: 0.00011387841653303092
Position 2623: 0.00011029296835265228
Position 2474: 0.00010981329740389144
Position 3217: 8.785172754699824e-05
Position 9052: 8.713917469944635e-05
Position 9215: 8.3927567199082e-05
Position 2304: 7.689637255587664e-05
Position 537: 7.392679162030823e-05
Position 1276: 7.388347384816143e-05
Position 2514: 7.036762709257345e-05
Position 4921: 6.982480616254553e-05
Position 3688: 6.813993109408159e-05
Position 4666: 6.716458801637382e-05
Position 2157: 6.432883389805198e-05
Position 4284: 5.894684507024482e-05
Position 3703: 5.583362980464641e-05
Position 4131: 5.563314870435657e-05
Position 3106: 5.5149046333089495e-05
Position 1033: 5.1341902764365346e-05
Position 3068: 4.686435432855729e-05
Position 11659: 4.542358889966778e-05
Position 8430: 4.328903472339567e-05
Position 840: 4.2732689065907506e-05
Position 4214: 4.253099804461602e-05
Position 2743: 4.1575307750606216e-05
Position 2112: 3.973806889321036e-05
Position 461: 3.8539347392261535e-05
Position 3992: 3.2149311618853836e-05
Position 1517: 3.191897480191844e-05
Position 1777: 3.1547796409976685e-05
Position 2207: 2.9488694015786632e-05
Position 4020: 2.9061958462295867e-05
Position 4041: 2.6702864262692977e-05
Position 743: 2.5454386221346263e-05
Position 3902: 2.413717461924762e-05
Position 4194: 2.3642524741662487e-05
Position 10858: 2.3014875121524468e-05
Position 7606: 2.212051441071314e-05
Position 5914: 2.115324690568191e-05
Position 4538: 2.0977579347367164e-05
Position 469: 2.0318766214002593e-05
Position 4220: 1.75586742304997e-05
Position 3459: 1.6770331650758397e-05
Position 5353: 1.5605910294160004e-05
Position 8998: 1.5041435607431095e-05
Position 3706: 1.4744426225287711e-05
Position 639: 1.4531932995522048e-05
Position 1999: 1.4161282473166962e-05
Position 3020: 1.362627203578135e-05
Position 941: 1.2189742582310385e-05
Position 2978: 1.2062636691735783e-05
Position 471: 1.166551922984914e-05
Position 289: 1.145926511238379e-05
Position 2902: 1.142280425938737e-05
Position 4182: 1.1408257732154107e-05
Position 8887: 1.1341813038791655e-05
Position 6951: 1.1095138507068968e-05
Position 5061: 9.749426360834412e-06
Position 2981: 9.672292114033913e-06
Position 6927: 9.196137726552408e-06
Position 8574: 8.846002279049318e-06
Position 6368: 8.777234211825983e-06
Position 8406: 8.04607783622823e-06
Position 4055: 7.933785194223309e-06
Position 4703: 7.67031214959533e-06
Position 3881: 7.420066995689579e-06
Position 534: 6.922175675086342e-06
Position 3564: 6.806663720438914e-06
Position 990: 6.47219909241502e-06
Position 2047: 5.958256064064248e-06
Position 4075: 5.808201224036022e-06
Position 3587: 5.410718354264306e-06
Position 3942: 4.849688325779511e-06
Position 406: 4.434617067179387e-06
Position 773: 4.356851302186038e-06
Position 1577: 3.9994079948917395e-06
Position 740: 3.695488499426588e-06
Position 4434: 3.588962237591436e-06
Position 898: 3.493415651793401e-06
Position 217: 3.4071696157597155e-06
Position 4359: 3.1464409428118884e-06
Position 4527: 3.0080121068430374e-06
Position 1490: 2.789331765795391e-06
Position 663: 2.72755284962593e-06
Position 4338: 2.557443199321221e-06
Position 4479: 2.308298791442065e-06
Position 390: 2.0425499986339815e-06
Position 443: 1.9026809205384945e-06
Position 4109: 1.7101490332815064e-06
Position 4312: 1.5118450546332853e-06
Position 3534: 1.1985888656785596e-06
Position 541: 1.1303976787259634e-06
Position 478: 1.1263090303075048e-06
Position 4014: 9.734566011571217e-07
Position 524: 9.505585732496144e-07
Position 1995: 9.038768771592151e-07
Position 1911: 8.949894307615369e-07
Position 465: 8.927488572586377e-07
Position 646: 7.949060810879774e-07
Position 6305: 6.690586379575619e-07
Position 2076: 5.661051663870728e-07
Position 749: 4.6795968114609325e-07
Position 5359: 3.2838382474436655e-07
Position 416: 3.1226921297815124e-07
Position 5327: 3.0629099998683277e-07
Position 1840: 2.938248529702578e-07
Position 4005: 2.859079271655968e-07
Position 5011: 2.756989167610769e-07
Position 422: 2.617506037493176e-07
Position 763: 2.2302866352796998e-07
Position 306: 2.028484732365462e-07
Position 580: 1.8595722534422161e-07
Position 433: 1.8520082593306547e-07
Position 255: 1.8141603499138833e-07
Position 3829: 1.7950476062922477e-07
Position 439: 1.6865174370090564e-07
Position 1866: 1.2585510411727207e-07
Position 543: 1.164838514728622e-07
Position 669: 9.989832529680307e-08
Position 322: 8.388812994404989e-08
Position 593: 6.219146177001334e-08
Position 4698: 5.928982784940305e-08
Position 2210: 5.659324487422027e-08
Position 552: 5.6541335348546673e-08
Position 199: 5.56322543578005e-08
Position 1705: 4.443605857058329e-08
Position 667: 4.1190466989914855e-08
Position 558: 2.7977847848677113e-08
Position 546: 2.268916870293846e-08
Position 564: 2.1525259947589124e-08
Position 615: 2.148504487914662e-08
Position 602: 1.7221782802553103e-08
Position 242: 1.3865711805017518e-08
Position 1708: 1.2760430646087233e-08
Position 1614: 1.1979323143221396e-08
Position 2570: 1.1078306199333617e-08
Position 232: 1.0022270718752274e-08
Position 1502: 6.833184530638206e-09
Position 1000: 5.786117809482194e-09
Position 1211: 5.409915573201225e-09
Position 582: 4.427076951827044e-09
Position 555: 3.506678749031306e-09
Position 1285: 2.6766996616912367e-09
Position 300: 2.673286848903903e-09
Position 487: 2.2001437101472183e-09
Position 249: 1.501212087668787e-09
Position 3889: 1.4130478543890558e-09
Position 4030: 3.184709690731407e-11
Position 561: 2.852723197002743e-12
