Gene = BNIP1
Position 2005: 5.795907767957467e-05
Position 1265: 3.989703537900017e-05
Position 242: 3.9627381612845645e-05
Position 16795: 3.9621786467022494e-05
Position 2108: 3.484949254441186e-05
Position 1836: 3.4838912538307845e-05
Position 606: 3.077172627076809e-05
Position 1926: 2.931022536904228e-05
Position 6600: 2.471427027144782e-05
Position 701: 2.3554648868537014e-05
Position 1975: 1.60256989827868e-05
Position 2425: 1.2754119149208976e-05
Position 5059: 1.0704853981452071e-05
Position 600: 8.89746460251582e-06
Position 603: 2.7491280138312895e-06
Position 1685: 2.3000543512482377e-06
Position 1642: 1.6732943788841644e-06
Position 258: 1.6251336594103037e-06
Position 272: 1.1007146961899404e-06
Position 1907: 1.0376531162878663e-06
Position 269: 7.451999851154606e-07
Position 79: 2.0476963646638354e-07
Position 213: 1.317370784870827e-07
Position 783: 1.1896047843348004e-07
Position 274: 4.597188774773459e-08
Position 49: 1.8746540135592665e-08
Position 13: 1.4342355883094979e-08
Position 186: 1.1404251905920022e-08
Position 345: 1.0721864742888157e-08
Position 1351: 5.456645774929205e-09
Position 447: 3.930380880597954e-09
Position 188: 3.822927980303545e-09
Position 836: 1.7932560623373786e-09
Position 413: 1.0804406226615973e-09
Position 695: 1.0042991444651822e-09
Position 22: 3.6601955436226383e-10
Position 760: 3.094393162686597e-10
Position 845: 2.283440467895934e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 15417: 0.9396774844178084
Position 9806: 0.9326834826103744
Position 19209: 0.8459872076153971
Position 17796: 0.38308375677283196
Position 7104: 0.3825050252134299
Position 10495: 0.3230673085681694
Position 14228: 0.3212545168540338
Position 17557: 0.2406626824010077
Position 2350: 0.2277067625460418
Position 2210: 0.2120582054796088
Position 1629: 0.13732518757585466
Position 11451: 0.10920129724712926
Position 5824: 0.10502947686610882
Position 404: 0.10212321359789625
Position 8254: 0.09475951554350849
Position 16378: 0.09289947709470694
Position 1799: 0.06925998344678884
Position 9261: 0.06461505158896177
Position 1632: 0.0635966018384126
Position 8225: 0.06324023160824097
Position 17539: 0.06086780128743618
Position 10513: 0.03948798866843111
Position 7123: 0.03368569159432377
Position 14024: 0.03261894004231722
Position 1736: 0.030911111240633823
Position 2590: 0.030175276887295002
Position 1532: 0.027225722974175644
Position 5982: 0.02705446324909226
Position 9734: 0.02683519824890385
Position 2133: 0.021917802871814305
Position 4870: 0.020569435073670553
Position 1949: 0.020451995869432506
Position 6027: 0.01975797641959299
Position 7429: 0.018535294689310054
Position 1587: 0.016707854495564858
Position 6728: 0.01625293071014731
Position 17213: 0.014185121572438423
Position 5985: 0.014021829729281624
Position 7050: 0.013858066444318308
Position 333: 0.012111288637311179
Position 535: 0.011118408228994575
Position 4694: 0.011116361306791186
Position 18299: 0.010702070458144643
Position 11483: 0.010128223130393592
Position 2323: 0.009741778242009872
Position 484: 0.009233838974575007
Position 16171: 0.008598959307427384
Position 19093: 0.008557648851491432
Position 17832: 0.008453920272671984
Position 16068: 0.008265973484789248
Position 15739: 0.007978639837886362
Position 15368: 0.007426214323082968
Position 221: 0.006748646133124943
Position 2093: 0.006542913911589512
Position 364: 0.006509598414391761
Position 18570: 0.005338795882632366
Position 16123: 0.0050744100879199505
Position 9513: 0.004814749879939798
Position 6065: 0.004806549871258777
Position 11512: 0.004620986451297243
Position 6343: 0.004105956112527731
Position 18652: 0.003606841608503371
Position 18750: 0.0035921929181821684
Position 19515: 0.0034985459555087776
Position 1975: 0.003263177907829907
Position 5916: 0.003018746108296927
Position 19450: 0.0029418772371926126
Position 18779: 0.002860827215028584
Position 17411: 0.00268957401790022
Position 11515: 0.0024018462434204856
Position 2369: 0.002265669198922231
Position 18906: 0.002218319174569068
Position 15764: 0.0020814030048783684
Position 15628: 0.0018919494236545402
Position 19525: 0.0017007076182576236
Position 17802: 0.0016933641788700162
Position 13222: 0.0016518684336025587
Position 19274: 0.001524560255492196
Position 16439: 0.0015048421972081345
Position 1750: 0.0014832773896493825
Position 12623: 0.0014393029816342202
Position 4463: 0.0014008082494458573
Position 4679: 0.0013470073281716482
Position 1598: 0.0013036051936161873
Position 1406: 0.0012964451115515421
Position 18457: 0.0012776324982369917
Position 5794: 0.0012085154621314775
Position 7140: 0.0011105834129640905
Position 10528: 0.0010648535689632371
Position 552: 0.0010612164572334707
Position 4515: 0.0010495503392865446
Position 1923: 0.001046507152970872
Position 18337: 0.0010443964839467602
Position 19438: 0.0010172173059105878
Position 18203: 0.0009871782236568183
Position 13177: 0.0009789592041128908
Position 4637: 0.0009328124974359454
Position 10270: 0.0009080924811637294
Position 18922: 0.0009005881470212258
Position 1767: 0.0006832921884369935
Position 19844: 0.0006732620474613604
Position 16036: 0.000661642080649193
Position 16757: 0.0005612286459942741
Position 1583: 0.000530038725979624
Position 11252: 0.0004979632811785587
Position 2643: 0.0004329763764651279
Position 2071: 0.000399895672994675
Position 5467: 0.00037911422083179263
Position 5494: 0.00036180696592581
Position 16613: 0.0003455351872176039
Position 1801: 0.0003066942842891171
Position 4490: 0.00030302961423289113
Position 16411: 0.00030063915727419107
Position 6367: 0.0002939222378669801
Position 907: 0.0002880637043668777
Position 16573: 0.00028531942542959425
Position 1926: 0.0002836893126216241
Position 3757: 0.0002811321987053888
Position 497: 0.000264307186618274
Position 16408: 0.0002500098252872962
Position 2530: 0.00024807146861373483
Position 4571: 0.0002361558024245275
Position 2166: 0.0001895353403182093
Position 1473: 0.0001843996939749072
Position 2212: 0.0001806800893383712
Position 19869: 0.00017874205775718078
Position 10052: 0.0001737048130952609
Position 1074: 0.00012481162122198524
Position 2462: 0.00010707441899501948
Position 10192: 9.202110089623583e-05
Position 622: 8.798162123341651e-05
Position 3761: 7.963101477439987e-05
Position 603: 7.869047480745367e-05
Position 228: 7.824231059315498e-05
Position 1847: 7.773483431644773e-05
Position 16825: 7.346795323572727e-05
Position 2260: 7.182552023568663e-05
Position 2107: 7.07952871050348e-05
Position 2319: 6.907132274245309e-05
Position 1485: 5.7174982623357754e-05
Position 15058: 5.601596071596962e-05
Position 1982: 5.223089759309155e-05
Position 1330: 4.790837406086218e-05
Position 745: 4.590171621020586e-05
Position 931: 4.45370668565315e-05
Position 15954: 4.334371071392316e-05
Position 1771: 4.082620402776332e-05
Position 1071: 3.3074483631713665e-05
Position 511: 3.0843164494004466e-05
Position 1841: 2.9352148977286717e-05
Position 1300: 2.8128913892791998e-05
Position 335: 2.1682135988452544e-05
Position 1379: 2.0893617314381814e-05
Position 3792: 1.6635109846555913e-05
Position 1680: 1.5947310340413403e-05
Position 12919: 1.4016656481847923e-05
Position 4288: 1.2883833076985343e-05
Position 1383: 1.0893383314676772e-05
Position 4947: 1.0704853981452068e-05
Position 1336: 9.239599621311871e-06
Position 569: 8.91087483181843e-06
Position 4469: 8.258279353607732e-06
Position 14542: 6.102386890349237e-06
Position 12157: 5.494709601601634e-06
Position 186: 5.342893352430127e-06
Position 1309: 4.963410703610135e-06
Position 2043: 4.888730491725295e-06
Position 1315: 4.852582329697943e-06
Position 1642: 4.742191095105492e-06
Position 16429: 4.255711857004528e-06
Position 1239: 3.958872322959922e-06
Position 1096: 3.3652237394014905e-06
Position 2436: 2.8995053092974547e-06
Position 2379: 2.5821414769571425e-06
Position 8578: 2.3415217175038748e-06
Position 1076: 1.809056585486933e-06
Position 7582: 1.7133113661055821e-06
Position 10910: 1.3585031460712064e-06
Position 1277: 1.3481014145086514e-06
Position 2425: 1.2916455584358473e-06
Position 1282: 1.1023274595691896e-06
Position 913: 9.876741666011238e-07
Position 1290: 9.71293663713114e-07
Position 1264: 8.467053888542953e-07
Position 1165: 8.451031696399765e-07
Position 4382: 8.151741363384029e-07
Position 515: 7.863022063494932e-07
Position 1005: 7.459698245098776e-07
Position 749: 3.638800324717934e-07
Position 1361: 3.5098505221184113e-07
Position 507: 3.131273583752543e-07
Position 1709: 2.997443863931707e-07
Position 649: 2.503346550435447e-07
Position 1358: 2.493849867143498e-07
Position 1245: 2.2093161846140468e-07
Position 1100: 1.876104843835574e-07
Position 1715: 1.8760970937969845e-07
Position 968: 1.507562986352408e-07
Position 1685: 1.1663517909845228e-07
Position 724: 1.1514467147330238e-07
Position 781: 5.832053514856748e-08
Position 178: 1.657664248977176e-08
Position 772: 1.2286019256244986e-08
Position 643: 7.055028322661846e-09
Position 149: 6.329969491426249e-09
Position 146: 6.213962250168164e-09
Position 161: 3.2903149210911898e-09
Position 811: 2.701515084120279e-10
Position 631: 8.727900433883312e-11
Position 672: 5.643111161516221e-11
Position 710: 4.2848807119433864e-11
Position 96: 4.2113780616058944e-11
Position 701: 1.0531400479397117e-11
Position 654: 7.0449268461651856e-12
Position 786: 6.7709535240148165e-12
Position 850: 9.54505024426747e-13
Position 102: 4.762581941798352e-13
Position 75: 2.2654596843401642e-13
Position 114: 1.5216828821686168e-13
Position 657: 5.17597068623546e-14
