Gene = OXNAD1
Position 36486: 0.07956301686820746
Position 19337: 0.07711228614651157
Position 40133: 0.07704919298033266
Position 37509: 0.07092064790042753
Position 33318: 0.06358160794034834
Position 38659: 0.06252786740009714
Position 40366: 0.06122911357224121
Position 15419: 0.05252926416209066
Position 39818: 0.05210290808419342
Position 24913: 0.049330508284985766
Position 37479: 0.04906891775030268
Position 24696: 0.04717112870830146
Position 25462: 0.04696815644265576
Position 34421: 0.043588428415783136
Position 6626: 0.04272680183942269
Position 21051: 0.03965068616142465
Position 18728: 0.03603183037532882
Position 8104: 0.034772378135559646
Position 21663: 0.03454131697653361
Position 40721: 0.03379595800753233
Position 1178: 0.032771724499744935
Position 7677: 0.0305702427781404
Position 38292: 0.02919881397229367
Position 13885: 0.028185196820981417
Position 32413: 0.027919252201046938
Position 6706: 0.022380867955599553
Position 7740: 0.019551957989541995
Position 24049: 0.019170460993550863
Position 22428: 0.01718783130720574
Position 22730: 0.017151589985714255
Position 5445: 0.015922495174620393
Position 36742: 0.015910581431645168
Position 1532: 0.015848964970671984
Position 7700: 0.015562828460118965
Position 37459: 0.015489387842543579
Position 37109: 0.014644649347978673
Position 37324: 0.014426763414273487
Position 7883: 0.01434219634411929
Position 38211: 0.01300811765485441
Position 6921: 0.012256272204657914
Position 1485: 0.011941220134937397
Position 1134: 0.011503893679371602
Position 22992: 0.011392350989792731
Position 37906: 0.010913185814247352
Position 3465: 0.010392235032675714
Position 33225: 0.010109766341196737
Position 2870: 0.009911963884688227
Position 6964: 0.00980958071608919
Position 4101: 0.00980403035955659
Position 32410: 0.009597257792018844
Position 450: 0.009468999541090203
Position 33154: 0.009399307975525528
Position 37924: 0.009091001681956666
Position 13126: 0.008870653664176905
Position 417: 0.008598319419701848
Position 37890: 0.007840124551886459
Position 37061: 0.0076805736891452335
Position 39213: 0.007355013793888811
Position 38306: 0.007174434039943651
Position 37975: 0.007147242166530153
Position 32388: 0.006958276956043312
Position 7743: 0.006878464156496202
Position 23956: 0.006815264001826359
Position 39755: 0.006530873279353124
Position 3859: 0.006028072905735333
Position 22799: 0.006007325954690438
Position 1634: 0.005344415912788961
Position 11523: 0.005215663524476383
Position 37824: 0.005192828765658505
Position 16720: 0.005019350057701558
Position 527: 0.0048388988817400745
Position 2713: 0.004731995241316335
Position 5872: 0.004698878073941198
Position 37797: 0.004146580681505323
Position 22880: 0.0039904334076147985
Position 22300: 0.0037932896489192352
Position 40053: 0.003550820966322716
Position 3595: 0.0034423544386323938
Position 4451: 0.0032758431873250557
Position 7924: 0.0032522479809260355
Position 6547: 0.003217894667339753
Position 6421: 0.0030588206528416395
Position 6760: 0.0027251189598259235
Position 7574: 0.002674168789580188
Position 640: 0.002577919707819644
Position 38859: 0.0025589655855122705
Position 38747: 0.002424847757434065
Position 6348: 0.0022689415098233793
Position 37728: 0.002057679976728387
Position 16866: 0.002014228223243482
Position 38143: 0.0019985514729497964
Position 37946: 0.001995619050379642
Position 4575: 0.0019894401981060037
Position 2201: 0.0018229356935501317
Position 4659: 0.0018218887058041543
Position 37774: 0.0017953160822810443
Position 3567: 0.0016883277731787642
Position 6477: 0.0016452556770429067
Position 7636: 0.00158983381441275
Position 6947: 0.0014640040457198722
Position 33408: 0.0014527106496504043
Position 38694: 0.0013446984956574368
Position 38018: 0.001255509722650941
Position 4497: 0.001225201936170641
Position 4713: 0.0012161964866452036
Position 37321: 0.0011987104379760113
Position 6189: 0.0011076072366759933
Position 2402: 0.0010916111072677365
Position 37075: 0.001033034249605288
Position 5904: 0.0008502414247172801
Position 37079: 0.0008285746053262971
Position 4741: 0.0007696517030629571
Position 6393: 0.0007261409316748045
Position 22921: 0.0006535141346634064
Position 4206: 0.0006368867827031654
Position 4031: 0.0006290150224827794
Position 5686: 0.0006039023430211411
Position 4366: 0.0005524891199479384
Position 6215: 0.0005186022804833514
Position 2984: 0.0005184923163425339
Position 4464: 0.0005138380031579233
Position 4615: 0.0004931876623571759
Position 7438: 0.0004915404858095385
Position 485: 0.00043329267790731286
Position 11185: 0.00042450895419869844
Position 6599: 0.0003987707775508524
Position 1600: 0.00039220518896319174
Position 2260: 0.00037106051030949506
Position 2603: 0.0003704744987721708
Position 6374: 0.0003317460421269039
Position 11101: 0.0003311491887154444
Position 7870: 0.0003186209910264134
Position 241: 0.00029865935809335103
Position 645: 0.00029703020488047716
Position 6561: 0.00025735892743179126
Position 2226: 0.00023300581720292173
Position 574: 0.00020471756494779277
Position 1290: 0.00019736138260046765
Position 306: 0.00019084724891630528
Position 168: 0.00018921945360764303
Position 2341: 0.0001796150973934163
Position 38056: 0.00014965608681387376
Position 232: 0.0001496032532774596
Position 7958: 0.00013007238331408266
Position 6523: 0.00012586241139912497
Position 853: 4.346128246004363e-05
Position 1063: 2.4008652503510605e-05
Position 976: 2.373443077822516e-05
Position 833: 2.246018085381357e-05
Position 1083: 1.7271343438817862e-05
Position 1014: 1.6205488293141897e-05
Position 894: 1.218071348247038e-05
Position 6860: 1.1479192836717246e-05
Position 568: 1.1139033656138904e-05
Position 688: 1.0146046959332145e-05
Position 1333: 9.987197399905966e-06
Position 496: 9.473691631666373e-06
Position 850: 9.020944164433104e-06
Position 333: 8.889272402364861e-06
Position 671: 6.609824839170902e-06
Position 1469: 6.480037126571338e-06
Position 21616: 5.293738575773439e-06
Position 621: 3.6424061397365887e-06
Position 871: 3.473668914224705e-06
Position 456: 3.151918813027916e-06
Position 368: 1.8139763361792877e-06
Position 4208: 1.6053310952280701e-06
Position 114: 1.586935180855252e-06
Position 980: 1.4227368586934322e-06
Position 4156: 1.4187604746817362e-06
Position 741: 8.120432823541063e-07
Position 1298: 6.36214877799756e-07
Position 779: 6.205156799801728e-07
Position 1337: 4.605574099771492e-07
Position 258: 4.4961411429531026e-07
Position 124: 3.570012967952983e-07
Position 4287: 3.555724422191333e-07
Position 509: 1.8369289089716255e-07
Position 4483: 1.5007730886133426e-07
Position 273: 1.3848546826454103e-07
Position 388: 1.3693899861817462e-07
Position 776: 1.3237468627509424e-07
Position 134: 9.529379768428527e-08
Position 703: 8.052586031273823e-08
Position 402: 6.622333731302246e-08
Position 375: 1.2850658716868634e-08
Position 1674: 2.452450123564462e-09
