Gene = IQCC
Position 1036: 0.16518793041799554
Position 388: 0.12192243680954516
Position 850: 0.11138132312375096
Position 1651: 0.06531358832929063
Position 525: 0.03877688939488767
Position 1014: 0.03693463327774279
Position 1541: 0.021408469978427887
Position 531: 0.020134744604960345
Position 1343: 0.01410498343238476
Position 1968: 0.010633247462896738
Position 782: 0.009555426919361105
Position 2631: 0.006044074398811391
Position 2510: 0.005695491254263281
Position 932: 0.0050255510048373385
Position 462: 0.004625616678701332
Position 2012: 0.004373058390063408
Position 1787: 0.0043145922987704284
Position 2233: 0.004031552445336741
Position 2358: 0.003899564040550062
Position 1892: 0.00364091548155935
Position 1910: 0.0034065924076205813
Position 2549: 0.0033488696798154925
Position 1538: 0.0030212513095604857
Position 1308: 0.0028082988321906518
Position 2689: 0.0027776073245310757
Position 2216: 0.0026335409052016634
Position 1368: 0.0026135308864763014
Position 2252: 0.0023929795888372844
Position 2027: 0.001624084173963809
Position 2362: 0.001399075328850872
Position 1001: 0.001337471514364181
Position 2191: 0.0008683723456954461
Position 2098: 0.0008495687576343153
Position 2090: 0.0007771102004612042
Position 878: 0.0007682291430531835
Position 1045: 0.0007307358570041952
Position 423: 0.0007192688232432932
Position 1795: 0.0006820229074131874
Position 976: 0.0006591293874540027
Position 1005: 0.0006506371693390169
Position 1856: 0.000602878657484777
Position 1023: 0.0005231437151423611
Position 1349: 0.0005157344329564484
Position 2255: 0.0004916701272726396
Position 1665: 0.0004797036952969449
Position 281: 0.0004542648094979692
Position 1042: 0.0004521608474667999
Position 2823: 0.00043745330284808773
Position 1769: 0.0004224983011600617
Position 2706: 0.00039263616702030115
Position 865: 0.00033059081235379905
Position 2076: 0.0003199759127696324
Position 2031: 0.00028358990114172987
Position 1683: 0.00026691424074757724
Position 2061: 0.00025975377203431716
Position 1016: 0.00025103091915336785
Position 2238: 0.0002328742287356447
Position 1612: 0.0002281821337978214
Position 934: 0.00022739297794936123
Position 157: 0.00022211482026826605
Position 899: 0.00020868098111466113
Position 1628: 0.00019681399486421155
Position 885: 0.0001910008352941279
Position 1896: 0.00017920347128277448
Position 137: 0.0001755590093057909
Position 3009: 0.0001628837364177304
Position 2869: 0.0001540838780241456
Position 2152: 0.0001517236954700067
Position 1836: 0.00012852100670550967
Position 700: 0.00012021920205860734
Position 2421: 0.0001161233710397572
Position 1292: 0.00011604975428794684
Position 1707: 0.00011575428980682946
Position 1378: 0.00010859837879404159
Position 428: 0.00010077278388606877
Position 2125: 0.00010057584308422051
Position 881: 9.316088548272268e-05
Position 3020: 8.788348957993738e-05
Position 796: 8.592884942438315e-05
Position 946: 8.424240358935651e-05
Position 355: 8.34504636558235e-05
Position 723: 8.010154162259807e-05
Position 980: 7.988258241034968e-05
Position 1713: 7.823858668147209e-05
Position 1059: 7.655356692995109e-05
Position 1494: 7.55072634589126e-05
Position 904: 7.338545978012663e-05
Position 1989: 6.57096696116879e-05
Position 1841: 6.317387867591604e-05
Position 2914: 6.3017116212845e-05
Position 1050: 6.288962926587994e-05
Position 1225: 6.023567041126463e-05
Position 973: 5.9215348150322056e-05
Position 2872: 5.894785000645539e-05
Position 961: 5.712262196443072e-05
Position 339: 5.467158873147616e-05
Position 987: 5.159624218062196e-05
Position 2797: 3.760473020109372e-05
Position 2428: 3.5394105679866225e-05
Position 617: 3.44978381037237e-05
Position 2654: 3.418326823761295e-05
Position 2667: 3.386143114668042e-05
Position 1860: 3.332145056099873e-05
Position 2193: 3.2313032719731676e-05
Position 2878: 2.949805137521611e-05
Position 2285: 2.9218761917173444e-05
Position 2261: 2.787473581434197e-05
Position 814: 2.6828929246005093e-05
Position 2829: 2.6296104638251965e-05
Position 1727: 2.5762961338427312e-05
Position 1721: 2.5214977480744437e-05
Position 1997: 2.385752479691786e-05
Position 2850: 2.251076086694697e-05
Position 1921: 2.1813234610607335e-05
Position 362: 1.96201579607796e-05
Position 875: 1.8945619901395758e-05
Position 212: 1.7411927258181892e-05
Position 725: 1.6678166489908457e-05
Position 1799: 1.5810503644167156e-05
Position 1604: 1.559742343701375e-05
Position 958: 1.4750340725965416e-05
Position 1694: 1.4517541772467048e-05
Position 1404: 1.2076697786192335e-05
Position 807: 1.1442095363722215e-05
Position 217: 1.059469496817246e-05
Position 594: 8.464144625288934e-06
Position 141: 8.090606911105553e-06
Position 634: 6.506449152583368e-06
Position 707: 6.154710887286023e-06
Position 567: 5.7605732470463196e-06
Position 349: 4.669965104083729e-06
Position 573: 4.072504998529105e-06
Position 1438: 3.952308203499355e-06
Position 729: 3.5514413463976212e-06
Position 437: 3.4900164800210726e-06
Position 533: 3.4582443491913715e-06
Position 185: 3.2904802271499177e-06
Position 103: 2.662849299529326e-06
Position 1246: 1.9152150411010876e-06
Position 1393: 1.8372088235609968e-06
Position 732: 1.3036238896520149e-06
Position 1280: 1.084558403369281e-06
Position 320: 1.0733180684564583e-06
Position 1151: 1.0332044633636896e-06
Position 1385: 9.143267517379512e-07
Position 1165: 9.11177111729609e-07
Position 1356: 8.790491948637468e-07
Position 1184: 7.605134610914564e-07
Position 1269: 5.360059857605425e-07
Position 1275: 5.243363302168621e-07
Position 293: 5.1846169889774e-07
Position 1251: 3.684430856273431e-07
Position 541: 1.553090368057398e-07
Position 302: 1.527743522986464e-07
Position 1449: 1.24498119205382e-07
Position 546: 1.1811321681529102e-07
Position 565: 9.829464253917168e-08
Position 603: 7.212202612182968e-08
Position 552: 6.009279874374416e-08
Position 295: 1.851663506720168e-08
Position 310: 5.157856957543026e-09
Position 1116: 2.076638769052767e-09
Position 307: 2.674077439242223e-10
Position 89: 5.676776683781857e-12
