Gene = SSU72
Position 10032: 0.0003667735293517223
Position 916: 0.00033037897984841377
Position 10109: 0.00033034893534036956
Position 9996: 0.0003282685777422975
Position 3006: 0.00031770836854596256
Position 11873: 0.00030998841688208205
Position 514: 0.0003072023450691608
Position 1799: 0.00030016360100177644
Position 2842: 0.0002155398973444386
Position 10733: 0.00021438455211202474
Position 342: 0.00017771539778761586
Position 1331: 0.00012449456686090815
Position 10135: 9.466850990288807e-05
Position 10464: 7.522217123194095e-06
Position 10528: 7.0496623300342015e-06
Position 13498: 4.281374675004805e-06
Position 333: 3.393883325161018e-06
Position 243: 3.1095189626240786e-06
Position 907: 2.8498410740355092e-06
Position 522: 2.271589263390503e-06
Position 769: 2.186736243190799e-06
Position 1135: 1.8016243686208403e-06
Position 128: 1.7590861675046922e-06
Position 787: 1.678653107267223e-06
Position 339: 1.007952950981864e-06
Position 615: 9.189768240211851e-07
Position 551: 9.063281117662856e-07
Position 1157: 8.015545540463991e-07
Position 455: 6.97919386476918e-07
Position 37: 5.558621482493396e-07
Position 1062: 5.115616835452448e-07
Position 610: 4.6254090606511536e-07
Position 94: 3.7557336660922585e-07
Position 31: 3.421462620017254e-07
Position 618: 3.2116585163029447e-07
Position 395: 3.210646823444069e-07
Position 662: 2.0444309915289626e-07
Position 813: 1.9096394093909556e-07
Position 958: 1.2399455711751103e-07
Position 930: 1.0991809361425113e-07
Position 1126: 3.1205157204474244e-08
Position 1100: 2.3920138674830768e-08
Position 989: 1.8086341573559635e-08
Position 115: 3.991920191841047e-09
Position 344: 1.9980208708743738e-09
Position 70: 1.697749925569992e-09
Position 202: 1.4581717306202227e-09
Position 6: 1.4064157996769187e-09
Position 209: 8.681135850647737e-10
Position 410: 2.274933029522273e-10
Position 26: 1.1597996612151134e-10
Position 320: 5.677759291950999e-11
Position 172: 1.663187667814438e-11
Position 199: 7.295836785862094e-14
Position 317: 1.2521598831260171e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 32701: 0.9990779485902217
Position 9952: 0.9955272662054168
Position 10453: 0.8600471722923093
Position 12003: 0.5717524281314422
Position 13106: 0.21345270310412323
Position 15471: 0.16171724052958086
Position 16508: 0.1266232008582446
Position 22662: 0.12067154706013963
Position 13363: 0.09421951864710465
Position 6831: 0.04952355423233024
Position 32884: 0.048940288593150055
Position 10428: 0.04424032711663256
Position 9182: 0.03933708761941068
Position 5369: 0.02896939774468298
Position 5536: 0.02889232292323965
Position 10613: 0.028811000301770556
Position 11769: 0.02799250325180442
Position 7434: 0.02759317424112101
Position 9125: 0.02741736347147126
Position 9319: 0.02625536126218537
Position 10172: 0.02530508161068008
Position 10193: 0.021848105462303494
Position 15532: 0.02182528354061666
Position 11828: 0.02158851974657254
Position 13366: 0.01896066850350848
Position 13381: 0.018146315949374242
Position 4589: 0.01470263111140784
Position 11836: 0.01368728255469571
Position 854: 0.01196182342312262
Position 1245: 0.010060628511212266
Position 11775: 0.009852898650401011
Position 7116: 0.007470542501148111
Position 7119: 0.007415961041256461
Position 3103: 0.007356916440769324
Position 4783: 0.006999275293579729
Position 12006: 0.005311156907399989
Position 7703: 0.004773992841870037
Position 16504: 0.00434395048923537
Position 9081: 0.004218612347062394
Position 4593: 0.003952562207110553
Position 6963: 0.0034206828042837407
Position 12696: 0.003168542523915014
Position 4816: 0.0030806701751519604
Position 10148: 0.0030401466205243997
Position 4519: 0.0029505939955654084
Position 475: 0.002768101973396204
Position 1446: 0.0022659843578826822
Position 12039: 0.001966390537259575
Position 4676: 0.0019522587981945518
Position 5511: 0.0018603157385739966
Position 6983: 0.0017461932896677978
Position 4700: 0.0016871052184770378
Position 10175: 0.001666671129796649
Position 1062: 0.0014954697973835523
Position 4840: 0.0014682483567505461
Position 11657: 0.001440181331731551
Position 972: 0.0013779923175582973
Position 6635: 0.0011910274124191014
Position 1177: 0.0011009761581939905
Position 3210: 0.0010757538891763493
Position 9987: 0.0010561913998545162
Position 1744: 0.001039570450269626
Position 14050: 0.0010043820061216143
Position 6735: 0.0010039450142410801
Position 930: 0.0009893362014939797
Position 10223: 0.0009724338921433251
Position 3180: 0.0009559969734401746
Position 2774: 0.0009071715786230322
Position 891: 0.0008875032192824042
Position 4309: 0.0008777099236292899
Position 5487: 0.0008397508034553276
Position 5203: 0.0008210230577352199
Position 10679: 0.0008060128886644198
Position 10616: 0.0008052114343833469
Position 14075: 0.0007656121853212594
Position 5246: 0.0007305852424629497
Position 10269: 0.0006759011150837456
Position 1747: 0.0006276907301785463
Position 4003: 0.0006265567175646646
Position 11500: 0.0006162532163595448
Position 12855: 0.0006049730033441375
Position 359: 0.0005868155999390795
Position 4491: 0.0005790778439005013
Position 10225: 0.0005388424989720285
Position 3310: 0.00040354212293654723
Position 2607: 0.00037360678601612975
Position 11503: 0.00032226532519222527
Position 13042: 0.00031714010654217237
Position 1798: 0.00030829181065244863
Position 10293: 0.0003039690459783734
Position 1613: 0.00029307153619609723
Position 3185: 0.0002772451170555748
Position 11713: 0.00022732821882133608
Position 15562: 0.00022532517171046265
Position 10701: 0.00021104281010252466
Position 13403: 0.0002046390713928797
Position 10744: 0.00020131222147704066
Position 2610: 0.00018610289980870384
Position 10275: 0.00016477857460810377
Position 9916: 0.00011443508582438972
Position 12579: 9.52050702121117e-05
Position 22228: 6.946404686732664e-05
Position 16996: 5.96429134853336e-05
Position 6768: 4.226537294914699e-05
Position 22629: 2.3749011163381115e-05
Position 5402: 2.1539650494931576e-05
Position 17463: 1.998094403202001e-05
Position 5096: 1.8239894966327924e-05
Position 20972: 1.6446944730348152e-05
Position 5541: 1.583454427450226e-05
Position 16675: 1.4932018398742992e-05
Position 20969: 1.1590388248402058e-05
Position 6690: 1.0815972064786656e-05
Position 3123: 5.949175207863322e-06
Position 1616: 4.84794657163957e-06
Position 18355: 4.161849857813055e-06
Position 1011: 3.717799257938204e-06
Position 11013: 3.640499928256743e-06
Position 10801: 2.4644213574051345e-06
Position 11010: 2.1580469637305893e-06
Position 3230: 1.7070699664618975e-06
Position 1023: 1.6330147431241688e-06
Position 14385: 1.5505963721917348e-06
Position 2808: 1.4448646613470459e-06
Position 1442: 1.2747732444561467e-06
Position 578: 1.2357291523329417e-06
Position 534: 1.1461995257514226e-06
Position 13293: 1.007691539702324e-06
Position 15338: 8.385671278352449e-07
Position 15513: 8.20669629722651e-07
Position 11334: 5.667272885919004e-07
Position 12558: 5.178643552717267e-07
Position 12328: 4.98376323498041e-07
Position 784: 2.9870360046319116e-07
Position 627: 2.770222565765627e-07
Position 12376: 2.0213793090895078e-07
Position 554: 1.8594139983463575e-07
Position 1692: 1.5226718867322532e-07
Position 391: 1.3287160691745217e-07
Position 352: 1.1546714842650107e-07
Position 989: 1.1397148564696854e-07
Position 1638: 1.1111238068736428e-07
Position 1126: 1.0757875888751138e-07
Position 1031: 8.405761221594368e-08
Position 1155: 7.582252677510021e-08
Position 491: 7.32625990223053e-08
Position 147: 3.391011443052389e-08
Position 545: 2.7242435174098606e-08
Position 485: 1.3890157194948791e-08
Position 10646: 5.874659875621673e-10
Position 10623: 5.13338368265168e-10
