Gene = CASD1
Position 47033: 0.008792723723765222
Position 2043: 0.008714129995480003
Position 8017: 0.008081199238089322
Position 34666: 0.008037206442609562
Position 2121: 0.007841821205200652
Position 6799: 0.007736331638985777
Position 927: 0.0071453548809337405
Position 33430: 0.007094611283417662
Position 1724: 0.005838855351160027
Position 20730: 0.005723467422682303
Position 1045: 0.005677144731550951
Position 12904: 0.005093693129009887
Position 44907: 0.005085439262197549
Position 1684: 0.004917748485464753
Position 29004: 0.004703873890712008
Position 5114: 0.00455838585608757
Position 43326: 0.004329669940080954
Position 208: 0.004231843190196411
Position 6681: 0.004208342634944408
Position 7792: 0.00418258536707438
Position 18890: 0.004080979665590023
Position 2058: 0.0040372730355062135
Position 44924: 0.003906648954983458
Position 11180: 0.0036530367921742907
Position 8289: 0.0034812061842549643
Position 42375: 0.0034759776024335734
Position 2818: 0.00342548473817348
Position 18726: 0.0033703985046804985
Position 2497: 0.003298692346847296
Position 42052: 0.003178478555738256
Position 7960: 0.0030440643728376422
Position 8427: 0.0029982766851773786
Position 5132: 0.0029574024509651242
Position 30002: 0.0028660333757393208
Position 28964: 0.0026960729788282796
Position 7020: 0.0024917650886876557
Position 13850: 0.002479339333804859
Position 13242: 0.0024754445366407607
Position 43724: 0.0024675244755861855
Position 2027: 0.00243798048893631
Position 41838: 0.002380274022157176
Position 2055: 0.0021213050625323443
Position 2154: 0.00207243980873431
Position 2356: 0.0020611662517162534
Position 278: 0.002052099682286701
Position 18910: 0.002032340963454538
Position 2576: 0.0017164392871033105
Position 42090: 0.001638712505833611
Position 944: 0.0016162282711968449
Position 24393: 0.0014974380147828542
Position 8356: 0.0014419814013983624
Position 42861: 0.0014057544712548881
Position 36982: 0.0012903806053823727
Position 2494: 0.001283350740018704
Position 37273: 0.001241389365237002
Position 24413: 0.0011730451821223616
Position 13342: 0.0011575898197050132
Position 43861: 0.001056383395178835
Position 8649: 0.0010496056895939292
Position 29622: 0.001049064701645981
Position 339: 0.001036620480563212
Position 2544: 0.001026244202107063
Position 43315: 0.001010839720723342
Position 2696: 0.0009733491926027244
Position 7981: 0.0008825298867718986
Position 987: 0.0008582540887902667
Position 2524: 0.0008137398380047357
Position 14143: 0.0007868789338061792
Position 2094: 0.0006706200262478798
Position 8451: 0.0006681662715605221
Position 2868: 0.0005719456196079168
Position 2922: 0.0005439863277810957
Position 2749: 0.0004623687849340454
Position 2541: 0.00045348409445072224
Position 13925: 0.00035238710232938966
Position 44550: 0.0003423205848570462
Position 42629: 0.0003338715554771647
Position 13881: 0.0003221594740754701
Position 42002: 0.00031973097197828936
Position 42330: 0.0003169625936297577
Position 8804: 0.0002859061843871055
Position 45166: 0.0002340300544829536
Position 286: 0.00020116211808538038
Position 41906: 0.00016356209893805007
Position 24882: 0.0001625833093404095
Position 1462: 0.0001321697325851871
Position 24175: 8.613241660114226e-05
Position 36213: 8.358447217204606e-05
Position 36349: 7.04659632936705e-05
Position 24195: 6.40979642934164e-05
Position 24975: 5.823294794181356e-05
Position 24833: 5.517238335663324e-05
Position 41911: 5.302511000456811e-05
Position 8552: 4.507968105016865e-05
Position 24080: 4.102969201833366e-05
Position 24083: 3.9713225926809844e-05
Position 24389: 3.960919521858192e-05
Position 1411: 2.128939033372328e-05
Position 1396: 1.5874928471558017e-05
Position 1557: 8.400706292371569e-06
Position 875: 7.151143728490289e-06
Position 1632: 4.8792051807229625e-06
Position 389: 2.983055171496766e-06
Position 566: 2.958681742735621e-06
Position 1362: 2.6397941086510417e-06
Position 449: 2.5464197689939656e-06
Position 569: 2.3078623510458426e-06
Position 1084: 2.281658762751454e-06
Position 316: 1.985972879896826e-06
Position 767: 1.850731146367367e-06
Position 796: 1.5710404991584722e-06
Position 1130: 1.4573899997700786e-06
Position 1428: 1.385813842080433e-06
Position 1031: 1.2734902792244315e-06
Position 890: 1.1739902912260218e-06
Position 1256: 8.640828686014356e-07
Position 556: 8.497662491703872e-07
Position 355: 8.431326235669946e-07
Position 1057: 7.776344966312414e-07
Position 697: 6.837423362090977e-07
Position 1437: 6.726178675009153e-07
Position 1473: 6.671030357093517e-07
Position 619: 6.439380611374963e-07
Position 1089: 6.136788397912405e-07
Position 223: 5.619555792885455e-07
Position 748: 3.9025629966394585e-07
Position 42571: 2.4229009020177356e-07
Position 650: 1.483751759704112e-07
Position 604: 9.401068347022757e-08
Position 8606: 9.007143637647815e-08
Position 997: 4.87414757416907e-08
Position 1018: 4.433887667699039e-08
Position 322: 3.939134536310291e-08
Position 217: 3.896183983064481e-08
Position 951: 3.7726256123737536e-08
Position 584: 3.6325507361082094e-08
Position 849: 3.461965504048929e-08
