Gene = UTS2
Position 4648: 0.026095897670822488
Position 5019: 0.018374676630018114
Position 3954: 0.015316663712388375
Position 507: 0.014626520881608089
Position 699: 0.011841658052092157
Position 2567: 0.01177445908903549
Position 1330: 0.01128269152560404
Position 909: 0.01094628167663903
Position 4423: 0.010905527341780706
Position 2244: 0.010787188605106166
Position 3816: 0.009606846893405723
Position 392: 0.009497327786703447
Position 1647: 0.00900808949998039
Position 2963: 0.007943236851811634
Position 652: 0.0076438144048942055
Position 1840: 0.007421923136846525
Position 5069: 0.006676075865462689
Position 192: 0.005946770716356024
Position 310: 0.004873151220646993
Position 5604: 0.0048423106508359536
Position 1666: 0.004800279515528957
Position 2087: 0.004755338191020231
Position 1298: 0.00412079726225764
Position 2540: 0.003949088914087541
Position 4517: 0.003756790364249224
Position 2827: 0.0037430858686444426
Position 3493: 0.003707559209481718
Position 2721: 0.0035798088263812966
Position 4271: 0.0035191123906385103
Position 348: 0.003410576745848136
Position 4286: 0.002980497282974444
Position 3873: 0.0028923007083902852
Position 2441: 0.0023693007819858367
Position 355: 0.0023413546303938807
Position 312: 0.001779739338367119
Position 1344: 0.0017497992370719112
Position 2693: 0.0017416567016989373
Position 559: 0.0017389531437137814
Position 3917: 0.0014928675656975397
Position 598: 0.0013881848531750239
Position 269: 0.001307106249589394
Position 2890: 0.0012225139226638934
Position 2225: 0.0012161081128871385
Position 395: 0.0012131772759382006
Position 1253: 0.0012052482727843829
Position 2919: 0.0010663538816451832
Position 3005: 0.0010127986569856537
Position 2520: 0.0009715590108945217
Position 1341: 0.0009089818156174574
Position 530: 0.0008375872245626731
Position 1706: 0.000765665973340672
Position 625: 0.0006576542639520228
Position 372: 0.000535489333347049
Position 857: 0.0005005403827817227
Position 1082: 0.000464527166067019
Position 1692: 0.00046128980259205123
Position 1157: 0.00042956796937423746
Position 323: 0.00042935415979112804
Position 3529: 0.0003876428375062317
Position 1363: 0.0003767794736644166
Position 330: 0.0003004521856560611
Position 2408: 0.0002672638834183129
Position 1780: 0.00020131148613906281
Position 2543: 0.00019963887729393138
Position 2260: 0.0001957222799781117
Position 1303: 0.0001857075995409223
Position 379: 0.00015750494282392287
Position 1002: 0.00014172934490362129
Position 678: 0.00013965130382906146
Position 2390: 0.00011987853394224523
Position 1968: 0.00011698781697210302
Position 1675: 8.274176882371121e-05
Position 359: 7.735097285078926e-05
Position 2695: 5.910843002918979e-05
Position 1917: 5.1777919169230837e-05
Position 658: 4.310918744392672e-05
Position 2292: 3.383920908690983e-05
Position 278: 3.24254932129488e-05
Position 436: 3.2029191202959425e-05
Position 1375: 2.753817109590706e-05
Position 368: 2.4905910603136402e-05
Position 255: 1.9413353983367028e-05
Position 745: 3.946694620454481e-06
Position 705: 2.8119221052904736e-06
Position 1432: 2.7395367774966197e-06
Position 600: 1.809049904392851e-06
Position 352: 1.7268532659065422e-06
Position 1995: 1.7022364736670423e-06
Position 580: 1.5474314641899382e-06
Position 1313: 1.1877228351398231e-06
Position 628: 1.0971923967772645e-06
Position 400: 9.485785923023441e-07
Position 717: 8.445486861945782e-07
Position 1477: 7.680494274221742e-07
Position 365: 7.433567532506966e-07
Position 1270: 5.200234947330893e-07
Position 1483: 5.067313766316282e-07
Position 605: 3.825456393615121e-07
Position 200: 3.15625164360511e-07
Position 668: 2.8274991152731936e-07
Position 1713: 2.10831459930997e-07
Position 568: 1.9556277713813776e-07
Position 635: 1.7839905225603086e-07
Position 888: 7.697850004111353e-08
Position 204: 4.687387852721454e-08
Position 403: 2.5174277157857394e-08
Position 535: 2.3624495861539742e-08
Position 748: 1.8913289452910523e-08
Position 751: 1.8452318348742073e-08
Position 407: 1.1659959714521316e-08
Position 145: 1.1055580857348837e-08
Position 753: 9.004675747578383e-09
Position 129: 8.109990484109265e-12
Position 97: 4.349360157571219e-15
