Gene = PTGES2
Position 7757: 0.005583520387895728
Position 1006: 0.005433896741615883
Position 4645: 0.005408937524121002
Position 5995: 0.005229430645708749
Position 480: 0.004911990424142828
Position 666: 0.0046931869429842395
Position 2391: 0.004092552419541399
Position 4112: 0.004083332715065038
Position 1183: 0.00393957003226139
Position 1769: 0.0037128264524912877
Position 6344: 0.0035828759686568493
Position 7449: 0.003421357292121846
Position 6626: 0.003164145287906059
Position 3044: 0.0031365560300405633
Position 2902: 0.003080731166439964
Position 2055: 0.0030278276740116237
Position 7697: 0.002914167456856569
Position 5510: 0.0027121844587325275
Position 3507: 0.002558253324707904
Position 6203: 0.0025533673364922273
Position 7309: 0.0024187991405990846
Position 5815: 0.0022964083645014744
Position 2001: 0.0021095431568677173
Position 6150: 0.002042046892318785
Position 7653: 0.0020197441815376473
Position 6713: 0.0020105215463017963
Position 6365: 0.0018206254607313179
Position 630: 0.0017935261534893687
Position 6967: 0.0017819670648295078
Position 7629: 0.0017501623866792645
Position 3203: 0.001655228465113342
Position 2021: 0.0016377695041790924
Position 6981: 0.0015269406892729966
Position 325: 0.0014662684942362487
Position 5305: 0.0013549028829852163
Position 6716: 0.0013536946998793848
Position 5610: 0.0013476583026131473
Position 2923: 0.0013381939929214715
Position 4668: 0.0012711331385149877
Position 3866: 0.0011434743095084907
Position 2988: 0.0011197963164716663
Position 3847: 0.0011051238795756393
Position 6795: 0.0010975505306265534
Position 3151: 0.0009713915081114721
Position 6948: 0.0009350721959784253
Position 6576: 0.0009130288246928561
Position 5288: 0.0009067451878392211
Position 1450: 0.0008716373256262989
Position 7336: 0.0008240653974491653
Position 4562: 0.0007225230919296122
Position 2431: 0.0007060275132494199
Position 845: 0.0007035501054456719
Position 4815: 0.0006194876761404073
Position 2288: 0.0006080583162480389
Position 5448: 0.0004878261194556087
Position 6346: 0.0004799474994122056
Position 6257: 0.000428984404227655
Position 4081: 0.00036817951843465713
Position 4073: 0.0003424252141091553
Position 501: 0.00032352721286538357
Position 1771: 0.0003209967358154218
Position 3426: 0.000308588269741899
Position 5084: 0.0003021282596015161
Position 2473: 0.0003018045772152768
Position 7263: 0.0002506171322906228
Position 4653: 0.00024543235057569127
Position 2018: 0.0002360845529939786
Position 5442: 0.00023303845620309418
Position 2321: 0.00023279469898062813
Position 1629: 0.00023256318009725103
Position 2348: 0.00022894751253176298
Position 825: 0.0002037271153446454
Position 4459: 0.00020003144875798933
Position 5409: 0.00018649628639988517
Position 1298: 0.00018357063528189573
Position 3526: 0.00018015966449495677
Position 4950: 0.000180158800652939
Position 7069: 0.00017814801717945468
Position 6995: 0.00016919003036304934
Position 5855: 0.00015866575506037815
Position 881: 0.0001471214091703349
Position 3182: 0.0001383105611409036
Position 668: 0.0001367411732081407
Position 5918: 0.00012997262880083376
Position 359: 0.00011805322044208935
Position 7729: 0.00011065031943873612
Position 4129: 0.00010303815051467266
Position 4023: 0.00010236796550926975
Position 3382: 8.994584727866684e-05
Position 5169: 8.454522947598178e-05
Position 3282: 7.850081866301518e-05
Position 3561: 7.101550937705702e-05
Position 4901: 6.849192856682801e-05
Position 5249: 5.958225955287235e-05
Position 603: 5.2122233377659645e-05
Position 4414: 3.967195250479656e-05
Position 3782: 3.532361510486705e-05
Position 5124: 3.2910264726722526e-05
Position 4455: 3.239101201880827e-05
Position 3300: 3.2362982482445524e-05
Position 5226: 2.9908699844191698e-05
Position 806: 2.7233327394226114e-05
Position 4624: 2.0287085590772802e-05
Position 5052: 1.7138403165427744e-05
Position 420: 1.709688650207597e-05
Position 4820: 1.5153645096890225e-05
Position 4904: 1.3890543710096024e-05
Position 547: 1.2845847164573003e-05
Position 1476: 1.18628767128767e-05
Position 903: 1.0686574872962776e-05
Position 2221: 1.0673934165044752e-05
Position 1008: 7.905965958049574e-06
Position 395: 7.783982986222359e-06
Position 5725: 7.73321631669733e-06
Position 5915: 6.246962683185788e-06
Position 619: 6.0078723508538486e-06
Position 449: 5.934095133475615e-06
Position 245: 4.692407642959724e-06
Position 503: 4.111250888048809e-06
Position 739: 4.0801055466162145e-06
Position 519: 3.993625060753236e-06
Position 3633: 2.2544989492659028e-06
Position 248: 1.6342466559524999e-06
Position 5586: 9.621658361822163e-07
Position 5567: 9.380977628485331e-07
Position 363: 3.3014345661152487e-07
Position 925: 3.039261455337164e-07
Position 512: 2.2803028492487968e-07
Position 1093: 2.1002728112118605e-07
Position 275: 1.8259374766498453e-07
Position 1023: 6.65089597199511e-08
Position 4494: 4.693528789597864e-08
Position 1294: 2.8634248886764268e-08
Position 270: 2.149864487900809e-08
Position 397: 1.6215301247747396e-08
Position 335: 1.5686260408312142e-08
Position 1015: 1.4260374613523581e-08
Position 399: 2.29140827214051e-09
Position 462: 1.3025824567105489e-09
Position 204: 8.344339401836315e-10
Position 277: 7.376855472306944e-10
Position 408: 4.004078562297629e-10
Position 4387: 3.110589864265786e-10
Position 263: 1.7417999557419584e-10
Position 186: 1.2024610504173679e-10
Position 279: 7.04719524150926e-11
Position 252: 5.5182232143740105e-11
Position 371: 9.376807899677096e-12
Position 188: 2.2103964282449277e-12
Position 108: 1.6239260913353613e-12
Position 95: 1.4363837196192023e-13
Position 105: 8.535273180492659e-14
Position 98: 4.6317711151520673e-14
