Gene = TCAF1
Position 480: 3.125153901630507e-10
Position 160: 1.4526745376025142e-10
Position 148: 9.291549766578177e-11
Position 603: 7.211780164459888e-11
Position 163: 2.3793722021925232e-11
Position 117: 1.318844195262302e-11
Position 165: 9.176610849132319e-12
Position 181: 6.734368469800248e-12
Position 143: 9.469777123790791e-13
Position 129: 1.7111383853386766e-13
Position 133: 5.1732279114273454e-15
