Gene = URB2
Position 6034: 0.764732305434027
Position 256: 0.5138307586859175
Position 10076: 0.5046481772932662
Position 10285: 0.38816195625764194
Position 9357: 0.37998203596074964
Position 29685: 0.3549640082091904
Position 10327: 0.33430284921025727
Position 27206: 0.33117061976724343
Position 30433: 0.32599895363599907
Position 9969: 0.32120926590570803
Position 8682: 0.3085405789485884
Position 19624: 0.29420878272740486
Position 29741: 0.24861756255311027
Position 16663: 0.24250991365359098
Position 22663: 0.23209195919560482
Position 9655: 0.2045537128601227
Position 8454: 0.17883775262389848
Position 30613: 0.17121309566827142
Position 9618: 0.1658039422777468
Position 30639: 0.15958034617244132
Position 274: 0.15048402461152563
Position 22895: 0.14608752889987184
Position 18188: 0.1287758717427135
Position 21321: 0.11353442868371416
Position 17298: 0.11253989679067128
Position 12503: 0.10675609219610092
Position 10462: 0.10634904289762008
Position 11564: 0.10237061172971512
Position 10514: 0.1000592139398552
Position 25044: 0.08191360265651125
Position 32443: 0.08149039219376092
Position 3164: 0.07979520518773518
Position 9433: 0.07477556987893232
Position 10863: 0.0739053620086048
Position 22865: 0.06827275513562331
Position 10786: 0.06625498435211402
Position 22845: 0.06364839869948932
Position 24784: 0.06048774700345857
Position 10648: 0.05822001990043746
Position 31096: 0.05555810905093786
Position 23381: 0.044979144082442496
Position 24677: 0.04186932373440265
Position 271: 0.04019922244055184
Position 32845: 0.03866334879317329
Position 1164: 0.037775693429095134
Position 13491: 0.036675875186232276
Position 8760: 0.03643358369158728
Position 1201: 0.03636668457329826
Position 9368: 0.034997759509413924
Position 1432: 0.028870468106329806
Position 2598: 0.025582532924297335
Position 11844: 0.024449829159778506
Position 22492: 0.022032225463713518
Position 2584: 0.02195012731655554
Position 9515: 0.02058881344710861
Position 22959: 0.02014919880536655
Position 5808: 0.018558726732046355
Position 31913: 0.018239436690481337
Position 6012: 0.018211865912450203
Position 10402: 0.017057777548632604
Position 11859: 0.016723790513999064
Position 6150: 0.01578035236070935
Position 19827: 0.0157591504311326
Position 10911: 0.014743681155887955
Position 32039: 0.014034151368162504
Position 9465: 0.01401106975416181
Position 30545: 0.013649250828868144
Position 2602: 0.013468244433150306
Position 656: 0.013446533903242412
Position 32901: 0.013402739879271843
Position 10153: 0.013049325564353946
Position 29044: 0.01290795280425268
Position 724: 0.011568285964178575
Position 17165: 0.011102216753682234
Position 17318: 0.01081870558618198
Position 25275: 0.010620319427806028
Position 28656: 0.010230456016896022
Position 504: 0.010069678885631142
Position 2670: 0.009396434259079687
Position 11741: 0.00916100821961296
Position 28809: 0.009013431028684234
Position 384: 0.008804507597654464
Position 823: 0.00837651724630649
Position 30291: 0.00797639563885507
Position 3002: 0.007727116879738033
Position 31702: 0.007664367434492582
Position 21083: 0.007411697288692299
Position 9387: 0.006616403370798857
Position 9402: 0.006572461639811752
Position 29235: 0.006127522976555611
Position 29020: 0.005986454979966251
Position 5993: 0.005669904138157103
Position 26511: 0.005384487547597095
Position 11596: 0.005355564997896159
Position 6131: 0.005086322685157616
Position 28018: 0.005077352507174505
Position 10832: 0.0047762609521905565
Position 32140: 0.004381967699964376
Position 1501: 0.003889679996531906
Position 29910: 0.0037471702084321424
Position 25307: 0.0034746076355731126
Position 659: 0.0032849479521234494
Position 11094: 0.0032475830658991807
Position 4836: 0.003239048975634452
Position 538: 0.0032026590798655908
Position 22361: 0.0030168647669509196
Position 11474: 0.0030092296819228506
Position 29263: 0.002912263170367458
Position 10772: 0.0028121402135283637
Position 8934: 0.002805928169250634
Position 11601: 0.002592759360989431
Position 2546: 0.0025832685702313666
Position 2623: 0.002465818182931922
Position 10943: 0.002045642593702401
Position 11167: 0.001823588681668928
Position 338: 0.0018103597611336003
Position 28683: 0.0017695746506242393
Position 3142: 0.001737740223112258
Position 619: 0.0017007390796676934
Position 27836: 0.0016296179895070862
Position 219: 0.0015090902077231237
Position 13548: 0.001507191033264368
Position 29354: 0.001430237090716643
Position 6287: 0.001417611357707269
Position 2642: 0.0012415846623529654
Position 5871: 0.0012153916138385032
Position 12462: 0.0012076467059295053
Position 437: 0.0011271867553109029
Position 974: 0.0010964660930280932
Position 31027: 0.0010838198850353334
Position 29181: 0.0009603608369956242
Position 2683: 0.0009530031727582795
Position 28303: 0.0009245923252871834
Position 1056: 0.0009178918481921755
Position 31440: 0.0008835698187766135
Position 1392: 0.000863861333691186
Position 1129: 0.0008614172264607977
Position 1232: 0.0008555439262723839
Position 230: 0.0008344880044551227
Position 852: 0.0006955431629527104
Position 1339: 0.0006889712897553336
Position 8855: 0.0006692549909504863
Position 29490: 0.0006432207085718731
Position 7992: 0.0006346771342375409
Position 31600: 0.0005368882654424792
Position 7247: 0.0004571737985671776
Position 28722: 0.00032348226583172874
Position 4863: 0.00031804062477383007
Position 2867: 0.0002823000132667569
Position 1520: 0.0002600721220643059
Position 2515: 0.0002579106677420444
Position 29937: 0.0002571849626390244
Position 1355: 0.00024453885583776674
Position 2496: 0.00021485658432403418
Position 388: 0.00021426906352890144
Position 199: 0.00020804448169656293
Position 1276: 0.00017822434584147822
Position 7996: 0.00016881830316617133
Position 930: 0.00013471007465368763
Position 573: 0.00012106639878836074
Position 315: 0.00011592944668063553
Position 6533: 0.00010184317357077159
Position 6441: 8.460217296335756e-05
Position 288: 5.85624605959923e-05
Position 2936: 5.0748481666216036e-05
Position 397: 2.9183772666649546e-05
Position 2904: 2.4063557724029886e-05
Position 28862: 2.226614458944848e-05
Position 1113: 2.072667072390385e-05
Position 1288: 1.9111251288270246e-05
Position 1440: 1.8894027288530538e-05
Position 1460: 1.8410817782075383e-05
Position 508: 1.7976496303585762e-05
Position 201: 1.739141498165452e-05
Position 2506: 1.535547998409958e-05
Position 2606: 1.4173420100870457e-05
Position 1557: 1.0051697748666309e-05
Position 1621: 9.006949337690102e-06
Position 10670: 7.6266645717139155e-06
Position 2963: 6.080877080830101e-06
Position 2724: 2.7582990744168878e-06
Position 2527: 2.705798374904812e-06
Position 2743: 1.8260882223949452e-06
Position 2665: 1.4361343393318278e-06
Position 204: 1.152851949553039e-06
Position 474: 3.5206940140811916e-07
Position 866: 3.00725559530264e-07
Position 448: 2.5554677212197254e-08
Position 456: 1.5927470696280712e-08
Position 458: 1.0359371977307008e-08
Position 484: 8.615914678103853e-09
Position 513: 6.5777653962816e-09
Position 661: 5.43380130460335e-09
Position 631: 2.406666298939141e-09
Position 766: 2.062378205003751e-09
Position 482: 1.174411848676413e-09
Position 840: 6.848413400313293e-10
Position 577: 3.0980202957693196e-10
Position 2387: 9.553338525033299e-11
Position 158: 7.541561616695765e-13
Position 162: 1.3602551164339315e-13
Position 145: 2.5120858723236748e-14
Position 83: 2.2688789822472455e-16
Position 175: 8.737189949693082e-17
Position 93: 5.4573759780170485e-17
Position 122: 3.145878646556094e-17
Position 127: 7.876499674671789e-18
Position 170: 2.272121020555726e-18
Position 98: 2.503364698014141e-19
