Gene = HYI
Position 1008: 0.0017114055458851405
Position 2784: 0.001679432584579565
Position 1067: 0.0016580657720035635
Position 2109: 0.0013364177325290826
Position 1945: 0.00098577448024708
Position 1894: 0.0008819268200779828
Position 1525: 0.0007923621185370986
Position 2921: 0.0007200079804096965
Position 541: 0.000684824954757191
Position 1876: 0.0005530225274038941
Position 1860: 0.00053573515055423
Position 898: 0.0005220811527397859
Position 1215: 0.0005053761363414616
Position 1513: 0.0004406400158145875
Position 1378: 0.0003743499842936582
Position 2050: 0.00037261727906265504
Position 1132: 0.0003298961085079826
Position 2053: 0.00032484409347847856
Position 1030: 0.00031757037318293576
Position 2651: 0.0003061504063170992
Position 2311: 0.00027386420212964583
Position 2147: 0.0002589646357379419
Position 1600: 0.00025882027709652497
Position 2407: 0.00023573067051080505
Position 834: 0.00022612059699523716
Position 660: 0.00021185061992448886
Position 193: 0.00020998426655938234
Position 1224: 0.00020944934129418414
Position 2161: 0.0002081695493670429
Position 847: 0.00019961107132782435
Position 2737: 0.00019297152045057346
Position 958: 0.00018092608429128143
Position 2534: 0.0001718265008236251
Position 1094: 0.00015371797162458894
Position 1147: 0.00014753153523565496
Position 281: 0.00014419646749940006
Position 1700: 0.000137358279673336
Position 2940: 0.00013352158284264627
Position 914: 9.447200461581634e-05
Position 1487: 9.274525051934998e-05
Position 843: 9.055477371348689e-05
Position 1390: 8.552365296566812e-05
Position 98: 7.727798790531063e-05
Position 2686: 7.719848831482532e-05
Position 869: 7.500863122336318e-05
Position 2490: 6.887991299016635e-05
Position 537: 6.351816618580902e-05
Position 1840: 5.833655122471378e-05
Position 902: 5.608603319344852e-05
Position 2872: 5.561855136712293e-05
Position 2477: 4.877121942551493e-05
Position 2216: 4.239267152146348e-05
Position 2625: 4.1533886534002225e-05
Position 2487: 3.716118682948867e-05
Position 2927: 3.534647998041286e-05
Position 1152: 3.080606427734908e-05
Position 944: 2.5552414931212458e-05
Position 1012: 2.2730469643983534e-05
Position 962: 2.256021225324892e-05
Position 1604: 2.251121701548682e-05
Position 500: 2.1572625996444073e-05
Position 474: 2.146105433300806e-05
Position 987: 2.0717889745805863e-05
Position 1589: 1.848515561300932e-05
Position 603: 1.8302860680293e-05
Position 243: 1.8014922062172286e-05
Position 1393: 1.3259311418390696e-05
Position 2540: 1.325387444087882e-05
Position 882: 1.2926070764368276e-05
Position 2739: 1.1546779176940157e-05
Position 1293: 1.0373245364182015e-05
Position 1400: 1.034736218320752e-05
Position 1570: 1.0041858941636524e-05
Position 948: 9.456040101524243e-06
Position 1183: 7.767728597513494e-06
Position 1354: 7.757922418486271e-06
Position 2471: 7.395688383613118e-06
Position 677: 7.328829373676292e-06
Position 2500: 6.959885230065136e-06
Position 1348: 6.8915081143124395e-06
Position 324: 5.970201950591883e-06
Position 1111: 5.563357644428232e-06
Position 829: 5.274644612195295e-06
Position 1851: 4.481696464395153e-06
Position 587: 4.076280540676236e-06
Position 104: 1.3400519997066035e-06
Position 2482: 6.528010177715338e-07
Position 294: 5.231236438431949e-07
Position 333: 4.276825245000277e-07
Position 1049: 4.234421837779754e-07
Position 568: 4.131924197119344e-07
Position 358: 3.793817626557473e-07
Position 919: 3.1722016629897563e-07
Position 2572: 2.972642096548056e-07
Position 684: 2.392180525674387e-07
Position 692: 2.3461615329262576e-07
Position 695: 2.1854821900701466e-07
Position 1044: 2.1045611563105732e-07
Position 303: 1.7766399794532854e-07
Position 505: 1.6081039951151776e-07
Position 851: 1.5742104009017436e-07
Position 502: 1.441789478033191e-07
Position 1230: 1.0662963439066895e-07
Position 554: 9.251046602320822e-08
Position 556: 7.366860009785929e-08
Position 565: 9.197773728001943e-09
Position 108: 7.041173984879374e-09
Position 449: 5.053946207967645e-09
Position 462: 4.615309382452688e-09
Position 355: 3.773773669017137e-09
Position 113: 1.960591520817492e-09
Position 854: 7.948146731114725e-10
Position 111: 7.440053877724546e-10
Position 454: 8.180017885561505e-11
Position 413: 3.1924443610221778e-12
Position 422: 1.2738185143188198e-12
