Gene = CDA
Position 2548: 0.00037411221519075265
Position 7837: 0.00023469446170234194
Position 3692: 0.00018436601299483195
Position 2273: 0.00013853755456342526
Position 957: 9.171306852717579e-05
Position 2022: 6.757488554454537e-05
Position 1814: 6.679903452815476e-05
Position 1809: 6.587010103230221e-05
Position 1923: 5.694878626269041e-05
Position 916: 4.358942873068814e-05
Position 1551: 3.582990742293946e-05
Position 1591: 2.9317376683656283e-05
Position 500: 2.7557542597517258e-05
Position 827: 2.700865873683078e-05
Position 683: 2.3171922139013334e-05
Position 1183: 1.934371855107883e-05
Position 250: 1.7528262521569295e-05
Position 700: 1.3829410780317269e-05
Position 2019: 1.0369298908819114e-05
Position 1312: 7.283510183645462e-06
Position 1398: 6.66341165647473e-06
Position 760: 5.506283407599964e-06
Position 1737: 5.462235491136782e-06
Position 528: 4.94663489962894e-06
Position 1069: 2.8678444978081125e-06
Position 1344: 2.8369437664952115e-06
Position 1127: 2.3869010059812696e-06
Position 1316: 1.876068175613035e-06
Position 545: 1.7001005706968932e-06
Position 316: 1.4871987715984576e-06
Position 632: 1.362998435350676e-06
Position 214: 1.3172441309797305e-06
Position 1449: 1.2943854227751062e-06
Position 934: 9.470759528101121e-07
Position 929: 8.579283371441919e-07
Position 1106: 8.004801732472181e-07
Position 253: 7.253389406462438e-07
Position 1258: 6.638560258596353e-07
Position 960: 6.403831894524694e-07
Position 1238: 5.752018080279287e-07
Position 952: 5.338583336280331e-07
Position 282: 2.408844947050653e-07
Position 926: 1.3847750471833508e-07
Position 770: 1.2405614600662248e-07
Position 1421: 9.851847276150413e-08
Position 1378: 7.973231637167525e-08
Position 190: 7.376679502070735e-08
Position 232: 6.638061152604965e-08
Position 193: 5.081645596327409e-08
Position 1235: 4.57972725879544e-08
Position 938: 2.7093147058403035e-08
Position 319: 2.5510246266336656e-08
Position 582: 1.1848045320813758e-08
Position 335: 5.291757647908699e-09
Position 123: 3.5430542044835664e-09
Position 229: 3.3126660301270307e-09
Position 547: 2.396596413585964e-09
Position 259: 5.583163427125442e-10
Position 220: 3.1251860833796795e-10
Position 128: 3.0059863463722784e-10
Position 364: 2.9708040508471153e-10
Position 1111: 4.9065153993861405e-12
Position 1272: 5.706974912187181e-14
