Gene = OSCP1
Position 18962: 4.865307138097476e-06
Position 2172: 4.835291276810104e-06
Position 18748: 4.3619094227725315e-06
Position 18931: 3.55116045556066e-06
Position 759: 2.9203632188221397e-06
Position 1552: 2.590684862207548e-06
Position 183: 2.5683026871943963e-06
Position 217: 2.497137229447755e-06
Position 20277: 2.4425958768848534e-06
Position 2616: 1.987700194932508e-06
Position 2593: 1.8229381836450612e-06
Position 2575: 1.740052830613221e-06
Position 3264: 1.6631202912393182e-06
Position 569: 1.5274206294299664e-06
Position 874: 1.3398226473190112e-06
Position 783: 1.3328572736629633e-06
Position 2420: 1.2371253880119431e-06
Position 2400: 1.201396390214257e-06
Position 2778: 8.193767727887656e-07
Position 2990: 5.174247829236718e-07
Position 3249: 5.013059320428791e-07
Position 2678: 2.9904261682531113e-07
Position 18827: 9.077878777530547e-08
Position 2732: 4.346937858200963e-08
Position 2642: 2.0239596523888936e-08
Position 18831: 3.4059718331149164e-10
Position 1736: 2.473679147091467e-10
