Gene = MEIKIN
Position 225: 3.0139712173788824e-06
Position 542: 2.854536328818368e-06
Position 3184: 2.2783225561039004e-06
Position 13579: 1.7064333863584924e-06
Position 587: 1.584984794256678e-06
Position 21423: 1.1462169011010937e-06
Position 13562: 9.871802438944e-07
Position 13559: 8.868838005645751e-07
Position 14639: 7.648258708038532e-07
Position 2139: 5.908061366556458e-07
Position 641: 4.901019088060785e-07
Position 288: 4.660096362456909e-07
Position 15718: 4.094142307855303e-07
Position 19154: 4.0806751220624104e-07
Position 13067: 3.994100256627339e-07
Position 15428: 3.891196377537175e-07
Position 12631: 3.7469617603825697e-07
Position 137: 2.5034536187961923e-07
Position 13272: 2.377451635344764e-07
Position 12519: 1.897509183713177e-07
Position 359: 1.77726846988691e-07
Position 12343: 1.6762456080689337e-07
Position 756: 1.4930737379257405e-07
Position 574: 1.4719352052566883e-07
Position 13445: 1.4478493143485724e-07
Position 13629: 8.937150540470377e-08
Position 231: 7.803601666487837e-08
Position 13587: 7.643000445235029e-08
Position 120: 6.075942253260467e-08
Position 141: 5.864443338832953e-08
Position 332: 5.7560395573985204e-08
Position 469: 5.3943180580987455e-08
Position 502: 5.0774647356132594e-08
Position 499: 4.717597785605104e-08
Position 239: 4.230035382425709e-08
Position 12670: 4.145562981474429e-08
Position 12278: 3.4157863093212124e-08
Position 190: 2.569915875823688e-08
Position 512: 2.269992494225609e-08
Position 516: 2.1786211515116832e-08
Position 237: 1.4856804690884054e-08
Position 495: 1.3334582504693614e-08
Position 157: 1.0436269623961242e-08
Position 159: 9.236521705192537e-09
Position 1594: 1.4131097148153832e-09
Position 311: 1.2684474923141355e-09
Position 1054: 7.348494750404051e-10
Position 1422: 3.926774724692105e-10
Position 150: 1.0440380047445641e-10
Position 1398: 8.673385988399132e-11
Position 152: 8.405105388681708e-11
Position 524: 3.7647702753376e-12
