Gene = KMO
Position 439: 1.2661424783823552e-07
Position 4717: 8.75553322951667e-08
Position 1275: 6.52133040549524e-08
Position 949: 6.18313474490163e-08
Position 1411: 5.6915979086532464e-08
Position 833: 4.513003623590002e-08
Position 625: 4.248516791794382e-08
Position 14: 5.928509421120588e-09
Position 347: 5.132637555952273e-09
Position 269: 3.7112337569112774e-09
Position 238: 1.5728537231982455e-09
Position 500: 8.552119508352469e-10
Position 323: 7.847067972735602e-10
Position 259: 6.089739279912986e-10
Position 16: 4.495393253209403e-10
Position 150: 1.9252887698569833e-10
Position 261: 1.7382677015829724e-10
Position 826: 1.3999627010414309e-12
Position 711: 3.3664731731316976e-13
Position 547: 1.0005493434552245e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 16694: 0.9983433227802205
Position 18820: 0.9879420216724384
Position 34356: 0.9573672593230054
Position 17542: 0.9439528884574094
Position 30032: 0.9030485166324592
Position 3412: 0.8165003076369319
Position 17772: 0.7066714630597427
Position 23477: 0.681801102100109
Position 38082: 0.42287997294402313
Position 36405: 0.3687082217404736
Position 3647: 0.3095824966134869
Position 36365: 0.27192856639552865
Position 23444: 0.23764328629912823
Position 4328: 0.20632185702653164
Position 28530: 0.18291673135950667
Position 21190: 0.14339724747565907
Position 8104: 0.13729426111163825
Position 3365: 0.12322678931974312
Position 40060: 0.12192420839744225
Position 45361: 0.1181887461456061
Position 8253: 0.11713563704494065
Position 42155: 0.10983378071255762
Position 9942: 0.10651983322444332
Position 32852: 0.10564536154079787
Position 30076: 0.09406651219983544
Position 42900: 0.0861631919945251
Position 36174: 0.07858072942861148
Position 37699: 0.0753129048375748
Position 42214: 0.07008310865651378
Position 7478: 0.06770368151347628
Position 4337: 0.06519752968777462
Position 41893: 0.06435702530056399
Position 32310: 0.06424617302296104
Position 8085: 0.06059559783877571
Position 31423: 0.059177548673518376
Position 10045: 0.05726045926663372
Position 20504: 0.05638013817980329
Position 900: 0.04894568581656558
Position 18118: 0.047183671655272416
Position 4203: 0.04705518013645328
Position 1536: 0.04695982565317917
Position 41063: 0.0447047534660283
Position 25912: 0.044683956996363704
Position 21062: 0.041404309611074594
Position 19512: 0.038654796465349806
Position 20663: 0.03474136245334827
Position 44219: 0.034620675199762606
Position 23190: 0.029614860185632655
Position 42474: 0.027169018770064265
Position 3580: 0.026809339719046647
Position 37369: 0.026518801842299197
Position 21734: 0.022570299548224076
Position 34732: 0.021031924530823497
Position 20985: 0.019263369081580235
Position 38941: 0.01628644437657996
Position 3218: 0.015226971282925534
Position 3292: 0.015070545946509537
Position 34796: 0.014320451158979964
Position 34557: 0.01385030730091501
Position 38612: 0.012876251252520165
Position 21012: 0.012393372798883657
Position 18097: 0.01211763597453619
Position 4285: 0.010514099192877137
Position 1443: 0.010250508599393054
Position 40530: 0.010149196921646208
Position 40213: 0.00933299971243837
Position 21649: 0.009307829865561005
Position 39754: 0.008986546725973812
Position 3584: 0.00883606037559425
Position 21665: 0.008592598639562934
Position 18872: 0.008511896037974883
Position 3392: 0.008503924695357414
Position 37873: 0.008444284766921517
Position 38152: 0.0083182982371693
Position 17877: 0.008292179132358262
Position 34290: 0.008056462037129734
Position 34676: 0.0060085744964906524
Position 31447: 0.005452419849636804
Position 43202: 0.0053361216560167835
Position 19935: 0.005132251251178107
Position 34396: 0.00501223445795502
Position 23218: 0.0049409217157594006
Position 32804: 0.004862481091221801
Position 34645: 0.004838778779139703
Position 2857: 0.004640744277459003
Position 841: 0.004109216552971301
Position 34767: 0.0038742825878939346
Position 4175: 0.0038328262064148896
Position 31469: 0.003827419695125924
Position 568: 0.003815860901413618
Position 7553: 0.003667273933430124
Position 2338: 0.003509671772166176
Position 31401: 0.0033818529433985354
Position 20954: 0.003272861141920618
Position 19212: 0.0031516815840295373
Position 40421: 0.002979352791969294
Position 34184: 0.0028697289209044315
Position 32254: 0.0026652775896123366
Position 39095: 0.002549591375638363
Position 19535: 0.0025132376114224506
Position 34817: 0.0019983119728088743
Position 36957: 0.001842020839684232
Position 34820: 0.0017389063624027846
Position 3670: 0.001607564337187936
Position 39299: 0.0015589341196652617
Position 19909: 0.0014723357074401112
Position 630: 0.0013991613347725637
Position 764: 0.0013758898230220031
Position 35599: 0.0011025619936684764
Position 530: 0.001072075694098859
Position 4108: 0.001012691420970112
Position 18796: 0.0009556514288036049
Position 3821: 0.0009209467602274693
Position 3734: 0.0008242968987062722
Position 1107: 0.0007976932078353489
Position 5102: 0.0007943419012134984
Position 1020: 0.0007898140958663199
Position 2606: 0.0007733552371466658
Position 39336: 0.0007360108680658742
Position 36136: 0.0007256152771802423
Position 31615: 0.0006777553872940876
Position 1093: 0.0006336784630111364
Position 19863: 0.0006223979380702886
Position 5401: 0.0006085043081506713
Position 1090: 0.0005833941285498463
Position 35716: 0.0005780277294684686
Position 2390: 0.0005585112621165515
Position 1317: 0.0005173754219745797
Position 3803: 0.0005126634535029944
Position 19747: 0.0004921606862110019
Position 6794: 0.00047217118747780885
Position 2874: 0.0004719103138423625
Position 35581: 0.0004537313939857805
Position 2906: 0.0004137200711230536
Position 2310: 0.00038054102828090017
Position 698: 0.0003352063403391694
Position 3422: 0.0003348222259685835
Position 3559: 0.00032944542726413286
Position 492: 0.000318331646790033
Position 20702: 0.00030037388664938785
Position 20295: 0.00025545040970232334
Position 3865: 0.00024965422243437493
Position 1380: 0.0002439080986780193
Position 35215: 0.0002369501900316956
Position 19537: 0.0002227464030301835
Position 19539: 0.00021561938367525006
Position 3199: 0.00020890878388016182
Position 4499: 0.00017526810799417793
Position 19570: 0.00016901703839125536
Position 33043: 0.00015937710827596427
Position 2733: 0.00015628932753056603
Position 3789: 0.00015512242533662684
Position 2809: 0.00015020025394081032
Position 35634: 0.00014597674418298352
Position 2365: 0.00014346509141296705
Position 35782: 0.00013992789068704474
Position 3251: 0.0001322481252710672
Position 2505: 0.0001285170630551755
Position 4884: 0.00012543598455581954
Position 3676: 0.00011949588559299239
Position 4377: 0.00011340792077299929
Position 2168: 0.00010387786724554631
Position 864: 9.991758568817192e-05
Position 20265: 9.39478652290135e-05
Position 5416: 8.95449795137268e-05
Position 30365: 8.72449756957089e-05
Position 3550: 7.344050198555523e-05
Position 31427: 7.291071438289827e-05
Position 6635: 7.198871306962539e-05
Position 4524: 6.816421169701274e-05
Position 1540: 6.360764813870754e-05
Position 28941: 5.3856217237254756e-05
Position 20324: 4.817798944407627e-05
Position 3503: 4.606185112816346e-05
Position 988: 4.501178538122953e-05
Position 3806: 4.404278086787495e-05
Position 19000: 4.3115425060267355e-05
Position 21148: 4.234545033945411e-05
Position 959: 4.2286962219780235e-05
Position 3529: 4.179931515862863e-05
Position 5181: 3.619687482444092e-05
Position 3084: 2.734516394671054e-05
Position 29367: 1.8167007497130782e-05
Position 3172: 1.0003252406287746e-05
Position 25165: 1.9609686160320263e-06
Position 203: 1.2354908392798563e-07
Position 704: 7.565262370897334e-08
Position 4617: 7.44823159997915e-08
Position 333: 6.827709237323391e-08
Position 790: 3.308149995909717e-08
Position 905: 3.2352307888899846e-08
Position 917: 1.3170915309544245e-08
Position 305: 7.883065118237737e-09
Position 236: 7.0733429089622356e-09
Position 214: 6.0300232464710565e-09
Position 1333: 5.8992528707032214e-09
Position 913: 1.199642436861868e-09
Position 541: 8.879979408871594e-10
Position 308: 7.952956512930277e-10
Position 155: 7.057348612976939e-10
