Gene = ABTB1
Position 1906: 0.0011213302582910875
Position 4351: 0.0009574112553605332
Position 434: 0.0008808825210904513
Position 2617: 0.0008576405162656391
Position 6558: 0.000787401599705573
Position 7116: 0.0007468874766737714
Position 7257: 0.0007227104396851039
Position 7221: 0.0006789984866983007
Position 1542: 0.0006739348480845714
Position 7648: 0.0006642901616748927
Position 3676: 0.000591086724633685
Position 1719: 0.0004994751065271758
Position 4630: 0.0004753670561511394
Position 1518: 0.00047395620184270747
Position 3759: 0.0004714348553829308
Position 33: 0.0004684903394470433
Position 3226: 0.0004254509280729899
Position 5177: 0.00041115247938305503
Position 3748: 0.0003745801090860959
Position 457: 0.000286346624105133
Position 3699: 0.00028587398193501883
Position 662: 0.0002421589916155267
Position 3468: 0.00019669252021869404
Position 3196: 0.00016461270737977416
Position 55: 0.0001641066627468803
Position 1209: 0.00015950414921961842
Position 103: 0.00012982532454695398
Position 879: 0.00010106819432597716
Position 3412: 9.933427866845654e-05
Position 4133: 9.278281913778406e-05
Position 7486: 7.159754026253524e-05
Position 3393: 7.033730424761803e-05
Position 3507: 5.902796728330182e-05
Position 3634: 5.547186622497891e-05
Position 3628: 5.1747673272365306e-05
Position 4950: 4.816965978976636e-05
Position 4526: 4.3307659877246064e-05
Position 5106: 4.125483399095115e-05
Position 3466: 3.202360895281106e-05
Position 855: 3.0512089786728713e-05
Position 1937: 2.9160055698759206e-05
Position 3471: 2.671192787123141e-05
Position 4640: 1.913870181248277e-05
Position 4257: 1.7209147026308907e-05
Position 3474: 1.4867245368173435e-05
Position 1735: 1.333679101610651e-05
Position 5211: 8.446147439104276e-06
Position 4594: 7.97219535503054e-06
Position 4942: 6.997702091078158e-06
Position 4871: 6.3251038407335875e-06
Position 4324: 6.318534582601236e-06
Position 1605: 6.05664713887223e-06
Position 3301: 5.8479108176376524e-06
Position 156: 5.134602451700301e-06
Position 1548: 4.96266856304306e-06
Position 4516: 4.3456327208234664e-06
Position 4247: 2.5201896863577864e-06
Position 3545: 1.7089354425090768e-06
Position 252: 3.7253411026223547e-07
Position 58: 3.3774333021076087e-07
Position 3901: 3.0768683734460147e-07
Position 1253: 2.821619760167053e-07
Position 3804: 2.4827233264756566e-07
Position 674: 1.9391758362374704e-07
Position 574: 6.355495313348763e-08
Position 669: 3.3537855411740243e-09
Position 18: 3.8994382909096154e-10
Position 4832: 1.5732222499068767e-10
Position 16: 1.4456413088901855e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1604: 0.9737479143263992
Position 7328: 0.9615287605452348
Position 3595: 0.9478174796584445
Position 7044: 0.9467757392030344
Position 4524: 0.9349430553991931
Position 3029: 0.9324816707901953
Position 4026: 0.9225670810702388
Position 3331: 0.8984257885880897
Position 4227: 0.8066698929752135
Position 4755: 0.7939430414007489
Position 1404: 0.5522538966661368
Position 6302: 0.44303459788443506
Position 5068: 0.4117527170090852
Position 2699: 0.41035621123578647
Position 1450: 0.3280201462448627
Position 6438: 0.2274627179026935
Position 5278: 0.1982187834177159
Position 4284: 0.1690921648261872
Position 4735: 0.14641045732753669
Position 305: 0.1328887326041461
Position 1427: 0.10620987181202313
Position 2160: 0.09407469738942638
Position 5219: 0.08886568320534
Position 258: 0.07204820619270154
Position 2752: 0.0571684492132683
Position 3032: 0.0561068931462588
Position 7830: 0.05352150499310165
Position 3372: 0.04535259594606778
Position 7606: 0.03927913920889497
Position 1932: 0.023607066015987298
Position 3875: 0.023245565858030417
Position 3768: 0.02211017361175934
Position 3339: 0.019918043183867386
Position 3737: 0.01819675662456287
Position 4047: 0.017285520593043904
Position 6007: 0.01654414257994993
Position 7850: 0.016510472497243585
Position 6336: 0.01363720794580502
Position 6122: 0.013612632715407406
Position 4470: 0.013524380714258277
Position 5566: 0.010626040980068314
Position 2523: 0.010287589441238964
Position 4571: 0.008781844029266801
Position 6095: 0.00875306826319554
Position 360: 0.008444601796015899
Position 6968: 0.006955063473248179
Position 1212: 0.006906812129117073
Position 6459: 0.0068186474225556395
Position 2670: 0.006390035619266209
Position 313: 0.006191456963229605
Position 6535: 0.006012158488512588
Position 2177: 0.0059703343735632835
Position 7060: 0.005571348805622939
Position 6277: 0.005548486144095714
Position 6125: 0.004684794791647841
Position 4000: 0.00467503484342517
Position 5243: 0.004140651071953051
Position 2990: 0.004140011697843251
Position 814: 0.004135732080234378
Position 2549: 0.003970487056496841
Position 1795: 0.0038573374330669887
Position 373: 0.003734636207618408
Position 283: 0.0033266276791473403
Position 2654: 0.0030932757895317
Position 2352: 0.002863048634858681
Position 1091: 0.002795961202747056
Position 4256: 0.0026763125525054825
Position 2238: 0.0024628294567803012
Position 4447: 0.00231991125484789
Position 3421: 0.002282049839945643
Position 6632: 0.002100069031729091
Position 7920: 0.0018354435332263719
Position 4210: 0.0017526898978560846
Position 1023: 0.0016755873983539428
Position 2467: 0.0016287121892989039
Position 3986: 0.0016125218795870347
Position 1361: 0.0014075458978614142
Position 5537: 0.0013665039244221912
Position 993: 0.0013473529504904596
Position 1048: 0.0012837442925765455
Position 2422: 0.001242179389695243
Position 7881: 0.0012350041153812742
Position 3344: 0.0012075574164129646
Position 3628: 0.0011660981877623564
Position 4242: 0.0010871646227103248
Position 2408: 0.0010655282812781718
Position 6849: 0.001023648661614498
Position 7444: 0.0008402254755463128
Position 5480: 0.0007130841312351528
Position 447: 0.0006336869539803979
Position 7814: 0.0005832519281150444
Position 7394: 0.0005723249927476105
Position 3817: 0.0005303087018821181
Position 5608: 0.0005265370445189661
Position 2372: 0.00045433447588779513
Position 4238: 0.0004386527154948596
Position 3505: 0.00043424746978834404
Position 2000: 0.0004240294593010067
Position 3880: 0.0003908929626938813
Position 3355: 0.0003770427987775154
Position 2446: 0.0003732912358522264
Position 376: 0.0003418015826955667
Position 554: 0.00032720272468230604
Position 5094: 0.0002996718032420451
Position 1565: 0.00029686895631311495
Position 1110: 0.00029343370961648944
Position 5072: 0.00024794537338624034
Position 1746: 0.00023897923484310235
Position 476: 0.0002303161908886009
Position 3172: 0.00022819644961349363
Position 4271: 0.00022740270065334828
Position 5027: 0.0002016052286210567
Position 4829: 0.00020013173987784555
Position 3792: 0.00019541810966426375
Position 853: 0.0001953256848404752
Position 5346: 0.0001876510706198462
Position 1113: 0.00018737428244813638
Position 387: 0.0001760955039582028
Position 4992: 0.00016447007825562477
Position 7397: 0.00015899860679076088
Position 3481: 0.00014613719218130804
Position 1880: 0.00013629890446580236
Position 1227: 0.00013468307630278245
Position 890: 0.00012586693501886388
Position 7686: 0.0001215387356698106
Position 899: 0.00012139881445740066
Position 3383: 0.00012024662537133965
Position 3845: 0.00012005602513869437
Position 319: 0.00011322730505839318
Position 400: 9.689343148924063e-05
Position 5024: 9.576292243243337e-05
Position 939: 9.379410731232532e-05
Position 4999: 9.108560437882508e-05
Position 4689: 8.589450893511568e-05
Position 3141: 8.068015288193627e-05
Position 232: 7.688709671461204e-05
Position 1166: 7.328538623119246e-05
Position 2348: 7.126609371492084e-05
Position 234: 6.714739910442377e-05
Position 7901: 6.671036235988203e-05
Position 4720: 6.562014303442004e-05
Position 2294: 5.837861076063263e-05
Position 4594: 5.5152535995623126e-05
Position 5074: 5.4360519910829654e-05
Position 3659: 5.290034339727697e-05
Position 3696: 4.876160627097842e-05
Position 4797: 4.2237555181581706e-05
Position 503: 4.192439373787882e-05
Position 3269: 3.594426457406313e-05
Position 4301: 2.670667512654925e-05
Position 4793: 2.614094848695536e-05
Position 489: 2.5825393819967455e-05
Position 3278: 2.0841553777047892e-05
Position 4539: 2.0530832430607126e-05
Position 4607: 1.978623461348411e-05
Position 4656: 1.8705627396909085e-05
Position 4769: 1.7366016080926517e-05
Position 461: 1.4490292780487363e-05
Position 1466: 1.4398756317956517e-05
Position 4696: 1.1025394083890082e-05
Position 604: 7.483084074605552e-06
Position 1768: 7.272892728540998e-06
Position 5288: 6.9507287962810236e-06
Position 1236: 6.8351911740239886e-06
Position 1804: 6.1253229297661e-06
Position 905: 5.1803497621322405e-06
Position 4623: 5.1570710973022195e-06
Position 1887: 4.656490388931996e-06
Position 4817: 4.632825205835365e-06
Position 4681: 4.339805244960585e-06
Position 4801: 4.13013570596705e-06
Position 5172: 2.7542458893795764e-06
Position 1572: 2.702210804065871e-06
Position 4890: 2.2069519953722268e-06
Position 1632: 1.7226273163688852e-06
Position 3641: 1.059641602850419e-06
Position 4692: 5.953780100242415e-07
Position 582: 7.525108189668763e-08
Position 953: 6.623272624630853e-08
Position 406: 5.0424217712252054e-08
Position 392: 3.7492277912803515e-08
Position 3532: 3.1470111900980207e-08
Position 859: 2.878216327920545e-08
Position 423: 2.390972766832115e-08
Position 267: 1.827993030855612e-08
Position 409: 4.036531637334378e-09
Position 1635: 3.977713144526596e-09
Position 855: 3.3256018624536305e-09
Position 117: 2.7357698937965796e-09
Position 111: 8.098386210228348e-10
Position 156: 8.028881192770215e-10
Position 610: 3.886467735251356e-10
Position 96: 3.589004068440517e-10
Position 556: 2.9682337220211147e-10
Position 420: 1.5267126511474586e-11
Position 166: 9.843179402864005e-12
Position 121: 5.839682548384028e-13
Position 137: 4.654676531554979e-13
Position 176: 3.458580852501963e-13
Position 418: 3.011936564817229e-13
Position 146: 1.937409781969047e-13
