Gene = HSPB11
Position 2577: 4.276953811482017e-05
Position 1429: 4.2419854541217974e-05
Position 1477: 2.605560302798987e-05
Position 4474: 1.852549970128389e-05
Position 808: 1.6452017047949943e-05
Position 1367: 1.4611703832328705e-05
Position 231: 1.4266003512179783e-05
Position 279: 9.033570238866014e-06
Position 265: 7.660166494563485e-06
Position 2441: 5.690448960742844e-06
Position 724: 4.981694937472697e-06
Position 1530: 4.7821362355064535e-06
Position 1638: 4.768774409406991e-06
Position 1644: 4.620363326033916e-06
Position 888: 4.217187059834187e-06
Position 224: 4.0070469463415505e-06
Position 788: 3.014264783322675e-06
Position 159: 2.7073675685635054e-06
Position 822: 1.836667099568917e-06
Position 1238: 1.8187365016027148e-06
Position 1677: 1.6413318631566237e-06
Position 1843: 1.6279160557161359e-06
Position 1324: 1.5603696478027382e-06
Position 948: 1.4070922788960378e-06
Position 1385: 1.29827209968232e-06
Position 775: 1.2650542607732935e-06
Position 602: 1.2499780668856938e-06
Position 706: 1.0871136145238464e-06
Position 473: 9.455977513445194e-07
Position 1453: 6.985472845658062e-07
Position 597: 3.7671886634638133e-07
Position 467: 3.459564185317519e-07
Position 567: 3.4220310207982863e-07
Position 1503: 3.375657593815371e-07
Position 514: 5.820795100611485e-08
Position 608: 2.3437548804450446e-08
Position 579: 1.27287141117862e-08
Position 435: 1.1554243503438886e-08
Position 528: 7.008496724625105e-10
Position 491: 4.732496829018804e-10
