Gene = PPCS
Position 3184: 0.0027744845366371672
Position 2997: 0.0025593859174793854
Position 1367: 0.0020192415236770494
Position 1837: 0.0019944787199589337
Position 951: 0.0018672227070130655
Position 3736: 0.001827335479606389
Position 3567: 0.0016015352325495487
Position 3456: 0.0015332698600414674
Position 791: 0.001513591022645303
Position 1570: 0.0014571033959024228
Position 2389: 0.001450584690928997
Position 1003: 0.0014377907397676532
Position 2159: 0.0014297939013814037
Position 3838: 0.0014070614310362313
Position 607: 0.0012752720531444336
Position 2460: 0.0012686708060486644
Position 2101: 0.0012393491057241268
Position 1103: 0.001192981908797444
Position 2493: 0.0011448098073565897
Position 1573: 0.0009942055825619012
Position 2440: 0.0009077733109557252
Position 986: 0.0008996013738813372
Position 3158: 0.0008460996916392985
Position 813: 0.0008106023865717488
Position 2624: 0.0007092484815623437
Position 3593: 0.000706073789983627
Position 1683: 0.0006833820082250006
Position 3647: 0.0006586550549168567
Position 3590: 0.00063973879316813
Position 2566: 0.0005826377868985614
Position 1745: 0.0005717824301645657
Position 1322: 0.0005193015007757284
Position 1807: 0.000514587920748516
Position 567: 0.0004908187501421866
Position 726: 0.00048065103624821473
Position 1896: 0.0004741834338435974
Position 2865: 0.00041658768503464766
Position 1111: 0.00037313840256601787
Position 3275: 0.00034250041659054573
Position 396: 0.0003384918193405122
Position 3703: 0.00028957141655401786
Position 3670: 0.0002716291228794775
Position 3104: 0.00026997959094626214
Position 2178: 0.0002482321132457645
Position 2090: 0.0002448788258275993
Position 1066: 0.00022826603342705258
Position 430: 0.00017553912302999345
Position 2328: 0.00017134384206718322
Position 1637: 0.00011667516397074638
Position 1618: 0.00010965569150324179
Position 1162: 9.14448525180987e-05
Position 133: 5.587044037272046e-05
Position 1331: 5.245949273637125e-05
Position 1469: 5.233534001306424e-05
Position 445: 4.589633974183689e-05
Position 363: 2.543091920078381e-05
Position 414: 2.5094942184398596e-05
Position 448: 2.5088046584105257e-05
Position 356: 2.1048327370920963e-05
Position 188: 2.0832519094910424e-05
Position 1282: 1.7683580496207452e-05
Position 1533: 1.7022437231846412e-05
Position 1521: 1.5547316781533766e-05
Position 1266: 1.2807049951132406e-05
Position 92: 1.0569066000874118e-05
Position 191: 1.0347304695378821e-05
Position 907: 9.711463492300205e-06
Position 229: 9.25601224324712e-06
Position 105: 8.537876204697742e-06
Position 1597: 7.949853597095733e-06
Position 404: 7.054664528053908e-06
Position 1325: 6.370355168122324e-06
Position 1504: 5.00662653617674e-06
Position 514: 3.592346473588866e-06
Position 527: 3.3490951453688806e-06
Position 369: 3.1821999601882116e-06
Position 1438: 3.11582230859461e-06
Position 498: 2.7187499953599484e-06
Position 549: 2.7142734451841243e-06
Position 1250: 2.4769372942356034e-06
Position 157: 2.3823226037183627e-06
Position 144: 2.1623888770688774e-06
Position 372: 1.5511980524120032e-06
Position 1303: 1.5350214224613339e-06
Position 1497: 1.4086231728455762e-06
Position 407: 1.3166287608516962e-06
Position 554: 9.073886703775843e-07
Position 764: 8.618439263047895e-07
Position 417: 8.388863945258069e-07
Position 621: 7.840651416940909e-07
Position 450: 5.112219644399315e-07
Position 2629: 2.3123681769220704e-07
Position 219: 1.4564381028256784e-07
Position 626: 8.539798624521703e-08
Position 629: 4.943253472935465e-08
Position 632: 3.797240977033002e-08
Position 969: 3.7376260027561585e-08
Position 770: 2.7884813612400028e-08
Position 815: 8.75337109833935e-09
Position 988: 6.36108989662179e-09
Position 909: 5.518532776534503e-09
Position 918: 5.086763352949998e-09
