Gene = FH
Position 4166: 6.958573707893992e-06
Position 557: 6.276902286089937e-06
Position 2086: 5.987192796080742e-06
Position 5926: 5.977875711852959e-06
Position 954: 5.656706052748573e-06
Position 514: 5.54122326012805e-06
Position 409: 5.193116841948436e-06
Position 12590: 4.8757468978811285e-06
Position 405: 3.955704168453758e-06
Position 4248: 3.7183517012395086e-06
Position 1408: 3.568878476759212e-06
Position 724: 3.5384365517697984e-06
Position 1128: 3.517218574873397e-06
Position 1085: 2.9378479411139397e-06
Position 7621: 2.9032245195022763e-06
Position 13895: 2.6587275029021473e-06
Position 1035: 2.3371205004036297e-06
Position 3118: 1.9995889728577578e-06
Position 368: 1.677317944733707e-06
Position 713: 1.5719443011358446e-06
Position 891: 1.5518416150586532e-06
Position 14031: 1.4886271299087428e-06
Position 5748: 1.2393319648178358e-06
Position 2272: 7.751319508042451e-07
Position 2666: 7.692888138273563e-07
Position 7910: 6.928089243375643e-07
Position 905: 6.851345055594005e-07
Position 7867: 6.395967634300657e-07
Position 1113: 5.97220362161056e-07
Position 13984: 5.236864602895916e-07
Position 1049: 5.21973688701078e-07
Position 968: 4.912217807665138e-07
Position 362: 4.5933603771872207e-07
Position 258: 3.8768763898918975e-07
Position 1197: 3.489267997140563e-07
Position 1166: 2.6170414876803334e-07
Position 407: 1.9833874146547454e-07
Position 917: 1.938850028489244e-07
Position 13857: 1.7956680422591212e-07
Position 14003: 1.766684554522146e-07
Position 378: 1.5948948745950873e-07
Position 1242: 1.1840932756454886e-07
Position 7888: 1.1578846729293236e-07
Position 7885: 1.042081383011667e-07
Position 216: 6.598628879586859e-08
Position 7469: 5.780829990393864e-08
Position 376: 3.145244084965289e-08
Position 2971: 1.6953399674417735e-08
Position 2988: 1.6917204879958283e-08
Position 570: 1.3031348289943497e-08
Position 568: 1.0484104171399923e-08
Position 180: 9.408935959924632e-09
Position 710: 7.157262920790898e-09
Position 389: 4.763197943235744e-09
Position 912: 3.4624495237252944e-09
Position 6702: 2.6650905722427805e-09
Position 175: 1.713414899276247e-09
Position 105: 1.6600217912478827e-11
