Gene = NCMAP
Position 31240: 0.6429236188547649
Position 28741: 0.5134896859423588
Position 28769: 0.48651010542678497
Position 39312: 0.27751013443227074
Position 10469: 0.24361182626321032
Position 49494: 0.21641899612711626
Position 45192: 0.211609112322354
Position 50591: 0.1915486111214701
Position 52029: 0.16600430337602906
Position 50908: 0.1592621361906812
Position 9055: 0.157900745115048
Position 12530: 0.14990676946820408
Position 2763: 0.14241559443171048
Position 47377: 0.09052433010075846
Position 6251: 0.07395414002028299
Position 49267: 0.06902063886270145
Position 6679: 0.06579638252681791
Position 45240: 0.06405689744856496
Position 7541: 0.05577293209589187
Position 6832: 0.04856879256649484
Position 50540: 0.046495323578941684
Position 14569: 0.04110124810381347
Position 31082: 0.040644127817779895
Position 1049: 0.03634738768051068
Position 7567: 0.036210554842310706
Position 2691: 0.028464267648450357
Position 50614: 0.02825836339461754
Position 3211: 0.02699859978327384
Position 2613: 0.02674531451500953
Position 6567: 0.02165890052527297
Position 50904: 0.021545195237357276
Position 47591: 0.019615298092928682
Position 47304: 0.018935898825715496
Position 14477: 0.016747877969470245
Position 1811: 0.01583781276362798
Position 49569: 0.015356441050993581
Position 6187: 0.015037148054744322
Position 51435: 0.014153536293028884
Position 11044: 0.012515452220923528
Position 47107: 0.012215475399509148
Position 51100: 0.011925725764091417
Position 46223: 0.01183484500744451
Position 3214: 0.011337449405081353
Position 51216: 0.010708615604243799
Position 10492: 0.010650574226217539
Position 46196: 0.010308256951958486
Position 50144: 0.010219070123080242
Position 6498: 0.007773342269615202
Position 45225: 0.007589623691497957
Position 45505: 0.007165019999875035
Position 2725: 0.0069404657448332826
Position 2551: 0.006851675352516401
Position 3149: 0.006007219112929105
Position 50203: 0.005971408720050303
Position 1828: 0.005728174511561004
Position 2924: 0.005030624933175721
Position 50468: 0.004741235741000215
Position 49781: 0.0046547771164368425
Position 3044: 0.004545059545775133
Position 2946: 0.004363237645784794
Position 3000: 0.004135295599756776
Position 2740: 0.003976985240626483
Position 2647: 0.0036041120033465882
Position 47273: 0.0033416335866019225
Position 2495: 0.0032700684464091346
Position 2705: 0.002859277979770368
Position 6072: 0.0027129408502976258
Position 45078: 0.0025695237450812933
Position 47905: 0.002327108303700092
Position 3114: 0.002245450024921321
Position 45063: 0.0022017428028215874
Position 2627: 0.0021981234222738103
Position 3257: 0.002155761107788908
Position 6069: 0.0020997089226954127
Position 45401: 0.0018222764760561262
Position 48223: 0.0018145724391842436
Position 820: 0.0017697405436144932
Position 1517: 0.001389571777655506
Position 47778: 0.0013129297520277578
Position 3003: 0.0011076534722021896
Position 46542: 0.0011045454438095444
Position 1789: 0.0011036773063776682
Position 2963: 0.001099527836391193
Position 3244: 0.0008567353121410218
Position 999: 0.0008322726518121193
Position 46053: 0.0008149119974353723
Position 2422: 0.0007788817494414437
Position 5961: 0.000748410629034033
Position 945: 0.0007184197653416117
Position 45545: 0.0007118548431533398
Position 910: 0.0006254130303121866
Position 3177: 0.0006077301362662062
Position 1055: 0.0005544286977500453
Position 45129: 0.0005400561861015972
Position 45012: 0.0005079632612840443
Position 477: 0.0004808859343432748
Position 1844: 0.0004441472768634142
Position 996: 0.00038570056291045777
Position 872: 0.00027058366459993446
Position 5892: 0.0001733941536375261
Position 335: 0.00016971191148118826
Position 6016: 0.00016815352899191672
Position 6655: 0.00016280215158058479
Position 4829: 0.0001507142421367188
Position 1676: 7.205921685581077e-05
Position 1485: 6.738689763552135e-05
Position 479: 4.763289324881359e-05
Position 1951: 4.153779540541417e-05
Position 1013: 3.538315976799241e-05
Position 560: 3.3578968351393716e-05
Position 2227: 3.160605039339263e-05
Position 4951: 3.016607521854542e-05
Position 2208: 1.4850906003362936e-05
Position 1695: 1.1454149333456163e-05
Position 961: 9.20717225926023e-06
Position 29694: 9.174478198846246e-06
Position 2266: 8.519077645922202e-06
Position 33012: 7.2646410199282834e-06
Position 1375: 7.001649537750319e-06
Position 1877: 6.6802537101729635e-06
Position 1154: 5.965307431310603e-06
Position 31427: 5.7248342573609265e-06
Position 2883: 5.502507749659146e-06
Position 31857: 5.395667089740267e-06
Position 2587: 5.02218859052575e-06
Position 526: 4.7361045632691405e-06
Position 1533: 4.598475706325913e-06
Position 32491: 4.5921496829214305e-06
Position 492: 3.934236744875657e-06
Position 1067: 3.685749621467279e-06
Position 1378: 3.5968740345641865e-06
Position 594: 3.3520546695083462e-06
Position 505: 2.7354261887367334e-06
Position 1143: 2.3836558899002073e-06
Position 1794: 1.3727456862781285e-06
Position 30926: 5.203068530127711e-07
Position 30351: 4.905063604402217e-07
Position 958: 4.2941375214210527e-07
Position 597: 3.8195947091882963e-07
Position 30810: 1.9217918088811874e-07
Position 21634: 6.054495860298634e-09
Position 11845: 2.1476529033692417e-09
Position 11902: 4.5169338068986985e-10
Position 11969: 6.755269159503109e-11
Position 8915: 8.17216438391375e-12
Position 9514: 8.147713798297487e-12
Position 4203: 1.3030549732734538e-12
Position 4216: 1.2101822470760152e-12
Position 4097: 7.79768711715711e-13
Position 301: 1.1450105627915263e-13
Position 289: 1.0157957855897525e-13
Position 837: 4.554476242315393e-16
Position 1077: 1.4744890501322595e-16
Position 677: 1.3801061748106015e-16
Position 825: 8.819189672255566e-17
Position 791: 7.285943030190165e-17
Position 848: 5.956620096191332e-17
Position 764: 5.4065654451873937e-17
Position 786: 4.8374518900854836e-17
Position 720: 3.719034244382944e-17
