Gene = DLD
Position 26997: 0.33629474882618376
Position 29548: 0.31177242855926224
Position 10196: 0.28735831492054553
Position 28486: 0.28077229617273836
Position 27746: 0.27074586215089713
Position 28615: 0.2623283097629498
Position 11354: 0.256677631336397
Position 26325: 0.23369025170157698
Position 3935: 0.2208841632595604
Position 27505: 0.21102485357948325
Position 1282: 0.1909997824285435
Position 13913: 0.170066752859412
Position 14692: 0.1678004062285016
Position 27759: 0.16541060192151516
Position 26153: 0.1599440260887868
Position 9930: 0.15701871058539577
Position 13898: 0.13006633405663415
Position 29111: 0.12375607577023914
Position 10707: 0.1141510783384846
Position 14376: 0.11403682488744786
Position 28821: 0.10837272161014169
Position 27720: 0.08396236113894302
Position 29159: 0.08296586219281464
Position 13947: 0.08009446095883907
Position 29713: 0.07333272301264282
Position 2210: 0.07260407073634483
Position 776: 0.07204491938302673
Position 27485: 0.07087128245988697
Position 13987: 0.06874604430567786
Position 1035: 0.06565349153198222
Position 15115: 0.06526194248830142
Position 29080: 0.06455539288238063
Position 27000: 0.06362906153485663
Position 14011: 0.06031338132630844
Position 22559: 0.05691105576318723
Position 13954: 0.054876302572521136
Position 13892: 0.05305636017448778
Position 14203: 0.04673677910695578
Position 13185: 0.04558449287506006
Position 10593: 0.04494123214500919
Position 29497: 0.044710208520953025
Position 27583: 0.03989116583992039
Position 21862: 0.03687524816843747
Position 19581: 0.035729853647968636
Position 28597: 0.03485164372240838
Position 7122: 0.033566888100883575
Position 27552: 0.033554465159728306
Position 2265: 0.03063318983134953
Position 18332: 0.02687983020771953
Position 11300: 0.02391261133734352
Position 18755: 0.02348208532046063
Position 7331: 0.02188813541471748
Position 28879: 0.020304752048919888
Position 28663: 0.02012771155279398
Position 11059: 0.01967775180666088
Position 3984: 0.018197134963898565
Position 29785: 0.015895188336100815
Position 2462: 0.015816821209106217
Position 10596: 0.01565787481609141
Position 29410: 0.015471842687847421
Position 14177: 0.015416850228234216
Position 13692: 0.015059276179699174
Position 1414: 0.015056737515927126
Position 28955: 0.013009940739833241
Position 5428: 0.012459140156383936
Position 18714: 0.01237857390940178
Position 7161: 0.011973354771577452
Position 6292: 0.011828364066001691
Position 18428: 0.010889166374791327
Position 2057: 0.01053892772767743
Position 14661: 0.010456829223286503
Position 504: 0.009999395745380274
Position 13626: 0.009787327964596542
Position 28523: 0.009516035448493202
Position 27989: 0.009107783289754097
Position 27897: 0.00885817368920478
Position 5911: 0.008356043661197736
Position 27657: 0.00819459641421067
Position 2472: 0.007750698226452197
Position 18445: 0.006671241589929496
Position 29262: 0.006644704343635224
Position 29584: 0.006561628480473412
Position 27023: 0.00647841593177159
Position 12180: 0.005891656131113669
Position 6223: 0.005259899665988605
Position 818: 0.005177710192076322
Position 12671: 0.005129374827110736
Position 28572: 0.005019862357074664
Position 18786: 0.0048971027999569
Position 1093: 0.004785559711924151
Position 14243: 0.0046903079060775605
Position 27292: 0.004539616744037856
Position 27365: 0.004491265254347969
Position 29914: 0.004379720556417441
Position 8143: 0.004255247486471863
Position 201: 0.0042427312962018664
Position 27776: 0.004092042573077292
Position 13101: 0.003916322325670005
Position 14417: 0.003639230571758038
Position 11270: 0.0035541098429789364
Position 14082: 0.00349322903314845
Position 2417: 0.003470017642702672
Position 12641: 0.0033998087834727856
Position 11358: 0.0033951110740895953
Position 12738: 0.0033676326967187506
Position 507: 0.0033522756652530628
Position 28645: 0.0031260498624189584
Position 10549: 0.0031231716424320872
Position 15300: 0.0029282506554061433
Position 11234: 0.0028683935180676837
Position 900: 0.0027917554092347164
Position 2088: 0.002788462031911785
Position 4077: 0.002723231137734967
Position 26635: 0.002684909664407754
Position 12104: 0.002639108123186939
Position 3726: 0.0025512454781083547
Position 466: 0.0024588903374283444
Position 941: 0.002264257372124826
Position 28680: 0.0021698134488536075
Position 2233: 0.0021685091310948592
Position 2458: 0.002093585616499941
Position 18541: 0.002076103543717767
Position 19623: 0.0020565463196019424
Position 29870: 0.0019223250749408072
Position 1440: 0.0018637604933409708
Position 10785: 0.0017315753928248813
Position 1242: 0.0015649886617433277
Position 28620: 0.001551242692941695
Position 485: 0.0014838221209427628
Position 27346: 0.0013611759273860881
Position 12865: 0.001240264925438146
Position 11273: 0.0012389448912684215
Position 14299: 0.0012103969693371551
Position 16712: 0.0012095945211243674
Position 12314: 0.0012070694528300173
Position 27862: 0.001142107195707017
Position 29575: 0.0011282000214817203
Position 28675: 0.0011092306090128411
Position 2231: 0.0010823826511780926
Position 15151: 0.0010172150599911532
Position 28722: 0.0010079602579178934
Position 1387: 0.0009624465528089828
Position 14743: 0.0009192578032756412
Position 13854: 0.0009126362455988625
Position 12795: 0.0008892440891722891
Position 28906: 0.0008329893721580759
Position 11009: 0.0008214251254908792
Position 14150: 0.0007594170448425264
Position 591: 0.0007503495138257442
Position 11157: 0.0007227963999422074
Position 11328: 0.000720609130140733
Position 27233: 0.0006976371522334573
Position 2278: 0.0006644563280662137
Position 903: 0.000652770017932619
Position 28502: 0.0006334448629791581
Position 1037: 0.0006173794212896309
Position 2407: 0.0006121982040157588
Position 13250: 0.0005892268524261598
Position 13352: 0.0005842451939607666
Position 27521: 0.0005422559183138615
Position 828: 0.0004706726550837475
Position 28892: 0.0004577083505655529
Position 30123: 0.00045171336304465723
Position 3310: 0.00043436562139337033
Position 1344: 0.00042645675684737316
Position 29056: 0.00042466255285640136
Position 28359: 0.00042115874259135243
Position 1306: 0.00040738442271638897
Position 11755: 0.0004063221339825642
Position 1426: 0.0004012972802550366
Position 16674: 0.0003972899432926438
Position 837: 0.0003871637797241978
Position 12735: 0.0003558018748738114
Position 11219: 0.0003186289790103014
Position 27610: 0.0003158732881032501
Position 1190: 0.00030829210616724724
Position 10827: 0.00030352107010361384
Position 795: 0.0003017797978148021
Position 623: 0.0002930834090971697
Position 28843: 0.00029263971579506295
Position 11178: 0.00029125426473361753
Position 13332: 0.00028100973312759003
Position 14221: 0.00027598897104660317
Position 12761: 0.00027536292560953273
Position 28294: 0.00023380767284781722
Position 29134: 0.00021592696562449412
Position 530: 0.0001989702431712214
Position 18399: 0.00019240561743162605
Position 1205: 0.0001897523343925444
Position 1174: 0.00015976258817762705
Position 28233: 0.00013298463570681385
Position 27536: 0.00011980122467357224
Position 28852: 0.00011090836978338863
Position 1976: 0.00010946420101136244
Position 7097: 0.00010221290172314342
Position 3437: 0.00010133579661083507
Position 1081: 0.00010077594909336934
Position 28641: 9.17738428827474e-05
Position 28340: 8.966494708356588e-05
Position 28841: 8.478754063123001e-05
Position 12379: 8.365527289934892e-05
Position 667: 8.290813138731368e-05
Position 5579: 7.898358925630996e-05
Position 1347: 7.626848368674439e-05
Position 17827: 7.463638183007591e-05
Position 28297: 7.327116942203362e-05
Position 416: 7.278166604237308e-05
Position 13566: 6.73158258436366e-05
Position 3220: 6.711034232875569e-05
Position 3168: 5.462409877284551e-05
Position 3595: 4.742535416549269e-05
Position 13711: 3.8104321651310065e-05
Position 1478: 3.6804146683923324e-05
Position 28236: 3.633266970506293e-05
Position 28372: 3.503166962782198e-05
Position 13505: 3.480188410400753e-05
Position 3374: 3.370679237315626e-05
Position 10925: 2.9412030242386312e-05
Position 10972: 2.9233480842691035e-05
Position 13776: 2.9020037728702388e-05
Position 4229: 2.7934495073977423e-05
Position 2484: 2.7667790771029334e-05
Position 6273: 2.6254977777548065e-05
Position 5001: 2.4121311074948297e-05
Position 14468: 2.329987315749903e-05
Position 17956: 2.1838311039315912e-05
Position 2377: 1.852848325169551e-05
Position 1013: 1.835661007655345e-05
Position 4872: 1.556931520487361e-05
Position 5389: 1.4126480180354077e-05
Position 799: 1.0252449288936222e-05
Position 782: 1.0033974467461818e-05
Position 744: 9.012581962946627e-06
Position 16654: 8.15829069634416e-06
Position 28243: 6.4251158134858e-06
Position 13542: 6.313594846135126e-06
Position 238: 6.289278705935439e-06
Position 180: 4.917151622927564e-06
Position 12679: 4.457050084882889e-06
Position 28510: 4.354533907473799e-06
Position 12750: 3.110646718008514e-06
Position 642: 2.719226561233064e-06
Position 230: 2.2709945855787235e-06
Position 286: 2.2037805465223795e-06
Position 1813: 1.781522725879089e-06
Position 12720: 1.5722897342506046e-06
Position 28388: 1.4946834879531647e-06
Position 319: 1.1575582315783182e-06
Position 14314: 9.163915919384686e-07
Position 602: 5.135788857127974e-07
Position 737: 4.521312956771018e-07
Position 880: 3.151244144589241e-07
Position 728: 3.131298723712227e-07
Position 243: 2.9056155441615676e-07
Position 263: 2.7579187966885453e-07
Position 376: 2.4276286039996587e-07
Position 638: 2.397191010612162e-07
Position 210: 2.0553493275702782e-07
Position 354: 1.7872352535315244e-07
Position 205: 1.5595553710964586e-07
Position 719: 1.3594181986834286e-07
Position 250: 6.376790858510465e-08
Position 273: 6.057454019801044e-08
Position 98: 3.040383822207723e-08
Position 541: 2.1272434482551837e-08
Position 3653: 1.9343778329588444e-08
Position 2757: 1.6733855171698865e-08
Position 2588: 1.4349862951544888e-08
Position 2663: 1.0736769236412325e-08
Position 222: 9.380646477662556e-09
Position 3180: 5.953121840262554e-09
Position 334: 4.3781383152647114e-09
Position 324: 3.1571651190977308e-09
