Gene = ATOX1
Position 27082: 0.028381270521516212
Position 29533: 0.027022517572565543
Position 27472: 0.02656233770382402
Position 27757: 0.01998912120564285
Position 22322: 0.01946470155381332
Position 29450: 0.016106117842089384
Position 28083: 0.010891127893334315
Position 26968: 0.010431745680966324
Position 21282: 0.010369441647452442
Position 28503: 0.010268424483318817
Position 29599: 0.007933428396903398
Position 28398: 0.007193106229280184
Position 22220: 0.0065748127342566635
Position 21027: 0.006391439556011631
Position 28920: 0.006134837651356613
Position 22053: 0.005997730999723487
Position 22025: 0.004800073186176013
Position 24575: 0.003996859008393524
Position 28336: 0.0038633407158878384
Position 26606: 0.0034036866602646936
Position 20980: 0.003134391097929922
Position 22142: 0.002488907125223042
Position 25342: 0.0012376607112422416
Position 29675: 0.0011800332987185063
Position 6768: 0.0009430563704623234
Position 26491: 0.0007117816833963526
Position 27803: 0.0005217415777480903
Position 21278: 0.00010111736698121068
Position 22874: 9.261100842780298e-05
Position 6695: 6.576449917327433e-05
Position 21061: 1.8925031603075377e-05
Position 6556: 1.8377690573944326e-05
Position 21046: 1.5264144750576913e-05
Position 17064: 2.6834510647591102e-06
Position 15071: 1.5119163090888593e-06
Position 12480: 9.071030819557774e-07
Position 10597: 9.051701758135928e-07
Position 1377: 8.541908920823321e-07
Position 11888: 3.3627895237605764e-07
Position 3759: 2.271862921103346e-07
Position 6174: 1.9564176520728428e-07
Position 1976: 1.5249310494075685e-07
Position 2419: 1.0679808508469885e-07
Position 1759: 1.0511065148351332e-07
Position 10617: 1.0460841797393566e-07
Position 1653: 8.636808220694369e-08
Position 638: 7.422778061952185e-08
Position 5334: 4.621457651747701e-08
Position 5610: 4.216945536982787e-08
Position 3611: 4.0467606790566636e-08
Position 1218: 3.76689138796556e-08
Position 779: 3.6025230213906584e-08
Position 247: 3.4552603015790905e-08
Position 4236: 3.3009976241885863e-08
Position 677: 3.0493926883856836e-08
Position 6523: 2.6201160250454512e-08
Position 785: 2.6053673668239242e-08
Position 937: 2.4197354199510652e-08
Position 215: 2.3052514903795853e-08
Position 7124: 2.0453036528139035e-08
Position 1329: 1.9001380134140248e-08
Position 196: 1.7175465227470277e-08
Position 4212: 9.56766645417844e-09
Position 3755: 9.331065512203105e-09
Position 691: 8.142337087640741e-09
Position 3782: 6.862933695044698e-09
Position 1992: 5.219369908824307e-09
Position 1995: 3.83571534974326e-09
Position 2809: 3.640083627158618e-09
Position 1492: 3.3762887223150827e-09
Position 2304: 2.2150098669994832e-09
Position 261: 1.6421449309121764e-09
Position 755: 1.6288846628993083e-09
Position 4217: 1.5497405166199064e-09
Position 1623: 8.709341871542085e-10
Position 198: 8.176485562986331e-10
Position 2223: 7.930119822158041e-10
Position 718: 5.642435373805497e-10
Position 2189: 4.728138199374016e-10
Position 2158: 3.309290509090092e-10
Position 1052: 2.7530401204086886e-10
Position 865: 2.239985833801397e-10
Position 1430: 1.6090946391133835e-10
Position 991: 1.290014475906248e-10
Position 862: 1.262893379948465e-10
Position 2015: 1.1998904464667262e-10
Position 1706: 1.1920242151251514e-10
Position 955: 1.1114617506075984e-10
Position 920: 1.0970241335909762e-10
Position 2091: 6.75551885123552e-11
Position 980: 6.334658853912335e-11
Position 998: 4.91070384794217e-11
Position 439: 4.248998106255782e-11
Position 1391: 4.020083881974411e-11
Position 536: 3.406029422156912e-11
Position 1572: 1.616424587340476e-11
Position 457: 1.456719767167469e-11
Position 1130: 1.3065988315347956e-11
Position 1732: 1.2617307221669987e-11
Position 940: 1.1863654162377525e-11
Position 763: 4.861937956583367e-12
Position 1522: 2.5569125218731346e-12
Position 421: 5.716873656761385e-13
Position 543: 4.836425558951975e-13
Position 523: 9.587443247790811e-14
Position 797: 8.151669199991386e-14
Position 548: 8.092996794197988e-14
Position 817: 5.698655690223754e-14
Position 825: 4.317665099015318e-14
Position 296: 2.7642933578668133e-14
Position 411: 1.4855035078324094e-14
Position 514: 1.4017387313583481e-14
