Gene = ICE1
Position 540: 2.354292924336211e-11
Position 554: 9.53497700487502e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13723: 0.9999999999913216
Position 31857: 0.9967696949168977
Position 20473: 0.9227352417694201
Position 43676: 0.829826204854074
Position 18417: 0.8189723421731682
Position 25146: 0.7747699991146755
Position 46133: 0.7572913374770331
Position 50613: 0.7371428021784061
Position 21594: 0.6900234770968275
Position 32543: 0.6785887840146851
Position 8714: 0.4993328695772032
Position 34931: 0.4978434755703225
Position 34985: 0.4854043983185975
Position 25026: 0.4562117764913381
Position 5097: 0.3767044147892265
Position 19261: 0.30755079517297784
Position 3834: 0.23371905397258555
Position 46408: 0.218516539188423
Position 34587: 0.20885402068580455
Position 33606: 0.19465256679101273
Position 27936: 0.18563368310026504
Position 43639: 0.14755762459533997
Position 10206: 0.13716116618934698
Position 27771: 0.11906296530933186
Position 34637: 0.11216552153202945
Position 29133: 0.10743633398175781
Position 2088: 0.10687976020084629
Position 4734: 0.10605137682708642
Position 21464: 0.09587563861815988
Position 12346: 0.08847511071308262
Position 46761: 0.08551955003693293
Position 46697: 0.07469155691422363
Position 10189: 0.07113119759213252
Position 8904: 0.0687847841655816
Position 20392: 0.06503178499279925
Position 5566: 0.05817464278036027
Position 504: 0.04861385231741058
Position 32106: 0.0372222799949711
Position 9522: 0.03706478087275255
Position 24538: 0.029240269708745464
Position 9024: 0.028952017845190185
Position 29093: 0.027809991232331757
Position 46428: 0.02533994876260312
Position 7799: 0.023559606890797318
Position 8891: 0.022295481078191532
Position 33373: 0.019019356639802323
Position 1080: 0.01787573793841829
Position 4765: 0.016648368995759322
Position 1031: 0.016130812132943737
Position 22764: 0.015944110806975113
Position 44140: 0.012958451658915196
Position 32493: 0.012807753793609954
Position 9397: 0.011100585922052887
Position 44926: 0.010674116474385171
Position 4410: 0.009567197586217165
Position 2035: 0.00917315174801737
Position 2100: 0.009118839231203301
Position 33192: 0.008797177917215121
Position 37741: 0.007033561385434726
Position 32476: 0.005792451975868075
Position 9158: 0.005100472664901643
Position 44522: 0.00498883306243049
Position 22784: 0.00483407332577139
Position 1264: 0.004736655292187273
Position 4501: 0.004660874073773516
Position 430: 0.004208641164913755
Position 33431: 0.0029005784438874754
Position 36203: 0.002689559559277482
Position 35630: 0.0025642872904307256
Position 25896: 0.0025538209257916595
Position 1873: 0.002516774540338842
Position 1946: 0.002487901078688563
Position 45700: 0.0023147148752072806
Position 3884: 0.0022947141929517425
Position 1430: 0.0022745702804796916
Position 7017: 0.0018782068126938828
Position 2230: 0.0017732612672455037
Position 2004: 0.0016909822450899975
Position 5471: 0.001575926548308369
Position 2059: 0.0014499333340105666
Position 38400: 0.0014065782144683531
Position 2001: 0.0013916783768874582
Position 1406: 0.001242522410273929
Position 41785: 0.001220545121693364
Position 41747: 0.0011504504436873385
Position 1307: 0.0010978820473349941
Position 44060: 0.001065853293237213
Position 43939: 0.0010543694353277635
Position 4692: 0.0010073455047731245
Position 4844: 0.0009575007285253222
Position 1409: 0.0008570324495802216
Position 40589: 0.000817223404812849
Position 37041: 0.0007656513436128791
Position 1268: 0.0007087420213916572
Position 41561: 0.0006913163890451765
Position 1133: 0.0006486999804441978
Position 1707: 0.000608539447439894
Position 1125: 0.0005474711060314715
Position 41083: 0.0005138490542529353
Position 36713: 0.00046033382790115166
Position 2369: 0.0004310155167826962
Position 1412: 0.00041150895667828286
Position 34294: 0.0003060703104435576
Position 1163: 0.0002735259819107178
Position 403: 0.00026584444092724355
Position 2427: 0.00021236578650259456
Position 4886: 0.00020854917433072643
Position 33902: 0.00019851355384803738
Position 37710: 0.00019079653132721952
Position 32766: 0.0001854937518126501
Position 1381: 0.00016607341548615138
Position 33960: 0.00012585586602295674
Position 34271: 0.00011135925108305835
Position 1326: 8.956021185767586e-05
Position 1665: 8.38834210512717e-05
Position 36603: 7.888182558562191e-05
Position 22125: 7.375949078439599e-05
Position 2399: 5.6430608373695896e-05
Position 2344: 4.333947379894069e-05
Position 2317: 3.44648787106127e-05
Position 21808: 3.197210678011081e-05
Position 33099: 3.182945702376879e-05
Position 1805: 3.112435164691499e-05
Position 33925: 3.000017402537615e-05
Position 938: 2.178326400539479e-05
Position 516: 2.1421687145778625e-05
Position 33839: 1.769726693546633e-05
Position 35284: 1.538499903461221e-05
Position 154: 3.4464346027566047e-06
Position 472: 3.2342218509084222e-06
Position 2993: 3.1546445162902197e-06
Position 2803: 2.6134046045084985e-06
Position 726: 2.521980250337687e-06
Position 4004: 1.9857117211382247e-06
Position 1003: 1.6705249671995453e-06
Position 2860: 1.4481558319360167e-06
Position 2673: 1.00971635296257e-06
Position 614: 6.475777843155263e-07
Position 151: 5.943036007791246e-07
Position 188: 4.0487243512159824e-07
Position 628: 2.499016776302469e-07
Position 761: 2.4684563395074885e-07
Position 118: 2.401709289856082e-07
Position 918: 1.2613044946186136e-07
Position 880: 1.0211940893629693e-07
Position 305: 1.0078473911453393e-07
Position 789: 9.452520376332438e-08
Position 831: 7.79745655078711e-08
Position 368: 3.5625894848197714e-08
Position 722: 3.20229602132044e-08
Position 129: 2.970435575714324e-08
Position 619: 2.2023129505231505e-08
Position 284: 2.0486045004052507e-08
Position 1343: 1.7350963766831658e-08
Position 643: 1.697920759735389e-08
Position 661: 1.4919341195084736e-08
Position 302: 9.961999780507441e-09
Position 835: 8.705381467460187e-09
Position 14385: 7.70293857660073e-09
Position 14720: 1.972710357215859e-09
Position 1199: 5.341273482106566e-12
Position 1101: 5.320634193091556e-12
