Gene = AUNIP
Position 11474: 0.0014997753251932626
Position 3469: 0.0014786699733723718
Position 7720: 0.001380906550720724
Position 10162: 0.0012751167047033542
Position 8581: 0.0012202845046248678
Position 3534: 0.0011145334695793205
Position 7750: 0.0010375332495981258
Position 11848: 0.000931344816479969
Position 5229: 0.0008550080028654069
Position 5820: 0.0008364287331073183
Position 1248: 0.0007155030265356669
Position 4525: 0.0006716649605904473
Position 13459: 0.0006603698206310388
Position 12998: 0.000590708975581088
Position 7838: 0.0005804153953254249
Position 2286: 0.0005612208262763685
Position 4496: 0.0005602584937821457
Position 8939: 0.0005025770098850902
Position 3592: 0.00047410239136454543
Position 8453: 0.00033262926279141144
Position 1272: 0.00033097497858567576
Position 7859: 0.00029505584740699604
Position 9403: 0.00028742463522057904
Position 8346: 0.0002808035240523814
Position 2302: 0.0002492596807226773
Position 6709: 0.00024746464484851327
Position 3409: 0.00024694868720422623
Position 3750: 0.00024288914513880436
Position 270: 0.00023852450061011353
Position 8785: 0.00022209491499494184
Position 6270: 0.00019880985504420838
Position 3051: 0.00019397328579633333
Position 4477: 0.00017823673348843044
Position 2379: 0.0001747062241191881
Position 5842: 0.00016997532339228907
Position 8602: 0.00016903405941082666
Position 4889: 0.00015453275940708735
Position 8116: 0.0001398232358645743
Position 9388: 0.0001299947582596531
Position 2203: 0.00010727023533399947
Position 5447: 0.00010702659193735313
Position 4178: 0.00010691470157867099
Position 8496: 0.0001063053796756748
Position 2471: 0.00010618317635711371
Position 1106: 8.862793698609092e-05
Position 5365: 8.661279271491253e-05
Position 2321: 8.647827743087827e-05
Position 4853: 8.487965692321114e-05
Position 8293: 7.155556523938828e-05
Position 4732: 7.09799647982548e-05
Position 7907: 6.653619990484032e-05
Position 5589: 6.597985350612615e-05
Position 2497: 5.878452086526685e-05
Position 4606: 5.616928114660685e-05
Position 4953: 5.6157729597375026e-05
Position 4706: 5.5695515947577144e-05
Position 6033: 5.445808716853743e-05
Position 5116: 5.0623309437447785e-05
Position 1144: 4.431505668943161e-05
Position 3075: 4.422258089340393e-05
Position 5614: 4.218265092808725e-05
Position 7114: 3.7636336579911454e-05
Position 3111: 3.405281862924819e-05
Position 1795: 3.302358383858887e-05
Position 2929: 3.063381904454247e-05
Position 4826: 2.9785341391706825e-05
Position 812: 2.966578052953531e-05
Position 663: 2.8106301689147407e-05
Position 4324: 2.734562469637183e-05
Position 1196: 2.731917373293576e-05
Position 5663: 2.3258171276281982e-05
Position 2357: 2.2426171727281292e-05
Position 3125: 2.1819231255584674e-05
Position 3636: 2.0732351532379104e-05
Position 4882: 1.8799792130979687e-05
Position 5500: 1.7333387025962373e-05
Position 799: 1.697317572596598e-05
Position 1410: 1.629063566045274e-05
Position 595: 1.5245106955408914e-05
Position 980: 1.405754169618952e-05
Position 2745: 1.4033833594873097e-05
Position 3211: 1.3861550444009395e-05
Position 578: 1.3814563857797911e-05
Position 4768: 1.3232526634719579e-05
Position 572: 1.1219907779932764e-05
Position 1633: 9.974642924951961e-06
Position 1551: 9.75471261806455e-06
Position 296: 8.985780613355102e-06
Position 4132: 8.985533420612115e-06
Position 1019: 8.953902492739258e-06
Position 3214: 8.202115342133816e-06
Position 1346: 8.024330908482974e-06
Position 1413: 7.373628275313284e-06
Position 1254: 7.237271332779397e-06
Position 943: 6.54062957689025e-06
Position 2564: 6.477409185617567e-06
Position 689: 6.324858081658684e-06
Position 3681: 6.053585427353544e-06
Position 3240: 5.945953467351484e-06
Position 3622: 5.9113528475944575e-06
Position 776: 5.0612940309277585e-06
Position 436: 4.417463949713859e-06
Position 1914: 4.013153859020021e-06
Position 2903: 3.963570332110946e-06
Position 2019: 3.7251778835801153e-06
Position 2473: 3.5820004436326004e-06
Position 365: 3.4604390944005027e-06
Position 4522: 3.437721804202097e-06
Position 907: 3.308306588404208e-06
Position 458: 3.2031247407482886e-06
Position 1713: 2.934788296814542e-06
Position 378: 2.6818989567211483e-06
Position 449: 2.5209069211848513e-06
Position 1480: 2.425641349812587e-06
Position 217: 1.963802667269955e-06
Position 490: 1.5080560864478148e-06
Position 487: 1.4444100943214105e-06
Position 468: 1.4276608470976784e-06
Position 293: 1.416173177642329e-06
Position 1089: 9.00966592540535e-07
Position 779: 6.145668935554267e-07
Position 3471: 5.641236444006448e-07
Position 1038: 2.3215562917455473e-07
Position 1030: 1.5371454413252168e-07
Position 3892: 9.394223468859259e-08
Position 1742: 9.18911548401159e-08
Position 3996: 8.614894433626739e-08
Position 735: 6.369383219270701e-08
Position 461: 5.318780162095706e-08
Position 762: 5.096240645807965e-08
Position 3874: 3.9248133612495944e-08
Position 947: 3.908203177979262e-08
Position 899: 3.843154433742477e-08
Position 368: 3.793316650694601e-08
Position 2298: 3.678571868207236e-08
Position 399: 3.4416665769070704e-08
Position 1716: 3.060244086428974e-08
Position 1768: 2.4217238870759168e-08
Position 991: 2.3526265013057053e-08
Position 1809: 2.2204999333936836e-08
Position 998: 1.693085801697063e-08
Position 393: 7.985500421486896e-09
Position 2326: 7.896322190614313e-09
Position 660: 7.66347230234976e-09
Position 750: 7.422440944615583e-09
Position 879: 4.119298316089902e-09
Position 336: 3.4704684696627567e-09
Position 817: 3.2673371183229492e-09
Position 416: 3.1492131790095826e-09
Position 478: 2.566932110697842e-09
Position 622: 2.1625450883142406e-09
Position 242: 1.6468921055262513e-09
Position 227: 1.4826878266909515e-09
Position 492: 1.2500803251455172e-09
Position 422: 1.1918416404878465e-09
Position 232: 7.248052117273224e-10
