Gene = P3H2
Position 3876: 0.04622907928372608
Position 346: 0.04206947623962893
Position 18270: 0.040569857341217284
Position 24342: 0.03739001625176561
Position 1109: 0.036260876986816765
Position 18445: 0.02859959915668187
Position 16507: 0.022849023579661357
Position 13522: 0.01923506828058613
Position 18598: 0.017242789813623257
Position 23480: 0.012833114057731899
Position 804: 0.010978851788082075
Position 4149: 0.010371158644325395
Position 2577: 0.00974189986573111
Position 575: 0.009450433844818166
Position 3971: 0.008217412240691259
Position 768: 0.006947095006063386
Position 2436: 0.006906663384971204
Position 4312: 0.006353929097619861
Position 19195: 0.00601902098696751
Position 20722: 0.00598713728337291
Position 635: 0.004857013009719701
Position 22490: 0.004666168803885727
Position 19222: 0.003472249484602987
Position 21330: 0.003432189551527681
Position 367: 0.0029032172986389587
Position 323: 0.0028848286749235865
Position 1151: 0.0026672964413034005
Position 23502: 0.002325845259781711
Position 18721: 0.0021894228660458205
Position 283: 0.0019467870603110937
Position 18137: 0.00172248978719375
Position 190: 0.0014982618357287614
Position 19753: 0.0011984560504649903
Position 2563: 0.001190200555857554
Position 18291: 0.0011863333934320115
Position 16787: 0.0011211688756693587
Position 569: 0.001066388955609431
Position 817: 0.0008197218922600787
Position 19102: 0.000792181186283536
Position 17271: 0.000718901925807114
Position 16871: 0.0007006851876684241
Position 13289: 0.0006256303269982297
Position 20361: 0.0005550446037415655
Position 3180: 0.0005164364600533872
Position 17344: 0.00046248808085881253
Position 196: 0.0004349097029473653
Position 17543: 0.0004071977860424953
Position 17586: 0.00038067077273715004
Position 16714: 0.0003550299160137119
Position 662: 0.00034747088518121295
Position 500: 0.00032450572369908313
Position 640: 0.00032368429162970836
Position 19071: 0.0003126872011254162
Position 625: 0.0002994559309078419
Position 614: 0.00026834716535561993
Position 893: 0.000259676307729318
Position 1476: 0.00025071172672645026
Position 2769: 0.00021858060731250292
Position 1498: 0.00020715979679433472
Position 3553: 0.000196859916861684
Position 2973: 0.00019082823795470554
Position 889: 0.0001867934444931089
Position 1616: 0.00015815614519543319
Position 2870: 0.00011458507983665675
Position 1851: 0.0001065800222451145
Position 1137: 9.769628229861346e-05
Position 3701: 9.726543650530294e-05
Position 2178: 9.477483163994082e-05
Position 1495: 8.726938275309138e-05
Position 7643: 8.54379272686348e-05
Position 1386: 8.492275555978062e-05
Position 909: 8.169898009005193e-05
Position 2054: 7.109737872866528e-05
Position 302: 6.809920672100322e-05
Position 5644: 6.776830720933464e-05
Position 13307: 6.506871720166678e-05
Position 867: 5.4549556897633635e-05
Position 13845: 3.896273891615492e-05
Position 1321: 3.801408247019782e-05
Position 2000: 3.096691793300512e-05
Position 13333: 2.8190671707188894e-05
Position 2082: 2.4670350984285346e-05
Position 7302: 2.4165999984034705e-05
Position 8072: 2.123362279013462e-05
Position 9437: 2.0274729768857566e-05
Position 4890: 1.156860993242026e-05
Position 5341: 8.410331920457102e-06
Position 402: 6.98641007379838e-06
Position 372: 6.799929446964398e-06
Position 950: 6.785060623346739e-06
Position 911: 6.346866899841839e-06
Position 415: 4.786282051968302e-06
Position 296: 4.428048454626232e-06
Position 8199: 3.606799155436422e-06
Position 642: 3.5556707291276315e-06
Position 515: 2.6802938359978812e-06
Position 736: 1.8531898877578107e-06
Position 6127: 1.303734826637744e-06
Position 308: 1.2651717120706881e-06
Position 3041: 1.257067689577634e-06
Position 384: 5.163486460108632e-07
Position 707: 4.088028690344356e-07
Position 677: 2.223387674537649e-07
Position 3357: 1.7820227763905226e-07
Position 687: 1.7501223262013315e-07
Position 926: 7.852818922536287e-08
Position 2662: 7.312624494815584e-08
Position 2298: 5.985790558896398e-08
Position 2363: 5.218628175662011e-08
Position 206: 2.636046302973889e-08
Position 380: 2.6185702437480323e-08
Position 119: 2.582487395448714e-08
Position 1156: 1.20604721216557e-08
Position 155: 9.013367538883326e-09
Position 1214: 6.8981464739715075e-09
Position 144: 1.89958130762705e-09
Position 114: 1.6353755233794914e-09
Position 939: 5.206713194117669e-10
Position 165: 4.306961467950468e-10
Position 1417: 1.6200831846601477e-11
Position 1219: 5.29401567648374e-12
Position 126: 2.1302084453885674e-12
Position 986: 1.3895603768572786e-12
Position 976: 9.79790217722995e-13
Position 128: 2.0024267379452536e-13
