Gene = CMBL
Position 586: 1.5696208837484705e-06
Position 891: 4.248533216048694e-07
Position 894: 3.555078674168935e-07
Position 920: 2.2615632367856504e-07
Position 898: 7.517557999919193e-08
Position 674: 6.177862176636713e-08
Position 1805: 5.004424275514431e-08
Position 254: 1.429931480272795e-08
Position 969: 6.323685170814333e-09
Position 1208: 6.125258836407223e-09
Position 727: 1.9917061837080468e-10
Position 429: 8.190050336798158e-12
Position 377: 1.6229608443447712e-12
Position 439: 9.703368460128758e-13
