Gene = IQCB1
Position 1289: 2.327889441850149e-06
Position 9023: 2.3224022179583355e-06
Position 4185: 2.2015074603561053e-06
Position 10399: 1.7852833781195358e-06
Position 4250: 1.681379538309008e-06
Position 1182: 1.474566086404907e-06
Position 794: 1.4462646250493536e-06
Position 10107: 1.4220139661259891e-06
Position 3401: 1.4122920611736362e-06
Position 560: 1.3963856081192144e-06
Position 1147: 1.3923599680450885e-06
Position 1126: 1.2707026130262148e-06
Position 513: 1.201953297387887e-06
Position 621: 1.1959346328811922e-06
Position 528: 1.1410698144756591e-06
Position 1220: 1.1121134138645102e-06
Position 615: 1.1011027160844962e-06
Position 7535: 1.030562596088729e-06
Position 1641: 9.86995028464371e-07
Position 1490: 9.195411570855061e-07
Position 537: 7.252707174099691e-07
Position 168: 6.093913256940141e-07
Position 198: 5.287662597853151e-07
Position 1390: 5.075862645191282e-07
Position 6900: 4.6046921717801563e-07
Position 7479: 4.557079409321163e-07
Position 10371: 3.86881753054068e-07
Position 499: 2.3444199429300107e-07
Position 427: 1.9754048192383454e-07
Position 611: 1.926701936378522e-07
Position 329: 1.8904558666069808e-07
Position 176: 1.5148755010581953e-07
Position 338: 8.337294428221785e-08
Position 461: 7.240268859862828e-08
Position 202: 7.049954285858921e-08
Position 488: 6.440985898809605e-08
Position 387: 5.6502220025634674e-08
Position 410: 5.353639217777792e-08
Position 309: 5.2431018440197246e-08
Position 261: 4.6841230878184254e-08
Position 515: 4.488612110404828e-08
Position 509: 4.387629167557308e-08
Position 485: 4.203403754082126e-08
Position 990: 2.8514758672434138e-08
Position 184: 2.828155934206171e-08
Position 763: 2.7205649088977045e-08
Position 994: 2.4572067226513198e-08
Position 296: 2.3894443089934548e-08
Position 356: 2.383475727902958e-08
Position 551: 2.2860160066816684e-08
Position 657: 1.683705203319039e-08
Position 370: 1.5857887084597984e-08
Position 214: 1.362984494664187e-08
Position 171: 7.140209522077896e-09
Position 638: 4.516234003697293e-09
Position 156: 1.9614098654535025e-09
Position 706: 1.497310617060143e-09
Position 148: 1.2487042775019252e-09
Position 650: 4.523054618584756e-10
Position 524: 3.736209413521394e-10
Position 378: 3.091717591731396e-10
Position 506: 2.9361309730495136e-10
Position 10079: 9.388879940811486e-11
Position 346: 9.13230295938324e-11
Position 9211: 1.9087600973431725e-11
