Gene = RECK
Position 328: 0.0023390618489615655
Position 862: 0.002314918180920051
Position 1128: 0.002199270882086534
Position 2196: 0.0019106594410753725
Position 970: 0.0018063668861655802
Position 7627: 0.0016135016041604257
Position 1201: 0.0016046480338134117
Position 1328: 0.001295406263979384
Position 766: 0.0012688846968733252
Position 2962: 0.00120624471673407
Position 521: 0.001145759174109508
Position 393: 0.001035691451712495
Position 2823: 0.001018358480179964
Position 550: 0.0009610415342455532
Position 990: 0.000905548113881606
Position 1048: 0.0006294227971765056
Position 331: 0.0005327127639376047
Position 5191: 0.0005100692517649415
Position 1340: 0.0004973472778422917
Position 660: 0.0004099405704362556
Position 4820: 0.0003869925335244237
Position 3103: 0.0003700269237867193
Position 2478: 0.0003081275274757443
Position 416: 0.00030624393445569115
Position 302: 0.0002780826821207295
Position 680: 0.00027768566425029453
Position 486: 0.0002594440344166401
Position 445: 0.00025616034558748757
Position 239: 0.00020999415274022988
Position 593: 0.000137873384788805
Position 2902: 8.387703422795795e-05
Position 1231: 7.179685293783611e-05
Position 172: 4.7546628803197555e-05
Position 717: 3.49983446212066e-05
Position 1157: 2.5247434997084052e-05
Position 342: 2.1603091884499697e-05
Position 412: 2.087239300463654e-05
Position 1028: 1.9240049774931168e-05
Position 1008: 1.4708030798359425e-05
Position 695: 3.778571193336801e-06
Position 358: 3.119264793794535e-06
Position 431: 3.010450680441223e-06
Position 184: 2.8586025080157496e-06
Position 200: 2.1215941135679126e-06
Position 634: 9.818170661705238e-07
Position 249: 9.731883192338249e-07
Position 242: 5.238499212178642e-07
Position 2571: 4.532495734226523e-07
Position 251: 3.2197721481653323e-07
Position 196: 3.817081961732307e-08
Position 159: 1.064235089101524e-08
Position 205: 4.8946449181674855e-09
Position 532: 3.1049048076224857e-09
Position 641: 1.8494263534806072e-09
Position 78: 1.0524155266111956e-09
Position 360: 9.638549609641759e-10
Position 125: 9.518759739132668e-10
Position 114: 4.5730671959885686e-10
Position 89: 3.3999260229464553e-10
Position 133: 3.1977254677250675e-10
Position 130: 5.41995964576922e-11
Position 74: 3.9606642947412994e-11
Position 93: 8.751063747871862e-12
Position 128: 5.910562193940587e-12
Position 104: 3.670376418526543e-16
