Gene = FCER1G
Position 3412: 0.0011184677925574675
Position 2343: 0.0010060496083411934
Position 3043: 0.0009993907351494252
Position 1315: 0.0009452373091689167
Position 2366: 0.0008292052328986049
Position 1823: 0.0008267751481257883
Position 3272: 0.0007702883417904897
Position 3296: 0.0007425961660908207
Position 2780: 0.0006850717765372212
Position 283: 0.0005436758109895946
Position 1199: 0.000508669492350437
Position 2325: 0.00048791062192324493
Position 2122: 0.00046755136135612056
Position 2233: 0.0004634643475913567
Position 2708: 0.0004366075095017204
Position 3740: 0.0004075746603291748
Position 1478: 0.0003977633749147684
Position 1295: 0.00039412188157945255
Position 1538: 0.0003882545030571679
Position 3453: 0.0003625952819025498
Position 340: 0.00031455894695383115
Position 3367: 0.0003125845498230616
Position 2395: 0.00029851825796780966
Position 3597: 0.0002515096093143679
Position 1813: 0.00022697427561545257
Position 1309: 0.00018771315749420493
Position 1779: 0.00018419143381965313
Position 1675: 0.00017445299301943859
Position 3018: 0.0001721830676910645
Position 3525: 0.00012609305301692253
Position 1375: 0.00011226880566079885
Position 1866: 0.00011142289709455946
Position 3789: 0.00011034142946676024
Position 877: 8.391907461768335e-05
Position 3604: 8.169938851745371e-05
Position 859: 4.592083105932224e-05
Position 1541: 2.7776720439702673e-05
Position 316: 2.363231251145977e-05
Position 2376: 1.552003934011979e-05
Position 2036: 1.4657133907314965e-05
Position 1605: 1.4020026178731757e-05
Position 1341: 1.1043751661033123e-05
Position 414: 1.0458531895367954e-05
Position 1973: 9.873477826119058e-06
Position 1367: 9.832574113770972e-06
Position 1164: 8.239127223310048e-06
Position 1514: 7.447364730929688e-06
Position 1195: 7.244193215924827e-06
Position 1786: 7.0752364279412575e-06
Position 230: 6.6992928316712985e-06
Position 322: 6.276141430547993e-06
Position 1381: 3.6449412604143497e-06
Position 772: 3.4782449235993025e-06
Position 3067: 3.166251191569745e-06
Position 506: 2.5434631759847743e-06
Position 2950: 2.518654413780805e-06
Position 848: 2.1360266165945192e-06
Position 1393: 2.117942847839896e-06
Position 1330: 1.8674919298416545e-06
Position 397: 1.6374335921404657e-06
Position 618: 4.412006833946258e-08
Position 1132: 3.966038875941846e-08
Position 691: 3.538526768603687e-08
Position 950: 2.6088845027351365e-08
Position 912: 1.942531443911415e-08
Position 790: 1.8216505828068946e-08
Position 238: 1.5830789829386164e-08
Position 941: 6.6141249343462304e-09
Position 909: 6.385292878314715e-09
Position 614: 6.250897404421262e-09
Position 558: 6.0455887518869855e-09
Position 1967: 4.177629629215687e-09
Position 219: 2.123219606092812e-09
Position 352: 2.11901721991338e-09
Position 734: 8.323571677072191e-10
Position 664: 6.049963167482339e-10
