Gene = C8G
Position 1283: 3.454121301874493e-05
Position 781: 3.403129834410798e-05
Position 570: 2.9917732632374104e-05
Position 695: 2.9184830870353862e-05
Position 1622: 2.4349565406996e-05
Position 900: 2.1496467369754015e-05
Position 350: 2.079434423677583e-05
Position 1553: 1.7286755340812172e-05
Position 287: 1.4863847131784437e-05
Position 1110: 1.4323470361330876e-05
Position 1070: 1.4076279624965901e-05
Position 1259: 1.2937498559954725e-05
Position 481: 1.2703472047384153e-05
Position 1319: 1.0277665791680873e-05
Position 1000: 1.0223130809194348e-05
Position 494: 9.924586508734036e-06
Position 1564: 9.794022357936044e-06
Position 1330: 8.199139340388998e-06
Position 1449: 7.980259927190438e-06
Position 1119: 7.069723730006018e-06
Position 1262: 6.73460249929095e-06
Position 313: 6.470013045163115e-06
Position 1277: 5.7037767732686795e-06
Position 756: 5.348259488841092e-06
Position 1083: 4.8958569309708525e-06
Position 705: 4.5506905847789654e-06
Position 1546: 4.288479776075916e-06
Position 912: 4.268223809957969e-06
Position 290: 4.179912397661782e-06
Position 525: 3.951192705595949e-06
Position 318: 3.837223171950363e-06
Position 1087: 3.2072133476092846e-06
Position 282: 2.089355534847333e-06
Position 321: 2.040514267898342e-06
Position 946: 2.0268478677331086e-06
Position 1108: 1.8615505506613842e-06
Position 520: 1.050372716585764e-06
Position 959: 9.872681006875787e-07
Position 1247: 9.694956600312866e-07
Position 878: 8.086695452517288e-07
Position 514: 5.387175305260788e-07
Position 919: 4.0047591815370685e-07
Position 1335: 3.239875990803827e-07
Position 963: 2.2319349452352213e-07
Position 125: 1.574890577065734e-07
Position 160: 1.5057570497773314e-07
Position 296: 1.4986031162783523e-07
Position 743: 1.3552809786796808e-07
Position 280: 9.235866555604338e-08
Position 122: 8.17106340541297e-08
Position 924: 6.944718310634311e-08
Position 747: 6.566922419874777e-08
Position 266: 8.071486404833254e-09
Position 1466: 2.9384457753190516e-09
Position 263: 2.0907464241539292e-09
Position 131: 1.6920628503679081e-09
Position 170: 5.066549962012496e-10
Position 197: 3.198225911474692e-10
Position 194: 7.564434854916881e-11
Position 972: 5.627581933826436e-11
Position 176: 2.062607451068728e-11
Position 249: 5.804357814329455e-12
Position 326: 4.869706649895629e-12
Position 133: 1.0001409497779052e-12
Position 219: 3.7096711778409943e-14
Position 223: 1.9339271909807186e-14
Position 217: 1.6125018541035926e-14
Position 201: 1.6482187451799067e-16
Position 251: 7.517031677435246e-17
Position 204: 4.968060977790823e-17
Position 255: 3.065160687481799e-17
Position 227: 2.7809488318513233e-17
