Gene = GOLGB1
Position 32241: 0.009993619899667306
Position 24425: 0.0096343105421119
Position 30128: 0.009257650715176978
Position 5745: 0.00807292295245633
Position 33366: 0.007880287509791155
Position 33474: 0.007382306356954421
Position 9454: 0.005503634580014027
Position 4806: 0.00543037396593217
Position 7553: 0.0049401353282429675
Position 19036: 0.004624285905777489
Position 21893: 0.0044220583608448535
Position 332: 0.0043408828288053515
Position 33358: 0.0035876468093334023
Position 44560: 0.0035105524055167214
Position 30074: 0.003466276715443637
Position 24262: 0.0033258150336649317
Position 43986: 0.0032061149554240397
Position 32362: 0.002998609107376628
Position 50: 0.002535741091724993
Position 38074: 0.002115484732133461
Position 435: 0.002102236192882751
Position 3943: 0.0021000003711916576
Position 23399: 0.00194013735928667
Position 379: 0.0019306262355538763
Position 20924: 0.001832471026333904
Position 20573: 0.0016471236977549297
Position 32125: 0.0013189263619281105
Position 31166: 0.0011560675720483165
Position 31404: 0.0010722617601104988
Position 33535: 0.0010236950517178744
Position 32387: 0.0008774187284759863
Position 3930: 0.000781284708146604
Position 8275: 0.0006687501149428658
Position 31317: 0.0005743820138770125
Position 593: 0.0005243740563877292
Position 7218: 0.00041287457501041177
Position 128: 0.000373376516468007
Position 31516: 0.00035222223686971234
Position 24765: 0.0003325252558660511
Position 32140: 0.00029538699877600826
Position 35980: 0.0002635383884237667
Position 22993: 0.00022220797831488354
Position 490: 0.00021991133084169962
Position 2968: 0.00021866948869469238
Position 821: 0.00017082194256675705
Position 43: 0.00015216830282110757
Position 37567: 0.00013058092020541402
Position 1584: 0.0001275262229071692
Position 5394: 0.00010133069544469926
Position 37531: 0.00010040517502446432
Position 39409: 8.926746410171127e-05
Position 2014: 8.61663292525605e-05
Position 5411: 6.199858952843276e-05
Position 1121: 4.7967945217506374e-05
Position 22874: 2.226106365923461e-05
Position 172: 2.1716741366515477e-05
Position 31729: 3.3851859390976533e-06
Position 814: 1.393865645120995e-06
Position 306: 1.1224586431520592e-06
Position 45: 9.698326793706636e-07
Position 36: 3.4124519952865006e-07
Position 222: 1.9699839990678595e-07
Position 161: 1.570259762082759e-07
Position 16: 3.983113857661974e-08
Position 71: 3.692194968199234e-08
Position 8: 2.447720077570245e-08
Position 254: 1.8812178746772262e-08
Position 345: 5.754814738192945e-11
Position 444: 3.0301515194677206e-11
Position 439: 1.3043593732591496e-11
Position 480: 7.918046512220238e-12
Position 300: 3.1673070699446733e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 18781: 1.0000000000000042
Position 22713: 0.9986153093448438
Position 34778: 0.9962185074293132
Position 31253: 0.9655956203837224
Position 29986: 0.9547878804213474
Position 57173: 0.8711810072623042
Position 31618: 0.8685434376394173
Position 19737: 0.6985668443965342
Position 29815: 0.6928506940674337
Position 32615: 0.594193995186833
Position 9592: 0.5262615950963145
Position 20414: 0.5058651540433083
Position 41858: 0.46231396734471086
Position 24646: 0.43371081768578584
Position 10878: 0.41162305856274833
Position 20704: 0.3037640595384833
Position 30840: 0.2809112260499464
Position 25722: 0.21833371471974664
Position 25698: 0.20070879976798028
Position 1775: 0.19446144965643838
Position 23945: 0.1814412759897462
Position 23328: 0.1415567514327579
Position 32051: 0.12530007851556824
Position 4607: 0.12529555015757035
Position 31870: 0.11748508818797032
Position 11006: 0.11452234990425407
Position 13841: 0.11177254281066412
Position 33473: 0.10551679432021306
Position 32942: 0.09948939672937321
Position 11003: 0.09006179103427323
Position 8991: 0.07624258691411362
Position 254: 0.07480686729252901
Position 294: 0.05046347868443296
Position 21767: 0.050183698724271524
Position 45654: 0.04586872051723786
Position 24412: 0.03534394062942745
Position 20538: 0.033284615421497486
Position 50825: 0.02859103582502274
Position 29794: 0.026078565699241555
Position 30677: 0.025922756209417166
Position 31889: 0.025556044144771733
Position 9614: 0.025309850697009997
Position 33436: 0.0218806008495637
Position 32762: 0.02179134658402571
Position 30309: 0.021583751220226977
Position 27376: 0.02128781978458117
Position 32630: 0.020354582285165505
Position 23848: 0.019679756213685663
Position 35641: 0.019082422962386204
Position 32627: 0.01847702927341752
Position 30851: 0.017401710091051188
Position 21822: 0.016621624148238097
Position 1915: 0.0157045709936726
Position 24676: 0.015419499534582213
Position 24047: 0.015094503171989277
Position 33086: 0.01508999836985645
Position 35706: 0.014666771250750681
Position 21635: 0.014529263612862433
Position 30041: 0.014472392759357564
Position 43028: 0.01423139587024033
Position 30004: 0.013738341636585908
Position 30891: 0.013610989535419078
Position 35794: 0.013489823270952469
Position 32090: 0.01329906640091129
Position 32784: 0.012672459654458304
Position 44382: 0.012183692588955151
Position 43822: 0.011985493926092274
Position 31989: 0.010833980113744807
Position 23324: 0.010526075404705744
Position 33254: 0.009937677511367957
Position 29576: 0.009408672305475067
Position 40000: 0.008893157550112083
Position 19612: 0.007350351402710202
Position 5533: 0.006855566554386569
Position 31223: 0.0065389577431100125
Position 1880: 0.006498804243569523
Position 24299: 0.005676904910689158
Position 9314: 0.00550363458001403
Position 24179: 0.005174577625250069
Position 32008: 0.005166504094548503
Position 7411: 0.00494013532824297
Position 31653: 0.004867559423158491
Position 30784: 0.004838009513047127
Position 1929: 0.004800395764952328
Position 4567: 0.004560801069230287
Position 24580: 0.004327259061380895
Position 24430: 0.004083348684272855
Position 211: 0.003958873757886598
Position 32241: 0.0038760278358526156
Position 31337: 0.00362472805038015
Position 906: 0.003532112783261863
Position 30612: 0.003307068657602255
Position 35850: 0.0032843938454986165
Position 18983: 0.003192700744498588
Position 31006: 0.0029766825027340185
Position 3808: 0.0027890303895228216
Position 44956: 0.0026957584420113693
Position 25475: 0.002664661695511088
Position 32636: 0.002664338091365815
Position 31316: 0.0023837822800469345
Position 2002: 0.0023065667617741125
Position 32789: 0.0022040006578197212
Position 23748: 0.0021126580719488582
Position 4645: 0.002031678445436515
Position 30001: 0.0019671905909737866
Position 1895: 0.0018994739184424164
Position 30864: 0.0018830184452355554
Position 25620: 0.0018704988408660627
Position 34736: 0.0018461205418531582
Position 41129: 0.0017621670736004814
Position 34783: 0.0015612793850973941
Position 37930: 0.0015304228236460717
Position 31824: 0.0014848172647441487
Position 31277: 0.0014820291677580637
Position 23919: 0.0014000007676816975
Position 31022: 0.0013275692218844978
Position 38907: 0.001277824795956498
Position 5713: 0.0012173563980697603
Position 31430: 0.0012116561790725634
Position 31069: 0.0011942376830205246
Position 43366: 0.0011364071245702494
Position 565: 0.0011362349113438286
Position 1790: 0.0011200239916891513
Position 686: 0.0011178056701318865
Position 538: 0.0010814874896526072
Position 31624: 0.0010689538553213989
Position 30379: 0.0010064956718818577
Position 23793: 0.0008813441812584582
Position 23398: 0.0008728974055778903
Position 497: 0.0008685483257077529
Position 208: 0.0008086878831207383
Position 31273: 0.0007880385415382525
Position 736: 0.0007653084788460036
Position 300: 0.0007322260411114374
Position 358: 0.000723313984623737
Position 38482: 0.0007065405050124671
Position 8204: 0.0006687501149428658
Position 185: 0.0005956763972400053
Position 37521: 0.0005714082387570274
Position 37469: 0.0005648445240474573
Position 23486: 0.000563962051031554
Position 32132: 0.0005242727098870624
Position 7071: 0.0004128745750104115
Position 37948: 0.00037846106326506
Position 37951: 0.0003526422539947746
Position 23489: 0.00034547307080188075
Position 37743: 0.0003403605064297539
Position 35979: 0.0003065414162907265
Position 857: 0.00030373613816447057
Position 31066: 0.00029678763292042437
Position 40239: 0.0002917032209311515
Position 40121: 0.000283123010602533
Position 39350: 0.00024345569702604255
Position 41149: 0.00022625205864921366
Position 41552: 0.00019794925768034678
Position 40615: 0.0001830769333613238
Position 37762: 0.00017266126733694238
Position 879: 0.0001657164788586708
Position 25436: 0.00015974307481824923
Position 467: 0.00014986985001141627
Position 23348: 0.00014144703862672427
Position 853: 0.00012031916812923616
Position 23671: 0.00011504379874544763
Position 38566: 0.00011470308440854098
Position 2904: 0.000113082388785847
Position 36008: 0.000111865007118597
Position 22927: 0.00010866885151279781
Position 23723: 0.00010292828574245784
Position 5317: 0.00010087647231146693
Position 3833: 9.225468981544499e-05
Position 1427: 9.21125247969465e-05
Position 1580: 8.575403044434634e-05
Position 32682: 8.47961279395385e-05
Position 643: 7.763569750223664e-05
Position 2783: 6.640824161669291e-05
Position 39293: 6.611996609989305e-05
Position 35194: 6.47009485429864e-05
Position 39954: 6.26068721277182e-05
Position 5163: 6.245281266166518e-05
Position 434: 5.5583251613559624e-05
Position 600: 5.089888703365773e-05
Position 38147: 4.3621201536938445e-05
Position 187: 4.219872685799672e-05
Position 914: 3.8745371566327195e-05
Position 222: 3.807637479206516e-05
Position 34980: 3.759055604948945e-05
Position 36198: 3.681510144324135e-05
Position 37677: 3.634053821173786e-05
Position 592: 3.4685775404499755e-05
Position 35406: 3.41098834669951e-05
Position 31641: 3.0132406144113535e-05
Position 1034: 3.0014498925336027e-05
Position 31761: 2.9506547080045994e-05
Position 1583: 2.946077255754307e-05
Position 35146: 2.8932514190674502e-05
Position 570: 2.821423880706367e-05
Position 22486: 2.3338900031443016e-05
Position 31729: 2.331475745978194e-05
Position 2788: 2.2402413737861364e-05
Position 1827: 2.1942866483512004e-05
Position 35330: 1.894633457932393e-05
Position 1816: 1.815154353789343e-05
Position 2961: 1.6776444554291396e-05
Position 36077: 1.5877408715685825e-05
Position 1283: 1.5503301751924307e-05
Position 480: 1.5042528959549143e-05
Position 1932: 1.3071688785293035e-05
Position 614: 1.1058869495731635e-05
Position 37475: 9.565006713461161e-06
Position 996: 9.345549829269021e-06
Position 37404: 8.683864281239545e-06
Position 514: 8.388464309283927e-06
Position 908: 7.85977534243423e-06
Position 743: 7.445841671015394e-06
Position 607: 7.065013912747252e-06
Position 625: 6.214987931027365e-06
Position 31709: 6.124519562822617e-06
Position 31464: 6.123677893747838e-06
Position 309: 5.7996267372229215e-06
Position 36127: 5.045630161482757e-06
Position 1478: 4.705821173721213e-06
Position 698: 4.566998073187582e-06
Position 936: 4.233969042057907e-06
Position 821: 4.155056801323642e-06
Position 306: 3.854386588124552e-06
Position 992: 3.462841632108734e-06
Position 872: 3.066803121555961e-06
Position 780: 2.9295570738529947e-06
Position 427: 2.360632403583881e-06
Position 161: 1.9957159660585066e-06
Position 769: 1.9555125736626304e-06
Position 414: 1.7527600827758439e-06
Position 35730: 1.4949392401774127e-06
Position 31949: 4.92121124580835e-07
Position 35921: 2.0356170505937944e-07
