Gene = HMCES
Position 3924: 0.001957432640971691
Position 16960: 0.0018962623237334098
Position 1041: 0.0017228488441542484
Position 13353: 0.001652878993883836
Position 16948: 0.0016435729590776073
Position 12444: 0.0015819911691980174
Position 16796: 0.0015682860555903994
Position 363: 0.0015054857030013585
Position 14237: 0.0014947136576084247
Position 15816: 0.0013932183072665205
Position 3962: 0.0013862670869012892
Position 15797: 0.0013857218673752232
Position 15921: 0.0013550051953428689
Position 891: 0.001256843830214783
Position 14433: 0.0012548815907399288
Position 10430: 0.001225079916783125
Position 970: 0.001190564190802313
Position 941: 0.0011499408606444167
Position 2135: 0.001005691762944412
Position 15895: 0.0009861911875285402
Position 12114: 0.0008853347146270541
Position 1024: 0.00080261430702621
Position 3594: 0.0007547023830936328
Position 3604: 0.0006414329351526332
Position 625: 0.0005992364477916443
Position 12563: 0.0005585672135750052
Position 335: 0.0005495334411214977
Position 12769: 0.0005403682459228711
Position 4142: 0.0004968478687392714
Position 745: 0.0004823696951489537
Position 2537: 0.00045605473778898443
Position 10586: 0.000375056710171671
Position 2602: 0.00028431740940771777
Position 443: 0.000281803576762261
Position 6331: 0.00027914683832585223
Position 8047: 0.00026938261072215593
Position 10719: 0.00022325235015396906
Position 752: 0.00021135194127720752
Position 3819: 0.00019467326717273595
Position 6523: 0.0001766933263961748
Position 663: 0.00014056758530070317
Position 3879: 0.0001265959119461736
Position 11489: 0.00011185528533901378
Position 11099: 0.00010990877180600275
Position 10745: 9.349439613323577e-05
Position 1206: 6.949940454829155e-05
Position 371: 4.47098631621121e-05
Position 629: 4.148408805394166e-05
Position 594: 3.640809985606979e-05
Position 495: 2.7600968878801387e-05
Position 7251: 2.4904075615816923e-05
Position 8427: 2.446757713884877e-05
Position 3173: 2.14324209409385e-05
Position 4516: 2.0146828394694634e-05
Position 558: 1.9498861504223945e-05
Position 2031: 1.7241575083835895e-05
Position 7071: 1.6570476882405535e-05
Position 310: 1.5969889185600342e-05
Position 6218: 1.4713863708976969e-05
Position 5596: 1.3497296544680735e-05
Position 1851: 1.1980538386069547e-05
Position 1363: 1.1353295479737359e-05
Position 3369: 9.226928690048058e-06
Position 5304: 8.18838383881378e-06
Position 4536: 8.093520674457322e-06
Position 1911: 8.041652499825552e-06
Position 1710: 5.679204670887678e-06
Position 4512: 4.031460606121928e-06
Position 1366: 3.3456265021401636e-06
Position 1383: 2.693364507833617e-06
Position 1280: 2.6909995658983116e-06
Position 1962: 2.373170186212785e-06
Position 1926: 1.6463066160458277e-06
Position 1424: 1.5728889074572446e-06
Position 3662: 1.4892060825506033e-06
Position 1153: 1.342318462529374e-06
Position 1457: 1.2163730013172485e-06
Position 1639: 9.472570801993442e-07
Position 145: 3.2791145395529996e-07
Position 337: 1.844781856769146e-07
Position 639: 1.567957916266289e-07
Position 398: 1.4916204528981076e-07
Position 548: 1.2563059578889862e-07
Position 332: 1.2237672886521224e-07
Position 187: 1.1866328687107317e-07
Position 204: 1.1747967152045077e-07
Position 174: 1.08383656214984e-07
Position 457: 9.768486113098806e-08
Position 694: 7.155807878086008e-08
Position 793: 7.084471273716404e-08
Position 545: 6.79742878931033e-08
Position 685: 6.072148415327972e-08
Position 512: 5.772126750358532e-08
Position 271: 4.784200395596763e-08
Position 562: 4.629831381457558e-08
Position 535: 4.5011717698849336e-08
Position 227: 3.933503929669285e-08
Position 1046: 2.837973931917774e-08
Position 1026: 2.74539428420671e-08
Position 4244: 2.6418012929726606e-08
Position 677: 2.4830690984652557e-08
Position 832: 2.0480715602276218e-08
Position 185: 1.4791465458535331e-08
Position 147: 1.3099465686958278e-08
Position 939: 1.1207526124307721e-08
Position 990: 1.1089193227265656e-08
Position 155: 1.0819895226397097e-08
Position 877: 9.958470560865778e-09
Position 208: 9.4131349446089e-09
Position 811: 8.684644148708979e-09
Position 767: 6.609586673021557e-09
Position 818: 6.200452250129795e-09
Position 1003: 4.07365363122638e-09
Position 798: 3.791492012295602e-09
Position 157: 2.9249457736893172e-09
Position 125: 2.464919096365671e-09
Position 138: 2.443816503114671e-09
Position 264: 2.3052254582622118e-09
Position 1072: 1.828120388233406e-09
Position 233: 1.46708274361963e-09
Position 241: 1.3783941228725201e-09
Position 246: 7.214978262398788e-10
Position 1075: 6.897049027993576e-10
Position 164: 5.503051434360646e-10
Position 152: 5.250256839065874e-10
Position 841: 5.025558457829691e-10
Position 408: 4.732548855999124e-10
Position 129: 3.535106337736611e-10
Position 251: 3.435385644830094e-10
