Gene = IL17RC
Position 1470: 0.01730007643325283
Position 6719: 0.01601426677518557
Position 14687: 0.013813805469687458
Position 916: 0.013683417801205293
Position 2813: 0.013641723704242497
Position 6741: 0.011373316190276402
Position 5697: 0.009637423803375816
Position 8624: 0.009479033151751637
Position 766: 0.007557266515449448
Position 1688: 0.007523931532630667
Position 5529: 0.007026581219319211
Position 7040: 0.006806753288531515
Position 1866: 0.0065521481621573395
Position 9405: 0.006320357115763105
Position 15920: 0.006292472665711532
Position 6487: 0.006021632577852934
Position 671: 0.006020004944753816
Position 14163: 0.005870928879876784
Position 3438: 0.005764327483295351
Position 3053: 0.005560475620752454
Position 11417: 0.004584196340214644
Position 488: 0.0044375527939390985
Position 6871: 0.003893323338924879
Position 3240: 0.0028277557791907696
Position 435: 0.0018852969721173843
Position 12002: 0.0017861929105837148
Position 3125: 0.0017736682674411868
Position 5676: 0.0015843120870066075
Position 1683: 0.0015204432437336353
Position 5535: 0.0014115404436695273
Position 5639: 0.0014075984382424186
Position 3078: 0.001371685723451977
Position 13244: 0.0013648562532435522
Position 13639: 0.0013082282430250535
Position 453: 0.001263844840120366
Position 4832: 0.001167805846169591
Position 4299: 0.0011419362075499335
Position 6813: 0.0010583847105452937
Position 2746: 0.0010339517028583108
Position 3143: 0.0010281393909874362
Position 25: 0.0008901229475617177
Position 5895: 0.0008604011758048864
Position 3720: 0.0008439686174833738
Position 3658: 0.0008354282267411736
Position 2841: 0.0008184844229113517
Position 908: 0.000807001569540871
Position 8520: 0.0007936784177083649
Position 6957: 0.0005902522341518918
Position 641: 0.0005640698192964038
Position 574: 0.0005609368895340957
Position 936: 0.000510631312876259
Position 4807: 0.0005044275376036348
Position 12636: 0.0004921513776746512
Position 1029: 0.00047498373578462
Position 6241: 0.0004076263064547311
Position 540: 0.00039410018142910393
Position 11749: 0.0003849810960928795
Position 1505: 0.00037969655619541514
Position 5655: 0.0003634120177361804
Position 3630: 0.0003582365407791134
Position 7525: 0.00034210163317366935
Position 6116: 0.00032779902772263147
Position 3888: 0.0002758938978402996
Position 3521: 0.00025989297377488057
Position 546: 0.0002597628814780069
Position 508: 0.00024134994608196594
Position 1018: 0.0002154731828016034
Position 444: 0.0001962040589469998
Position 11544: 0.00019333331305988817
Position 151: 0.00017923932803761263
Position 6021: 0.00013770074319329048
Position 12845: 0.00013035382026218198
Position 3713: 0.00011792063790931547
Position 7559: 0.0001129219320224535
Position 740: 0.00010400433282264788
Position 11313: 8.854848118308484e-05
Position 362: 8.818790655314993e-05
Position 986: 7.886590442719939e-05
Position 1008: 4.288606537048894e-05
Position 269: 3.92036057134328e-05
Position 953: 3.803025132306069e-05
Position 761: 3.702500074875964e-05
Position 11393: 3.507474913203656e-05
Position 7249: 3.3016949256598385e-05
Position 11485: 3.190070617819594e-05
Position 153: 2.775024698206885e-05
Position 1293: 2.640589410264735e-05
Position 11353: 2.6171689615575223e-05
Position 1000: 1.9039831319694024e-05
Position 1268: 1.8916751799431272e-05
Position 36: 1.7593823352337073e-05
Position 197: 1.2221954317647692e-05
Position 290: 1.1992423637733192e-05
Position 3402: 1.0277531369795167e-05
Position 232: 9.579859646709964e-06
Position 3433: 9.434189764882417e-06
Position 951: 7.921588307196416e-06
Position 945: 7.804173340701014e-06
Position 3606: 6.002314927484144e-06
Position 58: 5.061634798645336e-06
Position 1496: 4.255235441702723e-06
Position 3914: 3.5615262128796436e-06
Position 1227: 3.0891695612162983e-06
Position 1476: 1.5418081155851982e-06
Position 11377: 1.364686999098848e-06
Position 224: 1.2311847125767341e-06
Position 327: 1.040863266350421e-06
Position 4224: 1.0076200044237918e-06
Position 4126: 8.885954257424894e-07
Position 266: 6.646447864323822e-07
Position 439: 3.730399592025305e-07
Position 3844: 3.5105240319760304e-07
Position 4221: 3.02622587097525e-07
Position 367: 3.0040584870721857e-07
Position 4035: 2.914254234936376e-07
Position 430: 2.1549207534479724e-07
Position 1491: 1.4154329514843688e-07
Position 16: 6.863227620671685e-08
Position 241: 7.372888953289508e-09
Position 401: 8.691778334655544e-10
Position 492: 6.869809325481001e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11206: 0.9941929911811169
Position 3392: 0.9810530451256779
Position 3792: 0.9431365774268525
Position 1401: 0.9164933317612787
Position 1236: 0.9096909596730912
Position 15509: 0.8825435559591136
Position 824: 0.8802190676907529
Position 13796: 0.84474515487011
Position 11067: 0.8230513156043373
Position 15854: 0.753577109344686
Position 6782: 0.7384421462687032
Position 15721: 0.7227069369628248
Position 3583: 0.6631189544019312
Position 614: 0.6624397325582341
Position 7133: 0.5835606008688715
Position 5446: 0.5280009999799424
Position 11481: 0.4764776673275058
Position 12929: 0.37088176169137627
Position 14057: 0.3584960984020617
Position 5421: 0.34953222213151797
Position 12724: 0.3469132796442964
Position 12753: 0.3379681783433744
Position 13301: 0.3311698889962382
Position 2716: 0.19938241560529346
Position 420: 0.18793177096550295
Position 9550: 0.18665856859492802
Position 3603: 0.18359605279199184
Position 12750: 0.18070966592437746
Position 13079: 0.1394936633399163
Position 11737: 0.06792064981002459
Position 16198: 0.05773102537559299
Position 898: 0.052315239622499905
Position 15893: 0.05175065497155924
Position 13442: 0.04599779042477902
Position 13229: 0.04370291279193571
Position 3628: 0.04259238679021112
Position 12635: 0.03886538579337129
Position 1436: 0.03352195439437138
Position 7400: 0.03351874904361158
Position 1412: 0.03147848078671698
Position 11484: 0.02713501517982694
Position 6341: 0.026292889837596915
Position 6599: 0.026020893695343533
Position 2951: 0.02150951404353895
Position 14060: 0.021091660922021235
Position 13270: 0.019121984520270727
Position 2720: 0.018308857460882837
Position 12950: 0.017845000210315654
Position 1146: 0.01694170851817582
Position 6960: 0.014468551410951233
Position 7193: 0.014387197915609272
Position 670: 0.013122162568181816
Position 7471: 0.013105535750331881
Position 5398: 0.011812186347410358
Position 456: 0.011490354546279264
Position 11715: 0.011446213134776367
Position 7748: 0.01132297630775782
Position 828: 0.010771873815608523
Position 8442: 0.010272711569460016
Position 6809: 0.010209640050946689
Position 7724: 0.008804650859962623
Position 1621: 0.008697118360895201
Position 16173: 0.0077396800764236275
Position 5296: 0.007086125008163624
Position 6204: 0.0069089386475055916
Position 16333: 0.006617554929224134
Position 2872: 0.006500067724424515
Position 9332: 0.006320357115763108
Position 13017: 0.005662627827660096
Position 11668: 0.005577997652710754
Position 1132: 0.005050295300477908
Position 6390: 0.004769683067072742
Position 11671: 0.004614281357879115
Position 902: 0.004439027556430675
Position 14593: 0.004167878557071937
Position 14590: 0.004113311318925908
Position 765: 0.004092748713755554
Position 13954: 0.003983838398604456
Position 11532: 0.0038417504734037
Position 3826: 0.0034912824703933402
Position 6142: 0.0034819738812333994
Position 3322: 0.0034796342274798185
Position 14433: 0.003467834156674072
Position 13553: 0.003331923150288749
Position 660: 0.003323262489154751
Position 12667: 0.0028262082558770706
Position 5395: 0.002575427967731871
Position 506: 0.0025396847509925654
Position 1585: 0.0025348595299024483
Position 3429: 0.002418072593073741
Position 1161: 0.0023857111231686884
Position 3334: 0.0021411541164206476
Position 11302: 0.0021275308101854273
Position 1101: 0.0021000029116098233
Position 6626: 0.0020360917466883963
Position 11620: 0.0020189836124494
Position 725: 0.0020156221932705384
Position 13459: 0.0019788650411325438
Position 1678: 0.0019614756542409477
Position 14453: 0.001826336791426202
Position 1650: 0.001776170944042816
Position 5326: 0.0017695363803701234
Position 12907: 0.0017383574435351945
Position 1715: 0.0017365768034735976
Position 4551: 0.0016722333837732267
Position 11223: 0.0016270502208423781
Position 11265: 0.0015962859941659106
Position 793: 0.0015885816374184181
Position 7167: 0.0015080267077916226
Position 3461: 0.0014083610468490983
Position 5829: 0.001325900946720808
Position 6381: 0.0012778786854431342
Position 11882: 0.0012627317704028901
Position 1098: 0.001230692926210585
Position 4108: 0.0010648343416681848
Position 6145: 0.0010297673044549055
Position 9546: 0.0009856697307151017
Position 1090: 0.0009527335497304026
Position 15864: 0.000920262321727632
Position 3368: 0.0008900764906838154
Position 1752: 0.000872203166293762
Position 3114: 0.0008527043912867358
Position 13038: 0.0007807870375104342
Position 14989: 0.0007635356308804278
Position 16313: 0.0005621239183113537
Position 1212: 0.0005481410932701473
Position 13056: 0.0005151017004079027
Position 3168: 0.0005123134613170018
Position 3630: 0.0004914948212225957
Position 12451: 0.0004799909616954544
Position 641: 0.00047921001025215995
Position 13574: 0.0004759357442529752
Position 2893: 0.00044184243780219447
Position 459: 0.0004176305680370097
Position 1113: 0.00039726748328672957
Position 16030: 0.00038974824639725284
Position 1164: 0.00038827200438689037
Position 1061: 0.00031971084981815385
Position 5491: 0.000295577541617065
Position 3674: 0.00027625429049832914
Position 14619: 0.0002704361925538334
Position 5357: 0.0002684493910471613
Position 5683: 0.00026623207172291096
Position 177: 0.00026541150771437213
Position 730: 0.0002501605365258059
Position 134: 0.00023991527538380644
Position 7500: 0.00022406998280914296
Position 12488: 0.00019441005519457504
Position 11635: 0.0001860856807460693
Position 11940: 0.0001799493230885936
Position 6853: 0.00017817517457477362
Position 5341: 0.00016886260446228284
Position 14964: 0.00016262119869041178
Position 2787: 0.00015448945535062955
Position 6534: 0.00015183817554181227
Position 1077: 0.000148217822555548
Position 11236: 0.00014552664512112226
Position 1118: 0.00013513251821680524
Position 12970: 0.00011471858810162321
Position 1596: 0.00011450258924139332
Position 6806: 0.0001033128963053245
Position 3634: 9.539888694471557e-05
Position 16239: 9.22280189139273e-05
Position 1058: 8.873997313013254e-05
Position 3803: 6.740829516620539e-05
Position 6944: 6.562698871735382e-05
Position 529: 6.434909787425336e-05
Position 3535: 6.218199413905848e-05
Position 214: 6.175804347682866e-05
Position 3216: 6.056546273861956e-05
Position 16399: 5.83870618632181e-05
Position 13611: 5.49523530462489e-05
Position 681: 5.473758023593312e-05
Position 1184: 5.3230840750120006e-05
Position 1104: 4.992810544642186e-05
Position 11899: 4.8131928921563616e-05
Position 3686: 4.728668447561162e-05
Position 925: 3.701846880754964e-05
Position 535: 2.8394607529906485e-05
Position 390: 2.6141128681425774e-05
Position 7145: 2.4671508447888875e-05
Position 699: 2.304351581738362e-05
Position 1627: 2.138866726955378e-05
Position 1248: 1.751002995165923e-05
Position 799: 1.6516431063546876e-05
Position 217: 1.642189290222481e-05
Position 1737: 1.5792800809888227e-05
Position 1067: 1.533999077618329e-05
Position 4080: 1.4098537141149132e-05
Position 1861: 1.3769884989162792e-05
Position 464: 1.099648532888635e-05
Position 182: 1.0708672782031803e-05
Position 13883: 1.0507418697550414e-05
Position 523: 8.61141491392094e-06
Position 12887: 7.360576113748133e-06
Position 922: 6.81296331847616e-06
Position 481: 6.175283051604884e-06
Position 1831: 6.076861599477548e-06
Position 301: 6.013870522892215e-06
Position 545: 5.0731724884893065e-06
Position 261: 3.963753793913505e-06
Position 1281: 3.292066644469014e-06
Position 6679: 3.2448727568321246e-06
Position 688: 3.1873944282672214e-06
Position 461: 2.793987679741922e-06
Position 552: 1.9086803526502713e-06
Position 100: 1.8157875854536147e-06
Position 379: 1.6864906767605296e-06
Position 474: 1.4857226318539924e-06
Position 11509: 1.3745178440984916e-06
Position 1419: 1.3389840227386185e-06
Position 285: 1.1930485488308713e-06
Position 556: 1.0445642617431333e-06
Position 563: 9.925454384732175e-07
Position 190: 8.880759584522084e-07
Position 283: 5.571302178902085e-07
Position 483: 5.192967273152448e-07
Position 1350: 4.868927104982696e-07
Position 1469: 4.48980326291611e-07
Position 327: 4.345234807105617e-07
Position 539: 4.179095244021479e-07
Position 558: 3.673152374059731e-07
Position 735: 3.2195609064279145e-07
Position 1496: 2.489634603616968e-07
Position 4035: 2.2489152311977926e-07
Position 570: 2.2025537837909278e-07
Position 11804: 2.0839744607193267e-07
Position 384: 2.034666772792937e-07
Position 685: 2.0287128723603597e-07
Position 266: 9.47824463704577e-08
Position 904: 8.881277298942336e-08
Position 4243: 7.189235680101874e-08
Position 107: 5.491721775130398e-08
Position 3723: 3.221624946092338e-08
Position 354: 2.6291360192188986e-08
Position 1000: 1.5322914375134997e-08
Position 118: 1.470806585492031e-08
Position 367: 1.47022521223056e-08
Position 349: 7.358545039311118e-09
Position 1636: 6.584852496904187e-09
Position 360: 4.388355066578762e-09
Position 109: 4.255211073372892e-09
Position 344: 1.3482512086878698e-09
Position 4125: 1.1616172734276693e-10
Position 3970: 8.843615403843828e-11
Position 79: 1.9503464120605716e-12
Position 3833: 4.77567905874914e-16
