Gene = TPK1
Position 883: 0.0001238620166989925
Position 726: 0.00012045208311417625
Position 1062: 0.00011462809683378921
Position 227: 5.93783484109097e-05
Position 687: 4.473976632073558e-05
Position 929: 4.0360060950225505e-05
Position 276: 3.49492040184331e-05
Position 62: 2.9041174564639343e-05
Position 735: 2.588561804718946e-05
Position 584: 3.347794137893003e-06
Position 654: 2.514098650023221e-06
Position 343: 2.7163842740278426e-07
Position 499: 2.4354139562004193e-07
Position 26: 1.419969522693485e-07
Position 66: 1.1552449432328883e-07
Position 386: 9.253545460892823e-08
Position 36: 4.3529288521897e-08
Position 85: 9.31469150460398e-09
Position 365: 2.8142894096369685e-09
Position 404: 4.0910684424840524e-10
Position 530: 2.1929258671795387e-11
Position 471: 4.980484076683709e-12
Position 269: 6.172579329531303e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1025: 0.3993018169884166
Position 11559: 0.24555677597432798
Position 14436: 0.20781050091131348
Position 14778: 0.1044632765804088
Position 973: 0.08379656278431087
Position 1446: 0.06385484267196669
Position 8036: 0.05604045307826421
Position 3318: 0.04902363589473109
Position 1818: 0.04634848068217096
Position 8220: 0.04322463845037939
Position 7767: 0.03910227947608659
Position 9647: 0.036688494131841574
Position 6663: 0.036617368226269
Position 8007: 0.033717340051770864
Position 3116: 0.025593424007240812
Position 6410: 0.024291311880401387
Position 8585: 0.024245070633570974
Position 8258: 0.021040471219564334
Position 10284: 0.018011703451530234
Position 9163: 0.017833826223914433
Position 149: 0.016196943004553557
Position 6304: 0.014708853133268158
Position 786: 0.011740383352270288
Position 7635: 0.011705177219825343
Position 9577: 0.010564497647504091
Position 519: 0.010528903918297448
Position 6232: 0.0094176426520962
Position 434: 0.009405221947081622
Position 1002: 0.008193216896192453
Position 6174: 0.007916541546324722
Position 4862: 0.0076631226469299945
Position 5403: 0.006337485417232507
Position 1660: 0.006220392623559626
Position 8609: 0.006204736515759352
Position 620: 0.006103108237941508
Position 211: 0.006070070305033906
Position 3491: 0.005975668323047793
Position 2146: 0.005381575288654659
Position 4204: 0.005311655748263222
Position 1340: 0.005019273391309007
Position 6073: 0.004358856829824153
Position 6985: 0.0039701965206394366
Position 4124: 0.003932375903894108
Position 2793: 0.003792568363267706
Position 7218: 0.003775312001865936
Position 6375: 0.003661974928387511
Position 4981: 0.003625770262083416
Position 543: 0.0033687199938481453
Position 6559: 0.002548815241913351
Position 261: 0.0023274972892196235
Position 3822: 0.0021444659787266153
Position 4383: 0.002134778759503165
Position 6338: 0.0020486067004749854
Position 2934: 0.002003340661606886
Position 4909: 0.0019391127919719555
Position 5945: 0.0017988335741134951
Position 5460: 0.0016687799839725085
Position 3589: 0.0016036448098467144
Position 4757: 0.0011994754052756893
Position 2738: 0.0011938499275462428
Position 1302: 0.001093552751884728
Position 954: 0.0010519205380757808
Position 2877: 0.0009961419389501454
Position 4822: 0.0009737531568685784
Position 4403: 0.0009242497659288908
Position 1207: 0.0008568387791175699
Position 1284: 0.0008458897025755343
Position 3790: 0.000780736512492064
Position 303: 0.0006704793032527463
Position 997: 0.0006485153212876734
Position 3634: 0.0006019742319012849
Position 3753: 0.0005283792275192084
Position 2004: 0.0005255328353159228
Position 2658: 0.000498120095345023
Position 1360: 0.00039822190006048223
Position 1376: 0.00039759209570528256
Position 2233: 0.00036785041534487164
Position 2200: 0.0003500401278319507
Position 2052: 0.000295293318058607
Position 283: 0.0002893330078169481
Position 1345: 0.00027894124469348173
Position 436: 0.00021816698483234949
Position 555: 0.00013076260841856806
Position 1189: 0.00012688106868716522
Position 477: 8.339438337134764e-05
Position 1027: 4.5507989325720796e-05
Position 1415: 3.163554377462818e-05
Position 635: 2.54977125803386e-05
Position 1797: 1.5745966491628417e-05
Position 1397: 1.315364483442821e-05
Position 1628: 1.1998536462127241e-05
Position 1078: 8.763629860200043e-06
Position 1451: 8.179955946266072e-06
Position 693: 5.069696261562842e-06
Position 181: 4.084352804678116e-06
Position 643: 3.3882893783644753e-06
Position 188: 1.797060674894599e-06
Position 594: 1.7564118932065944e-06
Position 1467: 3.804233800793351e-07
Position 308: 3.0206264045012383e-07
Position 576: 3.002537058944539e-07
Position 1082: 1.961598148715571e-07
Position 706: 1.6553817368097804e-07
Position 177: 9.008428293401916e-08
Position 179: 5.101904728653023e-08
Position 266: 2.3837880488340212e-08
Position 328: 2.3273833040929665e-08
Position 456: 1.8693459619169403e-08
Position 349: 5.78696793609574e-09
Position 343: 2.0004519272649713e-09
Position 404: 7.351404588068776e-10
Position 355: 1.239772327849501e-10
Position 124: 3.477123469236253e-12
Position 91: 4.912205156493374e-14
