Gene = RP11-544M22.13
Position 222: 1.4203236721871838e-06
Position 760: 1.3321045848662198e-06
Position 1044: 1.1458768291648509e-07
Position 169: 3.2563546315891105e-08
Position 152: 7.995567284656334e-09
Position 119: 4.909771549213479e-09
Position 298: 7.86352743558364e-10
Position 253: 1.4663542482399232e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 270: 0.7555937846981567
Position 1117: 0.7543860800075447
Position 788: 0.5477529320883899
Position 868: 0.33022574394180254
Position 309: 0.08641244206876045
Position 6025: 0.06691055135467444
Position 14767: 0.0447943844275366
Position 975: 0.039404132848431174
Position 9436: 0.03461358037391296
Position 13596: 0.02458596575195287
Position 1424: 0.023792431672706293
Position 13925: 0.02180887018248174
Position 249: 0.01709188533741256
Position 1561: 0.014680872426305018
Position 4923: 0.010002881842571535
Position 2904: 0.008893173247831882
Position 7852: 0.007836343265860416
Position 7033: 0.007827736082946167
Position 1886: 0.006726651246150341
Position 232: 0.006519965273703033
Position 4521: 0.006431165665948131
Position 2652: 0.00595633319759849
Position 6281: 0.005535200633893323
Position 1370: 0.005105999718573724
Position 804: 0.003529166217571936
Position 8890: 0.0032163214000320312
Position 3177: 0.003190019558310544
Position 1626: 0.0030014835301122303
Position 915: 0.0026292572455678944
Position 1403: 0.0019637651444416953
Position 936: 0.0019330971169026977
Position 9280: 0.0019094086132014148
Position 5285: 0.001831271044678717
Position 4011: 0.0018086323270571456
Position 9207: 0.001803610149161537
Position 7255: 0.0018011259436620296
Position 9247: 0.0016559636635165068
Position 540: 0.0015167358078963492
Position 5698: 0.0013716448740677036
Position 3529: 0.0013608882592391401
Position 894: 0.0013209072847409976
Position 2879: 0.001302668321106822
Position 4147: 0.001246227950324783
Position 4337: 0.0011874054482340069
Position 588: 0.0011581630779242099
Position 4500: 0.001069940790159517
Position 4370: 0.0009764429728942656
Position 689: 0.0008003381575048724
Position 1448: 0.0007281866685875071
Position 2772: 0.0007000445082374219
Position 1338: 0.0006859313863394196
Position 199: 0.0006463950143513936
Position 524: 0.000579278582256074
Position 3784: 0.0005450938700009792
Position 3065: 0.0005358762314559077
Position 810: 0.0004986560142220681
Position 5788: 0.0004856258808992939
Position 795: 0.00041786651004870057
Position 4660: 0.000339690339282985
Position 4711: 0.00031505141883255946
Position 824: 0.00028955290647155526
Position 1270: 0.000287056653650801
Position 2259: 0.0002655687272771292
Position 3972: 0.0002589305592186349
Position 2669: 0.0002022531080812539
Position 1816: 0.00018335708873294855
Position 3150: 0.00017911804128299794
Position 1651: 0.0001635634726637611
Position 1630: 0.00014976420845972877
Position 3732: 0.00014180659897932902
Position 3483: 0.00012805576719359112
Position 472: 0.0001273514466437508
Position 2267: 0.00011023099223780938
Position 3509: 0.00010619648316888848
Position 2760: 8.289131364561755e-05
Position 2048: 8.031358375814367e-05
Position 2707: 7.42266477371715e-05
Position 2231: 6.587664010396359e-05
Position 1882: 6.523118526186984e-05
Position 531: 4.9576965421978134e-05
Position 1091: 3.974186962028226e-05
Position 933: 2.7651832175709774e-05
Position 900: 2.6255461770242495e-05
Position 904: 2.4963710502559308e-05
Position 942: 2.1940680368002802e-05
Position 996: 2.064504931149509e-05
Position 984: 1.6636990173452167e-05
Position 544: 1.418529256148726e-05
Position 187: 1.2123508333943599e-05
Position 1382: 1.0309072177948682e-05
Position 882: 7.149825765510264e-06
Position 147: 6.244470206308806e-06
Position 753: 5.815141996612235e-06
Position 353: 5.759400711879631e-06
Position 1005: 4.378618446498575e-06
Position 876: 4.3751962205693665e-06
Position 694: 3.5643375584914184e-06
Position 520: 3.107556162252806e-06
Position 399: 3.088285643941526e-06
Position 360: 2.802372413766602e-06
Position 1451: 2.3886654241101075e-06
Position 715: 2.1758680458886458e-06
Position 1227: 2.1414716371197595e-06
Position 375: 1.9363655802621096e-06
Position 1656: 1.6837978783568431e-06
Position 1633: 1.6652383630904027e-06
Position 597: 1.31574173180025e-06
Position 350: 1.3110507965062903e-06
Position 594: 1.2898417341508012e-06
Position 160: 8.912961576673164e-07
Position 204: 8.626062368063865e-07
Position 662: 5.503106018291417e-07
Position 601: 2.776889149326298e-07
Position 129: 1.54999273803742e-07
Position 142: 4.8946380219784756e-08
Position 116: 7.1185229244491544e-09
Position 125: 1.0421605010427852e-09
Position 431: 2.2118382741117533e-11
Position 487: 5.953308274185161e-12
Position 419: 5.311936243039197e-12
Position 442: 2.182587620877901e-12
Position 433: 4.0560752992577443e-13
Position 406: 5.2394132143713745e-14
