Gene = ZBED8
Position 178: 1.3174346364880394e-06
Position 689: 1.2649990512277219e-06
Position 397: 1.0369635624806759e-06
Position 767: 5.909595616223385e-07
Position 144: 5.904292729013843e-07
Position 571: 4.178629237073594e-07
Position 235: 2.7761918773095733e-07
Position 1141: 2.4627145347204296e-07
Position 107: 2.259691705220408e-07
Position 238: 1.5584745444989378e-07
Position 275: 8.042922860780611e-08
Position 402: 4.774101007545e-09
Position 300: 2.206298210457965e-09
Position 289: 2.176080954529033e-09
Position 214: 1.0415630715125147e-09
Position 118: 3.5756183168742647e-10
Position 196: 1.6976766110486158e-13
Position 203: 9.519475310129915e-14
Position 201: 9.113516483268206e-14
Position 404: 2.928205600860854e-14
