Gene = CAMLG
Position 10558: 0.003958381209222275
Position 2846: 0.0034838011245043677
Position 3208: 0.0034221748143292417
Position 2114: 0.003258906444512774
Position 8721: 0.003117849617135675
Position 3183: 0.002994697131382877
Position 553: 0.002885703587427211
Position 3299: 0.0028536663666553675
Position 3102: 0.0027465946547616036
Position 8001: 0.002563003739078783
Position 4569: 0.0024470307738766466
Position 4263: 0.0022757222213133405
Position 9544: 0.002259232417299567
Position 1186: 0.0021717434186615714
Position 8157: 0.002157600782282881
Position 650: 0.0020590321898845557
Position 2862: 0.002009207396743373
Position 6294: 0.0019079820615837656
Position 8695: 0.0016301818845316863
Position 604: 0.0015949054364804529
Position 3661: 0.0015314705433657194
Position 3630: 0.0015157487436577978
Position 784: 0.0014803154357003522
Position 2567: 0.001475408053457565
Position 6389: 0.0013380803981006325
Position 672: 0.0012946868428114673
Position 2041: 0.0011897664459117132
Position 1377: 0.0010852866345333891
Position 1414: 0.001047584598374402
Position 5259: 0.0010356659328032965
Position 1193: 0.0010352503520229047
Position 803: 0.0009978252856394632
Position 6688: 0.0009594078190241759
Position 6340: 0.0009371961666498594
Position 839: 0.000930204602578733
Position 1595: 0.0009276551407186678
Position 7389: 0.0009063029769562632
Position 2619: 0.0008681453896616947
Position 6215: 0.0008335337943727534
Position 442: 0.0007840106543168553
Position 2824: 0.0006600596554906925
Position 2810: 0.0006138042693961454
Position 6428: 0.0005621785219168058
Position 758: 0.0005599433911860133
Position 5551: 0.0005447798034712081
Position 2851: 0.000538887434141255
Position 1987: 0.0004912854096912571
Position 3000: 0.0004855813367164815
Position 4886: 0.00041891782334817776
Position 2788: 0.0004122914101911168
Position 5656: 0.0003769332217762168
Position 3131: 0.0003624062432664942
Position 1219: 0.00034885470958097954
Position 707: 0.00031899081670742414
Position 2457: 0.0003112881913223594
Position 3967: 0.00028537007506317677
Position 2760: 0.00027673580851113425
Position 1125: 0.000273594172291654
Position 6275: 0.00025469596471994134
Position 392: 0.00023630552381870472
Position 2590: 0.0002316681019612032
Position 1395: 0.00022564354555881582
Position 2755: 0.00022369186131564935
Position 5722: 0.00021929229020592721
Position 1958: 0.00021816492497545476
Position 2137: 0.00021140419889127408
Position 2509: 0.0002091789446906487
Position 5909: 0.0002075341196307428
Position 2996: 0.0001887576269250832
Position 624: 0.0001312849010908442
Position 3105: 0.0001301269296317615
Position 3552: 0.00011509646560420472
Position 4420: 0.00011479628531311351
Position 907: 0.00011302765123727305
Position 2360: 0.00011056413447242416
Position 2384: 9.430583195076478e-05
Position 4097: 8.944221842195617e-05
Position 2430: 6.693472161661231e-05
Position 1852: 6.369464238335993e-05
Position 2020: 4.648278990843908e-05
Position 2290: 4.546520000680922e-05
Position 3151: 4.522700875585243e-05
Position 1817: 4.3047363656237464e-05
Position 2120: 3.9688081900684284e-05
Position 2293: 3.6197027735912795e-05
Position 1895: 2.847792895355357e-05
Position 1139: 2.195526098808229e-05
Position 473: 2.1260215074867837e-05
Position 1304: 1.9229076680456782e-05
Position 872: 1.8667640862568653e-05
Position 2319: 1.8123432212815006e-05
Position 957: 1.692935513872542e-05
Position 1113: 6.91213682747676e-06
Position 1419: 5.475297610088301e-06
Position 1106: 5.180570949710371e-06
Position 998: 5.024654777021408e-06
Position 1476: 4.196173394271369e-06
Position 2539: 3.732973887162252e-06
Position 2520: 2.7689924430911597e-06
Position 1201: 6.562041097441233e-07
Position 566: 3.9042613356322856e-07
Position 1095: 3.650402433542697e-07
Position 1085: 3.480450355199985e-07
Position 985: 3.2887028970388475e-07
Position 1267: 3.1873538855537574e-07
Position 245: 2.8454757791485185e-07
Position 509: 2.0680264135804106e-07
Position 915: 2.0367277972955262e-07
Position 1647: 1.5196267830013124e-07
Position 1567: 1.39150045025356e-07
Position 1445: 1.212806525695998e-07
Position 274: 1.1424819763012307e-07
Position 1068: 1.1065185214115295e-07
Position 680: 9.164377892500826e-08
Position 909: 3.7245945867166305e-08
Position 1661: 3.387400757645229e-08
Position 197: 2.1243051895383987e-08
Position 1003: 2.072405806850239e-08
Position 877: 1.6660789436497225e-08
Position 654: 1.5262676713089617e-08
Position 533: 7.366696199390769e-09
Position 343: 1.7352917781492551e-09
Position 315: 5.099256477451492e-10
Position 104: 4.0124136439188705e-11
Position 209: 1.0633335891253814e-11
Position 224: 1.057040749249478e-11
Position 180: 1.0263201895147874e-11
Position 171: 1.5119754995378654e-12
Position 283: 1.2371431537562754e-13
Position 220: 4.971936866980478e-14
Position 157: 3.765443520524978e-14
Position 296: 1.8990160318443526e-14
Position 118: 1.5264225527803014e-14
Position 125: 6.5610016200465195e-15
Position 155: 5.017068303716938e-15
Position 298: 7.180302575764829e-16
