Gene = RABL3
Position 1238: 1.4711987736539817e-06
Position 3103: 1.3347297085458925e-06
Position 1300: 1.2050113412248833e-06
Position 1029: 1.1347477656539715e-06
Position 203: 9.928035803189608e-07
Position 1151: 9.580918468842906e-07
Position 835: 8.469352193579659e-07
Position 1370: 7.151487312035437e-07
Position 1904: 5.921000257832339e-07
Position 1638: 5.31720407356885e-07
Position 704: 4.6923654296237796e-07
Position 2498: 4.3678717831980006e-07
Position 1554: 3.7553193180482873e-07
Position 2105: 2.5850213417080886e-07
Position 679: 1.9617897116752424e-07
Position 451: 9.776692816444096e-11
Position 324: 7.134467637462271e-11
Position 768: 5.474808619131333e-11
Position 580: 5.4412828067785913e-11
Position 427: 2.9071526453617972e-11
