Gene = SNTN
Position 1130: 1.7193400210019518e-06
Position 558: 4.494353747559092e-07
Position 24: 2.8738145252243224e-07
Position 159: 1.6982890143110683e-07
Position 995: 1.5446083370077034e-07
Position 230: 1.1340161736693067e-07
Position 193: 8.638268841844756e-08
Position 479: 8.061079989616876e-08
Position 926: 3.926857516619323e-08
Position 867: 2.9202184082865668e-08
Position 458: 5.3007531839370646e-09
Position 398: 2.4076285460720454e-09
Position 912: 9.761547873881826e-10
Position 702: 9.273760363767412e-10
Position 199: 4.3427486657645495e-11
Position 134: 1.3488511083234613e-11
Position 488: 1.152297592654671e-11
Position 440: 5.666066274331856e-12
Position 147: 4.172487905148516e-12
Position 568: 8.453094016311001e-13
Position 470: 3.21437366622084e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2093: 0.7660605385013949
Position 11268: 0.5717709848869834
Position 7056: 0.45691003446166684
Position 7114: 0.37581911843954513
Position 6198: 0.3327711285328948
Position 3404: 0.28839491372269577
Position 6457: 0.1429853236330801
Position 2034: 0.12418291266098101
Position 11641: 0.12416851701024839
Position 5463: 0.10182847119104287
Position 733: 0.09954074758821811
Position 5358: 0.07856501697424578
Position 6648: 0.07437253842684663
Position 6933: 0.05059960344806567
Position 3142: 0.05001055076715476
Position 3090: 0.04744548467384257
Position 11028: 0.04479972709755321
Position 1239: 0.03868468753716686
Position 11538: 0.03459193178756706
Position 3484: 0.02914675903481345
Position 10371: 0.027837769797128487
Position 6460: 0.02422401324308271
Position 11563: 0.020566766737413433
Position 10018: 0.019207333632818333
Position 6215: 0.014209621505625372
Position 1484: 0.012404799744680403
Position 2385: 0.0099026739962482
Position 2406: 0.009850299880418056
Position 6898: 0.008933562172737749
Position 1652: 0.007461526829972402
Position 1149: 0.007365780917081118
Position 6579: 0.007153103689947368
Position 2062: 0.0069698848407655015
Position 3106: 0.006459972218672806
Position 2331: 0.0063494280394380325
Position 9850: 0.006291161120441511
Position 1697: 0.006214528862448209
Position 626: 0.005857818529002012
Position 3523: 0.004855202821429308
Position 7332: 0.004650463691832762
Position 3439: 0.004196568348051374
Position 2279: 0.004193771598274627
Position 8471: 0.0035695914106002574
Position 9298: 0.0034448494493572075
Position 4394: 0.003050659977857084
Position 9262: 0.0027839064381413557
Position 513: 0.002588551621382776
Position 3270: 0.0025453292360479458
Position 3152: 0.0023745035893451435
Position 11177: 0.002325176654785785
Position 9493: 0.0023020843258853892
Position 7183: 0.002057953058847056
Position 3559: 0.001931517256497373
Position 1543: 0.0017645372022278404
Position 1761: 0.0017061076581223176
Position 3950: 0.0016926898924040186
Position 4265: 0.0015624430703044538
Position 2478: 0.0014231592566041323
Position 8415: 0.0013846325879838365
Position 10496: 0.0013668952898947208
Position 9377: 0.0013478022626958524
Position 8278: 0.0013181410128796634
Position 4633: 0.0013148747076459223
Position 2345: 0.0012825020089924646
Position 3066: 0.0011335441108354855
Position 4344: 0.0010462983942351313
Position 9007: 0.0010080356918678037
Position 4899: 0.0009712522909560103
Position 8524: 0.0009402664862513185
Position 3003: 0.000867744084037067
Position 1957: 0.0008259231839094746
Position 2735: 0.0007645575583880791
Position 8018: 0.0007631881390255922
Position 1932: 0.0007587058752462115
Position 668: 0.0006689478981381254
Position 1618: 0.0006035305094005995
Position 1397: 0.0005914996442901454
Position 2750: 0.0005649614719837569
Position 1981: 0.0005632296734347968
Position 693: 0.0005294145328437719
Position 2943: 0.0005289400184158962
Position 554: 0.0005155203233253179
Position 2700: 0.0005057761109649087
Position 7481: 0.0005026286927467046
Position 9019: 0.0004797034142513154
Position 3283: 0.0004738467131946082
Position 2937: 0.00042124167530240063
Position 5858: 0.000259101771223874
Position 836: 0.00023815489252074145
Position 636: 0.000220003800245505
Position 2419: 0.0001841893280527796
Position 2883: 0.00018235125229746556
Position 751: 0.0001682469738938131
Position 4934: 0.00016805042408271382
Position 5404: 0.00016743746271240568
Position 4089: 0.00016084569196510512
Position 896: 0.0001226744482838255
Position 923: 0.00011635744558700624
Position 1300: 0.00010844147953191087
Position 1174: 9.711285408514321e-05
Position 1555: 8.886606214960596e-05
Position 4972: 8.101061074465142e-05
Position 206: 8.01488834943096e-05
Position 1365: 7.992454267789628e-05
Position 4691: 6.911919486297755e-05
Position 2173: 6.824385025342023e-05
Position 4729: 6.690095638305455e-05
Position 1519: 6.461832652041427e-05
Position 1765: 6.3584636115487e-05
Position 861: 6.201630738932818e-05
Position 1737: 5.609881662070974e-05
Position 1671: 5.334420730959177e-05
Position 709: 5.0878955186696926e-05
Position 2424: 4.716500739477358e-05
Position 786: 4.601707767313364e-05
Position 2205: 4.139913650324793e-05
Position 912: 3.836065738018536e-05
Position 2341: 3.80134094246828e-05
Position 753: 3.0940900918529515e-05
Position 2122: 3.08190428170104e-05
Position 2433: 2.8048985434214494e-05
Position 300: 2.6093929220864797e-05
Position 1712: 2.599408432987399e-05
Position 1402: 2.5559831276838093e-05
Position 2447: 2.5257905736995698e-05
Position 1563: 2.347135484467463e-05
Position 1453: 2.269556036445369e-05
Position 2551: 2.063913928902198e-05
Position 880: 1.882994026476774e-05
Position 812: 1.3994459606420886e-05
Position 1033: 1.0495399859064718e-05
Position 877: 8.825643599051917e-06
Position 527: 8.716694886167805e-06
Position 285: 6.729090564852442e-06
Position 2533: 5.1295173487891616e-06
Position 1839: 3.852680059920856e-06
Position 1490: 1.7834296141647214e-06
Position 3535: 1.3012996078345685e-06
Position 760: 1.254679970167387e-06
Position 1910: 1.1143679176403722e-06
Position 430: 9.273469865733225e-07
Position 230: 5.161159316430151e-07
Position 403: 5.097815218218996e-07
Position 558: 4.9661752714489e-07
Position 516: 4.02400142408281e-07
Position 985: 3.0698496379083026e-07
Position 819: 2.640209530811511e-07
Position 768: 2.415047942167145e-07
Position 1892: 2.398469128766883e-07
Position 564: 2.2681492077512664e-07
Position 783: 2.2430635424880432e-07
Position 795: 1.995687930190246e-07
Position 867: 1.4610989285197965e-07
Position 215: 1.295017266789925e-07
Position 926: 9.496264762276724e-08
Position 479: 7.652504250162673e-08
Position 645: 7.509532210297635e-08
Position 581: 7.39994703144495e-08
Position 220: 6.904179701609607e-08
Position 1008: 6.787718187310603e-08
Position 361: 6.4835241314368e-08
Position 849: 5.037589275052688e-08
Position 314: 4.677365006395089e-08
Position 465: 4.676672764018344e-08
Position 1847: 4.304106822436428e-08
Position 763: 4.1364897637579226e-08
Position 2442: 3.914265438693038e-08
Position 2524: 3.76614214207043e-08
Position 2585: 3.733984118313495e-08
Position 2305: 3.709189796106638e-08
Position 114: 3.581184473178291e-08
Position 587: 3.205825946349052e-08
Position 672: 2.6393423847094472e-08
Position 771: 2.475741724219686e-08
Position 1602: 2.237112977902019e-08
Position 1567: 1.8192525850937273e-08
Position 568: 1.4941990499020626e-08
Position 803: 1.4516264093765623e-08
Position 765: 1.3831978662065516e-08
Position 1657: 7.411490304006193e-09
Position 321: 5.180698905104908e-09
Position 193: 2.0954021271124794e-09
Position 89: 1.0980824214008385e-09
Position 1803: 3.9332802540437594e-10
Position 590: 8.909818450224956e-12
