Gene = UBIAD1
Position 14288: 0.042927404826872795
Position 712: 0.04148315055156377
Position 13545: 0.038671876649620546
Position 1936: 0.03276014404337323
Position 1914: 0.028361077874260017
Position 13415: 0.024478929069765707
Position 340: 0.0167926064772775
Position 12967: 0.01516067157792812
Position 5650: 0.011701225668339608
Position 13691: 0.011108445518800662
Position 4465: 0.011074978820104303
Position 2424: 0.00810921417745878
Position 570: 0.007741735357970163
Position 298: 0.007029639709102393
Position 7897: 0.006752688203021482
Position 11283: 0.006463167494020816
Position 5683: 0.006115013014648372
Position 531: 0.005790851529688019
Position 6242: 0.005318624709811476
Position 7795: 0.005314302373159294
Position 7381: 0.004027874556790932
Position 11903: 0.0039837044493782545
Position 428: 0.0038895299763487415
Position 13193: 0.0030549029773825113
Position 681: 0.0029817083470694513
Position 7361: 0.0029650743176795036
Position 4486: 0.0028736440913942596
Position 670: 0.0025955412759978112
Position 10050: 0.0025565500195366313
Position 457: 0.0016902137505321955
Position 201: 0.0016662959478752142
Position 3165: 0.0016489432377622343
Position 2999: 0.0016330758347827847
Position 5470: 0.0015377847620213533
Position 486: 0.0014469560132390458
Position 5679: 0.0012553581149141598
Position 8654: 0.001179923862562726
Position 706: 0.0010002038883733253
Position 6043: 0.0008522466755567067
Position 1012: 0.0008352017222304122
Position 7157: 0.0008351335828934101
Position 731: 0.0008046876934289917
Position 7408: 0.0007819789813988855
Position 3049: 0.0007537690811207946
Position 6076: 0.0007056865611834214
Position 854: 0.0006973321776457636
Position 8464: 0.000618470120300686
Position 2286: 0.0005750636171594965
Position 3209: 0.0005259050506703645
Position 432: 0.0004742123097857075
Position 4133: 0.0004047419779312315
Position 824: 0.0004037059662500036
Position 453: 0.0003829236232928653
Position 1428: 0.00029035888551664477
Position 501: 0.00026753503015802837
Position 5753: 0.000262911671005607
Position 4796: 0.00020829796332576646
Position 355: 0.00020290953480674777
Position 7626: 0.000195408141025067
Position 4936: 0.00017732082140680655
Position 5281: 0.00017602616269412935
Position 799: 0.00015777516660468212
Position 2877: 0.0001515954438290181
Position 2625: 0.0001463008389290613
Position 4461: 0.00014550411541897252
Position 4771: 0.00012979765312108994
Position 396: 0.00010366233733342272
Position 376: 0.00010343735815490823
Position 2970: 9.096259853149215e-05
Position 2788: 6.212556041028356e-05
Position 2392: 6.166113504700908e-05
Position 320: 5.216710549709665e-05
Position 442: 4.404838440920117e-05
Position 2264: 3.8343302178700196e-05
Position 424: 3.769016846376746e-05
Position 1137: 3.569690804804303e-05
Position 460: 2.839881917349946e-05
Position 1665: 2.2174638748707523e-05
Position 1113: 1.3674659053734748e-05
Position 1448: 1.344605731234153e-05
Position 495: 7.865186223457741e-06
Position 961: 7.420813262408687e-06
Position 1821: 3.891353855492519e-06
Position 225: 3.3936674706237065e-06
Position 374: 1.662739786760386e-06
Position 386: 1.0533616933648277e-06
Position 300: 1.0467611657701676e-06
Position 672: 9.919306655015089e-07
Position 1763: 7.7646941100553e-07
Position 2508: 3.7145235044515786e-07
Position 229: 3.6845585915019347e-07
Position 161: 3.227063503187062e-07
Position 2684: 1.0730524281164023e-07
Position 352: 5.618352706219888e-08
Position 923: 7.0062174669433934e-09
