Gene = BTLA
Sorted 3' Splice Sites (High to Low Probability):
Position 19791: 0.38853145911789233
Position 6195: 0.15211176302218346
Position 2216: 0.11044974543815522
Position 1950: 0.08253643237631399
Position 10245: 0.059212495423344655
Position 7794: 0.040990917059503695
Position 15989: 0.04084519659918635
Position 9280: 0.03991418573593026
Position 1531: 0.03825233859428552
Position 8964: 0.03439876131981278
Position 3308: 0.028162318113553814
Position 12928: 0.02646511199709972
Position 2017: 0.026436540132719358
Position 9981: 0.022442127392941276
Position 9521: 0.020462981460380624
Position 3984: 0.019864212464703025
Position 2238: 0.018783353185115387
Position 5458: 0.018280681968167577
Position 13447: 0.01411400932908571
Position 12003: 0.012857310915972902
Position 5200: 0.009967867114460335
Position 3100: 0.009646202310423088
Position 199: 0.009486366086072404
Position 11982: 0.009075342892302636
Position 4533: 0.007001122357401733
Position 4032: 0.00698599949203737
Position 7282: 0.005151837009780997
Position 369: 0.004607880147691382
Position 2492: 0.004077881392129384
Position 4814: 0.002974489505574877
Position 6236: 0.0026669546483625945
Position 10500: 0.0025070349886828413
Position 9136: 0.0023734586996634836
Position 5454: 0.002316874070206904
Position 1498: 0.0021790310583209758
Position 1998: 0.0021257704367711175
Position 1105: 0.0018041115972138766
Position 5036: 0.0017707447658948786
Position 9719: 0.0017294343662115953
Position 1016: 0.0016930797785300196
Position 4058: 0.0015986612473451755
Position 3071: 0.0015657807790810491
Position 331: 0.0015302726301187712
Position 4918: 0.001392630111000403
Position 1535: 0.0013793067296457484
Position 9102: 0.001342325367911469
Position 3270: 0.0013093664714111538
Position 1797: 0.0011997985711669173
Position 7140: 0.0011531063664222561
Position 3734: 0.0011358988128111064
Position 5288: 0.0011117453078831985
Position 1394: 0.0010444676071353523
Position 1570: 0.0009941565625870778
Position 8381: 0.0009898674246308777
Position 7670: 0.0009736760660419327
Position 3441: 0.0008892855135645173
Position 1041: 0.0008879316457848698
Position 8229: 0.0008025639962963983
Position 1960: 0.0007990641187818132
Position 8415: 0.0007460241717691979
Position 1823: 0.0006887050773982073
Position 8029: 0.0006803711343236562
Position 7753: 0.0006709324344519872
Position 6566: 0.0006450227326797673
Position 1741: 0.0006441344664134856
Position 175: 0.0005998401213436101
Position 3963: 0.0005926318085940876
Position 7148: 0.0005674847099652408
Position 1318: 0.0005070002242942086
Position 3027: 0.0004973105434912388
Position 1129: 0.0004920699860257156
Position 2119: 0.0004888728813806494
Position 5126: 0.0004850961326564652
Position 1321: 0.0004530063135032791
Position 5129: 0.0004466679702688882
Position 7376: 0.0004396282118957381
Position 5478: 0.00042010475326746167
Position 5616: 0.0004065577433373399
Position 1155: 0.0003617465794365545
Position 6833: 0.0003575061458194781
Position 873: 0.000355053812153302
Position 6148: 0.0003417110048891692
Position 4549: 0.00032858386967389396
Position 2047: 0.0003077423836762351
Position 6239: 0.00026178791009492074
Position 405: 0.0002479591361241134
Position 2432: 0.00024203740983534173
Position 4284: 0.00023451806121581325
Position 2197: 0.00021603850271692147
Position 438: 0.0002025670886516674
Position 3685: 0.00018951158998573858
Position 4689: 0.00018905709765919184
Position 4281: 0.00018541402780329917
Position 3255: 0.00017057640076991416
Position 3224: 0.0001663051558129898
Position 3241: 0.00016255996460829228
Position 4514: 0.00014305036586315263
Position 1668: 0.00011464543521639367
Position 3013: 0.00011147282674868548
Position 4199: 0.00011072720103970632
Position 2920: 0.00010565694109647295
Position 1896: 9.748203532750972e-05
Position 1889: 9.724306322333776e-05
Position 1427: 9.49421287960554e-05
Position 1255: 9.127009102977584e-05
Position 1702: 8.976789328905847e-05
Position 3846: 8.780362404404101e-05
Position 834: 7.932199527305582e-05
Position 3166: 7.438467035499964e-05
Position 1299: 6.860168551254921e-05
Position 392: 5.514801754852017e-05
Position 492: 4.687449630831682e-05
Position 542: 3.935947369579733e-05
Position 447: 2.8988047514060402e-05
Position 1771: 2.8011277265331442e-05
Position 661: 2.5288944853368484e-05
Position 1369: 2.165248509784812e-05
Position 2521: 1.8292283695642814e-05
Position 1758: 1.434827629084002e-05
Position 2062: 1.389875653722264e-05
Position 1911: 1.3601620100936234e-05
Position 1539: 1.0935268434560632e-05
Position 1919: 9.567553434477701e-06
Position 208: 8.995613207971127e-06
Position 1456: 5.243389442823367e-06
Position 1716: 4.041611584313099e-06
Position 1323: 2.9674467876716338e-06
Position 637: 2.7317942085873424e-06
Position 573: 1.9354810944506323e-06
Position 1435: 9.561466664738481e-07
Position 2147: 8.526267887466917e-07
Position 464: 6.07092034815143e-07
Position 666: 5.379110055053233e-07
Position 507: 5.168151877975284e-07
Position 416: 4.903164643506458e-07
Position 2504: 1.5064374070880637e-07
Position 908: 4.4802090219847734e-08
Position 90: 3.2918800317770916e-08
Position 1613: 1.1472080617035673e-08
Position 138: 4.031626046330352e-09
Position 1453: 3.728141619021254e-09
Position 101: 2.7835205905660234e-09
Position 307: 9.38773968416565e-10
Position 967: 3.7544953112699704e-10
Position 548: 2.846748295266699e-10
Position 116: 3.263269650674794e-11
Position 148: 2.225767177674686e-11
Position 172: 2.1975465478391445e-11
Position 145: 1.9025663663583414e-11
Position 154: 1.0831492692669585e-12
Position 159: 6.018676793364583e-13
