Gene = RBM8A
Position 295: 1.830758861882956e-05
Position 1519: 1.5153841497911741e-05
Position 764: 1.4822491794718347e-05
Position 18: 1.4281884283630952e-05
Position 288: 1.2287240975554015e-05
Position 1611: 9.451153372907116e-06
Position 523: 9.30351770432982e-06
Position 941: 8.913904120502709e-06
Position 501: 8.290302624596992e-06
Position 758: 7.843083578966445e-06
Position 1111: 7.721135968076167e-06
Position 812: 7.446570530069939e-06
Position 119: 5.789648617844479e-06
Position 1361: 4.526405070303501e-06
Position 3: 4.4600459383581374e-06
Position 186: 3.3855772201431547e-06
Position 570: 3.04810835055894e-06
Position 2239: 2.719188339129746e-06
Position 1668: 2.6372095588685663e-06
Position 1147: 2.6322576813466485e-06
Position 2040: 1.938188244879429e-06
Position 1632: 1.5722128253389798e-06
Position 1740: 1.5101621973376256e-06
Position 1676: 1.3757320624056651e-06
Position 1848: 1.3641139502432225e-06
Position 625: 1.2735110319270787e-06
Position 1181: 1.16010838266053e-06
Position 544: 9.862319766734354e-07
Position 1462: 9.662333291078536e-07
Position 1131: 6.432842870297062e-07
Position 53: 6.157651239675708e-07
Position 1742: 4.896314571780475e-07
Position 838: 4.7507861311928303e-07
Position 950: 4.1775430991261543e-07
Position 386: 4.144592421574337e-07
Position 1253: 4.1006669676258233e-07
Position 1665: 2.5283690581784274e-07
Position 859: 2.3925656252041885e-07
Position 72: 1.9627107422964924e-07
Position 691: 1.6210773012025886e-07
Position 657: 9.712210138455244e-08
Position 578: 3.485482702953697e-08
Position 70: 2.3887808755821432e-08
Position 427: 2.164409955402948e-08
Position 452: 1.1795153290257874e-08
Position 1262: 7.051930105814966e-11
Position 1795: 6.436401251973268e-12
Position 1121: 8.091194214665249e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9927467217101975
Position 1608: 0.9698122997396985
Position 1358: 0.9654075507721263
Position 649: 0.9229910916949319
Position 458: 0.8348944353375733
Position 1941: 0.17639679086029877
Position 5318: 0.11589733351770619
Position 2894: 0.07853966373920664
Position 267: 0.0768489741449171
Position 3570: 0.07259777332015792
Position 596: 0.060691508923324
Position 5701: 0.05459130582205413
Position 2465: 0.03490937580094023
Position 321: 0.028405221820891276
Position 4868: 0.02518499444569821
Position 3700: 0.024674588950857886
Position 1937: 0.024214936939292192
Position 2358: 0.02338254413217361
Position 3480: 0.022849286929072954
Position 427: 0.015111296260074599
Position 3962: 0.013806170040605536
Position 5854: 0.01223304780873557
Position 1371: 0.011337434857646456
Position 2374: 0.011268485937201221
Position 1610: 0.01060312191761044
Position 652: 0.010094712535747381
Position 2427: 0.009393041982511613
Position 303: 0.005111873175939476
Position 1391: 0.004050495938180414
Position 1961: 0.0033915646887262567
Position 5603: 0.0033759596305371798
Position 5504: 0.0032373892094065214
Position 4884: 0.0029319467990776425
Position 5276: 0.002859736676045475
Position 386: 0.002548673971593653
Position 2778: 0.0023058213231552786
Position 1140: 0.002039266868200533
Position 5475: 0.0018399348604260465
Position 926: 0.0017877358052683845
Position 3375: 0.0017445824037962635
Position 1774: 0.0016757724637654415
Position 3665: 0.0015877785775129513
Position 327: 0.001581369810608123
Position 5255: 0.0015476912229806087
Position 2222: 0.0015454975485864825
Position 4647: 0.0014940412845787948
Position 3992: 0.0014834769866020287
Position 5755: 0.0014005613007759135
Position 4898: 0.0012794175271162395
Position 2430: 0.001278093329205959
Position 4264: 0.0012586695396755413
Position 2973: 0.0011721849733674662
Position 1848: 0.0011569241098086508
Position 324: 0.0011291818457113477
Position 4702: 0.001116664406586606
Position 3791: 0.0010683928765130766
Position 3638: 0.0009316787311379852
Position 3942: 0.0009280492362324571
Position 5873: 0.0008580062969608987
Position 5478: 0.000823534294381047
Position 1142: 0.0008197140087842651
Position 2415: 0.0007956727988754557
Position 1185: 0.0007877212674816047
Position 950: 0.0007347689594939871
Position 2040: 0.0007212172460591067
Position 689: 0.000693561231709351
Position 3485: 0.0006210058744037791
Position 5320: 0.0005721227908222496
Position 2300: 0.0005632000413894356
Position 3743: 0.0004622796641541837
Position 1323: 0.0004342254263851847
Position 462: 0.0004248476693365915
Position 2098: 0.00035255673521216894
Position 4340: 0.00033659447857594733
Position 1427: 0.00032643312861834557
Position 1442: 0.0003149401715203154
Position 1673: 0.0002956675981617953
Position 2984: 0.0002687571821504251
Position 4267: 0.0002686515109441399
Position 1896: 0.0002629070343289673
Position 1395: 0.0002584931379900186
Position 460: 0.00025664414814757325
Position 2599: 0.0002337068313889633
Position 280: 0.00017353293915218213
Position 2470: 0.0001467771177413827
Position 1657: 0.0001344168934294502
Position 3779: 0.00012332501559971046
Position 479: 0.00011652743278419984
Position 2830: 0.00010778441004228636
Position 612: 0.00010506018216257878
Position 346: 7.893343220473985e-05
Position 305: 7.676979771881942e-05
Position 1886: 7.255692744418817e-05
Position 654: 6.54578071041836e-05
Position 1400: 5.6803101002619095e-05
Position 1485: 5.6458646731529286e-05
Position 1412: 5.0117317014286324e-05
Position 2043: 4.8746612878291266e-05
Position 1283: 3.7780687796274274e-05
Position 1260: 3.185260834797927e-05
Position 485: 2.925688061634859e-05
Position 331: 2.7735668174412204e-05
Position 1095: 2.5735503035577182e-05
Position 615: 2.5716842772228204e-05
Position 399: 2.526661324789078e-05
Position 874: 2.5081595510757147e-05
Position 995: 1.907466732500383e-05
Position 962: 1.8633295161598216e-05
Position 618: 1.6854377164531677e-05
Position 401: 1.6830944808754006e-05
Position 1035: 1.6078487044680042e-05
Position 699: 1.5142828311658819e-05
Position 974: 1.1860489877083954e-05
Position 971: 1.103069258891489e-05
Position 3226: 9.663869811695203e-06
Position 958: 9.120613827631803e-06
Position 678: 8.700514981646375e-06
Position 664: 8.543362523900223e-06
Position 863: 5.765164150330851e-06
Position 1943: 5.574530354822408e-06
Position 1450: 5.549836074322263e-06
Position 1101: 5.362764222688117e-06
Position 1196: 4.786132168219148e-06
Position 1230: 4.392926892020388e-06
Position 1267: 4.1110140999220145e-06
Position 1227: 3.5638498246405238e-06
Position 86: 3.3688117009911297e-06
Position 1973: 2.9944670873129935e-06
Position 499: 2.7415500296999144e-06
Position 149: 2.5002331162051277e-06
Position 125: 2.383754279717926e-06
Position 608: 1.4954262433458564e-06
Position 104: 1.4146190185541835e-06
Position 1202: 1.3649979477460653e-06
Position 1993: 1.3293141499005048e-06
Position 2014: 1.2118282384358016e-06
Position 1147: 1.13812604232368e-06
Position 354: 9.096060771308484e-07
Position 1620: 8.905215031200504e-07
Position 2100: 6.655559092160301e-07
Position 1305: 6.056530212683062e-07
Position 2075: 4.740813040210765e-07
Position 1561: 3.843989960517613e-07
Position 1198: 3.7801204259457216e-07
Position 1629: 3.648773344244506e-07
Position 490: 3.639693376915884e-07
Position 1278: 3.565889754640062e-07
Position 1297: 3.4920405781537385e-07
Position 70: 3.151887345237269e-07
Position 1326: 2.638515771595919e-07
Position 361: 2.3536425356732513e-07
Position 1530: 2.1791125136248016e-07
Position 2129: 2.1115219267623843e-07
Position 136: 1.8650464790630366e-07
Position 1290: 1.2768695524300543e-07
Position 696: 1.1319458579473961e-07
Position 823: 8.448080002499048e-08
Position 206: 4.9490130110952975e-08
Position 523: 4.247245002392557e-08
Position 542: 3.8777166198080075e-08
Position 166: 3.37286124267437e-08
Position 578: 3.262765642797572e-08
Position 109: 1.2171098988849576e-08
Position 1626: 1.216933223127048e-08
Position 1548: 1.0511319124247994e-08
Position 186: 1.0268775118837965e-08
Position 181: 6.066402765658734e-09
Position 1632: 1.4817986262580267e-09
Position 91: 1.2220339574109553e-09
Position 226: 1.0014240904019747e-09
Position 214: 7.436705968874919e-10
Position 236: 6.474013026072961e-10
Position 1720: 3.671574800248719e-10
Position 817: 3.195690032964873e-10
Position 78: 2.8549164475689064e-10
Position 838: 2.401837400752717e-10
Position 802: 1.9691085287959333e-10
Position 805: 1.7222507781321197e-10
Position 191: 1.5892172485809074e-10
Position 792: 4.9047813920623464e-11
Position 1687: 4.029664404216921e-11
Position 1043: 2.199209078383568e-11
