Gene = UBE2H
Position 12339: 0.07175051836526235
Position 576: 0.06655072776087718
Position 12993: 0.05658707680057494
Position 8596: 0.055393027454888374
Position 2856: 0.051862956947835034
Position 3846: 0.043024737013623846
Position 1628: 0.04077626364691487
Position 4586: 0.039207278991064576
Position 643: 0.03565180363671148
Position 9067: 0.032723119444665195
Position 3886: 0.03189553337462947
Position 3817: 0.03146399802082965
Position 6490: 0.026753156213769634
Position 687: 0.02382974902400956
Position 1099: 0.022919819048189242
Position 12209: 0.01756076042632937
Position 10263: 0.016702448827392528
Position 3506: 0.016064196863037283
Position 3923: 0.012453260467892161
Position 9071: 0.011847020775682107
Position 332: 0.010434538406930217
Position 5676: 0.009913628863128687
Position 3861: 0.009734502506930757
Position 5516: 0.009560807249466364
Position 357: 0.009515708170167461
Position 606: 0.007938135182467323
Position 5486: 0.007763520749468609
Position 8268: 0.007576835203124513
Position 4301: 0.007431100358759145
Position 6375: 0.0072562727420659575
Position 7304: 0.007059211618081352
Position 4062: 0.005572699468259525
Position 9368: 0.004867461685555778
Position 4461: 0.004559937429268943
Position 1016: 0.00443756947971821
Position 3466: 0.003913070647158076
Position 1131: 0.0036516935452357182
Position 1083: 0.0035809656126908162
Position 4823: 0.0035604697416264015
Position 6019: 0.0035393109343955518
Position 872: 0.0032512179208643434
Position 822: 0.0030707006614026726
Position 7890: 0.002954131391428371
Position 4249: 0.0029173934876795997
Position 5977: 0.002704898336935004
Position 5948: 0.0023799695827746155
Position 7871: 0.002291356288653895
Position 5576: 0.0021498344878417373
Position 5773: 0.0021313487830918183
Position 3091: 0.001864673474406507
Position 5719: 0.0017753851777348732
Position 2561: 0.001685078149461937
Position 545: 0.0015325132666197667
Position 2431: 0.001463687625939545
Position 221: 0.0014419534223138806
Position 3446: 0.0013702668091204319
Position 2344: 0.001155340717298468
Position 958: 0.0011235092038782708
Position 2685: 0.001087318130481616
Position 2449: 0.0010760068958406723
Position 2576: 0.000993901939617828
Position 407: 0.0009608356624680274
Position 1902: 0.000755829928639813
Position 2200: 0.0007384610818109201
Position 2452: 0.0006756652681370742
Position 787: 0.0005615474602082425
Position 1736: 0.0004591085908423069
Position 2034: 0.000427427732699611
Position 1020: 0.00042383520710925397
Position 1671: 0.00039614898479711867
Position 1875: 0.0003900862486990532
Position 194: 0.000320408327289002
Position 1404: 0.0003133898888032463
Position 3104: 0.00024242002279073466
Position 994: 0.00022044092577885196
Position 1034: 0.00021070051835596457
Position 305: 0.00020038204750665273
Position 308: 0.00018176686777496395
Position 2207: 0.00012364646002163175
Position 3719: 0.00011576398807783123
Position 1965: 0.00010687978102336597
Position 1327: 0.00010177966624567697
Position 1334: 7.749873768580172e-05
Position 1390: 7.295371372726466e-05
Position 689: 6.315760019441719e-05
Position 1114: 4.993003756244926e-05
Position 998: 3.782803758526224e-05
Position 2659: 3.320761351830495e-05
Position 1366: 3.267560174227718e-05
Position 1242: 2.3400619956003864e-05
Position 1162: 1.786580938570477e-05
Position 334: 1.487079930074342e-05
Position 1370: 1.4424309934785033e-05
Position 371: 1.1296531603261067e-05
Position 1135: 8.29322596285478e-06
Position 377: 5.231522971633044e-06
Position 1277: 3.148830265845119e-06
Position 161: 3.0107811168307087e-06
Position 1052: 2.8660619354800395e-06
Position 367: 1.2506109020178088e-06
Position 527: 5.582495181702995e-07
Position 142: 4.174998334073489e-07
Position 417: 4.022270554996752e-07
Position 625: 3.7895365362544395e-07
Position 175: 3.3921501220431896e-07
Position 558: 3.2548301771333844e-07
Position 504: 3.074175668821974e-07
Position 419: 2.3501977158298063e-07
Position 444: 1.7570481409494912e-07
Position 379: 1.0948177663337502e-07
Position 131: 1.0412964013076272e-07
Position 375: 9.739644227502392e-08
Position 126: 7.663541525804601e-08
Position 181: 3.456935340472436e-08
Position 616: 3.07501259315727e-08
Position 167: 2.5973911485003836e-08
Position 100: 1.80606525753897e-08
Position 82: 1.2993804803116457e-08
Position 128: 1.1137017509110402e-08
Position 978: 1.0577830902072413e-08
Position 461: 3.611977255825641e-09
Position 97: 3.329786771569401e-09
Position 169: 6.004401369443387e-10
Position 111: 3.992228957372324e-10
Position 614: 3.2796139429648494e-10
Position 104: 1.5163784666203311e-10
Position 753: 9.817448660925755e-11
Position 107: 1.2963717847679574e-12
