Gene = STPG1
Position 492: 8.398934074970115e-06
Position 521: 7.36672494955145e-06
Position 34566: 2.7043104199837715e-06
Position 225: 2.2542267289909249e-07
Position 118: 1.1608693660540656e-07
Position 246: 1.0967775113650217e-07
Position 782: 7.744908247404097e-08
Position 444: 6.621033758515199e-08
Position 377: 5.817082998113268e-08
Position 92: 4.191074695151214e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 29721: 0.9999998227902269
Position 12268: 0.9995568115777457
Position 39914: 0.9944098171126042
Position 43885: 0.9874380359306109
Position 22045: 0.9340745955341415
Position 33901: 0.7894347112778807
Position 16522: 0.7601938927848877
Position 2907: 0.6537287071410945
Position 55105: 0.5378089929728047
Position 12509: 0.3843760631654086
Position 48072: 0.37111168812423684
Position 26349: 0.35867358771040864
Position 40444: 0.2933336869197105
Position 52683: 0.25037811269025667
Position 1395: 0.24494236812819864
Position 40810: 0.22709969477169645
Position 33851: 0.21056016058752242
Position 50151: 0.18153414338392226
Position 22262: 0.17137812422211526
Position 12523: 0.16994332763993342
Position 40847: 0.1507697711813356
Position 49344: 0.13769894148335052
Position 40874: 0.1334212010848266
Position 15883: 0.09803888421212457
Position 4372: 0.0930117375158194
Position 5074: 0.06683175824077789
Position 21657: 0.05514632049643452
Position 53054: 0.05335102368804296
Position 3790: 0.04975409938804425
Position 51880: 0.04478806255009855
Position 53282: 0.040609926857860204
Position 33324: 0.0386456661871509
Position 3119: 0.03510329070571649
Position 50666: 0.0324612205667248
Position 51370: 0.03073372104422054
Position 19316: 0.02365418635733003
Position 2939: 0.022958113031529368
Position 44317: 0.021184345813096278
Position 4788: 0.020298789683595147
Position 2846: 0.01920970554527329
Position 31420: 0.019003618463115216
Position 1329: 0.017731378157195336
Position 4750: 0.017300840415905207
Position 50037: 0.01724267974339814
Position 18685: 0.01658591666027262
Position 18576: 0.014751086619331706
Position 4368: 0.011555511624261898
Position 3818: 0.011500130471421038
Position 554: 0.010835664908962189
Position 1034: 0.010619914525369594
Position 1060: 0.01021842787998626
Position 3143: 0.00922703406615865
Position 2914: 0.009025049723984102
Position 1920: 0.008942472281893021
Position 4793: 0.008560995101558576
Position 21254: 0.008328190942063997
Position 3746: 0.0077108837102910395
Position 21207: 0.007433343192880402
Position 47430: 0.007016587194495927
Position 19362: 0.006373704997483855
Position 49029: 0.006347020343354508
Position 12536: 0.006231701301807864
Position 12546: 0.006163253935174309
Position 6962: 0.006026295810645808
Position 18512: 0.005830497424402003
Position 1974: 0.005677430926197113
Position 1542: 0.005313744556562207
Position 1875: 0.005166483799615116
Position 3656: 0.00512179125602181
Position 2807: 0.005043527582655096
Position 1843: 0.004704029654450461
Position 3283: 0.004268355705165126
Position 3854: 0.004206361327464361
Position 45863: 0.0042014967662169535
Position 19908: 0.003954703032812198
Position 47640: 0.0038718915175548203
Position 4392: 0.0036901323477704813
Position 48823: 0.003608214674340216
Position 1085: 0.0035287050034060003
Position 47017: 0.0034824768207649785
Position 19989: 0.003324277725387697
Position 12562: 0.0032277132473350796
Position 51072: 0.0028992346223146452
Position 48045: 0.002758901027178995
Position 422: 0.0026271063971750734
Position 1102: 0.0026119943506409385
Position 2880: 0.002518297737434224
Position 1333: 0.00239657643970845
Position 3280: 0.002184805636493272
Position 48492: 0.0020775274097681435
Position 343: 0.0016241525806719797
Position 48641: 0.0015618134433634228
Position 46692: 0.0014775134259954633
Position 4812: 0.001187851495994285
Position 44688: 0.0009698923302022753
Position 503: 0.000953649011637393
Position 875: 0.0008899849065406152
Position 45726: 0.0008793054582945745
Position 3832: 0.0008716900341562198
Position 46297: 0.0008473890048402434
Position 1445: 0.0007935866593677841
Position 44702: 0.0007701113542648762
Position 575: 0.0006526913441347339
Position 2720: 0.0006401342087807157
Position 1986: 0.000610087947904216
Position 44171: 0.0005629556371175376
Position 47597: 0.0005224798701082792
Position 44664: 0.00044037680728490817
Position 2492: 0.0004327955944360239
Position 44754: 0.000431700980079015
Position 848: 0.00041839753223981444
Position 45662: 0.00041085741984259725
Position 2016: 0.00036636313879465484
Position 45338: 0.0003371038977490076
Position 1829: 0.0003284427602877114
Position 44295: 0.00028306646748029585
Position 46250: 0.00028188795025944316
Position 45195: 0.00027756285223976164
Position 820: 0.00027128115832444574
Position 1618: 0.00026708074485417335
Position 270: 0.00022282578173331207
Position 45679: 0.00020562099145474648
Position 1371: 0.00020367591531640278
Position 1040: 0.00020026887254610384
Position 531: 0.00019073389504895474
Position 44144: 0.00017830746888397044
Position 45246: 0.0001739103607730264
Position 2595: 0.00017341979040758876
Position 2656: 0.00016900335203735484
Position 1361: 0.00014599534832965562
Position 2534: 0.00014299852019173458
Position 16335: 0.0001412624557097984
Position 1794: 0.00013966846781772273
Position 2545: 0.0001334024143340574
Position 1894: 0.00012934963464954875
Position 1331: 0.00012598053019896113
Position 1403: 0.00011180357411298906
Position 1281: 0.00010756887623519842
Position 452: 0.00010743653729043991
Position 1358: 0.00010626062819290509
Position 1036: 9.104185304083212e-05
Position 3022: 7.876418371258512e-05
Position 822: 7.836047762184152e-05
Position 947: 7.208936620761169e-05
Position 792: 6.786331788708173e-05
Position 313: 4.210119206647441e-05
Position 43244: 2.783196711290784e-05
Position 3125: 2.5480835291538096e-05
Position 177: 2.268767542957705e-05
Position 3261: 2.007226169721497e-05
Position 41461: 1.2981466657844394e-05
Position 1065: 1.1995066667304125e-05
Position 2689: 1.138688743035165e-05
Position 35572: 1.1277226847731406e-05
Position 34884: 7.156576457125646e-06
Position 911: 5.3548454213994805e-06
Position 34431: 5.297905352373615e-06
Position 1112: 4.642824286320624e-06
Position 985: 2.889768193364001e-06
Position 631: 1.8385526269462886e-06
Position 761: 1.6622532298761686e-06
Position 1290: 1.2612779413898372e-06
Position 1287: 1.2317311212223374e-06
Position 509: 1.188474854657893e-06
Position 433: 1.1691714737371623e-06
Position 1261: 1.0815135038008702e-06
Position 29922: 6.993235647729609e-07
Position 31132: 3.75611026866964e-07
Position 34170: 3.7213564696936185e-07
Position 30026: 3.2802751966535873e-07
Position 1155: 2.5244491291574556e-07
Position 34463: 2.2442288085688766e-07
Position 28248: 7.437655011122294e-08
Position 24010: 1.4512176099783662e-08
Position 12729: 1.591745710429529e-10
Position 14056: 1.381439893097505e-10
Position 14302: 1.040412302638654e-10
Position 13253: 1.716761973757249e-11
