Gene = GIMAP1-GIMAP5
Position 3876: 6.0203088960676166e-05
Position 2598: 5.6872226591544105e-05
Position 3127: 5.276786594226724e-05
Position 831: 4.0908010794144253e-05
Position 1476: 3.2704444478924055e-05
Position 806: 3.21363028169262e-05
Position 5731: 1.2722477926164918e-05
Position 1385: 9.783469977074427e-06
Position 2757: 7.2525752596297605e-06
Position 3641: 2.4859065803537327e-06
Position 57: 5.682155490607445e-07
Position 299: 4.78972873631375e-07
Position 432: 4.174706473986224e-07
Position 424: 2.169666853570113e-07
Position 516: 2.1176305706712073e-07
Position 332: 1.3640745285668582e-07
Position 262: 1.0941018407533776e-07
Position 301: 1.0305363191857163e-07
Position 3353: 3.016628023761033e-08
Position 253: 2.5117173439020467e-08
Position 41: 1.3789919409903915e-08
Position 94: 2.7956891065851613e-09
Position 92: 1.409026176780035e-09
Position 10: 6.161290109829206e-10
Position 239: 5.2299864144449496e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10014: 0.9980947304503354
Position 24210: 0.9896064970604788
Position 2373: 0.8427544682327481
Position 3599: 0.7112320574885588
Position 25514: 0.5193895740301093
Position 13237: 0.23822447826148507
Position 1804: 0.22286078763763825
Position 6838: 0.21577815197667263
Position 2180: 0.19323178235330676
Position 13160: 0.18338051332004462
Position 6163: 0.17728955979972205
Position 24565: 0.1348613269751411
Position 2636: 0.12941540180761252
Position 3379: 0.1266512333795761
Position 26539: 0.11403515689595214
Position 6717: 0.08688763064787028
Position 26513: 0.08293924071884419
Position 25240: 0.06869328909910405
Position 6532: 0.05554409097132829
Position 8949: 0.03838942592161549
Position 3503: 0.03449191396690309
Position 1717: 0.030756563769587745
Position 6142: 0.025645949417508335
Position 3794: 0.02175415538139454
Position 1724: 0.02088389485256629
Position 2294: 0.01838514195517728
Position 3527: 0.015185421122736525
Position 3551: 0.012417209497511886
Position 6669: 0.0120817219724109
Position 6866: 0.011607955995130238
Position 2049: 0.011070777955992088
Position 3445: 0.006022496750196479
Position 2265: 0.005036360854273905
Position 570: 0.0044241763525165725
Position 477: 0.0041038882035854
Position 1158: 0.0040160737022888904
Position 13853: 0.0032343665791053308
Position 3545: 0.00280420630503643
Position 124: 0.0027550756854515155
Position 3717: 0.0024899413289223684
Position 623: 0.002412735701043981
Position 90: 0.0023619764030273385
Position 2200: 0.002334168603822298
Position 585: 0.0018784205995843828
Position 1594: 0.0018492022081051565
Position 1669: 0.0018199702188860752
Position 5833: 0.001585563248297223
Position 1774: 0.0013717175272045794
Position 319: 0.00136766112674829
Position 1237: 0.0013371294790764814
Position 1741: 0.0011205603304240415
Position 15591: 0.0010699780405900236
Position 693: 0.0009875408329810375
Position 2873: 0.0009576039281453318
Position 2329: 0.0008350566133045181
Position 10681: 0.0007962892092655116
Position 2551: 0.0007587571841937852
Position 1881: 0.0007395765646956223
Position 14463: 0.000738691688930189
Position 1682: 0.0007108836315838623
Position 2577: 0.0006701321808097501
Position 16362: 0.0006200162657948057
Position 1251: 0.0005204095258486438
Position 1319: 0.0005089917713120223
Position 5851: 0.00048393709926979425
Position 135: 0.0004507024737877168
Position 1133: 0.000423702949114299
Position 2675: 0.0004212851796200299
Position 2220: 0.00039247535951414245
Position 2066: 0.00039059593743149884
Position 2461: 0.00036758674064061154
Position 1601: 0.0003606415533328367
Position 5836: 0.0003602901672151236
Position 2130: 0.00032888136469227665
Position 173: 0.0003223965565747559
Position 1178: 0.00030657430738704794
Position 2378: 0.0003032570514652723
Position 359: 0.00029989439791529965
Position 6285: 0.00028996021719794693
Position 2089: 0.0002772920677036816
Position 10716: 0.00027409291366329403
Position 2127: 0.00022804738327210873
Position 1195: 0.000209288491573457
Position 956: 0.00020615258401365065
Position 2007: 0.00020550628326130235
Position 3473: 0.00020321505788734373
Position 2598: 0.00019709890591816217
Position 1175: 0.0001901847090046292
Position 2212: 0.000181236488042114
Position 2779: 0.00014916447463431357
Position 5518: 0.00014312731602292102
Position 1014: 0.00014271060149050196
Position 3408: 0.00014154331010277367
Position 1189: 0.00013513842813286968
Position 3142: 0.00013197649281482715
Position 1664: 0.00011827766776470556
Position 651: 0.0001095367390529318
Position 4217: 9.089522094617463e-05
Position 3927: 8.591961141958543e-05
Position 404: 8.146985332575385e-05
Position 1809: 7.758415991271838e-05
Position 12667: 7.568281766867056e-05
Position 9449: 7.527208746457982e-05
Position 976: 7.519761925194153e-05
Position 223: 7.283955789343715e-05
Position 14250: 6.707367903555104e-05
Position 1550: 6.64807842665988e-05
Position 11848: 5.629645860931584e-05
Position 8208: 5.486578074443341e-05
Position 13644: 5.46824837517537e-05
Position 7173: 5.217324592603072e-05
Position 1906: 5.216413542769911e-05
Position 288: 4.496057702055442e-05
Position 1462: 4.0977993874721574e-05
Position 371: 3.903828309382419e-05
Position 1256: 3.8764922872286326e-05
Position 701: 3.642116499032911e-05
Position 1201: 3.550350228308839e-05
Position 7023: 3.0318464946453805e-05
Position 671: 2.8925357504572002e-05
Position 185: 2.750583888451563e-05
Position 4674: 2.2491211627417313e-05
Position 3029: 2.139761905747706e-05
Position 160: 2.0315204749940673e-05
Position 8185: 1.752517133032034e-05
Position 3015: 1.632280436299175e-05
Position 2888: 1.619311940759783e-05
Position 10832: 1.545619754581286e-05
Position 966: 1.3474972436793275e-05
Position 2502: 1.073114730385302e-05
Position 8811: 1.0554287493231078e-05
Position 3696: 6.7654671341820565e-06
Position 1624: 5.208686709992896e-06
Position 4822: 4.593084459409625e-06
Position 1534: 4.1533243387287606e-06
Position 5765: 3.365263693800413e-06
Position 1207: 3.0323351528652435e-06
Position 480: 2.529163205869835e-06
Position 731: 2.443805880293218e-06
Position 3726: 2.37694107612622e-06
Position 376: 1.8909367193628957e-06
Position 1335: 1.716600082995455e-06
Position 1310: 1.6904791900064746e-06
Position 4510: 1.4916581692253089e-06
Position 869: 1.425973436419335e-06
Position 292: 7.077297128555061e-07
Position 420: 4.573826200687013e-07
Position 2511: 4.3420063996599766e-08
Position 92: 1.7287072805709056e-08
Position 3205: 1.611103261263432e-08
Position 332: 1.4681775489889035e-08
Position 208: 1.312248552543205e-08
Position 253: 9.812514134685606e-09
Position 3226: 5.901730040791872e-09
Position 182: 5.8804990083068966e-09
Position 658: 5.787878400049907e-09
Position 340: 5.337648852028886e-09
Position 144: 3.494611875800912e-09
Position 424: 2.632082310922592e-09
Position 231: 2.2265725637784046e-09
Position 297: 1.601955341412469e-09
Position 299: 8.503079476083756e-10
Position 383: 5.326311019023447e-10
Position 140: 2.354219511791209e-10
Position 191: 2.0971805449934983e-10
Position 439: 8.998527722208409e-11
Position 3801: 8.954951870783892e-11
Position 3798: 7.462839877642397e-11
Position 196: 1.1210873139332407e-11
Position 198: 1.0143415964176204e-11
Position 804: 3.7598229826862413e-14
Position 757: 1.2587320328316586e-14
