Gene = GDA
Position 573: 4.07300046238686e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 22469: 0.9769089499639078
Position 23737: 0.9689980056143094
Position 27069: 0.9478879012814496
Position 12683: 0.8272364699965087
Position 15865: 0.7497458719980402
Position 9352: 0.5531492596472384
Position 27340: 0.3813493850824375
Position 13534: 0.36438371195905117
Position 27391: 0.3228515595491795
Position 11923: 0.3069892058236493
Position 3270: 0.29575753892970774
Position 10427: 0.2622652154497263
Position 10494: 0.2541969104748768
Position 2544: 0.21440508761378038
Position 12645: 0.16056089245785332
Position 27365: 0.11415202191071384
Position 2468: 0.0808680156440939
Position 31165: 0.07158018675771405
Position 12417: 0.06134381092427054
Position 4606: 0.058591785414806995
Position 4719: 0.05118824606009157
Position 9356: 0.04832246296996121
Position 1360: 0.02689834633903518
Position 30337: 0.026049248155768964
Position 4668: 0.024709663754802165
Position 3609: 0.02209638079067588
Position 29534: 0.0213111537059634
Position 7344: 0.018236166049316382
Position 27652: 0.01754684103225751
Position 1336: 0.013991719694598333
Position 19337: 0.011269607221800034
Position 5974: 0.01075962096845201
Position 11852: 0.009597068769271015
Position 2561: 0.008850873662618074
Position 5335: 0.008561715271687125
Position 2348: 0.00833091174149661
Position 6537: 0.007038222630257698
Position 7282: 0.006857761443298041
Position 1803: 0.004937419598490462
Position 20107: 0.003877324693444895
Position 3311: 0.0034301323226649063
Position 27533: 0.00299913154004624
Position 1914: 0.002714326124408667
Position 2399: 0.0026760975986626287
Position 2413: 0.0022615356081310237
Position 16182: 0.002234046884651644
Position 20353: 0.002204515302676096
Position 1103: 0.0017101368295771545
Position 20197: 0.0016293651725439082
Position 1687: 0.0015561661414260533
Position 2161: 0.0015263319696119165
Position 736: 0.0013123202689766546
Position 2493: 0.0012445459256120598
Position 2546: 0.0011388436782334176
Position 1592: 0.001091362847551723
Position 1174: 0.0010176256135324912
Position 983: 0.0008237913524303613
Position 1204: 0.000802069865749826
Position 1607: 0.0007304460143444556
Position 21184: 0.0007111273255427554
Position 1632: 0.0006960056658275127
Position 4553: 0.0006655302774771468
Position 3381: 0.0004554060478448269
Position 17471: 0.00037501752631829966
Position 17674: 0.00037248617404146673
Position 14501: 0.00023308701590455582
Position 680: 0.0001997145071358103
Position 3504: 0.00013938358043551527
Position 15602: 9.972382023237718e-05
Position 2323: 9.715983055636809e-05
Position 14547: 8.92305566491797e-05
Position 316: 8.530383549571644e-05
Position 3294: 8.160732299532793e-05
Position 13738: 7.88990138046548e-05
Position 780: 7.210157297070611e-05
Position 896: 6.183055116000928e-05
Position 293: 5.896562528189301e-05
Position 1690: 5.7216285899941283e-05
Position 3314: 5.351213612196371e-05
Position 911: 5.146200452595956e-05
Position 3223: 4.87221838198759e-05
Position 2579: 3.650075605928202e-05
Position 2606: 3.647687231423995e-05
Position 13215: 3.4953577445305e-05
Position 587: 3.4666479934272516e-05
Position 758: 3.393874762880502e-05
Position 11485: 3.385663645223677e-05
Position 17888: 3.171621575871074e-05
Position 1003: 3.135065338707414e-05
Position 370: 2.8141961717936496e-05
Position 2320: 2.2662703658091973e-05
Position 2059: 2.2290760617768793e-05
Position 930: 2.2056865482219048e-05
Position 1228: 1.928184989838287e-05
Position 2185: 1.7672232113041193e-05
Position 1376: 1.6792900322682012e-05
Position 388: 1.4064038307224771e-05
Position 416: 6.69384708903006e-06
Position 1615: 5.057954577980212e-06
Position 1780: 4.77721517199409e-06
Position 1723: 4.141118406504925e-06
Position 1180: 3.4306502977680544e-06
Position 1451: 2.5733216898157535e-06
Position 1445: 2.3986954463476933e-06
Position 1210: 2.1209215034825437e-06
Position 6770: 2.0606711003437986e-06
Position 8187: 1.6859312184940957e-06
Position 3787: 1.1101390764573288e-06
Position 4945: 1.0932430328104043e-06
Position 8470: 6.287719496102574e-07
Position 1046: 6.175893625891298e-07
Position 4213: 3.7886800417173033e-07
Position 4836: 8.681764726983932e-08
Position 3234: 8.297438079195611e-08
Position 4280: 6.504420321206831e-08
Position 533: 1.2749747675229233e-08
Position 1147: 1.9769875153797613e-10
Position 1132: 1.553377107389365e-10
Position 915: 9.995552400853288e-11
Position 1387: 7.102961123329848e-12
Position 1249: 6.850090570352156e-12
Position 419: 5.8454948061110584e-12
Position 689: 5.198634554440518e-12
Position 738: 4.681044808918525e-12
Position 783: 4.339335428983521e-12
Position 460: 2.360480353997139e-12
Position 604: 2.3346651758126434e-12
Position 463: 1.972260941216221e-12
Position 320: 1.638298870199581e-13
Position 918: 1.487019623827406e-13
Position 429: 1.1554675955629651e-13
Position 261: 1.1544005173050434e-13
Position 642: 8.040646088371472e-14
Position 336: 5.6177429126203156e-14
