Gene = POC5
Position 14670: 0.514984315744122
Position 4529: 0.4653951534280767
Position 28114: 0.42793666024143195
Position 32080: 0.3616236121533769
Position 14760: 0.3089410949125924
Position 16696: 0.2935256725344903
Position 25008: 0.28178924609865386
Position 4388: 0.2530236784655769
Position 33271: 0.24914508321508383
Position 32101: 0.2437132147508906
Position 27801: 0.23123353472353472
Position 41220: 0.22310514729788353
Position 287: 0.21829881146667926
Position 9605: 0.19946485776289483
Position 4418: 0.16509072804477462
Position 6555: 0.15524939923443679
Position 32131: 0.14494452968522162
Position 27330: 0.13673620099965184
Position 4785: 0.1320982725402672
Position 22649: 0.10603751784493495
Position 35919: 0.10467845797335432
Position 14648: 0.09779627246160198
Position 3850: 0.09445425977242285
Position 31996: 0.08414498803762673
Position 40682: 0.07204569983965482
Position 18353: 0.07043093620680867
Position 2561: 0.06884226834328498
Position 21551: 0.06459765493740949
Position 14568: 0.06171567280178859
Position 31211: 0.061612887888953284
Position 12725: 0.06160026586086348
Position 4926: 0.06014361189369362
Position 2564: 0.053384260707440095
Position 41433: 0.051908516315554876
Position 4070: 0.05017534552410385
Position 2534: 0.04938673793780049
Position 9926: 0.04863250222207666
Position 7386: 0.048049481628841303
Position 4496: 0.04044156437083377
Position 18310: 0.03999968497736009
Position 40661: 0.03683090575507822
Position 20544: 0.03675445406458778
Position 3916: 0.0358031584648775
Position 29856: 0.03421424908551974
Position 22586: 0.03291962034480127
Position 15164: 0.030450494329931306
Position 13864: 0.030159967973249626
Position 27964: 0.028400347138919552
Position 39843: 0.028377232223891196
Position 36460: 0.02704704684228013
Position 1657: 0.026037780865155298
Position 11272: 0.02490785596180104
Position 38038: 0.02246500526503365
Position 4214: 0.02203988374167024
Position 27933: 0.01941232966867236
Position 4996: 0.01919964523510525
Position 14287: 0.01827012524260382
Position 29161: 0.017856804716634086
Position 14371: 0.01582854329934324
Position 32047: 0.015819993420602713
Position 31147: 0.01489901355939819
Position 40160: 0.013218527410333879
Position 5029: 0.012996967989152048
Position 29108: 0.012793126778610326
Position 42886: 0.012717218903360899
Position 2616: 0.012004605787896624
Position 28263: 0.01190883492823897
Position 9135: 0.011359086125090187
Position 5057: 0.01111175561275787
Position 4371: 0.010100319540068863
Position 5430: 0.00959966054615406
Position 27748: 0.0076042412625192055
Position 32242: 0.007566863070809563
Position 4990: 0.007523185581558372
Position 1697: 0.0072696797962107035
Position 761: 0.007257436422415665
Position 40998: 0.006536052550018112
Position 34421: 0.006064870368858062
Position 6822: 0.0059898504491294295
Position 15477: 0.005568453067671206
Position 15192: 0.005330209290518389
Position 18090: 0.005304284314432779
Position 28881: 0.004907026215411162
Position 892: 0.004899573892414359
Position 4729: 0.00487973395730517
Position 9639: 0.004789298449021671
Position 4764: 0.004774477714330874
Position 15538: 0.004613442600909859
Position 15205: 0.004353085562395025
Position 40028: 0.00422275413007538
Position 2645: 0.004169509940142501
Position 14999: 0.004094904142204411
Position 28821: 0.003637968645301876
Position 37670: 0.0031647662443584005
Position 2747: 0.0028025158366263426
Position 33242: 0.0027041015135010043
Position 15051: 0.002642612828025317
Position 15613: 0.002406756256643284
Position 2736: 0.002368975391195187
Position 28787: 0.002268555658717656
Position 3699: 0.002083925046812392
Position 16404: 0.001971371576606597
Position 719: 0.0018959060415067457
Position 37852: 0.0016536051355821094
Position 28818: 0.001615144142236575
Position 555: 0.0016045603624399991
Position 37956: 0.0015755708236709245
Position 29261: 0.0015623040831950932
Position 1434: 0.0015296330349659055
Position 28740: 0.001493187190755147
Position 4286: 0.001493141751949997
Position 15380: 0.0014873105874313854
Position 31042: 0.0014274659659278088
Position 30055: 0.0012854982499033592
Position 601: 0.0012040292056261516
Position 6456: 0.0011704681288726285
Position 27336: 0.0011407891685647183
Position 30152: 0.001101160901628029
Position 1473: 0.001088476766838195
Position 28582: 0.0010499788365316836
Position 28618: 0.0010032706946512173
Position 700: 0.0009442571514125105
Position 15325: 0.0007989809318077093
Position 36163: 0.0007091507976524007
Position 1891: 0.000593010185968032
Position 2033: 0.0005872990781262444
Position 5636: 0.0005188258794166997
Position 14962: 0.0005098730154512155
Position 5517: 0.0005002995063379813
Position 5505: 0.0004562999801628057
Position 5196: 0.00044936172030043286
Position 35501: 0.0004286505951029442
Position 1948: 0.0004275044714316036
Position 4152: 0.00036034997352845093
Position 15254: 0.00034209185168793344
Position 15387: 0.00030000394161407677
Position 14994: 0.00027971473858013664
Position 723: 0.0002615964452176112
Position 5671: 0.0002331887381070099
Position 27304: 0.00022507207532185885
Position 318: 0.00022333161991905536
Position 6112: 0.00017987477299054568
Position 1986: 0.00017816745324422922
Position 857: 0.00016562213785429073
Position 6399: 0.0001594294358620525
Position 32817: 0.00015867527034468394
Position 31901: 0.0001479580566171081
Position 481: 0.00014433737565719103
Position 1082: 0.00013750301066209876
Position 5473: 0.0001371579508309071
Position 31321: 0.00012230321549168354
Position 2773: 0.00010349513608290812
Position 1015: 8.703813034832541e-05
Position 6560: 6.968696247341539e-05
Position 2579: 6.83350555188566e-05
Position 860: 6.787691329882512e-05
Position 32852: 6.3517206353094e-05
Position 5658: 5.3827935907399755e-05
Position 30561: 4.930030953996535e-05
Position 808: 4.7892336336235706e-05
Position 33646: 4.576546174843257e-05
Position 348: 4.499758450189721e-05
Position 6897: 3.718543383590522e-05
Position 1063: 3.0485029405839224e-05
Position 1131: 2.508993105542833e-05
Position 28567: 2.3367150078979482e-05
Position 958: 1.8665537279116083e-05
Position 955: 1.7865964728402652e-05
Position 28548: 1.6974917677246757e-05
Position 29081: 1.5388234496939108e-05
Position 303: 1.1552632655893218e-05
Position 28671: 1.018796879860586e-05
Position 1345: 1.0187177231192053e-05
Position 1719: 9.193567525324622e-06
Position 28564: 7.661941927446871e-06
Position 8118: 7.464056748511614e-06
Position 8272: 6.6130252534669685e-06
Position 8162: 6.232530814259558e-06
Position 15072: 4.888467885243555e-06
Position 921: 2.3004912058618806e-06
Position 340: 1.1102169815320992e-06
Position 898: 7.843316244665279e-07
Position 327: 3.1109060328152726e-07
Position 5074: 8.352597791375408e-08
Position 295: 6.450990049741653e-08
Position 1591: 5.534319106809956e-08
Position 398: 4.038260707291118e-08
Position 116: 2.6529680984811473e-08
Position 465: 2.2632693618703483e-08
Position 763: 1.6207666498100916e-08
Position 826: 9.718727729402593e-09
Position 766: 7.593208639118916e-09
Position 461: 5.6686845563522604e-09
Position 400: 3.931831121723291e-09
Position 445: 3.2969701104840495e-09
Position 247: 3.2749216521289906e-09
Position 352: 7.139643373215272e-10
Position 644: 4.4665549038337563e-10
Position 354: 3.541892221350252e-10
Position 596: 1.3257377115337304e-10
Position 424: 1.1590419767959022e-10
Position 94: 7.968158559249066e-11
Position 494: 6.672140887957893e-11
Position 365: 5.913191657903187e-11
Position 140: 2.4699732941265705e-11
Position 358: 2.180031454154581e-11
Position 368: 1.4523507034966384e-11
Position 186: 1.2456880506383946e-11
Position 132: 8.66685677061157e-12
Position 183: 8.015492633764265e-12
Position 372: 3.825017432411208e-12
Position 198: 3.66492219510321e-12
Position 230: 3.403958148199199e-12
Position 227: 3.193135198734988e-12
Position 167: 3.0199389023506194e-12
Position 134: 9.644940183139397e-13
Position 239: 1.0365463562132773e-14
Position 146: 1.335854210497275e-15
