Gene = PIP
Position 3891: 9.724384457889154e-06
Position 334: 7.135033732362626e-06
Position 91: 5.768174952771375e-06
Position 3516: 2.772169212583233e-06
Position 1371: 1.1778580867443664e-06
Position 2654: 1.0464861259252812e-06
Position 842: 1.000400948125664e-06
Position 709: 9.235811494789818e-07
Position 192: 3.469338584227724e-07
Position 398: 1.2177954151867067e-07
Position 428: 1.1331976923613368e-07
Position 336: 7.344458780011847e-08
Position 290: 4.560699322417637e-08
Position 517: 2.1331918619063928e-08
Position 447: 1.435244625079499e-08
Position 1074: 3.010883917122919e-09
Position 351: 2.6923562199491285e-09
Position 247: 2.095086943616774e-09
Position 28: 1.912959353329007e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3116: 0.9146827905007734
Position 7440: 0.8880216884109041
Position 3403: 0.683131572506407
Position 6997: 0.601234020126432
Position 5130: 0.20953073353380586
Position 5942: 0.1983215549630055
Position 5017: 0.15468328639325493
Position 3658: 0.1292617260310238
Position 5387: 0.09146008995725895
Position 3720: 0.0903051366206548
Position 3070: 0.06817860053644656
Position 1014: 0.041876623330323444
Position 7017: 0.035346514552129435
Position 299: 0.03437456610793
Position 3605: 0.03420420860635691
Position 4153: 0.029147998498886427
Position 4197: 0.02832779527539608
Position 6284: 0.026853697594240895
Position 2373: 0.023504900962647252
Position 239: 0.021142722844402797
Position 2293: 0.019492719744871052
Position 4430: 0.01668306320847889
Position 2404: 0.016302716662980003
Position 5153: 0.01620251497042816
Position 3794: 0.012788515705252725
Position 3739: 0.011884941347535911
Position 2340: 0.011689417630620346
Position 1103: 0.009548279631056684
Position 3354: 0.008890235934774312
Position 7594: 0.008409148958864722
Position 4098: 0.007047153448619176
Position 4522: 0.006946207731125192
Position 496: 0.006354489306339942
Position 5080: 0.005905426744951498
Position 452: 0.004924629640877733
Position 5447: 0.004501163041888819
Position 3312: 0.00445003136645755
Position 1120: 0.004364807750483844
Position 5061: 0.004357809617231544
Position 900: 0.003529137825281448
Position 3662: 0.0035102479913560036
Position 2483: 0.0030197439507365286
Position 2830: 0.0029592358546058632
Position 987: 0.0023554400385110627
Position 3384: 0.0022957873555099215
Position 4345: 0.0021494961672419775
Position 3926: 0.0016372010787287917
Position 3360: 0.0016349414940281008
Position 1546: 0.0015044284407512492
Position 3153: 0.0014424116206943737
Position 2401: 0.0013653970128245938
Position 1073: 0.0013193418842322956
Position 277: 0.0012195912142204278
Position 2971: 0.0010738548713698575
Position 6632: 0.0009737378027599624
Position 533: 0.0008863602994943887
Position 6455: 0.0008274160472457884
Position 5574: 0.0008255924594766092
Position 2382: 0.0007729854352002219
Position 3723: 0.000743881317593168
Position 2939: 0.0006560058825193245
Position 1620: 0.0004758400634148185
Position 3757: 0.0004489899939338083
Position 4367: 0.0004473665685999688
Position 3875: 0.0004119923827308426
Position 916: 0.000394184555424168
Position 6262: 0.00038317720060744093
Position 928: 0.000288790288441623
Position 642: 0.00024664333474726106
Position 7485: 0.00022625885545330372
Position 351: 0.00020078779395235545
Position 380: 0.00017605226202056773
Position 3409: 0.00017524525628444834
Position 6528: 0.00016793879077079261
Position 499: 0.00016093905555001408
Position 2877: 9.097799341785176e-05
Position 940: 8.095778771917269e-05
Position 837: 7.529601052133382e-05
Position 2905: 6.711456678141688e-05
Position 3554: 2.175847946306124e-05
Position 6193: 2.0836877319251665e-05
Position 2566: 1.2768709095656439e-05
Position 3797: 1.161833307070587e-05
Position 3611: 9.470961673692455e-06
Position 1426: 6.918446819082596e-06
Position 552: 2.4394380278429493e-06
Position 1483: 2.3432943663538533e-06
Position 878: 1.9865880293457722e-06
Position 834: 1.6559083654608501e-06
Position 700: 1.3655227885396137e-06
Position 538: 1.1116757906646622e-06
Position 247: 1.0996491253692198e-06
Position 219: 9.33275364166254e-07
Position 303: 8.549241729944547e-07
Position 959: 8.081789923052809e-07
Position 818: 7.830709628623366e-07
Position 464: 6.807791736273686e-07
Position 1766: 5.675769475444586e-07
Position 1665: 5.035106250123834e-07
Position 744: 4.796019801117637e-07
Position 599: 4.6443405179367926e-07
Position 605: 3.810256298009708e-07
Position 253: 3.5023159484084134e-07
Position 737: 2.2368959585692015e-07
Position 741: 1.6728291573036383e-07
Position 3637: 1.4256665574761404e-07
Position 609: 1.3402534630609332e-07
Position 3760: 1.209838430519548e-07
Position 649: 1.0138272624421105e-07
Position 993: 6.617528583737583e-08
Position 504: 5.274878111185371e-08
Position 954: 5.02577792844593e-08
Position 362: 3.895784212726951e-08
Position 840: 3.08192057513454e-08
Position 968: 3.0632375122032265e-08
Position 1021: 2.1753622712749998e-08
Position 564: 6.421105958394452e-09
Position 1312: 3.3345322871836313e-09
Position 1359: 9.359446853019266e-10
Position 1315: 4.2350159359855603e-10
Position 1170: 3.5758987920915225e-10
Position 1332: 2.908202875061779e-10
Position 1030: 1.2612904161517987e-10
Position 256: 1.0021397315914647e-10
Position 192: 3.4603247605691076e-11
Position 174: 2.606525876735259e-11
Position 391: 2.0245146116265664e-12
Position 394: 1.536187467465719e-13
Position 105: 8.798715116207264e-14
Position 126: 3.210178835229415e-14
Position 398: 1.3963324246084811e-14
Position 178: 1.1946079692426638e-14
Position 139: 2.0458941010561757e-15
Position 121: 2.911444766747591e-17
