Gene = MSL2
Position 361: 2.0319821241410433e-05
Position 726: 1.7324988690358318e-05
Position 425: 1.3360850499670615e-05
Position 116: 1.1782728941478191e-05
Position 813: 1.1014175385657123e-05
Position 679: 8.48045258717444e-06
Position 861: 8.20468406979401e-06
Position 852: 3.6327481377326966e-06
Position 781: 2.8651967323632244e-06
Position 605: 2.600910683528397e-06
Position 866: 2.536525359797457e-06
Position 1002: 2.102244544299923e-06
Position 718: 1.3073440505838468e-06
Position 169: 7.514374073780592e-08
Position 465: 7.297208216882568e-08
Position 567: 5.4704878114860434e-08
Position 293: 4.852353140565222e-08
Position 230: 4.0867106074253104e-08
Position 892: 3.820544111859734e-09
Position 103: 1.3296436575065232e-10
Position 218: 1.144476176493615e-11
Position 183: 3.456480596261509e-12
Position 221: 7.286925527051977e-13
Position 453: 1.7422289558741017e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3816: 0.7975561287639145
Position 1048: 0.5408360214965395
Position 13934: 0.268804124791078
Position 14701: 0.2592160902084001
Position 1338: 0.2548425231661518
Position 1926: 0.2054074723247033
Position 1369: 0.1377178802776519
Position 1840: 0.12574549820841938
Position 992: 0.12275638061495173
Position 7127: 0.09613101127525493
Position 2743: 0.08930905554828404
Position 2367: 0.07283875469481346
Position 6127: 0.06289505478881971
Position 7147: 0.058726949974486305
Position 6554: 0.038830862825075585
Position 1902: 0.03774549185846617
Position 8179: 0.0331124278281979
Position 2775: 0.03200258755007783
Position 1837: 0.025867353646580646
Position 7416: 0.024308634163079795
Position 11246: 0.01861278884021399
Position 13400: 0.017055726141408926
Position 3364: 0.015262604618457132
Position 6574: 0.014533539692980208
Position 13133: 0.014472822561851811
Position 3313: 0.0139868702716888
Position 9947: 0.011298163565952977
Position 10546: 0.010746448377097116
Position 1009: 0.008864943023584983
Position 4080: 0.00808987059537446
Position 11157: 0.006953450872038282
Position 1868: 0.006865119229097388
Position 7123: 0.006324602580814496
Position 1787: 0.005921719539914621
Position 679: 0.0058127482362972435
Position 2070: 0.005427297153945892
Position 1083: 0.004825970131766663
Position 4008: 0.004707420232377543
Position 12211: 0.004664957279879782
Position 5848: 0.004583047822953744
Position 1912: 0.0045155320885290635
Position 1052: 0.004217077849728293
Position 2054: 0.0039047934346327414
Position 12022: 0.0038600119169989173
Position 3790: 0.0038229984254430148
Position 9999: 0.0033806411167313175
Position 4100: 0.0033274348432224326
Position 709: 0.0031140121168446474
Position 2909: 0.0030673275596269428
Position 974: 0.003033329700916117
Position 5772: 0.0029776909989541814
Position 773: 0.00268112040497185
Position 4051: 0.002624994777689666
Position 7920: 0.0022062046332742046
Position 1765: 0.0021812344670108547
Position 3743: 0.0021653650135173633
Position 6741: 0.002093060118344139
Position 4546: 0.0020150530529717383
Position 8975: 0.00197896726409351
Position 8635: 0.001971961216953576
Position 4381: 0.0018272218030110615
Position 1408: 0.0017280060829577373
Position 781: 0.001500421766613925
Position 5093: 0.0013460375047700225
Position 4968: 0.0012751584998701186
Position 2116: 0.001272043802888958
Position 5306: 0.0011247022001304352
Position 2646: 0.0011065597820164904
Position 573: 0.001101113596807367
Position 9158: 0.0010718893514663327
Position 1344: 0.0010412504116912372
Position 920: 0.001020913192986297
Position 5198: 0.0009917276637762301
Position 8916: 0.0008725674507750988
Position 1791: 0.0008029247942437122
Position 852: 0.0007785707211386175
Position 2426: 0.0007491837794465164
Position 6550: 0.00063191482898172
Position 6149: 0.0006259165607458805
Position 4918: 0.0005823921898965976
Position 3138: 0.0005721978825222496
Position 1232: 0.0005207686475138553
Position 1577: 0.00046119808396228093
Position 2983: 0.0004191019374331725
Position 5463: 0.0004165278421051394
Position 1701: 0.0004069311055040167
Position 4623: 0.0003909043594800112
Position 724: 0.0003870606195955677
Position 1807: 0.00032567732812643923
Position 4865: 0.00027406320132675047
Position 4405: 0.00027297382209811975
Position 4811: 0.00026324776676329585
Position 1880: 0.00022768241993577292
Position 338: 0.0001648442208488876
Position 1026: 0.00015630598767250715
Position 1311: 0.00015348351669373675
Position 1323: 0.00011460560347642464
Position 1605: 9.423949673050066e-05
Position 1056: 8.15204109699975e-05
Position 1722: 8.047500033649447e-05
Position 1143: 7.096664337105828e-05
Position 802: 6.955740211491295e-05
Position 810: 5.1161897379124386e-05
Position 932: 4.417991886389361e-05
Position 1621: 3.4210081554741685e-05
Position 830: 3.3246407286557514e-05
Position 2150: 3.0765628255373677e-05
Position 1204: 2.7482183320029623e-05
Position 1559: 1.9067754561272557e-05
Position 1581: 1.843926567710829e-05
Position 1817: 1.827354395935497e-05
Position 1522: 1.5533343367641796e-05
Position 1448: 1.4763316086651344e-05
Position 3868: 1.3155623274965976e-05
Position 2167: 7.471702700843241e-06
Position 1705: 6.324722053352576e-06
Position 412: 3.4874147055430317e-06
Position 522: 2.4631773255892946e-06
Position 1058: 1.4412464139625979e-06
Position 376: 1.430966911321967e-06
Position 437: 1.418839291128647e-06
Position 1412: 1.2171259796482359e-06
Position 445: 1.0990669583555357e-06
Position 370: 8.42466907100557e-07
Position 528: 7.32327132055785e-07
Position 879: 6.73402169527234e-07
Position 822: 4.940676140048925e-07
Position 349: 4.4719971699817656e-07
Position 546: 2.3810334475915466e-07
Position 562: 2.1717759012953157e-07
Position 387: 8.13309992764578e-09
Position 400: 6.287338123778142e-09
Position 1438: 2.201166867252006e-09
Position 1166: 1.1432209583268452e-10
Position 1153: 1.0872897975397453e-10
Position 352: 1.2334080703591293e-14
