Gene = BOLA1
Position 1072: 0.00031442771494827104
Position 3548: 0.000293403191056163
Position 418: 0.00028283288927434373
Position 5042: 0.00026507262599849895
Position 1006: 0.0002255430611685523
Position 980: 0.00022518363124196967
Position 4077: 0.0002156803679324198
Position 3833: 0.0002024988858762869
Position 1245: 0.00020163316379810507
Position 1666: 0.00018617169700491004
Position 611: 0.00015692784590185123
Position 1669: 0.00015575976804744546
Position 4351: 0.00012493836545285112
Position 3583: 0.00012302257486498222
Position 2917: 0.00011042085250059495
Position 1417: 0.00010127134396432645
Position 3923: 0.0001001507699894896
Position 2352: 8.473575531927439e-05
Position 3920: 8.119692238291031e-05
Position 2952: 6.691595212910783e-05
Position 2888: 5.7621905627282506e-05
Position 1213: 5.516376855804591e-05
Position 2891: 5.380429859882199e-05
Position 2808: 5.2134596315043974e-05
Position 175: 3.374878634944728e-05
Position 343: 2.5231515609039174e-05
Position 830: 2.3554196368529766e-05
Position 341: 1.9692819571761796e-05
Position 218: 1.8932629449136325e-05
Position 440: 1.6694987364102943e-05
Position 1134: 1.3345143525324902e-05
Position 1279: 1.2019361845397827e-05
Position 183: 8.669401802571739e-06
Position 1138: 2.2937380697668804e-06
Position 928: 2.2357190373843467e-06
Position 2132: 2.1393735717674683e-06
Position 2042: 2.1106427768275837e-06
Position 874: 1.733240094356669e-06
Position 1270: 9.51693834452421e-07
Position 288: 7.900205022736235e-07
Position 150: 7.598550126316531e-07
Position 571: 6.099997850822404e-07
Position 427: 4.6518612396434576e-07
Position 1340: 2.8093430043135025e-07
Position 180: 1.5661337019401225e-07
Position 430: 1.0139915601334216e-07
Position 463: 8.876757958827965e-08
Position 1219: 2.96957426499742e-08
Position 187: 2.4027466531369252e-08
Position 306: 1.3323501751124772e-08
Position 468: 1.1193385806761977e-08
Position 710: 6.450984291239273e-09
Position 1746: 5.698869642529113e-09
Position 106: 3.787925216735204e-09
Position 497: 2.407487434850824e-09
Position 512: 1.5071830290434572e-09
Position 155: 1.0566335022128944e-09
Position 299: 7.872375717813651e-10
Position 675: 6.978343218492957e-10
Position 108: 3.132747265746263e-10
Position 131: 2.572830177828532e-10
Position 238: 2.5221844459504e-10
Position 126: 2.2275328728165218e-10
Position 269: 6.398306577845899e-11
Position 448: 5.938339132997188e-11
Position 301: 4.364518995804403e-11
Position 303: 4.070502355812662e-11
Position 446: 2.735432826872971e-11
Position 258: 1.0204126004375486e-11
Position 256: 5.0223799540018665e-12
Position 465: 4.653728154645358e-12
Position 480: 3.2154667747410383e-12
Position 118: 5.843053057228375e-13
Position 79: 4.1820700616268847e-16
