Gene = NASP
Position 29892: 0.004642406553126947
Position 31262: 0.004480542931924342
Position 31541: 0.004362271967929292
Position 31448: 0.004260734029986445
Position 30780: 0.004236693592274218
Position 30755: 0.003929279602655456
Position 231: 0.0033622097332472343
Position 22739: 0.00246445499615172
Position 33063: 0.0021048140371832695
Position 6270: 0.0019986503996695213
Position 34189: 0.001937203006421547
Position 30641: 0.0019271065106823664
Position 4664: 0.001894638707430944
Position 23075: 0.0018777913437848606
Position 1773: 0.0016271927130579245
Position 8: 0.0016075856297891244
Position 30195: 0.0014725753483249941
Position 4923: 0.0014196497079626183
Position 850: 0.0012313871454485076
Position 6301: 0.0012073407315029323
Position 21860: 0.0011621842614815334
Position 25177: 0.0011130454386120026
Position 31104: 0.0009787298551334886
Position 24441: 0.0007962635885803388
Position 20878: 0.0007862182378463547
Position 34077: 0.0006824200062954904
Position 19857: 0.0006112914321485838
Position 16398: 0.0006079172033062752
Position 341: 0.0005698392475428652
Position 12741: 0.00022501800808844526
Position 7740: 0.00021585469933100898
Position 30134: 0.00015017843316723987
Position 990: 0.00012147590506823185
Position 23417: 8.962816474762418e-05
Position 25284: 7.446900926815843e-05
Position 132: 6.755922236000908e-05
Position 25910: 6.384288947822647e-05
Position 32346: 6.001416209821128e-05
Position 1154: 5.482427644720302e-05
Position 22457: 4.006359352729358e-05
Position 23156: 3.94601802753925e-05
Position 286: 3.901195154744679e-05
Position 519: 3.459350378441087e-05
Position 447: 3.046782434907133e-05
Position 1497: 2.970534203193797e-05
Position 1133: 2.4274220689257445e-05
Position 478: 2.381168310297433e-05
Position 182: 2.0825473544172873e-05
Position 1881: 2.0144458493255984e-05
Position 271: 1.9406212998640847e-05
Position 1004: 1.5230826682411273e-05
Position 1905: 1.2284951955029376e-05
Position 66: 1.1121940645494053e-05
Position 241: 1.0166535829088897e-05
Position 31421: 9.063339939925077e-06
Position 900: 6.517013672607398e-06
Position 867: 5.548532862338561e-06
Position 7228: 4.0858622539448325e-06
Position 647: 1.6071793294579745e-06
Position 158: 1.1383119000217545e-06
Position 31028: 5.673576178134527e-07
Position 12: 4.9601590938885e-07
Position 12494: 4.877530084653483e-07
Position 98: 4.45611310657229e-07
Position 7572: 4.1932194138050205e-07
Position 298: 1.1620767292826366e-07
Position 24278: 5.576327623457319e-08
Position 7240: 2.5214703533860146e-08
Position 58: 1.6739597337215563e-08
Position 265: 2.3016884182153828e-09
Position 117: 1.9075989989256276e-09
Position 1079: 1.008114420742345e-10
Position 21: 7.132708128058526e-11
Position 35: 2.7256702366542797e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 22421: 0.9939711708621185
Position 20875: 0.9709823713959514
Position 29108: 0.90567853090163
Position 30952: 0.7978294592054581
Position 32276: 0.7034401721262316
Position 18194: 0.6961698831060689
Position 7108: 0.6675195341523759
Position 33402: 0.6301232756600669
Position 30035: 0.6136404459069307
Position 34000: 0.5664153247728652
Position 32565: 0.5224742278182316
Position 30232: 0.5159576002509071
Position 31244: 0.4617016467601129
Position 7162: 0.327433298474605
Position 506: 0.3079468689604831
Position 34428: 0.2528399159055288
Position 6950: 0.18340918278008503
Position 6646: 0.16299262993144575
Position 32530: 0.15266972510975807
Position 6748: 0.13485904214565494
Position 31002: 0.11347971632455255
Position 262: 0.08682700207116098
Position 29026: 0.07010574341110122
Position 31039: 0.060907216757867796
Position 23461: 0.0608487109123303
Position 30369: 0.05409976662388468
Position 34756: 0.05025366846424236
Position 1623: 0.04735810471614349
Position 25176: 0.0370641760861943
Position 31506: 0.029956418553457216
Position 29912: 0.029741361975175334
Position 25069: 0.02968787196132976
Position 21736: 0.025864204280742535
Position 27820: 0.023725327588529663
Position 25309: 0.023091658850001803
Position 989: 0.022977953505372534
Position 33368: 0.02160997630620597
Position 15969: 0.021306998917209847
Position 32805: 0.02118148922566891
Position 33883: 0.01993809412783734
Position 32219: 0.019068630224572822
Position 33580: 0.018611805503136025
Position 4590: 0.01752700277286728
Position 23485: 0.017392533797287942
Position 33404: 0.016760234088928443
Position 34801: 0.016250009452084106
Position 33740: 0.015756839729047588
Position 257: 0.013889477390890848
Position 26581: 0.013768337830864804
Position 29793: 0.013326985147931715
Position 21761: 0.012053279288597254
Position 522: 0.01187168833297003
Position 30001: 0.011761229502036953
Position 33650: 0.011748122718806488
Position 280: 0.010712718128167369
Position 29984: 0.00988541482497271
Position 2270: 0.008907710730196453
Position 15787: 0.008852406095335708
Position 27996: 0.008752681935745714
Position 31261: 0.007818862258079493
Position 30499: 0.007373208361756944
Position 25214: 0.006907543485433441
Position 31958: 0.006450821011578065
Position 2438: 0.00630931633278434
Position 23260: 0.006305103152900214
Position 2303: 0.006046991263848574
Position 437: 0.0060359552019489315
Position 1098: 0.0055612445208163925
Position 30346: 0.005531077415531619
Position 23487: 0.005434814247966428
Position 29868: 0.005111739542584317
Position 29962: 0.004959420288208434
Position 24913: 0.004429547941849305
Position 31636: 0.0044063872711169825
Position 34262: 0.00421445975089484
Position 7127: 0.003579541943601437
Position 25544: 0.0033908030881754933
Position 32048: 0.0033208687021634023
Position 1627: 0.0032784721055586757
Position 6168: 0.0032059911311724523
Position 22365: 0.0030428407765729906
Position 22345: 0.002932879731844464
Position 33197: 0.0028390521120621637
Position 29834: 0.0026771464352248866
Position 33704: 0.002540275379721059
Position 31758: 0.0024559650383215092
Position 32031: 0.0024010374621852423
Position 33346: 0.002356214331569004
Position 2458: 0.0022484338228580007
Position 25004: 0.002181349819468873
Position 22634: 0.002178641548927031
Position 29919: 0.0021693398604492676
Position 298: 0.002079647521164961
Position 32756: 0.001969891105680858
Position 31297: 0.0019281971726727066
Position 32636: 0.0019156459769186613
Position 34488: 0.001893207037449619
Position 32725: 0.001715574804034815
Position 23548: 0.0015958831939500192
Position 259: 0.0015601443982120903
Position 7197: 0.0014676240208543962
Position 33308: 0.0014543642645837643
Position 1565: 0.0014295041000823908
Position 316: 0.0013063328865669925
Position 220: 0.001305899181429669
Position 31794: 0.0012563042314420025
Position 34409: 0.0012298322152534584
Position 23494: 0.0012174060380025346
Position 32829: 0.0011552445255948538
Position 23373: 0.0008923516472925754
Position 33982: 0.0008183569801846957
Position 329: 0.0007829519460438886
Position 24390: 0.0007594789736071878
Position 23503: 0.000699848503068134
Position 19568: 0.0006112914321485837
Position 16127: 0.0006079172033062753
Position 22962: 0.0005877912132980482
Position 22975: 0.0005090866618860779
Position 314: 0.0005006876860285801
Position 29888: 0.0004456183185597541
Position 79: 0.00043355315741929644
Position 34821: 0.0004215868621674359
Position 23119: 0.0004184993376078375
Position 31478: 0.00041535135047246534
Position 22858: 0.00034784193560983737
Position 28706: 0.00031298874126824735
Position 33788: 0.0003039875402923703
Position 33677: 0.0002794084344628088
Position 22590: 0.0002550972388167465
Position 7659: 0.00019687684991559533
Position 690: 0.00019455778787129532
Position 30269: 0.00018028407745563163
Position 12657: 0.00017543513423495994
Position 217: 0.00016278734777122836
Position 23023: 0.00015681127626372422
Position 30878: 0.00015097028110600306
Position 22943: 0.00012260321391666077
Position 394: 0.00011292598670173294
Position 29772: 0.000101257358323504
Position 12583: 4.958287385348531e-05
Position 226: 4.7327376674549736e-05
Position 25791: 4.553000568447849e-05
Position 890: 4.305054961987545e-05
Position 295: 4.0768204615607654e-05
Position 1386: 3.854730222870018e-05
Position 24365: 3.678461497315064e-05
Position 326: 3.5920206384512665e-05
Position 751: 3.520084645548306e-05
Position 31267: 3.485449098558286e-05
Position 1186: 3.165448512996929e-05
Position 31338: 2.6715040235521662e-05
Position 22887: 2.4250416043822406e-05
Position 22896: 2.203089225442627e-05
Position 22867: 1.988034173389084e-05
Position 15991: 1.9054407438177954e-05
Position 33270: 1.869227039005369e-05
Position 25761: 1.8312883793747987e-05
Position 748: 1.656111289232281e-05
Position 23075: 1.5854565648816423e-05
Position 22884: 1.2242271977594593e-05
Position 1058: 1.1695893691216592e-05
Position 7339: 1.1597259787323333e-05
Position 105: 9.655588007281495e-06
Position 7313: 7.79991156947071e-06
Position 937: 6.910734388535796e-06
Position 972: 6.805562320772011e-06
Position 1150: 6.324960982770468e-06
Position 30143: 5.111296429836984e-06
Position 241: 2.146201090330224e-06
Position 22668: 2.0292178309274266e-06
Position 572: 9.071542609376913e-07
Position 557: 8.453385096542651e-07
Position 12322: 4.877530084653483e-07
Position 22234: 2.682450198866137e-07
Position 946: 2.2128462058050377e-07
Position 706: 1.9025856566552074e-07
Position 22675: 1.817079179044165e-07
Position 128: 1.5810930305968627e-07
Position 98: 1.2235076427606945e-07
Position 874: 9.943174725199852e-08
Position 1332: 7.414371943503255e-08
Position 1153: 6.809308791713646e-08
Position 193: 5.694198728308514e-08
Position 24036: 3.371794416934311e-08
Position 150: 2.0838719804053045e-08
Position 146: 2.0395652385326783e-08
Position 24010: 1.0775382373345882e-08
Position 182: 1.0503187380040785e-08
Position 171: 9.894014978325852e-09
Position 23854: 5.934949711545831e-09
Position 23979: 5.334999980338381e-09
Position 165: 3.800783725287076e-09
Position 825: 3.2882354116324777e-10
Position 1227: 7.018564734987242e-11
Position 1066: 5.662524351892017e-11
Position 458: 1.2805765464861439e-11
Position 597: 5.466910428391358e-12
