Gene = ESM1
Position 492: 7.274692071096906e-07
Position 284: 4.1834123821291917e-07
Position 549: 3.4187931858012096e-07
Position 951: 3.2996268408949906e-07
Position 516: 3.173334966308176e-07
Position 778: 2.507291061035136e-07
Position 644: 2.137619913816542e-07
Position 277: 2.075130493797706e-07
Position 620: 1.813975179392297e-07
Position 264: 1.5796406258598328e-07
Position 650: 9.920983868611062e-08
Position 909: 9.790547221610886e-08
Position 1064: 8.906020554692368e-08
Position 106: 6.543656430229247e-08
Position 332: 5.5937146679919865e-08
Position 279: 4.227371693760552e-08
Position 1095: 3.553362890131139e-08
Position 1007: 3.208743937523907e-08
Position 542: 2.6922328904418268e-08
Position 812: 1.8512510379488023e-08
Position 605: 1.824045917006324e-08
Position 860: 1.4599927774858423e-08
Position 553: 1.3895598266602725e-08
Position 253: 1.3018228385154844e-08
Position 454: 1.2193569777792419e-08
Position 511: 1.0723046594177507e-08
Position 207: 9.787419781721697e-09
Position 261: 7.0932339562778735e-09
Position 132: 3.621324225434235e-09
Position 151: 3.3912602799922242e-09
Position 136: 2.231109482385295e-09
Position 712: 1.7690439316053519e-09
